$\alpha$,$\beta$,$\gamma$,$\delta$
0.8231829,0.05029843,1.0510724,0.09874501
0.8126902,0.053212285,1.0530272,0.098485865
0.7980947,0.050221633,1.0810683,0.1024693
0.8445263,0.059669405,1.0096817,0.09487249
0.8428552,0.053089887,1.0249583,0.09472497
0.8115855,0.04891533,1.0768045,0.10333243
0.82880294,0.051065408,1.0490422,0.09821826
0.8412428,0.051573493,1.0385464,0.09889705
0.821139,0.053640325,1.0544014,0.10039033
0.8182473,0.04924182,1.0707893,0.10096897
0.83543664,0.053063806,1.0440803,0.099464044
0.84704596,0.051697206,1.0390153,0.098651804
0.81576985,0.047227636,1.0851606,0.10228275
0.8244374,0.050643448,1.0618297,0.1002697
0.8234097,0.049231417,1.0647695,0.0993319
0.82228154,0.048854128,1.0636393,0.100029156
0.83621997,0.052455273,1.04697,0.099158056
0.81342775,0.048151504,1.0785731,0.10246165
0.7977667,0.04879419,1.0864884,0.10114992
0.837822,0.05565473,1.0300555,0.09720834
0.8387493,0.053290572,1.0403179,0.09841284
0.8144508,0.049058624,1.0724183,0.10098149
0.83136404,0.050169636,1.0596688,0.10114008
0.8193794,0.0486434,1.0671909,0.10131773
0.8311686,0.05311864,1.0431664,0.09881126
0.83240354,0.049863547,1.0559865,0.09981456
0.823069,0.045614563,1.0836767,0.10229014
0.83339226,0.053875785,1.0418727,0.09694916
0.8186912,0.04586896,1.0830604,0.10280239
0.83536804,0.049267016,1.0558436,0.098712124
0.83748543,0.050407376,1.0534652,0.09949117
0.8245916,0.05050441,1.0549122,0.09897057
0.84701943,0.0498749,1.0390381,0.09501607
0.82093716,0.0449903,1.0850998,0.102261946
0.8274334,0.052527823,1.0427438,0.09733757
0.8525422,0.062493026,0.99115986,0.09327794
0.8471298,0.058081344,1.0179404,0.09691627
0.84193295,0.05103017,1.0445454,0.099107735
0.8123532,0.04814706,1.0709757,0.09957597
0.8263104,0.048140623,1.0664508,0.10003209
0.8316279,0.050325602,1.0557195,0.10074935
0.81721336,0.049999103,1.0700564,0.10043719
0.82359266,0.049484365,1.0712413,0.101251595
0.8116239,0.04591854,1.0857632,0.1017397
0.8514685,0.05016545,1.0494654,0.09939586
0.82904804,0.053404115,1.0501118,0.099264614
0.8214729,0.047001123,1.0776525,0.103776984
0.8083114,0.047701243,1.0838432,0.10177476
0.81881803,0.04954841,1.0682621,0.10055636
0.83830416,0.055996206,1.0433552,0.10147185
0.8278476,0.049937703,1.0573252,0.099111184
0.84301853,0.05309477,1.0393265,0.09941146
0.8439149,0.0523423,1.0380667,0.09705381
0.82099557,0.048983753,1.0589513,0.097862996
0.83299977,0.049658846,1.0606953,0.09999127
0.8402113,0.052430566,1.0406554,0.09913199
0.8408674,0.048716124,1.0672474,0.10186504
0.8491456,0.049231168,1.047855,0.099379204
0.85464984,0.05565715,1.0200589,0.09680009
0.8271998,0.048076596,1.0627462,0.09963082
0.8277964,0.047698323,1.0650977,0.09958451
0.8478895,0.05342314,1.037487,0.098847404
0.846435,0.05564088,1.0358543,0.100750886
0.8646629,0.051945753,1.0189292,0.09437754
0.8190263,0.04813433,1.0692255,0.099560104
0.83337605,0.0542576,1.0362941,0.09801134
0.85294825,0.056477092,1.0075587,0.09402634
0.8366907,0.052232634,1.034957,0.0973923
0.8339768,0.055917043,1.0326319,0.09833495
0.83820415,0.053120907,1.0398953,0.097726874
0.81225395,0.042103756,1.108209,0.10500476
0.8349935,0.047927152,1.0653973,0.100861855
0.8343491,0.057767395,1.0226756,0.096223295
0.8335488,0.04870019,1.0600439,0.10086135
0.84649456,0.051302917,1.0362408,0.096694335
0.8345532,0.053686462,1.0371227,0.09885035
0.81980544,0.051649563,1.0549059,0.10000474
0.8349398,0.047090698,1.0687128,0.10096911
0.837927,0.05847673,1.0238975,0.098553956
0.84306604,0.054375432,1.0339222,0.09884743
0.8291206,0.05027208,1.0532933,0.09837334
0.8302079,0.050731763,1.0532353,0.09925813
0.8485086,0.0567574,1.0200843,0.09657778
0.8354801,0.048779503,1.0528296,0.09810513
0.8282629,0.05082314,1.050179,0.098936975
0.8523148,0.05186472,1.0312262,0.09613018
0.84669715,0.05673179,1.0167553,0.095024094
0.8039625,0.043522246,1.1004459,0.10320947
0.82948035,0.05214638,1.0462073,0.09828753
0.8413681,0.048876718,1.051865,0.0981209
0.8577405,0.049675435,1.0331379,0.09656776
0.8358267,0.05368289,1.0405061,0.09840292
0.8355005,0.048106257,1.0709611,0.10199002
0.83549243,0.0489411,1.0579876,0.10037688
0.8278918,0.05001501,1.0541471,0.099288404
0.8363814,0.049518663,1.0475321,0.09779409
0.8222632,0.051267836,1.0551811,0.09797575
0.8110584,0.048830315,1.069917,0.10026499
0.8346713,0.053574517,1.040871,0.09888191
0.8175637,0.04491257,1.082049,0.10143119
0.8308062,0.0549017,1.0354313,0.0987355
0.81870186,0.048682895,1.0659739,0.10014721
0.8184672,0.0526421,1.051832,0.09857438
0.8189067,0.053459898,1.0532613,0.09928261
0.81332594,0.044792864,1.0958072,0.102839604
0.81956255,0.048186656,1.0707474,0.10196439
0.831957,0.05043879,1.0386562,0.09675496
0.8372331,0.04799782,1.0610676,0.099014446
0.8156384,0.046785723,1.0795907,0.10118798
0.8268286,0.050570305,1.059349,0.10014198
0.81852555,0.04970632,1.0697967,0.10091326
0.82768196,0.05083292,1.0516567,0.09858207
0.8508948,0.05818672,1.0131269,0.095867954
0.83099985,0.048372936,1.0617697,0.100758456
0.81008875,0.046361994,1.0881248,0.10103548
0.8465314,0.052148975,1.0355862,0.09724225
0.84238356,0.054668795,1.035835,0.09853411
0.822419,0.05098543,1.0568712,0.099970296
0.84477293,0.053704552,1.0359671,0.09752693
0.8271808,0.053942725,1.0421574,0.09877835
0.8525731,0.05640604,1.0193305,0.09621438
0.84063274,0.04843253,1.0611007,0.099860236
0.8544168,0.05884182,1.003464,0.09432919
0.8321724,0.05044134,1.0569503,0.10005847
0.8360144,0.04831677,1.0480083,0.09651112
0.82421774,0.05452631,1.0478954,0.10059142
0.82286274,0.047056086,1.0675775,0.09952816
0.8279997,0.051318113,1.0544615,0.0998132
0.8310716,0.05015789,1.0521139,0.09856693
0.8203968,0.048767954,1.0798401,0.102696195
0.8295337,0.048748553,1.0639907,0.100434385
0.83664596,0.051952045,1.0377413,0.09651827
0.8379515,0.05053181,1.0462356,0.09737108
0.81951004,0.04981344,1.0559597,0.097558305
0.80897933,0.050323416,1.0681944,0.09905435
0.8362549,0.054799918,1.0379485,0.099292286
0.8298098,0.050161585,1.0485536,0.097618565
0.84503746,0.053814843,1.0265484,0.09713541
0.8315886,0.052093416,1.0412439,0.09654082
0.8116651,0.04979286,1.0704944,0.1021416
0.8077357,0.050897412,1.0654244,0.099806495
0.82700473,0.051870856,1.0480164,0.09767286
0.8292878,0.049899343,1.062963,0.10139284
0.8428989,0.055077605,1.0308403,0.09772555
0.8417665,0.058212835,1.0234853,0.09868768
0.8355621,0.05234486,1.047425,0.09789947
0.8171998,0.04723484,1.0718328,0.09936013
0.82833415,0.046962243,1.0711164,0.10143554
0.8297068,0.052180827,1.0569386,0.10171421
0.82935345,0.052393828,1.0430183,0.09773137
0.83583695,0.051641658,1.0442604,0.09704636
0.8358507,0.05092731,1.0490676,0.09825335
0.8288891,0.054017022,1.0470395,0.09984478
0.84387714,0.04779022,1.0639895,0.10102433
0.83669555,0.053576317,1.0495155,0.101689085
0.82617414,0.049847655,1.0549097,0.09877663
0.8057356,0.046751816,1.0943406,0.10326889
0.84130245,0.057679523,1.0307994,0.09842237
0.82841545,0.048924915,1.0606819,0.10028763
0.8234912,0.05607741,1.0468482,0.10139489
0.8245831,0.050253827,1.0574237,0.09977996
0.8154112,0.0534457,1.0476685,0.09781715
0.83465743,0.055256445,1.0375769,0.09788234
0.8384542,0.054003064,1.0393621,0.098692216
0.8423255,0.053499795,1.0305241,0.09587458
0.84203994,0.058596645,1.0142041,0.09557779
0.85873646,0.056907345,1.0201762,0.09849263
0.82249004,0.05012706,1.0616236,0.10089615
0.85269547,0.050182506,1.0410215,0.0971766
0.84090453,0.05417964,1.0252757,0.09611991
0.836887,0.055836003,1.0298555,0.09921876
0.8372656,0.049717676,1.060056,0.10057137
0.85587496,0.053963512,1.0112121,0.095470384
0.84135836,0.056129765,1.0277206,0.09798141
0.8417904,0.049390506,1.051024,0.098786056
0.8326589,0.04659877,1.0647665,0.09994684
0.8374028,0.051663395,1.0405835,0.09816892
0.82007897,0.051882852,1.0626658,0.10033489
0.84752107,0.047652185,1.0511057,0.09903315
0.8475742,0.053388175,1.0258452,0.09715609
0.84613675,0.050774805,1.0447768,0.099066
0.84668744,0.052560054,1.0389748,0.098279215
0.83113277,0.05178679,1.0486684,0.09917981
0.8225103,0.047352377,1.0727894,0.09995845
0.84441507,0.050608963,1.0487789,0.09982948
0.8277258,0.053649753,1.0481602,0.10032815
0.81302863,0.051878262,1.0588698,0.09973955
0.8343722,0.056691755,1.024696,0.09558686
0.84780717,0.05413974,1.0266448,0.09726792
0.8392564,0.051162448,1.041679,0.0966469
0.8361431,0.04605582,1.0687217,0.09953582
0.84174764,0.052590653,1.0359864,0.09630142
0.83451754,0.05158482,1.0478474,0.099292785
0.8445444,0.049294993,1.0504253,0.0988327
0.83796656,0.053125452,1.0437762,0.09901697
0.8297215,0.047870945,1.0631561,0.09796377
0.8316928,0.05429429,1.0368445,0.09729065
0.83398,0.047306124,1.0684798,0.100558735
0.8404145,0.054753218,1.0405556,0.100342065
0.8269719,0.051691253,1.0453799,0.09853293
0.8294947,0.053959496,1.039006,0.09772671
0.81083965,0.047888182,1.0762097,0.10069654
0.8380438,0.054805472,1.0354209,0.09831371
0.82449466,0.050859664,1.055227,0.09877322
0.8515392,0.050301548,1.0387721,0.09719117
0.8185432,0.050317958,1.0642351,0.099671945
0.82612264,0.048174158,1.0740868,0.102174066
0.8466377,0.05313446,1.040379,0.098729305
0.8191758,0.054562647,1.0517956,0.10215685
0.81307745,0.050197884,1.0700178,0.101513565
0.83247083,0.053058036,1.0393139,0.09812113
0.8378055,0.0541009,1.0391998,0.098549984
0.8309213,0.053301778,1.0469749,0.099603675
0.84110683,0.05159636,1.0434821,0.09865923
0.83986413,0.04829509,1.0623375,0.10030705
0.8063828,0.046413798,1.0900289,0.103126034
0.829081,0.056381878,1.0346079,0.099081464
0.8128342,0.051246304,1.0526985,0.09796293
0.8662839,0.060902882,0.99027455,0.092416264
0.8049399,0.048653074,1.0876025,0.104316406
0.8449281,0.048473656,1.051697,0.098931246
0.8253499,0.047997445,1.0658047,0.09969697
0.853897,0.057703223,1.0075982,0.095135964
0.83338964,0.048993926,1.0611347,0.10007209
0.8443529,0.05667916,1.0273248,0.099794574
0.83918446,0.05108104,1.0404198,0.09736003
0.843182,0.05528504,1.027782,0.09693552
0.82548076,0.05387779,1.0454699,0.09825391
0.8211675,0.052680805,1.0480344,0.09894966
0.8483903,0.049860064,1.044926,0.09821779
0.813544,0.046055514,1.0830123,0.1023923
0.8298759,0.049721945,1.045661,0.09681371
0.85015225,0.0543752,1.0239233,0.097568914
0.8257677,0.048866794,1.0683239,0.10089865
0.8023655,0.047407743,1.0896478,0.10280746
0.8478086,0.05171153,1.0342135,0.09623034
0.8462891,0.058816575,1.0152818,0.09641213
0.81989473,0.0477545,1.0818491,0.10397036
0.83875424,0.0513622,1.0501494,0.100509405
0.82760876,0.052938364,1.0445603,0.097612746
0.84757525,0.054887593,1.025758,0.09700155
0.81746674,0.04784916,1.0771494,0.10120953
0.81365234,0.050868805,1.064508,0.10060655
0.8477304,0.05279208,1.0405045,0.09875419
0.8147939,0.0476253,1.0793628,0.10065435
0.8413015,0.0501069,1.0485411,0.09836564
0.84481704,0.0491928,1.049087,0.09805205
0.8282402,0.05495103,1.0365441,0.097979
0.84827954,0.052023105,1.0481819,0.1000521
0.8237464,0.051453415,1.0578853,0.100142054
0.83420706,0.049251713,1.0507276,0.09659297
0.8416372,0.05733705,1.0112866,0.09460586
0.83096313,0.04959416,1.0587215,0.0997338
0.8149918,0.046844233,1.0823992,0.1013999
0.8455794,0.051445577,1.0437471,0.09877164
0.8286202,0.054330893,1.0388868,0.097561814
0.8286234,0.0456987,1.0726492,0.09979452
0.8297023,0.05107756,1.0456069,0.09657796
0.84967256,0.053203966,1.0343174,0.09760123
0.82410747,0.049828228,1.0574789,0.09930365
0.83687115,0.055026114,1.0341624,0.099206224
0.8329374,0.047413632,1.0635391,0.09898945
0.8312566,0.051336735,1.0417031,0.09727302
0.8315855,0.052000336,1.045551,0.09725512
0.8359509,0.05160231,1.0449197,0.09655392
0.85168666,0.04756628,1.0466597,0.09754684
0.8270203,0.049457274,1.0497702,0.09686159
0.829989,0.051533695,1.062479,0.102386415
0.81468534,0.046038322,1.081898,0.10066738
0.8305199,0.053328954,1.0470302,0.09961082
0.8350176,0.053505536,1.041653,0.09832705
0.83761173,0.053834815,1.030313,0.098142356
0.8272647,0.04646689,1.072329,0.1013146
0.8517545,0.05515678,1.0172535,0.0964577
0.814723,0.049514495,1.0689337,0.10074005
0.8494792,0.052910894,1.0317936,0.09644705
0.82753086,0.05227108,1.0499185,0.09912929
0.83726805,0.052725803,1.0390779,0.0977694
0.81056774,0.046710055,1.0927062,0.10379364
0.84264106,0.05524202,1.0278769,0.09812223
0.82993704,0.051659368,1.0515761,0.09839356
0.8302887,0.05255325,1.0493287,0.1005391
0.82943463,0.05021276,1.0544301,0.09867264
0.8442206,0.04950486,1.0416033,0.09679017
0.82789993,0.048649512,1.0681505,0.10037535
0.85137105,0.055309825,1.0246315,0.09703065
0.8291894,0.053619485,1.0469196,0.09855246
0.8309579,0.050054315,1.0545721,0.09941269
0.8279059,0.051057614,1.0563065,0.099797286
0.83716726,0.052237105,1.0488278,0.09930716
0.82197684,0.050468538,1.0619259,0.099942386
0.807359,0.0549976,1.0546633,0.10005055
0.84175575,0.04958404,1.0485556,0.09938691
0.84318304,0.05554321,1.0271469,0.09720688
0.8386548,0.055827938,1.0327189,0.099150516
0.82713395,0.05309986,1.046406,0.09977625
0.8317927,0.050529845,1.0557301,0.101153634
0.82195014,0.045949508,1.0875276,0.10249349
0.83835894,0.04962218,1.0496999,0.09887265
0.8428366,0.05053974,1.052825,0.10017006
0.84549266,0.05340126,1.0290825,0.09645591
0.8343275,0.052045412,1.0479574,0.099365205
0.8425103,0.05176968,1.0351572,0.09669548
0.84442556,0.054848127,1.0242178,0.097196914
0.82930636,0.050960567,1.0598371,0.101017654
0.827181,0.049420968,1.0634394,0.1004494
0.8599729,0.051297143,1.0294746,0.096549965
0.8334972,0.060432244,1.0175883,0.09680715
0.8519562,0.057360664,1.0157213,0.096320644
0.838747,0.054832097,1.0378628,0.09881034
0.82978845,0.05299802,1.04905,0.100160174
0.84558505,0.05308633,1.031943,0.09708091
0.8373177,0.047203127,1.060599,0.099611655
0.8336445,0.052025426,1.0477399,0.09877166
0.8322641,0.051037557,1.0533969,0.09917981
0.84196204,0.055113163,1.0315977,0.09743915
0.8315461,0.054184627,1.0370368,0.09818221
0.840314,0.05495035,1.0272162,0.09639675
0.8291341,0.050912403,1.0477984,0.09623808
0.85454464,0.057977702,1.0154201,0.096867114
0.8315638,0.0487438,1.0662628,0.1017454
0.80832386,0.050648276,1.0711824,0.10286788
0.8420925,0.057898246,1.0265708,0.098639034
0.8188372,0.04992257,1.069143,0.10202171
0.8141374,0.04624191,1.0747253,0.09915602
0.8518819,0.05953425,1.0039681,0.09515661
0.82902426,0.05432157,1.0338985,0.09669212
0.8023748,0.04478478,1.100265,0.10229353
0.8336202,0.053132344,1.0355988,0.096492685
0.8266706,0.04766439,1.0825284,0.10456975
0.8139518,0.05143683,1.0655245,0.10074531
0.82272947,0.051137287,1.0652108,0.10216342
0.82557887,0.04963639,1.0614496,0.10057679
0.8098349,0.04535511,1.0939531,0.10214932
0.8594485,0.057183698,1.0142796,0.095893
0.82769233,0.04926288,1.0582445,0.1005965
0.82882154,0.04774883,1.0668604,0.099793926
0.8238137,0.050548654,1.0595326,0.100132264
0.82631063,0.05244548,1.0500699,0.09942608
0.81316257,0.052536365,1.0566554,0.100021765
0.84742314,0.050395638,1.0489808,0.10028644
0.8244336,0.052328534,1.0486976,0.09790346
0.84581286,0.052072607,1.03212,0.09600736
0.8343782,0.05608958,1.0277874,0.09755325
0.8108353,0.04974987,1.0741376,0.101305924
0.8196145,0.047388893,1.0681002,0.0999152
0.81874096,0.051142704,1.0579127,0.0997434
0.835476,0.04889222,1.0611788,0.09929013
0.82403594,0.050974417,1.0556693,0.10000355
0.8474832,0.052610967,1.033477,0.09583422
0.8181496,0.05136618,1.0608652,0.100550964
0.85168517,0.055321194,1.0233512,0.09658993
0.83012885,0.05274397,1.0547193,0.10064926
0.8533337,0.050434463,1.0376327,0.09700821
0.8165825,0.053565525,1.0547689,0.0990136
0.8303779,0.054843247,1.0372612,0.09853523
0.81470317,0.050732125,1.0712776,0.10193834
0.834378,0.05317225,1.0516202,0.10101146
0.85087067,0.0573493,1.0173503,0.09673314
0.82991505,0.05525867,1.0345292,0.09812763
0.8406863,0.053368855,1.0357094,0.09856378
0.81647426,0.049402285,1.077557,0.103099115
0.8419052,0.050473206,1.0457119,0.100313246
0.8236876,0.053291347,1.0532848,0.099851616
0.84718484,0.05157374,1.0405161,0.097652875
0.84333867,0.05315809,1.0413628,0.099850714
0.82186013,0.046615157,1.0719166,0.10018692
0.85292715,0.06263181,0.9973905,0.09491043
0.82174295,0.05263488,1.043566,0.09857506
0.8608047,0.057269163,1.0151892,0.096456185
0.83786434,0.05397163,1.0290335,0.09561494
0.8315775,0.052128218,1.0498468,0.099567205
0.8408548,0.054535516,1.0281658,0.096682414
0.8522883,0.056011897,1.0270281,0.0995402
0.82504404,0.05316387,1.049353,0.09949338
0.82963604,0.05674394,1.0177528,0.09381064
0.8355861,0.053307127,1.0317832,0.09584688
0.8312766,0.050934985,1.0489981,0.09900092
0.8204177,0.050898723,1.0625389,0.10194818
0.83046633,0.05020809,1.0497917,0.09781298
0.83353335,0.045157883,1.073854,0.10097913
0.8419305,0.057140604,1.0231842,0.09660742
0.8145597,0.048177168,1.0798981,0.102427214
0.83749413,0.049746774,1.0502155,0.098596215
0.8309462,0.050871134,1.0437803,0.09694583
0.8466211,0.051143054,1.0420448,0.09949696
0.83102465,0.056169298,1.0404259,0.100185566
0.862039,0.054708082,1.0174017,0.09764501
0.8447586,0.052178465,1.042234,0.09991039
0.8277745,0.051778063,1.0565237,0.1010876
0.83813214,0.052782957,1.0367364,0.098747954
0.83260596,0.05156485,1.0502794,0.09995578
0.8231476,0.049430784,1.0808918,0.10570393
0.80748546,0.04852104,1.0838164,0.10301808
0.84190863,0.049025744,1.0484186,0.09802059
0.8462052,0.054826554,1.0309625,0.09868565
0.8131554,0.04672087,1.0786129,0.10108524
0.8289594,0.05584997,1.023698,0.095223576
0.83026654,0.04907512,1.0640001,0.10060449
0.8436724,0.053387463,1.0364839,0.09913884
0.85236245,0.055081926,1.0231116,0.095891245
0.8240125,0.049415417,1.0628589,0.101084106
0.841649,0.054475818,1.0240145,0.09610813
0.82354707,0.049141154,1.0615206,0.100575686
0.8499492,0.05362296,1.0209227,0.09478662
0.8329348,0.058632545,1.0302861,0.09948169
0.8305401,0.04982585,1.0602057,0.101455614
0.82890123,0.05281648,1.0466279,0.09860423
0.8152704,0.047395673,1.0797669,0.10147899
0.8305147,0.05057009,1.0572358,0.10148254
0.8328904,0.05008907,1.0605972,0.10177119
0.8232863,0.046946917,1.0730842,0.10139598
0.8112859,0.04927242,1.0724018,0.1008892
0.8140622,0.04910753,1.0603933,0.09886708
0.82784396,0.050730918,1.0519309,0.0989979
0.81946975,0.048684277,1.0707871,0.10106478
0.8436357,0.050247073,1.0406004,0.09654101
0.82788634,0.05305295,1.0454942,0.097363584
0.8241995,0.049475256,1.0673463,0.101702206
0.84857553,0.04941,1.0394394,0.09670321
0.8277408,0.050179444,1.0521249,0.09777817
0.8228126,0.052142523,1.061301,0.100916885
0.8374106,0.053560097,1.0444515,0.099395484
0.82900447,0.049374953,1.0575442,0.09921992
0.82913303,0.047729902,1.0684932,0.10023782
0.8238507,0.05493336,1.0449315,0.09919428
0.8271591,0.049992573,1.0594082,0.09974709
0.81500965,0.049622215,1.0733312,0.1016285
0.8205953,0.046790108,1.086395,0.10334983
0.83202666,0.050701752,1.047506,0.09814404
0.8114781,0.04961921,1.0694326,0.10136437
0.80669606,0.05203314,1.0777515,0.10350135
0.8262614,0.050594497,1.0563935,0.09890745
0.84131145,0.053848613,1.0472184,0.10097918
0.837787,0.05027987,1.052341,0.099711806
0.8244272,0.048384227,1.0595621,0.09857045
0.81667507,0.04812257,1.0689795,0.09922517
0.8223091,0.05338736,1.0451097,0.09828533
0.81949687,0.050076947,1.0726434,0.10219017
0.82319933,0.050722137,1.0663595,0.10168574
0.80299073,0.04494193,1.1069512,0.10451372
0.8558456,0.059531227,1.0092789,0.0959837
0.83232313,0.049240984,1.0601228,0.09891853
0.8257196,0.049948324,1.0672402,0.102981515
0.82637674,0.046635434,1.0732274,0.10090253
0.8370085,0.055058464,1.0320324,0.097690575
0.83641005,0.049358558,1.0525435,0.0971838
0.8328887,0.04717744,1.0704786,0.101725705
0.82964754,0.046596467,1.0754842,0.10081769
0.8420372,0.05315476,1.0368663,0.09576995
0.8076552,0.0486455,1.0732298,0.10068293
0.8198513,0.04857566,1.0684354,0.10170499
0.8171753,0.050454713,1.067315,0.101166196
0.83304226,0.051309902,1.039684,0.09706802
0.8251172,0.047474746,1.0759355,0.10136067
0.83332884,0.046600867,1.0722393,0.0996715
0.80273676,0.048197664,1.0843859,0.10220796
0.83249646,0.056050345,1.0202525,0.095024794
0.83567744,0.0495557,1.0544055,0.098939285
0.8226584,0.053665206,1.0501844,0.09917156
0.83613545,0.05090068,1.045942,0.09919622
0.8522879,0.054226976,1.0304344,0.09843258
0.8128488,0.0441485,1.0907503,0.10212767
0.832871,0.05518631,1.0311744,0.09714143
0.83169144,0.053867873,1.0463176,0.10028684
0.81859773,0.05289129,1.0555795,0.09919702
0.8356532,0.055654813,1.0326222,0.0983075
