$\alpha$,$\beta$,$\gamma$,$\delta$
1.5340511,0.06672672,0.53449684,0.024042804
1.5418317,0.06936285,0.53068507,0.02396132
1.5741367,0.07739764,0.51580495,0.023214199
1.5793672,0.07558657,0.51931447,0.022265906
1.5333496,0.07028947,0.52739424,0.024285264
1.5416244,0.06758603,0.53088796,0.02434628
1.530043,0.070196524,0.52593315,0.02447932
1.5465285,0.06948795,0.5308967,0.024638183
1.5573994,0.07088099,0.52648073,0.023318384
1.5580816,0.072653435,0.5224279,0.023054274
1.5701109,0.076708496,0.5165135,0.023164168
1.5488436,0.072440065,0.52319866,0.023729531
1.5169847,0.06572044,0.53771466,0.02469032
1.5505916,0.075810604,0.51858807,0.023588868
1.5891477,0.07453718,0.5216818,0.022212204
1.5647913,0.06798595,0.5321878,0.022390265
1.5298805,0.07249418,0.52357787,0.024780568
1.5444279,0.06485711,0.53799886,0.023740685
1.540172,0.07010552,0.5274154,0.024379507
1.5384535,0.063506246,0.540041,0.023955721
1.5630777,0.07322019,0.52181226,0.022525135
1.5812477,0.076875634,0.51574546,0.022871755
1.5522835,0.07093686,0.5282934,0.02315535
1.5548835,0.06937165,0.52873176,0.023403918
1.5500921,0.068685465,0.5302306,0.023808738
1.5522494,0.07046421,0.52601284,0.023596287
1.5415136,0.06650025,0.5348572,0.023875063
1.551448,0.07293941,0.52347225,0.024330534
1.5258836,0.06526969,0.5373058,0.024034018
1.5017291,0.0659956,0.5378454,0.026845446
1.5209029,0.064493015,0.5368344,0.02505842
1.5901552,0.07256043,0.5237699,0.021822758
1.5453866,0.0698833,0.52923435,0.02416173
1.5482074,0.06707148,0.53377557,0.023870647
1.5498819,0.06887215,0.5307074,0.023226688
1.5335281,0.068633296,0.5310385,0.024553904
1.542385,0.06903653,0.53003883,0.024031347
1.5631095,0.071372814,0.5245958,0.02344565
1.5312172,0.071403794,0.52622586,0.024934798
1.5199078,0.06761621,0.5345908,0.025130838
1.5336858,0.067854024,0.53272426,0.024551716
1.5515534,0.0725784,0.5227773,0.023520006
1.5716856,0.070868805,0.5263962,0.022531865
1.581178,0.074336976,0.52219343,0.02249867
1.5784714,0.07440394,0.52092505,0.022533841
1.532143,0.0700116,0.5274456,0.024833975
1.5410153,0.06965239,0.52869385,0.023338662
1.5754588,0.073734656,0.52304024,0.022785498
1.5586983,0.072215,0.5234455,0.023504904
1.5541662,0.07215519,0.5254578,0.023703447
1.5603594,0.07520023,0.51997566,0.02320836
1.5739473,0.07205186,0.5241383,0.022301879
1.5294106,0.06869978,0.5323882,0.024347646
1.5608772,0.07254716,0.5245922,0.022990096
1.5514085,0.07018946,0.5274395,0.02380212
1.524756,0.06683641,0.5334888,0.024594812
1.5561249,0.075672545,0.5184267,0.023629429
1.5563394,0.0712036,0.52558655,0.023323916
1.5296575,0.066484414,0.5344117,0.024269642
1.5518482,0.07034513,0.52805585,0.022501174
1.5636362,0.07120723,0.5281149,0.02259502
1.5162412,0.069381274,0.5291099,0.024960013
1.5528978,0.068813235,0.53123146,0.023089264
1.5488123,0.0707813,0.5267249,0.023542155
1.5625724,0.069895,0.52740765,0.023111425
1.5623121,0.06895117,0.53090084,0.023043998
1.5718604,0.07165351,0.525483,0.02217222
1.5631295,0.06978065,0.5283501,0.022528663
1.5268396,0.070885226,0.526465,0.024736814
1.5600975,0.07110107,0.52607507,0.02306703
1.52812,0.06451852,0.5393592,0.024749923
1.5742872,0.0688334,0.52898014,0.02196222
1.5601048,0.07098445,0.5282339,0.022964284
1.5372467,0.070256345,0.5285014,0.023681236
1.5592061,0.07006524,0.5288501,0.023077695
1.5559858,0.07198113,0.52507764,0.02379669
1.54638,0.06718887,0.5331421,0.023127664
1.5635861,0.07213607,0.5238255,0.023334745
1.5471224,0.06498465,0.53729904,0.023258513
1.5324258,0.069919504,0.52931476,0.024905905
1.5039736,0.066641666,0.5357851,0.025957016
1.5549482,0.07133408,0.5259696,0.022835592
1.5659963,0.07263187,0.52196944,0.023427662
1.5301598,0.06844598,0.5307177,0.025090547
1.5780224,0.076704144,0.5150294,0.02306539
1.5430713,0.070532784,0.52733326,0.024180045
1.5470408,0.06745537,0.53258157,0.023622833
1.5584118,0.07525799,0.5200519,0.022814885
1.5171121,0.066599794,0.5335818,0.025557704
1.5263168,0.06734726,0.53170836,0.024295017
1.5649018,0.070350885,0.52759063,0.023257425
1.5785701,0.07080393,0.528235,0.022012439
1.5542558,0.07128858,0.5273108,0.02315072
1.5293007,0.068916164,0.5300144,0.02408854
1.5638255,0.07374112,0.51988846,0.023008406
1.5329667,0.06582717,0.53736705,0.024979461
1.5583549,0.06769998,0.53386456,0.022609085
1.5488548,0.06994366,0.5273885,0.023756715
1.5203036,0.06609951,0.5353126,0.025040813
1.5456945,0.07278149,0.52414787,0.023206573
1.5659822,0.074665666,0.51973456,0.023059221
1.5514774,0.06774369,0.53125405,0.022913624
1.5447252,0.069115624,0.5305246,0.023790553
1.537527,0.06535487,0.5363981,0.024907028
1.539262,0.06881368,0.53149635,0.024091704
1.5449258,0.07365919,0.52270913,0.023841213
1.5244168,0.06647737,0.53336847,0.024996078
1.5509442,0.069086865,0.52839726,0.023817107
1.5494175,0.06562691,0.5367794,0.023552025
1.53262,0.06784725,0.53294396,0.023911003
1.5155499,0.06848548,0.53141737,0.025572723
1.5262972,0.06454594,0.53911394,0.02465817
1.517734,0.06326983,0.5416831,0.024617463
1.5601039,0.07355275,0.52345425,0.022610605
1.573257,0.0680153,0.53196067,0.022689043
1.5291034,0.07225102,0.5233956,0.023732355
1.5453749,0.07202932,0.523043,0.023345152
1.5892017,0.075987995,0.5170051,0.02153696
1.5568459,0.07152125,0.5251372,0.023573495
1.5481433,0.0716688,0.5263764,0.023927895
1.5649744,0.071570754,0.524897,0.023179727
1.5405009,0.06446444,0.5371417,0.023956282
1.5444838,0.06852695,0.53166616,0.024033708
1.5648334,0.0734026,0.5246138,0.02342004
1.531826,0.067564145,0.5336281,0.024953593
1.5175467,0.06580705,0.5350884,0.025411315
1.5355995,0.068025626,0.53328556,0.024093226
1.5530624,0.069041446,0.52889043,0.023694366
1.522281,0.06813426,0.53185195,0.024594314
1.5401887,0.069930755,0.5287112,0.02394891
1.5516875,0.072111286,0.52423924,0.023690734
1.524991,0.07197432,0.5240414,0.024698263
1.529567,0.06714395,0.5345436,0.02452844
1.5515982,0.07105384,0.52591366,0.024086999
1.527488,0.06850126,0.5315108,0.02443483
1.5530176,0.07288556,0.5240175,0.023334745
1.5336479,0.06970482,0.52934957,0.024553243
1.5775784,0.08307703,0.5066824,0.022651386
1.5666591,0.07123543,0.5251746,0.022614002
1.5434923,0.06817788,0.5319103,0.023442188
1.5313103,0.06726854,0.53406256,0.023493547
1.5567732,0.07098653,0.52382463,0.022854399
1.4921019,0.06628834,0.53390235,0.026017377
1.5702436,0.07364877,0.5219007,0.023076937
1.5621423,0.074791774,0.52059186,0.023437176
1.5684477,0.06604943,0.5357716,0.022311712
1.5795326,0.07397485,0.52067107,0.022842452
1.5379488,0.06883811,0.5291073,0.024302728
1.540305,0.073953725,0.520884,0.024331229
1.5681534,0.07027719,0.52744,0.022609383
1.5378071,0.069497645,0.5292132,0.02475638
1.5665661,0.0713194,0.52662665,0.022917973
1.5468078,0.073666595,0.52096015,0.023944616
1.5511595,0.06959355,0.5288248,0.023079395
1.5376946,0.06666175,0.5355227,0.024000095
1.5460155,0.06992162,0.52724946,0.024335714
1.5524127,0.06866783,0.5312271,0.023128983
1.5321447,0.06968782,0.5295199,0.024796471
1.5855502,0.0724248,0.5247378,0.021777922
1.5456204,0.07156418,0.524188,0.023327582
1.5415177,0.06904625,0.5316342,0.023659589
1.5555334,0.0753945,0.51725054,0.023924021
1.5763074,0.074246004,0.52096814,0.022993583
1.5641071,0.06787006,0.5334455,0.023033528
1.544826,0.06803859,0.532028,0.023418894
1.5461582,0.067441925,0.53250146,0.023735398
1.5654359,0.07032891,0.52830917,0.022948937
1.575808,0.06904754,0.53012085,0.022603588
1.5274144,0.071145594,0.526327,0.02395205
1.5965376,0.07444969,0.5194577,0.02157269
1.5127689,0.06433531,0.54101443,0.02485821
1.55188,0.073036686,0.52435553,0.02298888
1.550624,0.0685454,0.5300214,0.023676444
1.5280195,0.065154895,0.53731364,0.024500947
1.5667928,0.074384205,0.52038443,0.02257662
1.5659453,0.07199169,0.5247181,0.023546623
1.5134679,0.06762516,0.5323872,0.025573978
1.5220184,0.06733385,0.5333856,0.024348017
1.5687076,0.077465855,0.51335967,0.02310748
1.5673585,0.07004217,0.5271434,0.02257204
1.5588981,0.07195874,0.52485245,0.023119604
1.5327487,0.068282776,0.53083944,0.024234273
1.539734,0.069732115,0.530532,0.024846448
1.5482064,0.07461804,0.5183456,0.0238369
1.5426276,0.06677264,0.53439903,0.023500573
1.5491102,0.074902855,0.52089834,0.023689572
1.5385277,0.07269739,0.52486694,0.02395426
1.5432258,0.070916496,0.5263281,0.024282185
1.5634308,0.075101435,0.5178349,0.023528771
1.5843871,0.07356033,0.52323353,0.022394061
1.5461936,0.07232436,0.52363807,0.024146153
1.5647992,0.07193787,0.5257802,0.022134239
1.5740963,0.07388307,0.5216566,0.022732312
1.5489681,0.071364015,0.5269936,0.023101334
1.5616947,0.07248141,0.52209836,0.023626758
1.5583711,0.06800903,0.53114253,0.023913072
1.553854,0.07032447,0.5266137,0.023350267
1.5405511,0.069507055,0.5284205,0.024216132
1.5664237,0.07078577,0.52642095,0.023100365
1.5693709,0.07212913,0.5238669,0.022934202
1.5539092,0.06669406,0.5357214,0.02262236
1.5276093,0.06787997,0.5326025,0.024577713
1.5615398,0.073027216,0.520963,0.02330184
1.5180472,0.063973024,0.5392883,0.024452528
1.5603143,0.0680394,0.53252304,0.022789871
1.5509557,0.06642017,0.5327374,0.023286667
1.5448298,0.069018684,0.5314957,0.023724452
1.5648447,0.07096811,0.5268779,0.02313323
1.5338309,0.06552245,0.53741485,0.024285102
1.5519243,0.06875358,0.53059316,0.023118082
1.5669018,0.07086316,0.5262221,0.023325551
1.548103,0.067823455,0.53172445,0.023744557
1.5660604,0.06963123,0.5295327,0.022246849
1.5241494,0.070862755,0.52651715,0.024298163
1.5544327,0.068444006,0.52913177,0.023326786
1.5642353,0.0754638,0.5180355,0.023309324
1.5325748,0.06485977,0.5385605,0.023607383
1.554008,0.07015127,0.52685267,0.023253156
1.5540894,0.07114098,0.5264636,0.02348055
1.567645,0.07552212,0.5200402,0.023078471
1.5574691,0.07049553,0.5263495,0.02345914
1.5524796,0.07035878,0.5259734,0.023440288
1.5396417,0.062988825,0.54180837,0.023927284
1.5423378,0.06974946,0.52724755,0.024611037
1.5672002,0.06858504,0.53019965,0.022785151
1.5230786,0.06474281,0.53845876,0.024039634
1.5461227,0.06942777,0.52836746,0.02365999
1.5702472,0.07135733,0.5277473,0.022763198
1.5486628,0.068019405,0.5319572,0.02340701
1.5257534,0.06271837,0.54266185,0.023804141
1.5834824,0.071963936,0.5247479,0.02225926
1.5274512,0.06891263,0.53162575,0.024845056
1.5459298,0.06790922,0.5288879,0.023677703
1.554224,0.07001778,0.5258623,0.023509085
1.565772,0.07338171,0.5234585,0.022729727
1.567293,0.071958795,0.52511775,0.023324806
1.5753802,0.07460303,0.5196085,0.022711156
1.5783802,0.07499269,0.5185055,0.021855816
1.5312304,0.06745558,0.5321113,0.024499282
1.5218089,0.06480468,0.5401262,0.024136277
1.5603071,0.07236356,0.5235201,0.022709278
1.5238144,0.065634646,0.5354743,0.025323475
1.5302167,0.06469797,0.53856456,0.024772627
1.5805207,0.072344154,0.52528864,0.021414233
1.5474495,0.06777472,0.5330796,0.02324676
1.5541185,0.06808417,0.5331725,0.023461966
1.5583599,0.07146897,0.52810776,0.023552855
1.5445461,0.06949978,0.5295706,0.023624336
1.5701467,0.06845295,0.53261805,0.022226125
1.5231643,0.06864209,0.53107774,0.024455536
1.5171995,0.06966184,0.52795124,0.025184484
1.5512046,0.06988625,0.5297612,0.02354233
1.5576515,0.0678368,0.5335116,0.023635868
1.5466256,0.07199265,0.5251908,0.023485158
1.5509441,0.07040752,0.5269624,0.02375864
1.5646359,0.07276861,0.5227312,0.023630347
1.5605701,0.06781476,0.53284276,0.02337156
1.5326012,0.066571616,0.53447187,0.023988059
1.5460016,0.07051247,0.5262103,0.023650192
1.5509797,0.069233894,0.52880216,0.023443442
1.5754312,0.07027856,0.52867144,0.02206602
1.5433302,0.071745135,0.52614355,0.023451222
1.5614583,0.0713499,0.52723926,0.02366502
1.5591843,0.07081896,0.5267153,0.023354437
1.5525153,0.07253669,0.5242011,0.023543002
1.5364553,0.0671557,0.5327572,0.02463718
1.5296782,0.065482624,0.5383019,0.024375165
1.556333,0.068254516,0.53104275,0.023181003
1.5626099,0.07352142,0.52258307,0.023231795
1.5490446,0.06752086,0.5328414,0.023317128
1.5441586,0.07037607,0.5285009,0.024132427
1.5220468,0.0646817,0.536994,0.02482113
1.5601484,0.07445951,0.51859474,0.023234071
1.5128947,0.06362653,0.53946036,0.025120385
1.557489,0.06857832,0.53191185,0.022568619
1.5434227,0.064775795,0.53718,0.024201512
1.5517032,0.06815592,0.5321659,0.023613835
1.53282,0.06587978,0.535506,0.024132986
1.5465448,0.07091756,0.5262901,0.023356922
1.5532982,0.06922231,0.52991515,0.023703063
1.5597619,0.0678421,0.5336186,0.022992745
1.5535693,0.0736979,0.521871,0.023604963
1.5535836,0.06861463,0.5302613,0.023255806
1.539629,0.071632706,0.52605665,0.024307016
1.5384213,0.074160054,0.5195773,0.024667079
1.545105,0.07185033,0.5239051,0.023439948
1.5709847,0.073710255,0.52138484,0.022584151
1.5673823,0.06930701,0.53042793,0.023073034
1.5407544,0.067019306,0.5340845,0.023391396
1.527518,0.06347711,0.5413871,0.024308858
1.5659842,0.06895998,0.5301814,0.023142012
1.5833559,0.07618244,0.5185022,0.02195957
1.5180843,0.066824146,0.5347439,0.02436764
1.5355396,0.06322862,0.5403415,0.024341488
1.5719684,0.0714966,0.5250561,0.022619195
1.5588889,0.07183406,0.5246702,0.023039624
1.5441215,0.06827514,0.5307278,0.02349692
1.5549678,0.070742026,0.52595603,0.023653418
1.5457717,0.06865872,0.5311734,0.024669379
1.5589393,0.07226701,0.52500933,0.023278156
1.5298069,0.06813346,0.53058946,0.024405532
1.5328915,0.06937291,0.5290001,0.02366282
1.523805,0.061128013,0.5453968,0.024910212
1.541978,0.07042256,0.5259507,0.02415312
1.5723438,0.072655514,0.5229908,0.022010555
1.5264728,0.06663018,0.53322184,0.023978155
1.554897,0.07203262,0.5228852,0.023700966
1.5443631,0.06609155,0.53634864,0.023977555
1.5903444,0.07820318,0.51445335,0.022330573
1.5483421,0.070937164,0.5264734,0.023521643
1.5676275,0.07215337,0.52472854,0.022804487
1.5937761,0.07293736,0.5223969,0.021727031
1.5671389,0.07161899,0.52735764,0.022503788
1.5324084,0.0690362,0.53038937,0.0245378
1.5684965,0.073630124,0.52175415,0.02286084
1.5506027,0.07178557,0.5247746,0.023704927
1.523728,0.06886436,0.5314741,0.024386128
1.5314459,0.070225805,0.5278375,0.024807418
1.5364791,0.06681978,0.53215003,0.0249065
1.5385932,0.068544105,0.531372,0.023848735
1.5502919,0.07406459,0.5204402,0.023867197
1.5265276,0.06828077,0.5318005,0.02427752
1.5391628,0.066761255,0.53456736,0.023660721
1.5435143,0.06783745,0.5332563,0.023863409
1.5292565,0.06576417,0.5365302,0.024699816
1.5277402,0.06838886,0.5316433,0.02427727
1.5667948,0.07234171,0.52507824,0.022671437
1.5536605,0.07049417,0.52646846,0.023658764
1.5590718,0.071541004,0.5260094,0.023468712
1.5323315,0.06470612,0.53670454,0.024081722
1.565955,0.06924806,0.5297285,0.022811703
1.5917679,0.076376945,0.5170004,0.022573596
1.5676271,0.07214385,0.52448565,0.022990048
1.5973374,0.078264676,0.51312345,0.021932017
1.5599376,0.07108066,0.5266278,0.022932386
1.5246414,0.063284814,0.5424937,0.023970142
1.5340673,0.06781023,0.53134406,0.024318019
1.54485,0.06593955,0.5336046,0.023467712
1.5848398,0.074815705,0.51925325,0.022960369
1.5868715,0.07277752,0.52242166,0.022391215
1.5764376,0.07138025,0.5262009,0.022664756
1.5698619,0.072786786,0.52369153,0.022361228
1.516352,0.06336532,0.5416407,0.024061486
1.575435,0.07585508,0.5178791,0.022325441
1.5370554,0.06649247,0.53621715,0.023373416
1.5592895,0.07485078,0.51993656,0.022940425
1.5530124,0.06940869,0.53058606,0.023366017
1.5334336,0.07093838,0.5262047,0.024622928
1.5538615,0.06772347,0.5310921,0.02311428
1.5577611,0.07053745,0.5267545,0.02298791
1.5551997,0.0730112,0.5225931,0.023642672
1.5771466,0.07216003,0.52329457,0.02315899
1.572788,0.074839346,0.5199102,0.02280465
1.5507718,0.06973546,0.52841175,0.022885375
1.5645704,0.068864346,0.5288104,0.023516854
1.542383,0.06963524,0.5290679,0.023904454
1.5505252,0.072175905,0.5237127,0.024339555
1.5597788,0.07096108,0.526793,0.022842372
1.5540918,0.069980375,0.52801824,0.023585908
1.5357307,0.06660888,0.5334717,0.023693593
1.5361305,0.0684757,0.5302347,0.023752466
1.5306215,0.06560725,0.53638846,0.024005555
1.578227,0.06852064,0.52994996,0.02214073
1.5757773,0.07494663,0.5209071,0.0221351
1.5807527,0.07147323,0.525319,0.021598546
1.5667299,0.06750855,0.533827,0.022931408
1.5636578,0.06991005,0.5289488,0.022509754
1.5478834,0.07108912,0.52722865,0.024068067
1.5417594,0.065509215,0.5362809,0.023543878
1.5243634,0.06306106,0.5410714,0.024609435
1.5115465,0.06359747,0.5386366,0.025458641
1.5208896,0.0669875,0.532891,0.024565808
1.5859152,0.073374696,0.52187586,0.022227626
1.5581428,0.067458875,0.53373533,0.023571877
1.5369605,0.06995602,0.5284709,0.02398523
1.5578389,0.067653894,0.5328997,0.02319827
1.520736,0.0655761,0.5370445,0.025244005
1.5309998,0.06909273,0.52851856,0.024082825
1.5109769,0.062389158,0.5423304,0.025210641
1.5195937,0.06565763,0.5352467,0.024293175
1.5498507,0.074872665,0.5206471,0.023744302
1.5548428,0.06952968,0.5270735,0.023222407
1.5343183,0.06543254,0.53616977,0.024500655
1.5303612,0.06767394,0.53173447,0.024748996
1.562926,0.07777772,0.5157455,0.023521239
1.5700774,0.07141113,0.52746505,0.022654476
1.5459687,0.06912082,0.5288087,0.02333622
1.5589838,0.07266877,0.52379924,0.023015056
1.5703161,0.07232248,0.52354854,0.023041723
1.5449688,0.07364558,0.52152497,0.024167469
1.5227039,0.07333613,0.52227664,0.024565985
1.5587188,0.070432685,0.52742743,0.023696508
1.5590559,0.07416236,0.5217316,0.02336879
1.5570587,0.06754353,0.5343032,0.023856463
1.5366713,0.0671384,0.53296804,0.02389009
1.5326577,0.06859361,0.5293721,0.0248098
1.5400678,0.06721998,0.5325543,0.024244139
1.515284,0.06647246,0.53377825,0.02495358
1.5668585,0.07389362,0.52171475,0.022876423
1.5464809,0.07320731,0.5221056,0.024748472
1.5381484,0.0682588,0.5333506,0.02357271
1.5110713,0.06537282,0.5363297,0.025021268
1.5285858,0.06909847,0.52999806,0.024613408
1.562196,0.07028382,0.52912664,0.023528133
1.5499952,0.06843673,0.5310023,0.024201073
1.5345728,0.06825509,0.5322888,0.023982827
1.568795,0.07408094,0.5220265,0.022916885
1.5300807,0.06631061,0.53483015,0.024680955
1.6018028,0.07468504,0.5207372,0.021218615
1.5753945,0.07119402,0.5259927,0.022297785
1.5687643,0.072184995,0.52509934,0.0225307
1.5564924,0.07059126,0.5264864,0.023628386
1.5823975,0.0737075,0.5225974,0.022183076
1.5280191,0.06844094,0.5299782,0.024269115
1.5341512,0.06998802,0.5309721,0.023718009
1.5134666,0.065985024,0.53610986,0.025660219
1.5466764,0.068634324,0.53154755,0.022967312
1.5411534,0.066048056,0.5360841,0.023404704
1.5657606,0.07412545,0.52032864,0.02321661
1.5477324,0.06972045,0.5277768,0.023714092
1.5383987,0.06813887,0.53143173,0.023824627
1.5547509,0.073248915,0.5220831,0.022845965
1.5593225,0.07423211,0.52008027,0.023374515
1.5647101,0.07313753,0.52482307,0.02248454
1.5559279,0.069471784,0.5290363,0.023648167
1.57805,0.07398453,0.52152526,0.022461494
1.5183378,0.06702076,0.5350602,0.024769941
1.5200803,0.069449745,0.53033733,0.024767939
1.5222958,0.066875815,0.5334211,0.025632849
1.5735914,0.073640205,0.5219036,0.022343813
1.5546383,0.069413535,0.52907205,0.023533955
1.5757346,0.07618996,0.51738346,0.02283276
1.5326694,0.068435326,0.5310552,0.024150506
1.5578674,0.06947223,0.52853096,0.023442065
1.5454335,0.06619063,0.53504807,0.023600416
1.5421411,0.068007566,0.5321861,0.023953963
1.5146729,0.065631494,0.5368526,0.025574619
1.5528792,0.07040901,0.5278725,0.023483226
1.5475055,0.07122355,0.5252229,0.023636043
1.537184,0.06834452,0.530772,0.024591716
1.5761364,0.070040785,0.5289762,0.022104384
1.5547299,0.07282912,0.52297395,0.0241445
1.5535967,0.069677755,0.5292098,0.023501279
1.546425,0.06795808,0.531693,0.023698334
1.5430439,0.07164753,0.52350503,0.02459911
1.5550712,0.06873224,0.5309574,0.02331064
1.5654092,0.07428501,0.521275,0.022798356
1.5561073,0.07195464,0.52439785,0.022876117
1.5411339,0.07123551,0.52531666,0.02392831
1.5576398,0.071474254,0.5256189,0.023937818
1.5234573,0.06776758,0.53265303,0.025541294
1.5826423,0.07224863,0.5257186,0.021867612
1.5432436,0.06956175,0.5282515,0.02403192
1.5434618,0.072121225,0.5238305,0.024363847
1.5615004,0.07218542,0.52479523,0.023573838
1.5773704,0.07429204,0.5217588,0.022503782
1.5622482,0.07143148,0.5277389,0.022764696
1.5527147,0.06820373,0.5302173,0.023765847
1.5735058,0.073237635,0.52318335,0.022364603
1.5764139,0.07796509,0.51486814,0.021936452
1.5299472,0.07085059,0.52802086,0.024561837
1.566044,0.07289551,0.523638,0.022967415
1.5503094,0.0687156,0.53026485,0.022985587
1.5358894,0.072213426,0.52387106,0.023961823
1.5337076,0.0666577,0.53418845,0.02385677
1.5264633,0.067551166,0.532573,0.024569646
1.5526409,0.06981683,0.52924836,0.023426678
1.522473,0.06140451,0.5446323,0.024695424
1.5669237,0.070913695,0.5259917,0.023594514
1.5639008,0.07234688,0.523396,0.023356944
1.5424895,0.06960334,0.5271934,0.02353624
1.5669546,0.07083487,0.52684504,0.022742627
1.5852753,0.076145105,0.5174627,0.022059297
1.5473624,0.06576679,0.53633034,0.02357123
1.5399345,0.07139399,0.52512866,0.02423377
1.5907096,0.0762293,0.517711,0.022737857
1.5672348,0.076902196,0.5152605,0.024009647
1.5544981,0.0687461,0.5302688,0.023217093
1.5166745,0.0690725,0.53047085,0.025244704
1.5887533,0.07536786,0.5194054,0.021896357
1.5575233,0.06808797,0.53133464,0.023089103
1.5336697,0.06864608,0.5307867,0.024474068
1.5540159,0.073327996,0.5225932,0.023662115
1.5527084,0.07132974,0.52620095,0.023457844
1.552932,0.06712944,0.53248435,0.023127202
1.5374769,0.07098271,0.52627313,0.024208425
1.5788676,0.074562415,0.5190323,0.022721058
1.5274302,0.06511737,0.5377334,0.024823066
1.5375654,0.06909228,0.53027403,0.024041032
1.5465252,0.066295564,0.5340928,0.0232751
1.5661411,0.073681176,0.5230656,0.02282471
1.5475756,0.06952534,0.5265202,0.02444502
1.5373175,0.06973371,0.5295364,0.02450149
1.547749,0.07316037,0.5229145,0.023848621
1.5815173,0.0786191,0.51258856,0.023137873
1.5659221,0.07043433,0.5290472,0.022867497
1.5059311,0.06634129,0.5367778,0.025330938
1.5445868,0.068634145,0.5310294,0.024027433
1.5466439,0.066782065,0.5346637,0.023407517
1.5211666,0.067557655,0.5346856,0.0244652
1.5446572,0.06759924,0.5318535,0.023823224
1.5683225,0.06737602,0.53295827,0.022268506
1.5647355,0.06844689,0.5303141,0.023116589
1.5144883,0.06328866,0.5406017,0.025363196
1.5619007,0.0730983,0.52294666,0.023575783
1.5667588,0.07175915,0.5244195,0.023171702
1.5580058,0.07464146,0.52122587,0.02392797
1.5812029,0.07645456,0.51703024,0.022424307
1.5282867,0.06850483,0.53123134,0.024489967
1.5436594,0.06964489,0.52954245,0.023893809
1.5725912,0.07274081,0.52316266,0.023037417
1.5394797,0.06720165,0.53308254,0.023841929
1.5186496,0.06880713,0.5297621,0.024803549
1.544562,0.06864157,0.5327186,0.02311865
1.5408684,0.06709907,0.5321939,0.024426045
1.5455416,0.067379795,0.533032,0.02427374
1.5295947,0.06697771,0.5341621,0.023982959
1.569443,0.072968304,0.52210546,0.023043327
1.5600438,0.06929561,0.5284055,0.023962172
1.5272164,0.065862834,0.53639174,0.024291404
1.5455252,0.07045008,0.5269403,0.023528194
1.5814968,0.07587467,0.5173514,0.022465838
1.5565383,0.06970336,0.5299482,0.023906687
1.5349851,0.070412956,0.52557945,0.02423848
1.5383501,0.06820622,0.53079575,0.02376052
1.5495462,0.06661328,0.5354459,0.022974897
1.5319765,0.07066007,0.52637166,0.024874965
1.5619612,0.07492313,0.52018505,0.023318017
1.5428554,0.07096386,0.52582693,0.024338046
1.5608319,0.0689299,0.53168535,0.022898545
1.5516845,0.07125766,0.52519125,0.023610985
1.5154531,0.06791462,0.53207666,0.025474299
1.5679946,0.07709997,0.51592577,0.023005871
1.5427841,0.067958094,0.5316263,0.02359568
1.5470777,0.069345556,0.5296814,0.023659645
1.5395727,0.0698608,0.5306629,0.023746226
