$\beta$,$\gamma$
0.31316882,0.12049365
0.32002738,0.12662272
0.3252497,0.12899753
0.3233359,0.13128144
0.32371745,0.12653327
0.32399988,0.12787355
0.31860486,0.12630071
0.3221973,0.12776166
0.32241535,0.1283151
0.32326752,0.13057931
0.31895244,0.124497294
0.32480446,0.13520135
0.32082137,0.12878947
0.32479528,0.12829044
0.316593,0.1212022
0.32195157,0.13156609
0.32879183,0.1359644
0.31614763,0.12042727
0.31778908,0.120490864
0.31985313,0.12613866
0.31908476,0.12364773
0.3179342,0.12162674
0.3192479,0.12605481
0.32150662,0.12690887
0.3187293,0.12553702
0.32452133,0.13003823
0.32373637,0.13177913
0.3229307,0.12746735
0.3242755,0.1307002
0.32754385,0.13386191
0.31167167,0.1206983
0.32384995,0.13178016
0.32304952,0.12777917
0.32352516,0.12766972
0.3122851,0.11783927
0.3232671,0.13051377
0.3137748,0.1195947
0.31967998,0.12680474
0.31828892,0.1253425
0.3227191,0.13014093
0.31844252,0.12735404
0.31292915,0.11961689
0.32350236,0.12657449
0.3282555,0.13693838
0.32190222,0.12640129
0.3278509,0.13378838
0.32787615,0.13216788
0.31876972,0.12299626
0.31728676,0.12336431
0.32287347,0.1276084
0.3154895,0.12369888
0.3170632,0.12525554
0.321316,0.12664117
0.3256598,0.13111337
0.3213279,0.1287942
0.32516563,0.13376863
0.31829348,0.124226
0.3164063,0.123229966
0.32490546,0.13245368
0.32077044,0.12657078
0.31523448,0.119020455
0.30903748,0.11321428
0.321034,0.1286198
0.31682903,0.12390931
0.32086235,0.12431601
0.32029125,0.1256468
0.32970917,0.1330561
0.3261407,0.1330705
0.32969496,0.13401094
0.32378003,0.12932779
0.32122123,0.12584595
0.32317758,0.13093609
0.32017738,0.120672956
0.3217998,0.12604308
0.32185757,0.12604663
0.31544802,0.12236162
0.31700373,0.12458712
0.3140667,0.120981425
0.31645775,0.12121191
0.31818593,0.12646782
0.32562453,0.13349387
0.31916255,0.123739675
0.32216948,0.12719625
0.3193269,0.12651893
0.31934932,0.12613219
0.31403127,0.11961386
0.3233538,0.13062313
0.31666446,0.12170074
0.32191643,0.13031915
0.3175503,0.12344263
0.31884804,0.12495402
0.31946796,0.12845294
0.32773516,0.13575713
0.32094195,0.12479179
0.31398988,0.12189143
0.3196236,0.12546168
0.31889212,0.12669015
0.31965128,0.12604934
0.3246642,0.13157281
0.32694235,0.13160186
0.3221424,0.13156672
0.32282484,0.12713322
0.3244971,0.1331681
0.32927737,0.13206904
0.31678492,0.12214767
0.31777847,0.12610714
0.32192677,0.13039821
0.31649446,0.123596705
0.31948653,0.1278353
0.32332748,0.12770303
0.3239669,0.13149056
0.31803092,0.12442299
0.32805577,0.135409
0.31968078,0.12710157
0.31950694,0.12469246
0.3214655,0.12396424
0.3193382,0.12589979
0.32993242,0.13453366
0.32128775,0.12508342
0.32698375,0.12981208
0.30953276,0.11534576
0.3369183,0.14438052
0.31765833,0.121909834
0.31400248,0.11627676
0.32528597,0.12954704
0.32318443,0.1278862
0.3202057,0.12582226
0.31822395,0.123885795
0.31810063,0.124789804
0.31690395,0.12648176
0.32571602,0.13367055
0.32367313,0.12900947
0.31741938,0.12394442
0.32321963,0.13017596
0.3204831,0.124024786
0.32098857,0.12823807
0.3235695,0.13229717
0.32585895,0.13220668
0.3229954,0.12671927
0.32415828,0.12932806
0.3250831,0.13287511
0.3150536,0.12339037
0.3177099,0.121226184
0.32101083,0.12620221
0.32244188,0.12797128
0.3191647,0.12758319
0.32103363,0.12682451
0.32352242,0.13089626
0.3254224,0.13456987
0.32190913,0.12649025
0.3173799,0.12139269
0.3214719,0.12528239
0.32397103,0.1313314
0.32356,0.12753025
0.31605187,0.12165189
0.31813148,0.12255087
0.32142052,0.12618986
0.31975922,0.12529586
0.3195709,0.12618195
0.32146758,0.12672079
0.31413224,0.12062386
0.31442937,0.12264016
0.32229432,0.12985584
0.32111666,0.13141082
0.32098413,0.12628625
0.3222664,0.12944523
0.32411036,0.12945652
0.3163515,0.12455094
0.31588078,0.12357558
0.3192354,0.12723058
0.3261508,0.13219038
0.3205888,0.12629384
0.3236078,0.12445607
0.324041,0.13156211
0.315788,0.121970214
0.3262745,0.13035356
0.3223163,0.12702224
0.3214527,0.12595047
0.31963786,0.12339437
0.32441685,0.12810795
0.31835583,0.12312245
0.32389653,0.1310188
0.32734758,0.1363222
0.3188754,0.12442468
0.3159327,0.11938625
0.32153752,0.12941211
0.32370177,0.13062748
0.32222602,0.1276907
0.31850496,0.12612133
0.32060245,0.1278041
0.32781705,0.12991521
0.31847084,0.12433486
0.32067806,0.12484935
0.3170928,0.12625043
0.32198617,0.12998256
0.3228158,0.12587413
0.31696635,0.121061236
0.3239908,0.12785359
0.32917958,0.13270612
0.32104045,0.12770799
0.31514102,0.12333284
0.3242635,0.13145469
0.31853276,0.12502009
0.3245921,0.12826525
0.32106224,0.12638828
0.32294506,0.12967646
0.31533948,0.119748175
0.32437968,0.12969705
0.32337856,0.13239382
0.32134953,0.12723264
0.3231553,0.1319981
0.31872228,0.12532106
0.31875882,0.12217461
0.32645628,0.13281968
0.31773514,0.122530356
0.32197374,0.12819989
0.31785515,0.12283022
0.32740113,0.13418196
0.31862223,0.12752438
0.32266143,0.12722218
0.3270591,0.13352917
0.3258855,0.1354568
0.32138395,0.12546282
0.31915718,0.12682684
0.3189583,0.12546527
0.32021055,0.12771046
0.3230321,0.13116461
0.3193695,0.12694074
0.31508395,0.12188002
0.31937027,0.124114886
0.3179608,0.12511198
0.33010298,0.13782883
0.31776482,0.12397039
0.32555965,0.1331899
0.32211718,0.1280329
0.32115173,0.13065091
0.32105458,0.12933642
0.32242998,0.1307169
0.3206296,0.12668589
0.31825686,0.12700322
0.32042137,0.12660062
0.32004339,0.12777555
0.32297978,0.12729138
0.3120026,0.1178699
0.3252328,0.13292333
0.32224905,0.12596068
0.32455775,0.13108036
0.33040437,0.13636297
0.3232829,0.12775855
0.32554653,0.13136984
0.32321402,0.12862357
0.3273018,0.13571602
0.32301733,0.12726259
0.320245,0.12791009
0.31634334,0.119706444
0.32187653,0.12779218
0.3203568,0.12581907
0.3182916,0.12785178
0.31679943,0.1211714
0.3260166,0.12882613
0.32831398,0.13526319
0.3221083,0.1272459
0.31980157,0.12790972
0.3242438,0.13062948
0.3281716,0.13475537
0.31756288,0.12240793
0.3145156,0.120734885
0.3129348,0.11840898
0.32161617,0.12648046
0.3234657,0.12948611
0.31938946,0.12280044
0.31883672,0.12318869
0.32392174,0.13060986
0.32442793,0.13193682
0.3321212,0.13908401
0.3207157,0.12837768
0.32167208,0.12642781
0.3155883,0.12078691
0.32450497,0.13261385
0.32024407,0.1253351
0.33172187,0.13895036
0.32093102,0.12808424
0.31577998,0.12377762
0.3209208,0.13083133
0.32128415,0.12516952
0.31491727,0.12199453
0.32882303,0.13424772
0.32512644,0.13120987
0.32539496,0.13235566
0.32001388,0.12691365
0.32604533,0.1336501
0.3254116,0.13501488
0.31209838,0.119656965
0.32366776,0.13005197
0.31814048,0.12529892
0.32419798,0.12921849
0.316691,0.12522608
0.32195956,0.12703986
0.32001036,0.12843089
0.3211994,0.1281957
0.3255094,0.12916179
0.32433295,0.13071755
0.3250533,0.13013935
0.31872576,0.12679099
0.31461367,0.12491095
0.3340448,0.14379075
0.32113087,0.13007107
0.32453808,0.12877277
0.31957614,0.12884517
0.31711856,0.12298383
0.32657847,0.1327019
0.3162485,0.1253892
0.32180014,0.12729257
0.31885773,0.12493251
0.31866586,0.12396208
0.32582006,0.13155775
0.3207735,0.13047151
0.31614694,0.12225851
0.32662284,0.13210066
0.32531607,0.13180187
0.3170623,0.122151606
0.32561347,0.13330933
0.3256601,0.13446964
0.3182648,0.12567508
0.32118103,0.12903932
0.32143873,0.12749243
0.32383558,0.13282108
0.32263333,0.1298255
0.32317135,0.12723835
0.32145125,0.12512466
0.31887126,0.12651958
0.32217923,0.12889673
0.32052818,0.12763232
0.31768683,0.12551592
0.3187611,0.12621157
0.32312346,0.12554687
0.3248276,0.12750047
0.3178732,0.124717854
0.32041842,0.12626457
0.3191254,0.123257935
0.318764,0.12512824
0.32372037,0.13014354
0.32208234,0.12795608
0.31667948,0.12011629
0.31441367,0.121362396
0.31754038,0.122732185
0.32270288,0.12546082
0.31992,0.122709654
0.31913614,0.12916492
0.32259047,0.1274906
0.32120135,0.12523662
0.31941503,0.12495897
0.31662074,0.12299708
0.31573167,0.12163382
0.31233972,0.12152738
0.32067963,0.12876327
0.32418257,0.12824054
0.3118082,0.118864626
0.3191542,0.12280454
0.33070093,0.13741414
0.31821334,0.12691095
0.31620425,0.121056095
0.3203807,0.12807283
0.3292228,0.13854875
0.3233372,0.12882245
0.32162884,0.13029544
0.32467568,0.1283386
0.3212355,0.12934928
0.32056394,0.12647086
0.31209928,0.11771241
0.3198027,0.12541574
0.3168656,0.123537876
0.32452872,0.13481863
0.3225531,0.12649699
0.31406116,0.12248958
0.31812373,0.12335022
0.32001144,0.12600952
0.32038695,0.12518279
0.32289323,0.12955038
0.3220831,0.12871589
0.3182652,0.12355953
0.31301093,0.12123873
0.31460634,0.12162996
0.31957382,0.12779096
0.3252749,0.13088302
0.32850993,0.13605818
0.31558448,0.12429307
0.32218522,0.1280779
0.32042608,0.12569776
0.31954765,0.1276249
0.33089337,0.14067042
0.3204149,0.12313924
0.32240018,0.1274692
0.32284662,0.13051267
0.31372404,0.11601522
0.32680526,0.12921208
0.31624454,0.12371867
0.31770954,0.12436516
0.3214435,0.12703899
0.3202574,0.12342285
0.3208208,0.12291811
0.3260782,0.12951486
0.3115559,0.114647254
0.3243392,0.12950684
0.32498714,0.12993735
0.3169522,0.12301914
0.32075277,0.124390215
0.31721222,0.12688778
0.3309865,0.13902439
0.32754236,0.1365261
0.310838,0.117984354
0.31903043,0.123779096
0.32045257,0.12637478
0.31800592,0.124235
0.32239863,0.12492146
0.32440645,0.12799056
0.3231835,0.13173546
0.32813567,0.13335837
0.32627612,0.13334964
0.32414752,0.13042974
0.32964417,0.13559419
0.3216949,0.12638578
0.31570917,0.12245723
0.31895912,0.12406625
0.32007068,0.12152109
0.31580952,0.12094987
0.31132963,0.11991499
0.31989905,0.125657
0.31833246,0.124314375
0.3211963,0.1267864
0.32031763,0.124577135
0.3234474,0.13233818
0.3224936,0.1283592
0.32460186,0.13223206
0.32322755,0.1313861
0.3168564,0.12416775
0.33186668,0.13697542
0.3249786,0.12811092
0.32086292,0.12246222
0.3156517,0.12170869
0.31686234,0.12248631
0.31922248,0.122525595
0.32774642,0.13547191
0.3174663,0.12559535
0.32292357,0.12907815
0.32241207,0.12862375
0.31673402,0.12339066
0.3171791,0.124163605
0.32463428,0.12966576
0.32767054,0.13359371
0.32666233,0.13271317
0.32140136,0.12651631
0.32261953,0.13013233
0.3164479,0.122908466
0.31773207,0.1256251
0.32116693,0.12926354
0.31573898,0.1250191
0.31993687,0.13118793
0.31604818,0.120577075
0.3229352,0.12733816
0.3205951,0.12592897
0.3221779,0.12781037
0.32025716,0.12482355
0.3185001,0.1251149
0.324516,0.12808837
0.31872138,0.12381525
0.31690696,0.12231061
0.31831968,0.12770736
0.3200185,0.124147296
0.3169311,0.12477719
0.32232973,0.12964144
0.3238808,0.13047111
0.31963754,0.12578036
0.32289103,0.12759818
0.3171703,0.122398965
0.3155343,0.12243892
0.32336727,0.13064265
0.32497734,0.13063222
0.32527384,0.13064434
0.31924784,0.12618314
0.31882447,0.12372278
0.31849167,0.124363795
0.32349998,0.13011803
0.32910186,0.1369642
0.31997687,0.12421252
0.32294434,0.13144895
0.32771844,0.13396776
0.31856993,0.12556992
0.32480058,0.13256314
0.318078,0.12499979
0.32059786,0.122930475
0.3308621,0.13789341
0.32088292,0.12566228
0.31923357,0.12750167
0.31860512,0.12370207
0.32350224,0.13155493
0.32140258,0.12816012
0.31830552,0.12450807
0.33022967,0.13238442
0.32044613,0.12692854
0.32816026,0.13273633
0.31944543,0.12541012
0.31491926,0.12206392
0.3255531,0.1327821
0.31823447,0.12387528
0.31745204,0.1276221
0.32030645,0.12804256
0.31714055,0.12176169
0.32037145,0.12520841
0.3149647,0.12104773
0.31947684,0.12453731
0.31916112,0.12297087
0.31763542,0.124712974
0.32751638,0.13188021
0.32369083,0.12775517
0.32324982,0.13107216
0.3236651,0.12747401
0.31217405,0.11917836
0.31720933,0.12142306
0.3240268,0.13297123
0.32054183,0.12897432
0.3184504,0.12292303
0.3203685,0.124068975
0.31403044,0.120860085
0.3246598,0.1309221
0.31381765,0.120783545
0.3125871,0.11924851
0.32104665,0.12749729
0.32502538,0.12889537
0.32409573,0.13623635
0.32237998,0.12928592
0.32684585,0.13582513
0.330308,0.13924871
0.31706545,0.12235281
0.32469842,0.13314044
0.32381713,0.12998882
0.32271641,0.12623653
0.32244816,0.12605502
0.3238139,0.132536
0.32126442,0.12660699
0.3155944,0.12113671
0.31019843,0.1153352
0.31561887,0.12390571
0.3181816,0.12320711
0.32418868,0.1297389
0.31311753,0.12230997
0.32043344,0.12785015
0.31667364,0.12607254
0.33149904,0.13830538
0.3227689,0.13084652
0.31691834,0.12112611
0.327464,0.13216117
0.32299584,0.128788
0.32659703,0.13372257
0.3188453,0.12456763
0.3246239,0.1282051
0.31632656,0.123929664
0.32201493,0.13121212
0.32067335,0.12703341
0.31921116,0.12762885
0.32173857,0.12598673
0.32710382,0.13366386
0.32727167,0.13858193
0.31757563,0.121769205
0.32096192,0.12723726
0.3193255,0.12594675
0.3218786,0.12835325
0.31462115,0.11842857
0.3292294,0.13549551
0.32099897,0.12400793
0.32171163,0.12870352
0.3213529,0.12749267
0.31856024,0.12596837
0.32561842,0.12813452
0.32160026,0.13067453
0.3147342,0.121350184
0.3228854,0.1295974
0.3216897,0.12707907
0.31122985,0.11621005
0.31802443,0.12695393
0.30974984,0.119124725
0.32025114,0.1289842
0.32808858,0.13175215
0.32289004,0.13068847
0.32149076,0.12532288
0.32478115,0.12839358
0.32051846,0.12435822
0.32614428,0.13541031
0.3093529,0.11669385
0.3137978,0.12199875
0.31957555,0.12503877
0.31755504,0.123202674
0.32176515,0.12950388
0.32374918,0.13177347
0.31662983,0.12272759
0.32944006,0.13614549
0.3252337,0.12971687
0.31952736,0.12619022
0.31356105,0.11920331
0.31912473,0.12736873
0.32173735,0.1270022
0.32732758,0.1356153
0.3214601,0.12847006
0.31994918,0.12566951
0.3153323,0.12235794
0.31552517,0.12212231
0.3243813,0.13146472
0.31771576,0.121247694
0.31965002,0.12479081
0.32666183,0.13336292
0.32691234,0.13290334
0.32458648,0.13552184
0.3160999,0.12028595
0.31601822,0.12045766
0.32096225,0.12648621
0.31867588,0.12584145
0.31872702,0.12990926
0.3257364,0.13025768
0.31900346,0.12627852
0.32615018,0.13354181
0.32025507,0.12644443
0.31625566,0.12243376
0.32616928,0.13121846
0.31775436,0.1237218
0.31556582,0.120480664
0.32382953,0.12954563
0.32211068,0.1298868
0.32290894,0.1315671
0.3234505,0.12837933
0.3190807,0.12591937
0.3244135,0.13099156
0.32241708,0.12992367
0.3178461,0.12554364
0.32955706,0.13609526
0.32018676,0.12819405
0.32740828,0.1349674
0.3234559,0.1268745
0.3250406,0.13367231
0.31772715,0.12419058
0.31959012,0.12562783
0.32194105,0.124320984
0.321169,0.1312829
0.3251467,0.12655786
0.3240556,0.13492061
0.3308358,0.13805863
0.31771374,0.12205967
0.32031527,0.13050568
0.3256792,0.12961066
0.3252942,0.13156706
0.32121697,0.12482985
0.31857073,0.12521559
0.32837597,0.13580124
0.3243833,0.1324666
0.3172453,0.12216486
0.32631612,0.1358631
0.31657326,0.12574416
0.3215981,0.1283248
0.314742,0.1220831
0.31853017,0.12271741
0.31843787,0.12673384
0.32272726,0.13030973
0.3187687,0.124316126
0.32392028,0.12850289
0.32407463,0.13215883
0.32650793,0.13010025
0.3268385,0.1356233
0.3139155,0.12014849
0.33000633,0.13556263
0.32309583,0.13436885
0.32296592,0.1270425
0.32337317,0.12658586
0.32238775,0.12631679
0.324261,0.13077039
0.32286876,0.12906842
0.32286838,0.12900516
0.31799972,0.123947814
0.3176185,0.12344148
0.314991,0.12048282
0.32024255,0.12642525
0.32054925,0.12511581
0.3213504,0.1308784
0.32777837,0.13113524
0.32074475,0.12645543
0.3159713,0.120810814
0.32147282,0.12664656
0.32669932,0.13208061
0.3165414,0.12064427
0.3294849,0.13674094
0.31843635,0.12574758
0.3209942,0.13031676
0.33072796,0.13843578
0.32156375,0.1270382
0.31969154,0.12557586
0.32264522,0.12520488
0.33043113,0.13657181
0.3178742,0.12105463
0.3223728,0.12730289
0.32262066,0.12815616
0.32311642,0.13107798
0.32067725,0.12498781
0.31807745,0.12334116
0.32176295,0.12785041
0.32113066,0.12815401
0.32135576,0.12852514
0.32221204,0.1302804
0.32138526,0.12945592
0.32632208,0.13276191
0.32113808,0.12569779
0.32026783,0.1281052
0.31681126,0.12157166
0.32704303,0.13593619
0.32107154,0.12693772
0.32496348,0.12993258
0.3141358,0.12269298
0.31570527,0.12193879
0.32483602,0.131684
0.3231493,0.1301813
0.31498882,0.120874666
0.3164372,0.12035595
0.31836694,0.12282937
0.32143798,0.12542495
0.32518235,0.1326788
0.32514814,0.13085622
0.3316643,0.1336535
0.31382498,0.119705044
0.3215719,0.124955036
0.32471246,0.13109873
0.32639888,0.13357572
0.32345918,0.13196705
0.3194316,0.12562539
0.32129708,0.12786743
0.31664598,0.12206814
0.32868838,0.13287777
0.31705427,0.1286098
0.3145008,0.12079293
0.31950372,0.1253689
0.32097647,0.12505217
0.31278986,0.12011148
0.31757623,0.120570175
0.3248786,0.12746276
0.3170726,0.12315677
0.32137036,0.1267252
0.31932312,0.12519374
0.3184867,0.12503621
0.32110292,0.12575516
0.3177943,0.12430528
0.32204387,0.1265807
0.32692248,0.13277242
0.31723464,0.12780291
0.3244468,0.13043289
0.32004103,0.12411205
0.32251653,0.13051412
0.32579082,0.12976457
0.32917994,0.13597363
0.3169446,0.12276391
0.3207087,0.12237734
0.32192677,0.12801263
0.3229934,0.13148503
0.31979546,0.12563206
0.31773946,0.12494869
0.31916577,0.12518984
0.31609064,0.11961372
0.3154329,0.12087729
0.32666042,0.13289127
0.31681764,0.120787516
0.31941873,0.12795715
0.31672755,0.12158847
0.32509753,0.1308008
0.3160795,0.120206624
0.329192,0.13974398
0.3236151,0.12896734
0.32087207,0.12721245
0.31893244,0.12397976
0.31805217,0.12546764
0.30713883,0.11469583
0.31680316,0.124717556
0.3169384,0.126018
0.3194951,0.12329071
0.31861162,0.12594284
0.319429,0.12715916
0.3245948,0.12965037
0.31892133,0.127001
0.32750267,0.13663653
0.31987628,0.12733382
0.3186776,0.124965884
0.32303435,0.12784274
0.31610197,0.124042265
0.3143835,0.121455744
0.31897798,0.12527591
0.32117045,0.12760335
0.32601157,0.12644662
0.3152743,0.12525187
0.31765026,0.125353
0.3227057,0.12652135
0.31692117,0.12143924
0.32077357,0.12499961
0.31227955,0.11700341
0.32373106,0.124902256
0.31587058,0.12139015
0.31898004,0.123865746
0.31695306,0.12581679
0.32274315,0.12767905
0.3179991,0.124884926
0.32011834,0.12853691
0.3181314,0.12276815
0.324601,0.13583761
0.3168174,0.12530878
0.3183846,0.1224951
0.32052222,0.12752827
0.31943944,0.122872196
0.32724524,0.13477719
0.3171876,0.12410986
0.31230798,0.11883768
0.32079995,0.12614572
0.3240888,0.13099113
0.32645673,0.13316591
0.31675905,0.123184815
0.3225153,0.12901111
0.32078242,0.12820455
0.31469443,0.121373855
0.31726143,0.12314262
0.31511107,0.12169639
0.3262082,0.12975152
0.3233861,0.13095179
0.31203985,0.119286925
0.32854015,0.13335063
0.31923476,0.1271167
0.3169408,0.121779546
0.32131374,0.12618928
0.31751722,0.12431962
0.32216924,0.12898336
0.316933,0.12446557
0.32972872,0.1370959
0.32244232,0.12969847
0.32384735,0.1327101
0.31613827,0.12152254
0.31789717,0.12290501
0.32663274,0.13467441
0.3238499,0.13004196
0.3214062,0.12475898
0.32176942,0.12765597
0.33157164,0.13881397
0.32410687,0.13005424
0.3277585,0.13400085
0.32135278,0.12374325
0.31919312,0.122419715
0.32383755,0.13027745
0.3162059,0.12583648
0.31307113,0.11644402
0.31909665,0.12788568
0.31742823,0.123978995
0.31975237,0.12751073
0.31841004,0.1253131
0.3241474,0.12671591
0.32462165,0.13178526
0.32463336,0.13314222
0.3233955,0.12890604
0.33334458,0.13880567
0.3154076,0.123500235
0.316415,0.12409178
0.3154608,0.12243028
0.31864807,0.123600505
0.3258773,0.13428706
0.32437715,0.12520273
0.3170533,0.12091248
0.3169503,0.12274734
0.32178676,0.12758769
0.31994292,0.12789737
0.31773862,0.12541291
0.322984,0.12762508
0.3272899,0.13396661
0.32332116,0.13135551
0.31812158,0.12326661
0.32214847,0.12682608
0.3190842,0.123472825
0.3201241,0.1263864
0.31869498,0.12337293
0.3202709,0.12564339
0.32610136,0.131651
0.3270723,0.13287635
0.3155772,0.12209331
0.32718664,0.13072076
0.31815243,0.12454984
0.3269686,0.13242362
0.32689482,0.13344601
0.3241388,0.12547006
0.32067972,0.12428569
0.3192407,0.123937294
0.31713745,0.12649333
0.3191528,0.12243145
0.32237992,0.13025256
0.31847754,0.12420808
0.31852087,0.12536107
0.3276373,0.13430066
0.32365933,0.12740242
0.32275313,0.12801027
0.31966975,0.12694879
0.32213047,0.12857568
0.32566082,0.13081221
0.32222667,0.12611958
0.31842256,0.1258615
0.3206557,0.12763917
0.31637892,0.12186502
0.3217284,0.12786326
0.32154864,0.13033904
0.32331395,0.12537129
0.32309762,0.12872058
0.33392647,0.14029783
0.3239729,0.1311832
0.31959122,0.12708978
0.32335925,0.12814002
0.31598178,0.12188141
0.31644562,0.12189684
0.31971082,0.12750182
0.3267719,0.13385563
0.32410452,0.12613757
0.321371,0.12378648
0.31569615,0.12117319
0.32371026,0.1271923
0.32304305,0.1279275
0.32032475,0.12235065
0.32360515,0.13036191
0.31954777,0.1240158
0.3163941,0.12123884
0.31579435,0.12103451
0.31743085,0.12116946
0.320324,0.12697046
0.33261922,0.136334
0.32028255,0.1290052
0.3224002,0.1277827
0.32636213,0.12952559
0.32191327,0.13048841
0.323247,0.13289295
0.32398525,0.12780052
0.31626132,0.12153567
0.31752762,0.12389017
0.32000002,0.12810092
0.3132332,0.12212284
0.32314056,0.12905264
0.32257545,0.1305885
0.31967464,0.12478245
0.3231882,0.12881956
0.32705933,0.13508642
0.32117543,0.124985546
0.32332957,0.12783298
0.31917137,0.124799415
0.32739595,0.13253088
0.31733844,0.12641479
0.32278308,0.12913805
0.32270357,0.12947032
0.3197519,0.12604266
0.3174916,0.122707084
0.3161019,0.11856215
0.3178112,0.12684217
0.31596568,0.12466238
0.31476957,0.12203051
0.31216612,0.120689474
0.3228782,0.12987259
0.32302836,0.12950641
