parameter_1,parameter_2,parameter_3,parameter_4,parameter_5
1.7469039,-2.5798085,-0.80390334,0.787702,-1.2016544
0.60824186,-2.0788949,-0.9881861,-0.91793483,-0.8964404
2.1174824,-2.5822914,0.6749004,-0.825811,0.6729405
1.5298992,-2.7967868,0.77930987,-0.8972536,-0.21115166
1.8962169,-2.8842764,-0.87610704,0.72799253,-1.2866263
1.85727,-2.9812589,-0.9815956,0.862679,0.96775484
1.9953468,-2.7744224,0.83934724,-0.68791753,-0.7275498
1.1275086,-2.455876,-1.6338896,-0.84609467,-0.5477377
1.9497538,-2.9935818,0.85074216,0.80689824,-0.8737942
1.7982163,-2.7681463,-0.66817534,0.8044184,0.21962512
1.8670969,-2.7529447,-0.6141299,-0.65200615,-0.99080646
1.3802364,-2.8415575,1.1938292,-1.4868977,-1.8210216
2.0644777,-2.9768667,0.8545309,-0.5547952,-0.5629456
0.6619324,-2.8291454,-1.8963369,0.641577,0.56322765
1.9036984,-2.5885108,0.8431419,-0.9390989,-1.2713398
2.0627434,-2.7650337,0.7872218,-0.6740167,-1.1016824
1.6559377,-2.6567237,-0.8259079,-0.63350105,-0.8064331
1.9900119,-2.6713383,-0.54272366,-0.5316768,-0.93869317
1.820223,-2.7091064,-0.57395434,0.5602499,-1.3270556
1.5189575,-2.3901758,0.7616721,-1.1038173,-0.57026243
1.151962,-2.5253077,-0.8700689,-0.6075039,-0.9858192
1.288226,-1.4864242,-1.2791823,1.5384432,-1.8990918
2.206312,-2.7276506,-1.0324907,-0.77107596,-1.6326122
1.6924846,-2.7038558,1.0847152,0.6607264,-0.57949996
1.8021677,-2.6591306,-0.56312555,-0.8496897,-0.71831954
1.6707499,-2.496488,-1.2839494,1.5419431,-2.4409273
1.6223267,-2.5764456,-0.72302336,0.906425,-0.9083768
2.1973019,-2.996174,1.081077,1.1218923,-2.3764997
1.4606044,-2.3105574,-0.8723067,-1.0640551,-1.9482572
2.98521,-2.9331765,1.286073,-0.6035508,-0.5914364
1.9921228,-2.8120363,0.81708634,-0.8674788,-0.27408415
0.98366785,-2.4502153,2.2420425,0.7814131,-0.24176311
1.9107265,-2.9100158,0.7426361,-0.63539624,-1.0906755
1.9964907,-2.6736345,-0.9557851,-0.75828147,-1.2101269
1.5375546,-2.4623387,0.82649386,-0.8691072,-1.6504995
1.651601,-2.6337478,-0.7399995,0.5197968,-0.22679882
1.9449332,-2.780035,0.89333916,-0.6727396,-1.2594875
1.2941848,-2.6517694,1.1461595,0.62615395,-1.0536422
1.5131861,-2.879632,0.7119168,-0.762266,-0.14930692
1.5038085,-2.1660516,0.71868026,-0.8131993,-1.9356767
2.3943944,-2.6255953,-1.1226197,0.7821487,-0.7397045
1.8646666,-2.7549236,-1.6542139,1.539728,-2.9024587
1.688256,-2.8433135,1.1565738,0.99681365,-1.7652333
1.8984777,-2.8162422,0.56716824,-1.4149327,-0.18076454
1.6831605,-2.541629,1.7062052,0.8557825,-1.5186887
1.9592179,-2.7095835,0.7618525,0.9266278,1.2237978
1.8607372,-2.9446957,0.6150141,0.7095971,-0.61510426
0.58724433,-1.9063967,-1.7533514,-1.2681392,-2.503361
1.9496379,-2.7032852,0.5896219,-0.45354238,0.015409172
1.7112925,-2.6929379,0.6139511,0.73954463,0.24826694
1.735115,-2.407841,0.8078141,0.6635546,-0.61189485
2.7564478,-1.8816636,1.0275552,1.0669879,1.1742542
1.7379048,-2.5430582,-1.0734234,-0.94529164,-0.988961
0.73067504,-2.494276,1.2487814,-0.6584596,-0.8295351
1.6069281,-2.4689214,-0.6495645,-0.6433638,-1.6977024
1.7810377,-2.597346,-0.6802795,0.6713566,-1.5286431
1.8299363,-2.772138,-0.8133894,0.70171756,-1.1914148
1.4391779,-2.3882217,-0.8036528,0.63982147,-1.1652725
1.7383977,-2.4698584,-0.98160064,0.879899,-0.82841945
1.8183881,-2.2975056,-0.8260277,-0.8385143,-0.4299645
1.9162103,-2.9234087,0.643165,0.581615,-0.7359371
1.9922756,-2.7599587,0.79315275,0.70281744,-1.1020198
1.0282522,-2.4494805,-1.3080575,1.0649886,-1.5282569
2.131732,-2.9788392,-0.8776349,1.298168,-1.8902556
1.9579526,-2.9110491,-0.45257616,0.61380154,0.15991485
1.6114354,-2.3399496,-0.7307763,0.9774941,-1.5671933
2.078052,-2.9457664,-0.7934035,0.6320154,-0.1398432
1.9509645,-2.875925,-0.67073226,0.6978618,-0.31944016
2.1201823,-2.8973103,-0.827507,0.8890057,-1.4873886
1.6145493,-2.4414277,-0.80840284,-0.8162065,-1.8013083
1.9218018,-2.794844,-0.6936442,0.58759594,-1.0946059
2.0274463,-2.7751017,-0.7976778,-0.7735514,-1.2897983
1.8233464,-1.292644,-0.5876681,-1.153863,-0.49454632
1.5235577,-2.6572726,-1.4658291,-0.63537616,-0.66985446
2.0640376,-2.8880062,0.6554212,0.7183242,-1.2903174
2.3200788,-1.7231712,-0.95030093,1.3140817,-0.29036665
2.031588,-2.8155243,1.2342324,-0.6437873,-0.5394013
1.926555,-2.5819216,-0.77665764,-0.70052725,-1.4532148
1.8888202,-2.7665102,1.0291009,-0.79484624,-1.0938361
1.8078471,-2.7904856,-1.1005927,-1.0067843,-1.9221486
0.44404987,-2.1874974,1.682919,1.1646225,-2.4354851
1.9825308,-2.7657905,-0.66468906,-0.5827748,-1.2431475
1.486935,-2.350895,-1.3184057,-1.15811,-2.0427282
2.0993848,-2.7133324,-0.825437,0.77105975,-0.7446836
1.8898482,-2.7731428,0.5603823,-0.64587,-0.5704681
1.6821645,-2.3111296,0.67497617,0.9128753,-0.8268742
1.3997893,-1.846411,1.1825695,1.405127,-1.5942608
2.064174,-2.8444586,1.2282302,-1.0060283,-2.4568236
1.1885918,-2.421207,1.5151216,-1.7565119,-2.1365247
1.0524077,-2.4731946,-1.2301327,0.88719875,-1.1222742
1.72875,-2.9552984,-1.0247912,0.7053216,-1.0077225
2.0793762,-2.823101,0.7357375,0.57402074,-0.8427575
1.7392097,-2.4508288,0.87353235,-0.7709889,-1.2289253
1.9848763,-2.3898263,-0.7672719,-1.0588043,0.18208146
1.8757579,-2.8530777,-0.6074573,-0.76921326,-0.57495224
1.5532748,-2.3106394,1.1387496,-1.2089498,-1.8886982
2.0747533,-2.9378116,0.8246748,0.7294387,-1.8318293
1.8962305,-2.708587,0.62411404,-0.6687681,-0.7634167
1.798679,-2.779768,-0.83576083,-0.6306481,-1.1186085
1.7943844,-2.6505957,-0.6638732,-0.5735578,-0.65234804
1.822445,-2.842816,-0.7623666,0.6414643,-0.027871788
1.1601713,-2.0305097,0.94666994,-0.7752675,-1.0418162
1.457871,-2.2879925,1.065408,1.4322377,-1.5816817
0.9029509,-2.6029477,-1.3490254,0.6273149,-0.821338
1.8227748,-2.7775247,-0.91821647,-0.77089643,-0.48273888
1.7221335,-2.563019,-0.8024607,-0.87965626,-1.5635796
1.666908,-2.8215714,-0.67898834,0.6508888,-0.9352556
1.8683777,-2.7316942,0.66175115,-0.52987397,-0.6696069
2.0808692,-2.9422162,-0.67513615,0.54316884,-0.6836401
1.6392994,-2.7132585,0.7140483,-0.89499426,-1.3316028
2.1421676,-2.703725,0.8905691,0.9964449,-1.3471084
2.1927867,-2.6202402,0.98224217,-0.72174585,-0.97069746
2.0212822,-2.944202,0.7131995,0.71495825,-0.36182404
2.0344024,-2.9102066,-0.6794271,0.6057819,-1.1599133
2.0017977,-2.7247775,0.6196929,0.8730831,-1.011036
2.308444,-2.9875963,0.92260873,0.79308254,-1.3338579
1.8880112,-2.6588812,0.9122286,0.85141975,-2.032702
1.6483941,-2.333881,-0.8170623,-0.8800335,-1.5326099
1.8422312,-2.4578714,-0.57359743,-0.83474344,-0.80071336
1.5712328,-2.8330793,-0.70262486,-0.5986111,0.33080405
1.1348511,-2.3608909,1.1014996,0.7106636,-0.94498044
1.7553785,-2.7304628,0.57738614,-0.71688646,0.11490998
1.1586118,-2.1512733,-0.8912569,-0.73265797,-1.6528865
1.9930539,-2.8921766,0.6011869,-0.87784034,-0.31047273
1.8371423,-2.6167717,0.7140213,0.73733747,-1.4897529
2.0323925,-2.719396,0.79688954,0.85549384,-1.8658321
1.7579399,-2.506923,0.65093213,-0.5542361,-0.40984648
1.3365604,-2.674853,-0.76495683,0.60612285,-0.93272775
1.2449179,-2.890505,-0.92841786,-0.5587654,0.22342438
2.0786717,-2.5882416,-1.4247081,1.1060226,-1.92832
1.7462616,-2.6780694,-0.8351348,-0.48645073,-0.43837947
2.010541,-2.7399728,1.0079533,0.94638056,-1.9938514
1.8847083,-2.725351,-0.77851886,0.8982098,-0.15548034
1.6957729,-2.401066,-0.5911829,-0.8440945,-0.13363361
1.9805719,-2.7210846,0.6584165,0.7901787,-1.8017693
1.9619813,-2.9435337,-0.5707989,-0.734981,-0.50123113
1.9754304,-2.697186,-0.70766234,-0.53838074,-0.782239
2.092457,-2.857447,-0.9405468,-0.81545436,1.152058
1.5442785,-2.4853191,0.69103265,0.55081904,-1.014031
2.0701113,-2.6797187,-0.8944929,-0.6957546,-0.9146619
1.9136965,-2.7041206,0.7346555,-0.7410246,-1.6451538
1.0715346,-1.3674207,1.4579071,-1.8935571,-2.1592755
1.288608,-2.3628411,-1.1131595,0.788238,-1.4407861
1.7069786,-2.493205,-0.92212677,0.8728117,-2.1949394
1.2100444,-2.6746304,1.3158329,-1.1645619,-1.1579072
2.0201645,-2.7472053,-0.54568446,0.62939465,-0.35936952
2.5538404,-2.6471226,-0.8066262,0.81903994,-0.54972684
2.232563,-2.633057,-0.6686848,-1.0594838,-0.0002991259
1.7497606,-2.643285,0.7577579,0.81646967,-0.6280434
0.90889966,-2.2241893,-1.0003897,-0.81669104,-0.92987025
1.8316725,-2.9886189,0.66857696,1.0799754,-1.4250083
1.9028219,-2.6126788,-0.6844596,-0.84436893,-1.2893741
1.6931794,-2.4790251,-0.8058853,0.708914,-0.016562372
2.1166193,-2.9901993,0.7697561,-0.7972324,-1.1926464
1.8158534,-2.7159102,0.9438293,0.74538994,0.43547103
1.7573427,-2.6974375,-0.6045232,-0.51721644,-0.4164993
2.3992634,-2.9812708,1.1824504,1.3978754,0.77903986
2.3799064,-2.357799,-0.71143806,-0.80114233,0.043533653
1.5684364,-2.4906743,1.0082201,1.0202888,-2.1903305
1.7674985,-2.636687,0.95554805,0.88591146,-1.4189327
1.8897154,-2.7622955,-0.59846115,0.48969793,-0.70346874
1.5423472,-2.1897502,-0.80450827,-1.0233747,-0.33184308
1.4410663,-2.6658282,-1.142495,1.2373627,-1.2576631
1.7891783,-2.4662225,0.56895334,1.105787,-0.45319372
1.4172368,-2.259263,-0.9127973,-0.69198394,-0.91404796
1.1315598,-1.249752,1.5620217,-2.310522,-2.609943
2.2103467,-2.932151,-1.1884959,1.2446967,-0.1572228
2.923085,-1.3319536,1.3624412,1.4040334,1.6099627
2.2073107,-2.98031,-0.681274,0.6021547,-1.4167067
1.7803621,-2.771953,-0.63358635,-0.6642756,-0.40520668
1.833531,-2.8401437,0.7124414,0.88046217,-1.4313558
1.7785031,-2.6245708,0.8519739,-0.7198585,-1.7542652
1.4562774,-2.6932921,1.1315348,-0.715344,-0.793005
1.7882868,-2.9225187,0.8135555,-0.69959867,-1.0238008
2.2233934,-2.73121,-0.7347029,-0.5101251,-0.6046188
1.6449814,-2.3018682,0.70558906,0.7689748,-1.5671155
1.9882836,-2.9773366,1.0577434,1.0838516,-2.114156
1.8340473,-2.8496068,0.5828394,0.7380598,-1.1413924
1.8315957,-2.6704278,-0.71371984,-0.60999537,-0.83519465
1.737102,-2.5135872,-0.73881257,-0.71281767,-0.8373559
1.9330076,-2.7005577,-0.7097635,0.6269789,0.32978952
1.5306308,-2.2266092,0.799641,-1.0577977,-1.2266812
1.451331,-2.8185775,-0.8829168,0.70389056,-0.76651907
1.8281715,-2.684232,0.73662424,0.6638428,-0.791196
2.4478784,-2.399136,-1.1204393,0.75817204,-0.05652055
0.82627034,-1.6540917,1.3762953,-1.4182284,-2.9431038
1.6957436,-2.5694408,1.0846721,-1.3024365,-2.2085822
1.8244277,-2.6598444,0.7629533,-0.7387555,-0.8541678
0.25513637,-2.1149092,-1.755389,1.3592196,-1.8543535
-0.5531101,-2.1602564,1.9080887,1.2763357,-1.9604487
1.6137547,-2.9149914,-0.9938266,0.6179089,-1.1428729
1.7598891,-2.8761587,0.85823786,-1.039267,-0.9116675
1.9808997,-2.714118,1.009491,-0.91387916,-2.1924462
1.7668267,-2.8362942,-0.6685911,-0.7972767,0.03436169
1.4186285,-2.4460318,-0.72014564,-0.6981997,-1.0207613
1.7258874,-2.9281797,0.6051953,0.858923,-1.082912
1.4381237,-2.4007025,1.1117725,-0.91359085,-1.8128414
1.8492173,-2.8154864,0.8998578,-0.6445429,-0.12189832
1.769003,-0.8180048,-0.5367778,1.1694207,-0.6159421
2.2095737,-2.8143342,0.7341689,0.75179964,-1.0763153
1.8506727,-2.9913187,-0.70445013,0.65064085,-1.0447968
2.4204323,-2.7453883,-0.93854636,-0.6460177,0.16615778
1.6481242,-2.9751022,0.71805674,-0.6126392,-0.72490036
1.5018169,-1.7199774,0.79257536,0.90434206,-0.9396239
2.0857418,-2.8818426,-0.6524608,0.51997966,-0.44700265
1.5298872,-2.9063919,0.75942516,0.71935964,-0.12354609
1.7379572,-2.3851693,0.65620494,0.78723955,-1.6278235
2.081316,-2.9268296,2.7710087,-1.8639095,-2.946667
1.9933357,-2.7033195,-1.0195069,-1.5051583,-1.9935786
2.2364216,-2.4244614,-0.78090835,0.7257374,0.8257139
1.9458668,-2.7103305,-1.1086158,0.6017069,-0.08233246
2.0224288,-2.6984165,-0.77679414,0.6457646,-0.8996976
1.8493649,-2.7175326,0.49204564,-0.5450849,-0.4026198
1.7975734,-2.7027888,0.5668618,0.513525,-0.32247907
1.8463964,-2.683885,0.5339168,-0.8237453,-0.84463185
2.0340524,-2.8526542,0.7263224,0.7069642,-1.3381989
1.9883091,-2.4661613,-0.8209646,0.7730338,-1.4598703
1.8279629,-2.581341,-0.8037816,-0.70799696,-0.59576285
1.9976707,-2.9503407,-0.82975066,-0.6913418,-0.5889907
1.4658041,-2.7069042,-0.9167038,-0.76735914,-0.41313526
2.0107725,-2.442703,-0.85403657,-1.5499842,1.4416163
0.7649892,-2.3576257,-1.4134786,-1.2301918,-2.0898206
1.1204262,-2.0924664,1.0270734,-0.9203627,-1.9562242
1.8329525,-2.8190863,-1.0141975,1.0656571,-2.3848476
1.8686669,-2.3738043,0.9210473,-1.0848342,-1.8156567
2.1185036,-2.9565358,-0.6100352,0.5272881,-0.08139494
1.6483356,-2.762546,-1.1519116,0.5803744,-0.988889
1.4346414,-2.320104,-0.81722844,-0.80822504,-2.1459937
2.212064,-2.916067,-0.8139097,-0.5981673,-0.67523164
2.3928723,-2.8809829,-0.81872725,-0.73811436,0.72274864
1.7827613,-2.6524868,0.52560794,-0.59221166,-0.38072965
2.0377834,-2.9301877,0.6629972,0.52901256,-0.6229131
2.2896369,-2.748872,-0.7130298,-0.9269152,0.36453682
1.7322853,-2.7621875,0.83275336,0.68086314,-1.0873634
1.6746278,-2.556152,-0.994908,-0.8209338,-1.6712337
2.0062885,-2.9953723,-0.89951736,0.9248599,-1.4403862
1.6180211,-2.5153139,-0.6961617,0.65166855,-0.20418675
1.8358938,-2.8079262,-0.73966426,0.73966163,-1.0128354
1.8228471,-2.6509411,0.71135974,0.915837,-0.8665538
1.3818167,-2.5564039,-0.8125884,-0.66334623,-1.1460656
1.9026687,-2.9587202,-0.6806021,0.9757546,-1.4041415
1.9712212,-2.6276994,-0.70139986,0.96905595,0.067768484
1.8444166,-2.779597,0.7766458,0.9334578,-0.37379485
1.8863499,-2.7744987,-0.69795305,0.6733277,-0.7893695
2.0348198,-2.5146117,-0.47296125,-0.6379574,0.14548418
1.5864311,-2.8521836,-1.0603578,-0.84703964,-1.3754933
1.2756473,-1.7341828,-1.3028789,1.4547046,-2.5143833
1.8574221,-2.9839537,-0.95703936,0.5327002,-0.29227078
1.7103686,-2.6210659,0.6919464,-0.91192937,-0.0473264
2.0828059,-2.932417,0.6283934,-0.56942415,-1.3498709
1.9632878,0.9826555,1.0156679,-2.2949338,-0.7078867
1.5619494,-2.6845667,0.68965507,-0.495861,-0.8856491
1.9050473,-2.3598163,-0.49024436,0.7566735,-0.7178738
1.8917367,-2.6372488,0.7750527,0.80085784,-1.4784143
1.9888266,-2.4235575,-0.82391536,0.8734871,0.68697035
1.6056145,-2.6955078,0.6753112,-0.5319746,-0.23640954
2.0908835,-2.7386687,-0.8140787,-0.81596375,0.4403468
1.8498514,-2.7291973,-0.8660965,0.7140602,-1.6550797
2.2326477,-2.808732,-0.64640605,-0.660389,-0.9862063
1.8955134,-2.705564,-0.550902,0.5659692,-1.2951334
1.8413033,-2.9711697,1.354081,-1.192256,-2.2038887
2.101525,-2.7853093,0.81726706,-0.8412942,-1.1010137
1.7466041,-1.9718124,-1.1812209,1.7097112,-2.2837253
0.55210316,-2.2968242,1.3010107,-0.79105747,-1.2851346
1.9300895,-2.8725977,-1.2321582,0.9173672,1.4145696
2.616582,-1.8063393,0.79312056,-0.86440235,0.76974404
1.1243999,-2.4502459,-0.9399968,0.7347228,-1.3289064
2.265586,-2.3438368,0.7568176,0.8036274,0.005706787
1.6785637,-1.509707,0.95458084,2.3250206,0.7944761
1.9069266,-2.6637764,1.0317025,0.697719,-1.3028882
1.3327098,-2.3064501,1.1113452,-1.2225044,-2.0055246
1.6259067,-2.6167538,-0.73650527,-0.7890399,-1.2319207
1.3169096,-2.1435378,-1.0284997,1.1299448,-1.8800439
1.8625007,-2.677523,-0.5284507,-0.6426293,-0.80666715
1.7942004,-2.327503,0.69253755,-0.6579198,-0.13903828
1.5138972,-2.4057114,-1.0244708,-1.3434653,-1.9160802
1.0714731,-2.887937,0.91889155,1.2185785,0.00904575
2.5852573,-2.7486484,-1.0843289,0.92409253,-0.7159401
2.0871415,-2.8842556,-0.93179893,0.75415415,-1.2131541
1.5612552,-2.5089304,0.5846572,-0.5456132,-0.14926049
1.8433992,-2.4631963,-0.61945146,1.157163,-0.34813294
2.0113697,-2.8264046,-0.71597683,0.84789777,-0.99495065
1.3894489,-2.8809469,-1.3074768,1.3178492,-1.6925848
1.5375893,-2.452512,-0.96103084,-0.8298312,-1.9419239
1.5555623,-2.690538,0.8100028,-0.78229654,-0.7169724
1.320476,-2.953163,0.82693124,-0.958279,-0.756481
1.888443,-2.6465747,-1.0743637,0.8470104,0.4859327
1.6426393,-2.2212145,0.93759704,0.91152066,0.06741473
0.49110317,-1.5116851,1.216716,-1.038997,-1.6947501
2.0261028,-2.94589,-0.8668183,-0.55753356,-0.17451987
1.5407917,-2.853941,-0.8334779,-0.77543455,0.48074624
1.5012338,-2.5168254,-1.8445584,1.4127493,-2.6810803
1.6139867,-2.6567185,0.7724028,-0.68994325,-0.56584466
1.9406598,-2.8406658,0.6534376,0.66331095,-1.069386
2.1274838,-2.8268836,0.84259814,-0.77056766,-0.8530505
1.3852452,-2.3733006,1.2384292,1.4584795,-2.4759898
1.987036,-2.7775307,-0.62574846,0.6184416,-1.2009268
2.1867185,-2.8200347,0.7848475,-0.686866,-0.8125591
1.1339113,-2.4970315,-1.115225,0.8072217,-0.27227652
1.5305235,-2.80936,1.0255865,-0.61602247,0.0868814
2.1754775,-2.6508794,-1.2656258,-1.8015554,-0.8302961
1.7100091,-2.9947464,0.84898776,0.7141182,-0.3289021
1.2867441,-2.6585684,-0.9434431,0.5885109,0.20000374
1.9147599,-2.9183662,0.70530754,0.74668217,-1.316887
1.9084774,-1.609855,0.9398972,1.3967422,-0.36896884
1.5236921,-2.3953037,-0.8690748,0.9356738,-1.774364
1.676704,-2.7027755,0.77721846,0.7253532,-1.5546244
1.8141352,-2.934508,-0.9477488,0.6212964,0.17823452
1.8193192,-2.6870217,0.96372443,0.8702695,-1.0938934
1.9404843,-2.6321936,-0.9404264,1.1701862,-0.6674787
1.8160825,-2.6163213,-0.5217831,-0.6582561,-0.58003926
2.1943095,-2.812086,0.67149997,-0.55247325,-0.68556076
1.437577,-2.631158,-0.94884914,0.5899883,-0.8255777
1.3606623,-2.2148001,0.78176636,-0.83133215,-1.5273939
1.6024216,-2.8729339,0.7704868,0.6641174,-0.9404403
1.9002101,-2.7643824,-0.63365483,-0.66216195,-0.6783396
1.8887154,-2.6902547,-0.8925604,0.5934247,-0.79467916
2.1538067,-2.878081,-0.87431777,-0.8124123,-0.89871246
1.8355513,-2.8662722,-0.6215074,-0.62391037,-0.7038119
1.3267819,0.39996186,-0.8122039,-1.5864241,-1.246029
1.9392587,-2.906405,0.63206565,0.79129076,0.3098997
1.9417651,-2.6370268,0.6670959,0.61603993,-0.9949168
1.2619394,-1.8955222,0.87190044,0.89902496,-0.4807631
2.0840878,-2.764266,-0.5654355,-0.616113,-0.8379991
1.6763723,-2.7304256,0.61892176,-0.7145656,-0.17255777
1.7402267,-2.7277598,0.8404224,-0.57980514,-1.1326329
1.5453943,-2.4879775,0.8475058,0.70986485,-0.38070357
1.7752104,-2.748849,0.6517446,0.6036125,-0.689042
2.0366068,-2.9378247,0.6586094,0.651775,-1.2628607
1.8200811,-2.6335123,0.5846671,0.5160378,-0.31361035
1.6638227,-2.696138,1.2190088,0.63576365,0.07260409
1.5022581,-2.4837067,0.81552476,0.6408348,-0.9883448
2.176551,-2.8752434,-0.6868866,-0.71785796,-0.7412073
1.6822397,-2.0440722,-0.8516086,-1.3868234,0.8640163
1.7395339,-2.6311595,-0.91938895,0.7978832,-1.5937207
0.75284946,-2.560563,-1.3815421,-0.63627195,-0.8920357
2.0767624,-2.5425868,-0.6960976,-0.62707853,-0.57179934
1.8527422,-2.6265128,0.6296816,-0.7626371,-0.9464202
1.7550241,-2.4725928,1.0810317,1.1296511,-2.3059018
-0.38187432,-0.2070214,1.4923606,-1.5271103,-2.465812
1.1508045,-1.3653892,1.2686218,1.6935241,-1.913892
1.9304886,-2.6858242,-0.61130893,1.4846671,0.42671752
1.7195015,-2.3117075,-0.6810539,-0.7270497,-0.598827
1.8572305,-2.6147428,-0.52697074,-0.54057944,-0.7415359
1.0933616,-1.6010174,1.1386443,1.4051824,0.3982915
2.9717975,0.71253705,-0.94490385,2.2615962,1.7395701
2.1105046,-2.6879995,-0.74510896,0.669887,-0.70714027
1.1898623,-2.4814785,1.130437,0.7170427,-0.76277626
1.9196533,-2.9485314,-0.5557076,-1.2575254,0.46487725
1.9334031,-2.8083575,0.76710385,0.9203498,-0.5553492
1.8173428,-2.9715993,0.7199466,-0.8462468,0.21906638
2.2638354,-2.5477962,0.9722069,0.66346955,0.35145348
1.998044,-2.9263525,0.6217971,0.6575316,-1.263072
2.0012589,-2.8763251,0.39942467,-0.6156381,-0.11851873
1.6837323,-1.9500949,-0.6491958,0.8763269,0.12042886
1.415863,-2.2591558,-1.1258961,1.0215641,-1.8200985
1.5799131,-2.4800725,-0.7898598,0.7999817,-1.3659493
1.2517741,-2.5887935,0.866463,-0.6053659,-0.68132347
2.0828755,-2.9496465,0.8521527,-0.7398292,-1.3737261
1.615828,-2.843547,-0.7891718,0.8284435,0.32598016
1.3924838,-2.4965658,1.1476814,-0.7916883,-1.8826656
1.3411236,-2.2171438,-0.89968497,0.96497846,-0.23434776
1.5410589,-2.3566637,-0.8615202,-0.7836626,-0.28957158
0.9112443,-2.553708,1.4630325,-0.7673159,-1.2709912
1.912105,-2.6546066,-0.87094104,-1.2531683,-2.0682704
1.8286929,-2.5916483,0.7433232,-0.96618897,-1.653038
1.4489787,-2.5719602,1.2493016,0.7445814,-1.5184863
1.8338314,-2.5236259,0.90121114,0.9717779,-1.4345305
2.022638,-2.8501601,0.5267755,0.48848453,-0.529266
2.0603125,-2.1692626,0.8605449,1.6255181,-1.3320806
2.2854142,-2.1342137,-0.8025192,1.414643,-0.84170437
1.9287248,-2.4701989,0.69905615,0.95189905,-1.2181078
2.0227427,-2.8438413,0.63444555,-0.6258235,-0.32705885
1.9321654,-2.6175847,0.67413014,0.7334047,-0.82041216
2.2089188,-2.852357,-0.6998533,-0.60428584,-1.1510593
1.7945395,-2.6511977,0.68092597,0.63362557,-1.3554014
1.6770915,-2.5348508,0.70228255,0.6922555,-1.0698012
0.6356803,-2.6152146,1.0661354,-0.7807164,-0.32572466
2.552221,-2.6962578,-0.8059714,-0.5126205,-0.047717974
2.1115606,-2.7525563,-0.43572086,-0.5309659,-0.70368445
2.122802,-2.8241327,1.2017756,-0.5532706,0.27941018
1.8682936,-2.9923112,0.5783452,-0.7425881,-0.45011568
1.8005314,-2.565218,-1.0300394,1.223196,-1.3625854
1.5015063,-1.7042242,-0.8025622,0.97878295,-1.1593423
1.668245,-2.2625213,-1.0583807,-1.3390957,-1.9148957
2.2277246,-2.9865673,0.68654776,0.6661289,-0.5852366
1.7081385,-2.6511014,0.80073285,-0.55513,-0.06888318
2.2970436,-2.786586,-0.7532146,1.1660095,-0.5079794
1.7337229,-2.7509942,1.1000303,0.9414179,-1.5090183
1.6866825,-2.2351117,0.696082,0.68172604,-0.6714397
2.1457024,-2.9212122,-0.67278427,-0.7016904,-0.931751
