$\alpha$,$\beta$,$\gamma$,$\delta$
0.61907274,0.08671586,0.8244263,0.0789135
0.6182005,0.078544565,0.8465575,0.08055541
0.6063239,0.082501926,0.8298977,0.07759295
0.6269797,0.0823959,0.82935005,0.07977751
0.59153384,0.074314415,0.871514,0.082536615
0.6264336,0.08621848,0.8112553,0.07576409
0.59965175,0.08061487,0.8422459,0.07886056
0.6127913,0.07685476,0.845539,0.079606734
0.6296028,0.08834846,0.8095721,0.07648639
0.6189045,0.08467745,0.8230426,0.0770038
0.6457782,0.084941976,0.80254155,0.07550689
0.6351693,0.08716228,0.8089905,0.07646783
0.6337698,0.08226375,0.8232241,0.07941099
0.6134822,0.079345815,0.8394488,0.078564495
0.61352885,0.0838909,0.8308898,0.07811668
0.61789167,0.08731911,0.8138334,0.076548055
0.6223519,0.07901226,0.83068776,0.07820687
0.60844624,0.08197827,0.84096074,0.07951263
0.6315804,0.08584945,0.8210315,0.07884969
0.6197531,0.08304718,0.8265619,0.077903345
0.6318317,0.08779975,0.8110708,0.07611089
0.6166781,0.089154616,0.8135045,0.076987885
0.59887564,0.07776391,0.85891587,0.08165269
0.6162684,0.083628096,0.83231884,0.07824272
0.6299386,0.085855015,0.8137697,0.07612668
0.63076735,0.08527038,0.81578994,0.07750681
0.6139789,0.081173584,0.83392423,0.07928021
0.60863787,0.080938034,0.8416977,0.07953846
0.6122135,0.07691054,0.8503182,0.08037341
0.61437213,0.07838684,0.8620288,0.085079916
0.60478735,0.08035017,0.8424609,0.0786418
0.6277526,0.08013939,0.82381934,0.07791278
0.60720885,0.07577137,0.85759676,0.08117151
0.6281196,0.0859896,0.8157822,0.076381244
0.5931037,0.07852416,0.8571791,0.08054231
0.619861,0.08748532,0.8243481,0.07868329
0.63141143,0.08021054,0.81407905,0.075904414
0.61449873,0.076193884,0.8421563,0.07930693
0.60522425,0.07512223,0.85642666,0.08087914
0.6156474,0.080316015,0.8366923,0.07895603
0.6137576,0.08283467,0.82978934,0.077379555
0.60790414,0.07395557,0.8507271,0.07941205
0.60358614,0.07315361,0.8578351,0.08097202
0.61519897,0.079914935,0.8405025,0.08005281
0.6282043,0.08842846,0.80815864,0.07700208
0.6189175,0.086645104,0.8202282,0.07713349
0.5992803,0.07506469,0.8614232,0.08064603
0.6376978,0.08973675,0.79975915,0.076907955
0.60809207,0.08007131,0.8446634,0.08040011
0.6117942,0.08127489,0.8408707,0.081406355
0.5962465,0.07756038,0.8639937,0.082775496
0.60713875,0.08234001,0.83752257,0.078268446
0.62280303,0.08168441,0.82075924,0.07609021
0.6262896,0.08518268,0.8135852,0.07593711
0.63441664,0.08979976,0.79894173,0.07487511
0.6133467,0.08132806,0.8367899,0.07841866
0.629242,0.08154233,0.82631403,0.079476245
0.6117545,0.084935956,0.8408401,0.080910034
0.61905587,0.08290744,0.8279441,0.07814387
0.6190573,0.075630285,0.85152304,0.08005779
0.6195198,0.07958783,0.8274853,0.07611595
0.6362865,0.08766005,0.8028353,0.07672797
0.61163753,0.07716774,0.8401416,0.077837236
0.6186291,0.08426755,0.82778406,0.07812603
0.62493694,0.086107545,0.81352985,0.07624593
0.5976195,0.07960672,0.85766536,0.08168768
0.6203986,0.07787586,0.8349874,0.07779634
0.6145821,0.08321655,0.824761,0.07775393
0.60883576,0.08012753,0.8395661,0.07850885
0.61874354,0.08089782,0.8279027,0.07858388
0.61795825,0.08998277,0.8311842,0.07974239
0.6133091,0.08296215,0.82991916,0.07911694
0.6415284,0.08991637,0.7882558,0.07283605
0.6359754,0.08191081,0.81687385,0.076748505
0.622638,0.08365991,0.82835317,0.07907664
0.62969327,0.08130171,0.8283635,0.07847948
0.6116801,0.08616684,0.8311462,0.07939829
0.6208325,0.085042015,0.8181878,0.07704285
0.60534817,0.08273947,0.8398413,0.08002962
0.61872864,0.084100574,0.82851577,0.07843306
0.63880014,0.094659634,0.78857183,0.07586244
0.618591,0.08049984,0.8281729,0.07682653
0.6165227,0.08153002,0.83182186,0.07818372
0.6328706,0.0812504,0.81938714,0.07744781
0.6200856,0.08203534,0.8280256,0.0775834
0.64582616,0.089412734,0.7921458,0.076426014
0.6239529,0.081521526,0.8187833,0.076133974
0.604956,0.07459323,0.8576396,0.080654934
0.6169096,0.08128461,0.83010274,0.07734595
0.6321326,0.08425726,0.810549,0.074723884
0.63766384,0.08005922,0.81565773,0.07624389
0.6094234,0.08073815,0.8386894,0.08022936
0.61652523,0.08329237,0.8284736,0.078520186
0.6369367,0.092765674,0.79868,0.07762859
0.6242208,0.07850856,0.8353968,0.07874003
0.6121205,0.08250155,0.83111787,0.077281654
0.6080493,0.080005296,0.84222883,0.078597054
0.61309487,0.08122712,0.8324112,0.07781743
0.6161187,0.08328238,0.8300582,0.07866676
0.6201339,0.079388656,0.8346199,0.07859539
0.60097945,0.07884038,0.84223455,0.07802186
0.6134396,0.09352318,0.81086034,0.077493414
0.6277942,0.084051386,0.8153391,0.076882176
0.61704916,0.083657876,0.8227154,0.07721616
0.6277219,0.08488652,0.8183375,0.077823944
0.60468405,0.08243309,0.84233,0.08028115
0.6122414,0.08020863,0.83497626,0.077963546
0.64254546,0.089057125,0.7949117,0.07558802
0.628836,0.08537409,0.8118933,0.076818
0.61745286,0.08055693,0.83400667,0.0796241
0.6348108,0.08951036,0.80399686,0.076158755
0.6187478,0.08561289,0.8244284,0.07902528
0.6113942,0.07643008,0.84722096,0.07929627
0.6055087,0.0785186,0.85488546,0.08061704
0.624582,0.085913636,0.8208955,0.07670411
0.611651,0.0849133,0.82028073,0.077980444
0.6246089,0.08653488,0.8178067,0.07764173
0.5978914,0.07806067,0.8554164,0.07858863
0.6122894,0.07657351,0.8502535,0.08063817
0.6316897,0.086507566,0.8082286,0.07611539
0.61321944,0.07975786,0.8394625,0.07928012
0.62806416,0.09661776,0.7893561,0.075030364
0.61458564,0.07887336,0.83961856,0.07927763
0.61878306,0.08184799,0.8317409,0.07844439
0.6330329,0.08685333,0.80884373,0.077168144
0.6194427,0.081093565,0.8349437,0.07849782
0.6136463,0.080345474,0.8379862,0.07952497
0.614481,0.081332825,0.84097725,0.08037923
0.6009404,0.081551015,0.8455007,0.07942777
0.60750544,0.07998266,0.8427588,0.079078056
0.61490935,0.08666459,0.8298563,0.078630775
0.6255091,0.086641036,0.8070437,0.07489866
0.61060417,0.080866896,0.8422124,0.08067073
0.6407411,0.08920679,0.7985005,0.075834826
0.6068836,0.07798591,0.85343546,0.08099778
0.6215217,0.08525085,0.8212301,0.07771805
0.63245124,0.09073975,0.8021978,0.07662405
0.6180074,0.08987218,0.81596625,0.078320734
0.6242218,0.09277202,0.8064598,0.077499844
0.60981673,0.07483406,0.85630304,0.08066201
0.62686694,0.08836218,0.80954087,0.076302014
0.61146504,0.07931143,0.8309168,0.07709665
0.6185344,0.08410639,0.825971,0.07764586
0.6076299,0.08499519,0.83624995,0.08011555
0.611426,0.07938589,0.8445661,0.08022159
0.61094123,0.07744075,0.84773576,0.08087973
0.6422634,0.08566198,0.8009468,0.074293636
0.60891044,0.07558284,0.8511908,0.080313735
0.6186616,0.08225867,0.8388592,0.081248865
0.6111734,0.09019782,0.8155551,0.076473296
0.60319585,0.07603477,0.8560142,0.08134975
0.6184052,0.08421707,0.82079446,0.07567805
0.6378711,0.08591628,0.80870396,0.07594568
0.6143332,0.08413158,0.8269424,0.07715448
0.6218396,0.076088086,0.84338593,0.08027545
0.59242845,0.076845124,0.8664417,0.08182559
0.60789454,0.08341306,0.83990324,0.080172375
0.6147369,0.08383368,0.8342946,0.0794544
0.61555225,0.08444258,0.81590515,0.07681241
0.64733595,0.09775845,0.77648884,0.07472729
0.59602016,0.08160596,0.851858,0.08055239
0.6216735,0.087579854,0.8183844,0.07828405
0.6169549,0.081748836,0.8359649,0.07848205
0.6203801,0.08246185,0.83123255,0.078651324
0.6412346,0.08473725,0.8079064,0.07598399
0.63326883,0.08921968,0.8123558,0.077063404
0.6238577,0.086656235,0.81688267,0.077216566
0.5986692,0.08610669,0.83546215,0.07740336
0.61323464,0.0796742,0.83740693,0.079142846
0.62805957,0.08377783,0.8255935,0.07882873
0.61001456,0.08443491,0.8345766,0.080437094
0.6219205,0.08301147,0.82314485,0.07762524
0.6330441,0.08515559,0.8054109,0.07470922
0.61837095,0.082706116,0.82587415,0.07830805
0.62752885,0.08875718,0.80809593,0.07750546
0.62596846,0.088628024,0.8132436,0.07820396
0.6197734,0.0880214,0.81418085,0.07816098
0.6416187,0.09026274,0.7926675,0.07499746
0.61182004,0.07749308,0.8437626,0.079665445
0.61490315,0.083596505,0.82884365,0.07926948
0.61404264,0.08410796,0.84092474,0.08062423
0.6271369,0.082551196,0.82073635,0.07729142
0.6244453,0.087589584,0.81671554,0.07830747
0.62562984,0.08951529,0.8116712,0.07844157
0.6097592,0.08257025,0.83411336,0.07840297
0.6272824,0.07966514,0.8228094,0.07737873
0.6422876,0.090234876,0.796368,0.07576102
0.64632463,0.09208367,0.7935293,0.0760173
0.61486083,0.079248294,0.83737516,0.07980279
0.61837536,0.087604225,0.81316257,0.07775484
0.61870736,0.08118084,0.825693,0.077222
0.6234561,0.0850844,0.81995994,0.07778071
0.60433716,0.07691947,0.8546187,0.08131603
0.62590766,0.079281084,0.8349053,0.07912709
0.64576066,0.09270445,0.79004794,0.07595854
0.6043063,0.0766058,0.85621744,0.081632525
0.621134,0.08272641,0.83609647,0.07941887
0.62823874,0.08696533,0.81920975,0.07862067
0.63669354,0.08432129,0.7989338,0.073716514
0.61154294,0.08395913,0.8326603,0.07795853
0.63637644,0.08709197,0.80088073,0.075194225
0.61937493,0.08082555,0.8325932,0.078423746
0.62859815,0.0856032,0.82631373,0.079454966
0.60977286,0.08095706,0.8391016,0.07872802
0.6201975,0.088476285,0.8200649,0.077463284
0.6070757,0.07761195,0.84155387,0.077732526
0.6180758,0.0825472,0.829574,0.07818758
0.62970275,0.085364014,0.80709416,0.07540573
0.6111854,0.081624255,0.8393469,0.07934632
0.59773827,0.07920487,0.8535817,0.08042664
0.6086385,0.080853015,0.8427609,0.07969189
0.6243779,0.09107207,0.8037494,0.07647319
0.6013842,0.078654535,0.84984744,0.078322284
0.6478656,0.09157328,0.78225136,0.074648544
0.61432564,0.08041759,0.8379187,0.078667775
0.6191249,0.08411305,0.8282664,0.079033196
0.60874337,0.0802509,0.84139246,0.07870901
0.60645473,0.08668994,0.83532304,0.08068952
0.6225469,0.082275465,0.8214903,0.077571385
0.6114318,0.0846166,0.8245467,0.07740286
0.6180454,0.07557749,0.8451613,0.07876041
0.60767686,0.09109644,0.82369006,0.07829801
0.6207371,0.08334565,0.83225495,0.07992372
0.6219863,0.08513919,0.8226793,0.0783488
0.61276704,0.080680996,0.83613497,0.07889473
0.627756,0.07817214,0.828713,0.07885777
0.60095483,0.07911562,0.8523734,0.07963086
0.62696093,0.085279614,0.8260977,0.07814941
0.644662,0.087872714,0.7948548,0.073223494
0.62844354,0.093419135,0.7988745,0.07536698
0.6279421,0.083185665,0.819448,0.077355266
0.61247903,0.0793165,0.84376836,0.07898574
0.64476055,0.09372513,0.78770745,0.07489954
0.62427783,0.087703034,0.8078432,0.07537816
0.627746,0.097156346,0.7964975,0.07532965
0.599119,0.0731282,0.86087966,0.07971282
0.61791086,0.08223514,0.82926655,0.07896085
0.61714524,0.08276685,0.8335907,0.07834978
0.61799306,0.07567148,0.844537,0.07981822
0.624711,0.083667226,0.8243693,0.07722863
0.63300145,0.079046294,0.8204043,0.07666882
0.5956931,0.070955805,0.8722937,0.08163383
0.6159455,0.08377128,0.82168525,0.07683186
0.62246436,0.08461838,0.8203816,0.076632686
0.6348148,0.088686846,0.80197006,0.07521913
0.6231116,0.083913386,0.82211596,0.076694176
0.6288888,0.08700249,0.813282,0.076226205
0.6323381,0.08686547,0.8128213,0.077740625
0.6183596,0.08381719,0.8321555,0.0787642
0.598952,0.07424297,0.86989355,0.08262244
0.6138554,0.079467416,0.83052856,0.07656125
0.61012733,0.081844166,0.83823764,0.078696884
0.610631,0.080602765,0.84443843,0.079583585
0.6155951,0.08357905,0.8402842,0.08074733
0.64075285,0.0792377,0.81357193,0.07699196
0.6306773,0.085948735,0.8240633,0.07790429
0.61276627,0.07842131,0.84302264,0.07898821
0.6309582,0.082118414,0.8214963,0.07842883
0.6150503,0.078616925,0.8387848,0.07734198
0.6044995,0.07708665,0.85538983,0.08170375
0.6162068,0.07954619,0.83175683,0.07719715
0.6314189,0.08438965,0.8023723,0.074471384
0.6246597,0.083309375,0.82287097,0.078500405
0.64267516,0.0783161,0.825016,0.079178795
0.5925459,0.07441993,0.8714977,0.08140575
0.6054045,0.07578438,0.8601217,0.0818735
0.621291,0.08635288,0.81648463,0.07653938
0.62645906,0.08696083,0.8179317,0.077792205
0.61780685,0.086906485,0.8168977,0.077704154
0.61104643,0.08568291,0.8238183,0.07813601
0.62378246,0.08400725,0.8127687,0.07662322
0.6046395,0.08396728,0.841419,0.077998444
0.63439846,0.09043317,0.7979381,0.07487783
0.6237363,0.07698011,0.83616316,0.077629216
0.60599434,0.083139956,0.8388417,0.07950164
0.61487937,0.07499311,0.84608763,0.07986648
0.638076,0.07989204,0.8243177,0.079434566
0.6192148,0.087037265,0.8265383,0.078753084
0.60454726,0.07436388,0.85149485,0.07914237
0.6000499,0.07903879,0.85560966,0.0798156
0.6171663,0.081926785,0.82762384,0.078028165
0.6146,0.08371262,0.82923484,0.07743121
0.61846864,0.081259735,0.8287452,0.07654729
0.612676,0.08329547,0.82991064,0.07832043
0.6384866,0.0896934,0.794903,0.07471009
0.6046364,0.082533285,0.84185773,0.07980448
0.6146957,0.08218624,0.8344518,0.07890927
0.619129,0.08238207,0.8349716,0.07937764
0.6201698,0.07647827,0.8458892,0.079450876
0.62649786,0.083646886,0.8198724,0.07768482
0.61077803,0.08087497,0.84114915,0.07867839
0.62966716,0.09272118,0.8035201,0.076384775
0.63267195,0.09637644,0.799054,0.07730434
0.6259742,0.091042414,0.8089847,0.077248126
0.6172277,0.08264039,0.82649493,0.07732172
0.6170075,0.084118426,0.8330621,0.079888776
0.5912997,0.07808169,0.8598115,0.08029821
0.64045817,0.09060809,0.7946151,0.07471642
0.61722463,0.079102546,0.8390093,0.07848708
0.6276661,0.08539841,0.8089437,0.075695574
0.6109321,0.07903384,0.8407593,0.079442084
0.60786116,0.08359621,0.8419297,0.08064722
0.6300762,0.08118456,0.8270058,0.079327635
0.6279712,0.08675038,0.8146442,0.076267615
0.6316491,0.08563229,0.8137535,0.07700415
0.61071116,0.08092215,0.8493777,0.081421025
0.6217538,0.092821464,0.81002903,0.078121126
0.6087127,0.07968402,0.8478942,0.08104941
0.6209437,0.081869654,0.82762796,0.077557534
0.60607445,0.083159015,0.8368516,0.078175366
0.6244426,0.07619958,0.8351229,0.078623354
0.6266732,0.08835929,0.8084775,0.077435866
0.6208345,0.094529346,0.8005831,0.07638977
0.60609496,0.08479432,0.83668905,0.07960776
0.6274199,0.082517035,0.81825364,0.07709714
0.6135137,0.07721537,0.83721524,0.07798089
0.640191,0.08489921,0.8010801,0.075952604
0.61571556,0.08742416,0.8304799,0.080601186
0.6407592,0.08900516,0.801703,0.0768034
0.63344824,0.0838855,0.8163362,0.07775392
0.60266227,0.07490786,0.8627944,0.08225181
0.60360783,0.071098864,0.86662966,0.080882765
0.61070144,0.08026439,0.842139,0.07954883
0.61550176,0.07853841,0.8458599,0.08020637
0.6101873,0.07636693,0.83554304,0.07659481
0.6237978,0.09207133,0.8172486,0.07837589
0.61301225,0.08153274,0.8320115,0.07870886
0.61612743,0.077681355,0.84316564,0.07890673
0.642165,0.0911694,0.79001266,0.07416665
0.6132612,0.08246606,0.832709,0.07986821
0.6032576,0.07892045,0.847823,0.07980815
0.6127904,0.08379779,0.8279808,0.07872539
0.62113434,0.07832717,0.8322724,0.07763116
0.608147,0.07713783,0.8541295,0.08021995
0.6090744,0.0772127,0.84344345,0.07783694
0.62083626,0.08739521,0.8223745,0.07756008
0.6285565,0.08565279,0.8132949,0.0768848
0.61909336,0.085785344,0.8300896,0.07780163
0.6354621,0.0832583,0.8153522,0.07664627
0.6064415,0.08446161,0.84849817,0.08121859
0.6277964,0.07881206,0.82902,0.078633815
0.62791425,0.08332968,0.8156026,0.07802733
0.629701,0.08517271,0.8116985,0.07597124
0.6429061,0.09058321,0.7971627,0.07608437
0.6439704,0.086190976,0.79657394,0.07429622
0.6322802,0.08845279,0.7982743,0.075137794
0.6302968,0.08721204,0.80796355,0.07696287
0.6226491,0.08110108,0.8218289,0.076254345
0.615873,0.08101929,0.8356607,0.07940217
0.6100136,0.074661076,0.8519485,0.07984824
0.63117325,0.085101075,0.80982846,0.074865185
0.63049215,0.0852101,0.81971556,0.07861021
0.61638016,0.085783936,0.8284616,0.07895169
0.6272743,0.08632447,0.81624454,0.07731757
0.5973825,0.08162928,0.84645236,0.07940645
0.6341709,0.08892248,0.7994711,0.07597727
0.63488746,0.08725793,0.8106269,0.07680717
0.6243275,0.08896811,0.804664,0.07567796
0.62985575,0.08621359,0.80915725,0.07519116
0.6160666,0.07976783,0.8380583,0.07759449
0.60734683,0.07985191,0.8420414,0.07874003
0.6141686,0.08497928,0.8293341,0.079848774
0.64035916,0.07937883,0.8164411,0.076926455
0.6182823,0.0750518,0.8407087,0.078468725
0.6113276,0.07958347,0.8392444,0.07938335
0.6085726,0.074730225,0.8526842,0.080028765
0.62060255,0.08356839,0.8248404,0.078355394
0.6130312,0.08371639,0.8346197,0.07877424
0.6276328,0.08856153,0.80567414,0.07653314
0.6228779,0.08586688,0.8197746,0.07848257
0.6200861,0.079926156,0.83187354,0.07816616
0.6128876,0.08329875,0.8336661,0.07919738
0.6241761,0.080122694,0.8273636,0.07706169
0.62118614,0.082560666,0.824207,0.07720858
0.61078817,0.088047095,0.8341884,0.0809826
0.6096012,0.082429536,0.8430673,0.07954868
0.62459046,0.083639264,0.82190317,0.077307545
0.60960436,0.080111444,0.84961134,0.08173074
0.6033277,0.07604247,0.8567445,0.08112346
0.61576694,0.075360276,0.8467562,0.079211086
0.6155988,0.08177067,0.8304585,0.07744417
0.6001831,0.08117161,0.8418442,0.07826944
0.6225394,0.07832245,0.8271765,0.0778885
0.6445829,0.09468358,0.779087,0.07323158
0.63579166,0.086766966,0.8068211,0.076155216
0.6205416,0.082945414,0.83287555,0.07769504
0.6104192,0.08861936,0.82391834,0.07894265
0.61378336,0.083115764,0.82963073,0.077091314
0.5980624,0.07513957,0.85480016,0.07882822
0.6386236,0.08307335,0.8109669,0.07597721
0.63150436,0.0825462,0.820427,0.07772697
0.61914986,0.08279573,0.8241918,0.07743208
0.60897344,0.08037906,0.8454495,0.078897096
0.6158589,0.07915649,0.83429676,0.07826956
0.6189947,0.08579064,0.8213946,0.07729091
0.61924523,0.082971916,0.8316051,0.07956006
0.61450064,0.07528593,0.8455913,0.078584015
0.6144039,0.077054545,0.8379816,0.07879852
0.6235494,0.08728075,0.8195892,0.078983314
0.61286515,0.086165376,0.8275057,0.07592999
0.61736256,0.07972286,0.8321838,0.079053
0.6374098,0.08789111,0.80708706,0.077559695
0.62698394,0.08544607,0.81371456,0.07728244
0.61901206,0.087668285,0.81384206,0.076955885
0.62476826,0.08980784,0.8002491,0.075473666
0.6214617,0.07863957,0.84314936,0.08197509
0.6068188,0.08282949,0.83822304,0.078526445
0.60800725,0.076498516,0.8524182,0.08022528
0.61749196,0.084958866,0.82159233,0.07769173
0.6103181,0.08058142,0.8370003,0.07877839
0.63293874,0.08741349,0.8072733,0.07657968
0.6152434,0.07971948,0.8456908,0.08003224
0.61955345,0.086736046,0.8175017,0.07686198
0.6230052,0.08230212,0.8174085,0.07683323
0.6128558,0.081045836,0.83819544,0.07803933
0.61268675,0.07586112,0.84895617,0.07956554
0.64364374,0.082435414,0.8041183,0.07474614
0.6027564,0.0805575,0.8526826,0.08109451
0.6468721,0.09619919,0.77534044,0.07295294
0.6389886,0.08349617,0.81202626,0.0772748
0.6072731,0.081097774,0.83981055,0.078836754
0.60708374,0.07247683,0.85501003,0.079760544
0.6153456,0.08271714,0.8287544,0.07720758
0.62111473,0.0887992,0.8229211,0.07978477
0.6237635,0.08543786,0.8145282,0.07683454
0.6448159,0.0833999,0.80652493,0.075509176
0.62190944,0.08264113,0.83100474,0.079024695
0.61683285,0.08423561,0.8336117,0.07876942
0.59613276,0.07797572,0.8615471,0.082369246
0.64214784,0.09294227,0.7952249,0.07616366
0.6039176,0.080978274,0.85053533,0.08168733
0.61808324,0.08675551,0.81880105,0.07796165
0.6326297,0.09431894,0.7929213,0.07619803
0.59775114,0.073781714,0.86446744,0.080168344
0.6252586,0.08086051,0.8251279,0.078450225
0.61512655,0.08229716,0.8381134,0.08025852
0.6271233,0.07506963,0.84358287,0.07913332
0.6366109,0.094989,0.7917167,0.07576911
0.6310619,0.08565399,0.8172004,0.07907376
0.6301683,0.08368462,0.82205504,0.07851892
0.60243505,0.07966605,0.8583602,0.082199
0.6198197,0.08355159,0.82494086,0.07749958
0.6238045,0.088223346,0.80985934,0.07570429
0.6229199,0.086193465,0.81693304,0.077785194
0.6227478,0.093090564,0.80992347,0.07756376
0.6373207,0.08948249,0.8063457,0.07791971
0.6047982,0.075837664,0.8520112,0.07829569
0.6174132,0.07977245,0.8366471,0.07946982
0.6182444,0.0818628,0.8259629,0.077985875
0.6112366,0.08759163,0.8254889,0.07891312
0.6194074,0.08260723,0.8354264,0.07971716
0.59967715,0.07652033,0.8592927,0.081403114
0.6175961,0.09046888,0.8194282,0.077301055
0.62816656,0.08330022,0.8227432,0.07879247
0.6180746,0.07758633,0.84077877,0.079527766
0.6226684,0.07927898,0.8255636,0.078144655
0.61128277,0.07952596,0.84776324,0.08120676
0.6278291,0.08872155,0.8133553,0.07781658
0.61797965,0.07783928,0.83487487,0.07758411
0.6231303,0.08721556,0.8080498,0.07548324
0.6159504,0.08044921,0.83386093,0.07848003
0.6295395,0.08808614,0.80438465,0.07550977
0.60964876,0.07817266,0.8465315,0.07944898
0.63661766,0.084025234,0.8079016,0.07544947
0.60778385,0.077310935,0.8472425,0.08015468
0.63288194,0.09227678,0.8065783,0.07916517
0.60975575,0.0823555,0.833012,0.07838952
0.61784935,0.08326414,0.8256782,0.07839569
0.6145644,0.09012014,0.820146,0.07930965
0.628352,0.08702505,0.81310064,0.078281656
0.62077886,0.08126487,0.82875663,0.07739751
0.61019504,0.08615289,0.8327505,0.079540886
0.611592,0.080559574,0.8427355,0.080124296
0.63223076,0.08917981,0.80242914,0.0763518
0.6327761,0.089750834,0.80588543,0.07601568
0.6135564,0.08174448,0.83708465,0.078591414
0.621914,0.0869657,0.811616,0.07665999
0.60894156,0.07689267,0.852541,0.08073951
0.61675465,0.08963187,0.8245252,0.078698985
0.6350704,0.08481046,0.81334275,0.07756711
0.61100554,0.08194837,0.83646005,0.07846878
0.62737745,0.08781313,0.8156941,0.07758243
0.6047286,0.07909216,0.8485899,0.08136632
0.629692,0.09172405,0.8050062,0.077364944
0.61338526,0.08375461,0.8269637,0.077644266
0.63194084,0.08872341,0.8046995,0.07597178
0.62762964,0.08433773,0.8172826,0.07739411
0.6318872,0.09156206,0.80250233,0.07791689
0.63142645,0.08362459,0.81900644,0.07712209
0.62759775,0.0860493,0.8180242,0.078143895
0.6291941,0.0858752,0.8118325,0.075970985
0.62154347,0.08482283,0.8237543,0.07820711
0.60306466,0.07641257,0.8537272,0.07960894
0.61412567,0.07742731,0.8507504,0.08089713
0.6224706,0.08135106,0.8380218,0.08034735
0.6180485,0.0814767,0.8296243,0.07770051
0.6091244,0.08723103,0.83147514,0.079553835
0.6042546,0.08280104,0.8359213,0.079679064
0.6166963,0.08715827,0.8202063,0.077998966
0.62066394,0.0821405,0.82860357,0.07774222
0.5978524,0.082148276,0.8498071,0.0805085
0.63966984,0.08537036,0.8052289,0.076210104
0.60812044,0.084248364,0.8305367,0.07692015
0.61457247,0.07891064,0.8486488,0.080787905
0.61030173,0.08068575,0.838134,0.079323985
0.615855,0.08346488,0.8290458,0.079016574
0.61096936,0.08202541,0.8302227,0.077314794
0.6164129,0.078051366,0.8433356,0.07972674
0.6071687,0.08403291,0.83132404,0.07881274
0.6498445,0.0878596,0.7966294,0.07638718
0.61174095,0.079389505,0.84031945,0.07915271
0.6230977,0.085521154,0.82557535,0.07855895
0.63890547,0.09444416,0.79249144,0.074908644
0.6034102,0.08456352,0.8381176,0.07973792
0.61557597,0.079133675,0.84644675,0.08078286
0.61822486,0.088602014,0.82151145,0.07830772
0.6198446,0.08830647,0.811912,0.076092385
0.6122773,0.07800408,0.84725887,0.08068192
0.607614,0.076175794,0.85035217,0.07963986
0.6075209,0.08755825,0.824549,0.077867806
0.6294022,0.086571656,0.8193097,0.07874948
0.6191514,0.08175506,0.8240624,0.07563889
0.6085341,0.08004286,0.84762627,0.07901441
0.6226749,0.08061195,0.8316978,0.07966579
0.6139039,0.07902393,0.844979,0.08003756
0.6191571,0.08365639,0.82376075,0.07779106
