$\beta$,$\gamma$
0.38182086,0.14626361
0.37491697,0.13819294
0.37374192,0.13696337
0.37945974,0.14157508
0.3796628,0.14602037
0.38238668,0.151538
0.38308996,0.14506081
0.37594518,0.13832013
0.38071573,0.1507023
0.3863038,0.15414828
0.3793736,0.14739735
0.37617218,0.14266188
0.3802707,0.1429408
0.38137558,0.14846934
0.37523106,0.14128129
0.37780526,0.14237444
0.37871677,0.14331888
0.37468073,0.13694054
0.37862268,0.1425579
0.38449362,0.14861496
0.37791854,0.14035723
0.37989292,0.14324798
0.381766,0.14759183
0.3792469,0.14512
0.38372618,0.14869866
0.37204465,0.13723966
0.37994775,0.14473958
0.37118447,0.13600774
0.37991625,0.14674608
0.38293928,0.14755616
0.37506104,0.13885899
0.3777479,0.14596201
0.37670314,0.138147
0.37710738,0.141699
0.38034782,0.1438827
0.38221565,0.1496797
0.37835065,0.14070131
0.37932447,0.14072344
0.37066016,0.13661046
0.3881363,0.1533422
0.37593177,0.1412754
0.37336797,0.14168358
0.37478387,0.13980865
0.3761155,0.14108558
0.3752351,0.141239
0.37915426,0.14191896
0.37912264,0.14250588
0.3805851,0.14249112
0.37420318,0.13364345
0.3724437,0.13466853
0.3816952,0.14583673
0.37700474,0.1415959
0.3768515,0.14429292
0.3824965,0.14626916
0.3756069,0.14019935
0.3702506,0.1320271
0.38807532,0.15105471
0.37147504,0.13688263
0.38673335,0.1521817
0.38587683,0.1513361
0.38186044,0.14433779
0.38450235,0.14886914
0.37905124,0.14751701
0.3852817,0.14997436
0.38052192,0.14363144
0.37613624,0.13966252
0.37944207,0.1458274
0.3820085,0.1487
0.37921026,0.13830829
0.37640178,0.14020361
0.37648603,0.14311767
0.3795159,0.14170945
0.37813753,0.14113282
0.37765574,0.14435655
0.37475663,0.14240234
0.37872916,0.1414445
0.38117898,0.1464271
0.38176078,0.14930011
0.37106806,0.13548462
0.37387705,0.13660958
0.38336298,0.14751846
0.38611263,0.15294492
0.3797163,0.14573452
0.37687537,0.14146146
0.37393722,0.13615593
0.3780299,0.1455462
0.37878817,0.14492512
0.3902355,0.16054283
0.38232562,0.14718808
0.3851503,0.14831649
0.3776489,0.13947013
0.37742448,0.14052522
0.3800948,0.14038622
0.37551343,0.14002293
0.37256333,0.1411634
0.37197614,0.13728763
0.37746435,0.14129606
0.37648925,0.1392361
0.38918644,0.15413544
0.3825977,0.1493998
0.38045397,0.14380816
0.38148683,0.14429815
0.37471324,0.14366335
0.37571016,0.13988094
0.37966374,0.14381509
0.37688115,0.14119324
0.37425137,0.1402141
0.37492275,0.13820063
0.3837933,0.14903769
0.38418174,0.14707291
0.37832353,0.14310929
0.38051406,0.14531474
0.37142316,0.13186446
0.37794378,0.14444119
0.3771738,0.14333154
0.37889844,0.14108957
0.37071475,0.13677506
0.37482348,0.14146093
0.37319934,0.13993685
0.37608635,0.14311364
0.37890542,0.14423576
0.3779086,0.14218712
0.37457576,0.1369024
0.37688252,0.14020328
0.38971478,0.15434311
0.3867958,0.15057753
0.37665805,0.14051339
0.3898585,0.15473388
0.38477132,0.14872766
0.3776952,0.14229499
0.3749904,0.13973941
0.38770947,0.1481071
0.39208058,0.15509795
0.38902056,0.15781562
0.38558596,0.14658602
0.38158458,0.1482254
0.37646857,0.14033629
0.3805495,0.14578658
0.3771796,0.14095974
0.38403556,0.14717671
0.37888846,0.14378715
0.3760325,0.13976654
0.37854913,0.14114338
0.38704205,0.15051879
0.38344947,0.1492797
0.3870495,0.15295546
0.374774,0.13802364
0.3816924,0.14664301
0.37307775,0.13527322
0.3785932,0.14433007
0.37965983,0.1478791
0.379639,0.1422525
0.38089955,0.14450227
0.38230538,0.14755467
0.37650582,0.14316794
0.3735329,0.13947628
0.37303808,0.13622336
0.3810729,0.14659677
0.3769386,0.14003353
0.38004348,0.14624977
0.37278947,0.13859428
0.38347456,0.14820203
0.37986413,0.14542717
0.37588787,0.14346865
0.37046203,0.13316327
0.370248,0.13244101
0.38050374,0.14494693
0.37197232,0.1382592
0.386027,0.15020126
0.37872654,0.14109765
0.38344967,0.14662184
0.37545806,0.13762358
0.36865345,0.1326826
0.36816385,0.13507003
0.37674037,0.14017297
0.37144828,0.13609947
0.38067567,0.14488861
0.3710503,0.13652658
0.387661,0.14849384
0.38350135,0.14948912
0.37955168,0.14368698
0.3873042,0.15457143
0.3810979,0.14839523
0.37121248,0.13506033
0.3855675,0.14974028
0.381386,0.14675193
0.3813275,0.14383315
0.37613916,0.14351177
0.3762801,0.13878913
0.3827211,0.14421502
0.38020352,0.14483248
0.3782582,0.14180124
0.37611172,0.13799146
0.37621948,0.13717669
0.37887448,0.14282325
0.37603846,0.14377315
0.38861027,0.15567452
0.3765246,0.14495812
0.38072073,0.14474528
0.3783158,0.14458641
0.3755512,0.13930626
0.3770936,0.14118208
0.38569605,0.146382
0.38317776,0.14815366
0.38444898,0.1457376
0.38382515,0.14987041
0.37831175,0.14184614
0.38385567,0.14702336
0.3825785,0.1468593
0.3724886,0.13849209
0.36861873,0.131779
0.37437284,0.14203013
0.3749084,0.14044723
0.3849338,0.14827739
0.38240045,0.14405903
0.3800663,0.14622284
0.37596342,0.13817716
0.39224827,0.15908325
0.380838,0.142296
0.3790308,0.14534242
0.38525823,0.15356188
0.38040644,0.14732383
0.37624246,0.14331105
0.37315375,0.13973454
0.3827828,0.15165453
0.3867563,0.15137184
0.38512918,0.15065403
0.3881079,0.15247819
0.37185094,0.13406432
0.37092167,0.13326392
0.37453574,0.13972554
0.3800145,0.14370784
0.37912896,0.14428253
0.38702694,0.15053096
0.37351412,0.1384296
0.38052365,0.14368032
0.37326366,0.1401095
0.37909004,0.14500763
0.3781001,0.1467659
0.37732193,0.14050628
0.38205776,0.14828382
0.37473887,0.14354119
0.3800571,0.14805327
0.38132992,0.14855671
0.37767228,0.1430386
0.37104508,0.13483913
0.38079974,0.14610837
