parameter_1,parameter_2,parameter_3
1.1481216,1.2124256,-1.2945607
0.54151016,1.1664482,-0.9354552
1.3545468,0.91857946,-1.1198195
1.6262634,2.031067,-1.9366318
0.54222786,1.7607791,-1.3697577
2.2391326,2.9741194,-2.7398217
0.9018457,2.9472132,-2.2187839
0.51962566,1.584877,-1.3529291
2.020067,0.7498472,-1.377395
1.805729,1.999856,-2.043001
2.4907875,1.764107,-2.1713688
1.5057951,0.6610266,-1.1642851
1.29031,2.0136704,-1.818435
0.82827675,1.9277836,-1.5578853
0.5474105,1.6973377,-1.3006219
0.72614205,2.2189116,-1.6817898
0.42738113,2.5983465,-1.7928971
0.49908486,2.287403,-1.6304958
2.4515955,1.1034857,-1.8085235
2.2654698,1.8694723,-2.1560345
1.7774453,2.595041,-2.3471668
1.8207904,2.8281968,-2.5073009
1.0346875,2.4923341,-1.9799289
0.28553176,1.6145242,-1.1503294
0.6070326,1.7247279,-1.3739573
2.3349037,0.65537006,-1.4493061
2.2308161,2.6551046,-2.5665123
2.2196438,1.663355,-2.0470665
1.3983827,2.64327,-2.230611
1.6890709,2.5611713,-2.3119943
1.2501866,2.418261,-2.107356
0.69307077,1.6805531,-1.4778659
1.4763036,1.8710074,-1.8489821
0.5586586,2.624056,-1.9269011
0.97812974,1.3534981,-1.2873312
0.22599307,2.7920928,-1.8521852
1.4781603,1.6111573,-1.6839354
1.8612926,2.715186,-2.4108136
1.0547771,1.8426508,-1.5368586
0.8367908,0.7220298,-0.820384
0.72639984,1.9525381,-1.5169122
2.4006383,0.24405694,-1.2668394
2.6951,1.407508,-2.1137297
1.6790817,0.3474312,-0.93162364
2.6329274,2.4294875,-2.6191971
0.7301758,2.3696363,-1.822185
0.015697276,0.61543584,-0.46096376
2.5477476,2.474963,-2.810848
0.36019528,2.027566,-1.3903633
2.0148492,1.6603596,-1.9601257
1.6235819,2.4996593,-2.2801504
1.6769574,1.5534859,-1.7663037
2.2498388,2.7653592,-2.614652
0.8455765,1.9099458,-1.5574846
1.5346564,2.4067671,-2.2102735
0.8858136,2.428176,-1.8475657
1.9630426,2.6107109,-2.4782343
2.9244852,1.1444548,-1.9763913
2.8517675,0.7250907,-1.7442404
2.5047598,0.33767104,-1.3666021
0.5438779,1.5917447,-1.2692226
2.5130243,1.7938094,-2.2403805
2.4587066,2.6607976,-2.7073221
1.3896741,2.5147939,-2.1606662
0.22930638,2.3480465,-1.5289124
2.9182718,2.8080223,-2.9484353
0.69742453,2.7497194,-2.042209
1.0876468,1.7582353,-1.6546448
0.61043787,2.925951,-2.1288831
0.3911988,2.6687872,-1.7937672
0.5335544,0.3726502,-0.5290059
1.4759262,2.0379555,-1.9122502
0.63846004,2.7159703,-1.919685
2.237001,2.3746839,-2.351002
1.031002,2.4717684,-2.0013995
2.7252388,0.85566753,-1.7580864
1.6861405,1.5553321,-1.6863573
2.4980206,2.0730984,-2.3532348
2.1567585,2.8218923,-2.6471612
1.4495585,0.6505476,-1.0578462
0.21601863,2.3169982,-1.4758804
0.9982737,2.2336092,-1.9099295
2.980356,2.461082,-2.7503383
1.7238855,2.788738,-2.5123613
2.63715,2.1685507,-2.507351
0.5139928,1.9135586,-1.4374614
0.34127966,2.522297,-1.7708688
0.8507385,1.8616967,-1.5423464
2.2055688,0.57646847,-1.3394126
2.7850924,2.1401744,-2.5450668
2.8983598,2.9652846,-2.9763675
1.3976165,2.503615,-2.079178
2.1696038,0.06097458,-1.0820012
1.4827241,0.3818747,-0.9842125
1.6012129,2.8624258,-2.5196924
0.3291788,1.6124344,-1.2310718
1.2362734,1.934392,-1.7787575
1.7683548,1.2723796,-1.5076492
0.7175564,1.2447525,-1.1929775
1.7101963,2.90881,-2.5046732
2.1476574,1.1304206,-1.6231257
2.9907033,1.6159145,-2.3276968
0.74717826,1.0552746,-1.0257733
1.5737311,2.7484362,-2.3546321
2.8431413,2.6447136,-2.8672206
0.3587162,2.2982085,-1.5721698
0.08013401,0.90099686,-0.6795587
1.8182949,1.7186335,-1.895338
1.7627563,2.5915978,-2.3006387
1.1683955,2.1817806,-1.8997078
2.0026891,1.9951601,-2.0885844
0.5595218,2.8861232,-2.0135455
2.373662,1.5674295,-2.111755
2.1696448,2.469551,-2.457107
0.96079236,1.6930383,-1.4494197
0.6976384,1.3741798,-1.2424179
1.4920468,0.9553537,-1.2652402
0.14065212,0.9251773,-0.76483315
2.388714,2.8373296,-2.724843
2.2295244,2.041827,-2.1529062
1.6323297,1.5370784,-1.6261202
2.9734933,2.6465647,-2.894269
1.9944335,2.3695545,-2.37446
0.96242875,2.6560125,-2.1418228
1.1906855,2.791027,-2.2661803
1.30518,2.8912084,-2.4302769
2.7148316,1.89043,-2.3442636
1.0067875,1.2325085,-1.3351315
1.4589351,1.1406047,-1.3353679
2.9955883,1.8644389,-2.4960606
1.2858899,2.4843056,-2.0120676
1.4334085,2.5743132,-2.1532235
0.6445333,1.1757916,-1.0271786
2.3844624,2.9122617,-2.7665164
1.2573055,2.810029,-2.3909955
2.3910325,2.4815898,-2.5783596
1.2524049,2.1268027,-1.8958701
1.0954893,1.9163499,-1.6472044
2.525037,1.6673158,-2.0966623
1.7379555,2.7056684,-2.4209263
2.5228672,1.6097238,-2.1948454
0.92318255,1.819585,-1.5660583
0.47081423,0.30414146,-0.41509524
1.299715,2.2106912,-1.9237294
2.9300563,2.523732,-2.7830977
0.2278399,1.1119589,-0.8265711
0.3744466,1.5516555,-1.1635591
0.6294663,1.616845,-1.3100885
2.823842,1.1519301,-1.9622674
2.3237774,1.8591669,-2.0790925
2.6997623,2.4796128,-2.7282681
0.52621853,2.451341,-1.8648053
0.44251853,2.5963817,-1.7985581
0.9194991,1.7185338,-1.4636915
2.7400723,2.4561656,-2.8024757
1.9467827,1.3661535,-1.7435588
1.8377426,2.5217695,-2.3568559
2.2289147,0.18264952,-1.1658611
1.9840778,1.9393663,-2.0366735
0.12633154,1.9042587,-1.3040249
0.15000086,1.2738799,-0.7933871
1.887091,2.3784447,-2.2528317
0.05189697,1.7715685,-1.153316
1.4976679,1.9973762,-1.9286392
2.56487,2.1970742,-2.4850051
0.26026464,1.6205682,-1.1094872
2.1006727,2.4691246,-2.4171095
0.58253616,2.4191062,-1.7783662
1.3384281,2.1295977,-1.9469035
1.1242944,1.2583821,-1.2360448
0.40934032,0.8011411,-0.6796486
2.407728,2.322466,-2.4931135
2.6182184,1.0111668,-1.727014
2.541439,1.090289,-1.8150524
0.47071266,1.456553,-1.1794091
1.381973,2.5308127,-2.110692
0.37365946,1.3622055,-1.1038592
2.3581705,2.7376826,-2.692668
1.3269627,1.4575835,-1.4820004
1.4063123,0.7774415,-1.0865567
2.1962204,2.6800501,-2.5366602
1.444224,2.2485764,-1.9712794
2.1888597,2.5186114,-2.485378
1.8132015,2.3935475,-2.2381837
1.5484208,0.9328718,-1.3694886
1.4408816,1.3174752,-1.4466661
2.8268356,2.0446532,-2.5789235
2.0765073,1.9247999,-2.1291218
0.024543608,0.67576855,-0.4281737
0.83728176,2.865105,-2.140678
2.0993893,2.99232,-2.7756615
1.7254177,2.9505467,-2.4838743
2.0498555,1.9012364,-2.1611695
2.1878734,1.3719903,-1.7901946
1.9725988,1.9014993,-2.0738103
2.4457386,2.379349,-2.5465863
1.9458917,2.4765103,-2.2625139
2.7620065,1.6976061,-2.257091
0.07952744,2.8474014,-1.8865882
1.671466,0.13794386,-0.91343546
1.6774904,2.5948222,-2.2856123
2.2530365,0.9447874,-1.5657747
2.4806416,2.558894,-2.6255527
2.9899883,1.40138,-2.1695807
0.781616,2.3267124,-1.8078864
2.7350981,2.4676702,-2.6454523
2.5892076,1.9144925,-2.296498
2.9520338,2.109366,-2.574637
2.0556443,2.5515199,-2.4662852
1.3642393,1.9638543,-1.7617707
0.5753883,1.7434314,-1.2778311
2.099998,2.444871,-2.4496188
2.633942,2.723628,-2.7451894
0.62104475,1.7890937,-1.4091531
1.2964491,2.6751761,-2.163783
0.7689517,0.35643363,-0.66763574
0.3823458,1.1430191,-1.0108413
0.27019596,0.5838387,-0.5345085
1.054999,2.9644556,-2.3606234
0.83953,0.9789759,-1.0356636
2.5509305,1.2279743,-1.8885072
0.67127603,2.6045368,-1.8665006
0.41333616,0.38489628,-0.4751118
1.9746097,1.7916894,-1.9449759
1.0944227,1.9387022,-1.6805701
1.7871801,2.1999526,-2.146669
2.318104,2.7701879,-2.7437751
1.8493888,2.1907222,-2.1614802
2.3424683,2.0421247,-2.2847147
1.1956028,0.773534,-0.9716385
0.7436095,1.006275,-1.1030617
0.081257634,2.2852895,-1.5006915
0.8813749,2.9563076,-2.2095747
0.10697874,1.8018955,-1.2516414
0.89939874,1.0883939,-1.068525
2.6434395,1.4810535,-2.0668502
1.103391,0.6923432,-0.9299653
1.2766488,2.488523,-2.1375802
1.3267817,2.736891,-2.3385382
2.0307553,2.0652912,-2.2168486
2.7892756,2.9252276,-2.9795055
0.7166307,2.9735854,-2.1878617
1.0192434,0.59618396,-0.83842754
2.3859596,2.7782767,-2.8470283
0.8420325,2.5478077,-2.0132701
2.030109,2.464125,-2.4090867
1.1550411,2.0749238,-1.7961433
0.528128,1.9333025,-1.4192054
2.490401,1.1900989,-1.8420941
2.0197651,2.4048078,-2.3655026
1.6967825,1.1472325,-1.5231808
1.7923086,1.9781418,-2.0798817
1.7416227,2.6223433,-2.3544002
0.10130852,1.8937699,-1.3079765
2.2169843,1.9511315,-2.284015
1.8403859,1.7338685,-1.9084924
1.7560855,1.453081,-1.8380402
0.8769651,2.3169992,-1.7789265
0.8955499,2.7967734,-2.140948
1.504831,2.4969501,-2.164842
2.4552205,2.74334,-2.678855
1.5760683,2.0163856,-1.9777395
2.2256944,1.2826133,-1.7815619
0.08283934,2.1433506,-1.410779
0.3644772,2.8643923,-1.8788676
2.2939947,2.4067628,-2.471512
0.190367,0.95766217,-0.77319795
0.084354974,2.5531921,-1.6975061
2.4390707,0.48079997,-1.3721215
1.4112153,2.1818097,-2.021612
2.838308,2.2417903,-2.6760397
1.479791,2.0937743,-2.039494
1.9156053,2.6365223,-2.466129
2.6970053,2.1089625,-2.4382873
1.9007325,2.218238,-2.2842999
1.1922879,2.9858,-2.3397474
0.69083124,2.8635147,-2.0462105
1.784638,0.85883904,-1.299325
2.089512,1.1444075,-1.6905284
1.4416324,1.8115139,-1.7658359
0.030649435,2.1560493,-1.3939452
0.6051639,2.6456025,-2.003591
1.4835694,2.3052936,-2.0457153
0.09926842,1.2159761,-0.8138179
1.9250975,2.8032656,-2.6055925
0.16662897,1.7929308,-1.2144324
1.5205271,1.8314319,-1.7785243
1.7020404,0.44688964,-1.2117996
1.4632998,2.9445515,-2.481534
2.5955753,2.9165816,-2.833042
1.0443453,2.219288,-1.912393
0.88514185,0.40944207,-0.62911546
2.4606616,2.0096583,-2.3962204
1.6356767,1.3896624,-1.6343447
1.9651872,1.6440827,-1.906889
2.3517811,2.6518362,-2.830952
1.1826801,2.8005786,-2.1707156
2.8824875,2.051828,-2.5864599
0.1907087,2.7007973,-1.6869557
2.5818493,1.1401944,-1.8750708
2.8816333,2.615711,-2.8271608
0.12867214,1.457046,-0.99243224
0.19892739,1.330393,-1.0014489
1.7003248,0.9986678,-1.3915392
2.0299137,2.1222022,-2.255576
1.8251013,1.6450264,-1.7749523
2.1844049,2.7981794,-2.672416
2.209019,0.8346739,-1.4983879
1.4588907,1.9351302,-1.8338207
1.2816268,2.6005843,-2.1213613
2.7979906,0.18747064,-1.4382107
2.0889287,2.2109382,-2.323174
0.04106445,2.8868034,-1.7777522
1.8596134,0.5860489,-1.2105005
0.94098896,1.3088269,-1.2741858
2.3476572,2.1521256,-2.2740564
0.18753727,2.9765205,-1.9739295
2.9670916,2.1775126,-2.6159067
2.4065561,1.4026344,-1.9105624
1.1443573,1.4273927,-1.4254899
1.5239499,1.7028924,-1.7920009
0.59392995,0.5910543,-0.65846395
0.018449476,0.99789,-0.6253152
1.4900106,2.5199072,-2.2761629
2.0703626,2.4071531,-2.4305995
0.8229098,0.95605177,-1.0007913
0.27585223,2.3211374,-1.5838934
2.3699136,2.3101985,-2.3665984
0.9218527,1.1198169,-1.1807249
1.4201543,2.0605326,-1.8315388
1.7905033,1.6670754,-1.8285674
0.12071177,0.7538244,-0.626036
0.392134,2.4982085,-1.7460047
0.6244506,1.8099784,-1.3612597
2.4305491,2.2898169,-2.626004
1.3426,1.7053498,-1.7056683
0.30257043,2.9237335,-1.951176
1.4516673,2.4081502,-2.0482442
1.2289479,1.403236,-1.4964325
2.1304896,0.75384575,-1.4408559
2.5626965,2.6411018,-2.727617
2.0592148,2.6526093,-2.5447235
2.1334944,2.8113174,-2.669939
2.3534484,1.1490568,-1.8360666
1.9375274,1.9445442,-2.0284054
0.9499094,1.1259929,-1.0912837
2.407438,0.85410506,-1.709348
2.8147824,2.29754,-2.6766965
0.718925,1.3502756,-1.1511856
1.8868349,0.4079744,-1.0582017
2.203449,1.4129195,-1.8926085
2.3131757,2.6342595,-2.6278894
1.7364515,1.4595097,-1.6687994
1.4577878,2.5883143,-2.3211477
1.754737,2.1174908,-2.0814505
0.9118836,2.6111531,-1.9965663
2.5012908,2.8481765,-2.7841427
1.4003837,1.6160991,-1.6448698
2.184087,2.490412,-2.44185
2.6846826,1.9028085,-2.3924022
2.1526117,0.84692115,-1.5658023
1.6147438,1.3560964,-1.5643954
1.7784985,2.8685238,-2.5948503
0.0342341,0.53409064,-0.4981131
1.4020338,2.9164581,-2.5439298
0.40982622,1.7683578,-1.3560177
1.8498038,2.9675636,-2.6398108
1.7676455,1.860964,-1.9349735
2.4349105,2.6209269,-2.6377716
1.0693634,0.7246265,-0.96217245
2.5060086,2.2996516,-2.4117444
1.8004245,1.1275897,-1.576675
1.2099912,1.6310633,-1.539266
2.6630266,2.185754,-2.4491258
0.18499787,1.6852453,-1.2221272
2.2717087,1.2819269,-1.7735041
1.2286849,2.968756,-2.3628054
2.1360614,0.46007693,-1.3001772
2.9052148,2.8622596,-2.9309092
2.8894641,2.0594382,-2.6083066
1.2071363,1.7259872,-1.552474
2.109792,1.4123073,-1.7681932
2.269246,2.8604517,-2.8239462
0.89965636,0.93124634,-1.0013131
1.091885,2.8708644,-2.1849997
2.1302414,1.9635993,-2.1033201
2.8921108,1.1436393,-2.0503528
0.35555464,2.411139,-1.7518699
1.2433037,2.6822531,-2.270911
1.6253952,2.961974,-2.5737913
1.4482644,1.9176214,-1.878026
2.4926412,1.2252208,-1.8730078
2.0699797,0.22097887,-1.1054004
1.32895,1.8113695,-1.6643374
0.03843608,0.67837906,-0.43802753
0.3187572,1.536618,-1.1418808
0.4257763,0.55343163,-0.6290364
2.5474052,2.9724002,-2.890299
1.720775,2.8261032,-2.4920483
1.0922686,1.8657023,-1.6559218
1.5746772,1.1055908,-1.5061048
2.3837676,1.4108652,-1.9374084
2.674138,1.4819832,-2.0670133
0.5781487,1.1287686,-0.9244814
1.2907834,2.676885,-2.1232932
1.6977339,2.2380068,-2.1764667
1.1300179,1.8153441,-1.5032499
2.9845312,1.2107999,-2.038596
1.6350882,1.5802224,-1.7583733
2.028737,2.1999085,-2.2749298
1.4723159,1.0281585,-1.2727829
2.0040774,2.18075,-2.1858487
1.9164299,1.5382495,-1.7264812
1.696795,2.1983836,-2.164417
0.5483025,2.8170624,-2.0424945
0.2745439,2.6063263,-1.6661183
1.4988985,1.2039545,-1.3938278
0.92978626,0.7254875,-0.89398474
1.3455201,2.5734928,-2.0814383
1.7478956,2.4177117,-2.2803235
1.8246602,2.7593317,-2.4599545
2.8980663,0.21021472,-1.4731424
0.23668158,2.9812226,-1.9336582
1.4326802,2.6354573,-2.401849
2.182253,2.935269,-2.7784734
1.7039838,1.8418311,-1.8623006
1.9207308,2.6258209,-2.4005651
2.1798694,2.6011598,-2.5054958
1.911136,2.274189,-2.2175426
2.7218459,0.57604396,-1.5827074
1.0374902,0.969572,-1.0804908
1.4150074,2.8294573,-2.4148746
1.1665568,2.2547994,-1.8620597
1.3900094,0.86388355,-1.1113244
0.42371324,2.6363611,-1.8467631
2.9214625,0.75857687,-1.7920221
1.0925912,1.1311411,-1.280043
0.17677784,1.9653573,-1.328417
0.5065289,2.5053704,-1.8103392
1.2954438,1.9911323,-1.7772455
2.5344062,1.9698074,-2.279177
1.0749974,0.62916195,-0.9351984
1.7594752,0.73954946,-1.3890185
0.28026536,2.0628722,-1.4321351
2.5192225,1.0441701,-1.7715943
1.40823,1.0548207,-1.2657299
1.4434223,2.805676,-2.2933168
0.90662473,2.3605256,-1.8692675
0.8836771,0.3227567,-0.6458341
1.2830157,1.2555311,-1.3541831
1.0881722,2.4796598,-2.010144
0.9942925,2.8203452,-2.200325
2.9391236,1.0201772,-1.9037639
1.8108565,2.3174675,-2.228629
2.8056328,2.7443023,-2.8538272
1.445852,1.6879184,-1.7038808
2.2399259,1.8613852,-2.174112
1.901243,2.6723666,-2.4418018
1.7549641,2.831144,-2.4250202
2.733153,1.3745509,-2.0686324
0.7801978,0.89180344,-0.93729234
0.44256148,0.72583646,-0.7213488
0.80838686,1.7946253,-1.5081539
0.20515756,2.7973804,-1.8331343
0.20794418,2.5179112,-1.6066267
1.5269606,2.479489,-2.2306957
2.9848073,1.484703,-2.2911742
0.39206997,1.1761774,-0.92254835
1.1654032,1.8033003,-1.6272731
1.0369258,2.4733844,-2.0387337
1.6034347,2.2401392,-2.164887
1.5258234,2.3319423,-2.1489263
0.8149905,0.7105886,-0.8592566
2.557304,2.2922935,-2.5279698
1.4845119,1.7011583,-1.6931586
2.956049,2.39165,-2.7587
1.156093,2.7342222,-2.2053423
1.6631402,2.3610077,-2.2355459
1.393506,2.0114887,-1.8843839
2.6402166,2.9364252,-2.999806
2.3334954,2.3933966,-2.4518778
1.9191214,1.2247165,-1.5976595
1.9477695,2.630502,-2.458843
1.8707348,2.5852027,-2.555726
1.6163148,2.065329,-1.896781
1.3268695,2.4912474,-2.166263
0.33834812,2.1831706,-1.4589267
2.6888895,1.2555271,-1.9320779
1.0034989,2.3995233,-1.9337229
1.8121977,2.9487612,-2.6349487
1.5205666,2.171181,-2.0328436
2.6550102,2.4524436,-2.7094657
1.6838466,2.5994432,-2.2799895
0.6957288,1.2731446,-1.1922549
0.7777958,2.1286795,-1.7399553
2.909772,1.5639266,-2.2610366
2.328823,2.04449,-2.2613902
1.4049497,1.5676259,-1.6524642
0.48777506,0.63836354,-0.66649246
2.4186568,2.406771,-2.528409
1.7638505,0.8900647,-1.3540863
2.7561634,2.5684173,-2.8464105
1.6277707,2.8254845,-2.3525233
1.1309067,1.4744252,-1.441325
1.6292348,0.44715086,-1.0220758
0.5091258,0.5217053,-0.56922555
1.719308,2.094356,-2.158875
1.9961107,1.4990227,-1.7639046
0.98672855,2.6485093,-2.0154045
0.92205906,1.9643598,-1.5853963
1.9794004,1.4172245,-1.7804506
1.1130954,0.9267133,-1.0746318
2.7585845,0.94962186,-1.8694773
2.9583333,2.569167,-2.8593435
0.22861768,1.2152731,-0.8785034
0.32195926,1.230635,-1.0060353
1.617059,2.8673053,-2.5026464
0.06478143,0.9057749,-0.63834053
1.3078285,2.6350093,-2.2167494
0.91048425,2.1034281,-1.747849
2.9587572,1.9267809,-2.4569917
2.905102,2.4562483,-2.6915836
2.0866075,1.1959851,-1.6084658
0.98067576,2.585994,-2.006204
0.65059376,2.38618,-1.6902815
1.2397023,2.6166894,-2.2432456
1.3596007,0.43470487,-0.97217995
1.0807217,2.2260714,-1.8301979
1.3753297,1.6481459,-1.6276224
2.3767486,1.4100928,-1.9906147
0.8729065,2.0704694,-1.631231
0.5499457,2.267591,-1.5699661
1.6063311,1.6615086,-1.7349064
1.7182268,2.9399822,-2.5399296
1.7993163,2.875423,-2.5166724
1.5268726,0.9136066,-1.2194965
0.87364835,1.0375984,-1.126292
2.710207,2.989733,-2.9389117
1.2196225,1.4647133,-1.5563983
1.5452281,2.8914692,-2.4195051
2.6760986,2.5030205,-2.6015847
2.0530138,2.7728324,-2.572404
0.9030466,2.9730234,-2.246972
1.2632989,2.4176054,-2.055228
2.022178,1.3995627,-1.8813607
0.3667958,2.5312207,-1.7177012
2.5220652,0.8957534,-1.7017733
2.5103743,0.13457406,-1.2294184
1.2241648,1.6479597,-1.5525601
1.4892862,1.8061973,-1.7727199
2.2719674,0.8389986,-1.676262
1.1742855,1.4235281,-1.4285102
2.4223588,1.3631054,-1.8641435
2.579575,1.5207587,-2.1908755
2.1377146,2.643988,-2.5005257
1.1704086,1.628064,-1.4675257
0.5235318,2.8766656,-1.9491266
2.7479506,2.0555167,-2.5071652
1.2202511,2.8893268,-2.3052883
0.16025421,2.735523,-1.7306218
0.6057512,2.293174,-1.6470999
2.0307193,2.8752794,-2.5882833
1.2487543,1.548819,-1.535797
2.0656,2.5882523,-2.4718678
1.9417676,1.8002594,-1.9920555
1.2216084,2.8432841,-2.3483903
0.13031322,2.339313,-1.5923101
0.46442604,1.5086725,-1.1299306
2.0633368,0.50589293,-1.3256153
1.2276456,1.7314531,-1.5540096
2.9496312,1.2719306,-2.119073
2.2864473,1.7585821,-2.115479
1.972319,1.9204272,-2.0913072
1.0728245,2.810757,-2.1767771
1.8749418,2.3633428,-2.292537
1.5067489,2.33393,-2.1593912
0.74515325,2.5628788,-1.9007646
2.0613499,1.8829993,-2.0960734
0.14662552,1.2596128,-0.9857283
0.60517925,2.974716,-2.0777724
1.5422772,2.0285046,-1.9314096
2.6980276,1.1636398,-1.8960572
2.2648737,2.6539927,-2.6787527
2.8409734,2.1966984,-2.6367474
1.3194555,2.2169302,-1.9871551
0.025369225,2.9732847,-1.7964424
2.8813357,0.25679556,-1.5363365
2.8616996,1.3166248,-2.0557935
1.3949505,1.5585227,-1.706712
2.106537,2.4661593,-2.4259644
2.878256,2.575734,-2.7736182
0.9143318,2.382973,-1.8424747
0.7895586,1.3055673,-1.193139
0.6229288,2.9910486,-2.12841
1.6599069,1.4225761,-1.5792469
2.2637672,2.9837797,-2.8531308
1.5554636,1.1733477,-1.3912436
0.096752815,1.0982378,-0.76621157
1.8284476,0.95139366,-1.4386038
1.1626505,1.592115,-1.4811491
1.4538832,2.4636166,-2.1229398
0.54761034,2.4515018,-1.7399516
0.47741684,1.1221942,-0.9341401
1.5581354,2.6145477,-2.410976
1.4589536,1.5802076,-1.6721566
2.5794575,2.8013067,-2.7958677
1.6087184,1.5423222,-1.6105418
0.75791353,1.3212624,-1.2224877
2.8500524,1.1246524,-1.94614
1.4334463,2.4965298,-2.192042
1.0481454,2.7855399,-2.2021108
1.2060875,2.6686587,-2.2852638
1.7187686,1.8751856,-1.9726444
1.5502765,1.6657888,-1.7267569
1.3061718,0.4666129,-0.97879046
2.3525486,1.6549225,-2.0424783
0.3164479,2.161649,-1.489999
1.1464701,1.6679809,-1.6036897
1.6404573,2.9726481,-2.5679824
2.1929073,2.924989,-2.8334146
2.274511,2.467236,-2.590328
1.2437947,2.4457755,-2.1262681
0.011039145,1.7242025,-1.0490118
2.504417,2.4155793,-2.699859
1.8331062,2.9523249,-2.605589
2.6294212,1.749717,-2.1597555
2.4570317,2.3195748,-2.5276942
0.017837688,1.22161,-0.79597825
0.83299965,2.4661891,-1.8736368
1.3024883,1.8428245,-1.947651
1.1071182,1.907219,-1.6960896
1.5975966,2.7483556,-2.5030649
0.12636262,2.8626273,-1.8269444
2.4714558,1.4831758,-1.985578
2.9961822,1.8654789,-2.494354
0.4752989,2.755954,-1.8900276
0.87808913,2.617102,-1.951962
1.8660688,0.07658744,-0.9979048
2.132675,1.2339975,-1.733911
2.2907429,1.3600785,-1.8028984
0.112467065,1.5124363,-0.9782043
1.1496626,1.8450297,-1.643475
0.7658339,2.3180146,-1.8034437
1.9296134,2.5221837,-2.452954
2.078274,2.0352392,-2.1791303
1.3393648,2.9190483,-2.3657262
2.6258554,2.7757113,-2.8792894
0.6641698,1.5575706,-1.2435277
0.74688655,1.5278777,-1.3073779
2.7624798,1.8302455,-2.3046207
1.3004276,0.50902283,-0.9858669
2.1433003,2.7776933,-2.5948644
2.242154,2.7066865,-2.5634186
1.3568887,0.6257631,-0.95216787
