parameter_1,parameter_2,parameter_3,parameter_4,parameter_5
-2.0722256,-2.3435867,2.5794773,1.6935642,-2.834988
-0.949695,-2.8718727,2.8411946,-1.8713036,-2.2288523
-2.5698833,-2.2204103,-2.905777,1.9911754,-2.7647517
-1.3768196,-2.6006637,-2.8924875,-2.0349276,-1.7168493
-2.6379607,-0.48098025,-2.8134637,1.9896847,-1.5818052
-2.3305552,-2.5186455,2.6819568,1.7891328,-2.4716637
-2.97821,-2.159057,2.8425198,-1.9869682,-2.3764398
-0.9417868,-2.785041,2.5339181,1.6846563,-2.7356663
-2.4141784,-1.9447951,-2.6907916,-1.7927231,-2.6288304
-2.6166263,-2.049883,2.5379755,-1.6890639,-2.221996
-1.7706894,-2.5732663,-2.922584,-1.8945457,-2.655021
-1.0197912,-2.2489834,-2.9321713,1.5607885,-1.5736878
-2.6102495,-2.3340802,-2.395118,-1.8852407,-1.548769
-2.9130607,-2.1396875,2.6991725,-1.7706065,-2.7415037
-0.9694847,-0.9018985,-2.5552418,2.0854275,-1.5219861
-2.5245087,-2.4768255,2.332772,1.6652001,-1.9848038
0.08313444,-1.6753874,2.9241943,-1.7525815,-0.90620905
-2.1211874,-2.2226977,-2.5965464,1.5416121,-2.4973247
-2.4482033,-2.1615024,2.5137117,-1.7278346,-2.6382453
-1.7193208,-2.660618,2.6453712,-1.7679,-1.9100052
-2.9224272,-2.2191346,-2.8441439,1.9555908,-1.9887574
-2.2455654,-1.8724273,-2.4134474,-1.6439483,-2.172741
-2.6372695,-2.2144818,-2.8076248,-1.959947,-2.4691453
-2.034719,-1.9588856,-2.9815843,-2.097615,-2.4193141
-1.9607984,-2.7991762,2.9933455,-2.0878646,-2.841818
-2.5037124,-1.8401217,2.3482475,1.4945961,-2.0048187
-1.9980015,-2.5865686,-2.773533,-1.8585343,-2.3758938
-1.3521316,-2.6649384,2.73228,1.7620007,-2.8964787
-2.4954293,-2.1427438,-2.7087312,-1.7034609,-2.2277882
-2.5841625,-2.1078415,2.8663526,-1.927753,-2.834647
-0.6411783,-2.9227955,-2.690971,1.7695799,-2.633565
-0.6216038,-2.7413223,-2.800818,1.7730255,-2.6392736
-1.8359276,-2.5874908,2.8237152,-1.9855882,-1.9553602
-1.2996395,-2.8876042,2.469018,-1.6123699,-2.3114455
-1.0835344,-2.4352489,2.5613272,1.5778984,-2.78684
-0.3980774,-2.912466,-2.1198602,-1.3004138,-2.3173718
-2.274,-1.9945283,-2.7312903,1.7631283,-2.7098873
0.014565885,-2.9930072,2.540044,1.6407087,-2.907124
-2.8883219,-2.181622,2.5876243,-1.6734791,-2.6283169
-2.8812537,-1.174868,-2.8358712,2.0624204,-1.7678043
1.1712954,-2.967572,-2.7040033,-1.6271497,-1.4994177
-2.646437,-1.6295412,2.888949,1.7522347,-2.2145624
-0.6977664,-1.4109077,-2.7464657,-2.2368698,-0.83522314
-1.5216489,-1.3747774,2.6195078,1.7378471,-1.7685212
-2.404827,-1.9960957,-2.5620518,1.7099704,-2.0120764
-2.3561254,-1.9636323,2.9124856,-1.8202006,-2.342106
-2.1223745,-2.6505547,2.4711943,-1.5933071,-1.7808652
-2.7021074,-1.947465,2.5483418,-1.7293137,-2.9837885
-2.8319345,-1.9868503,2.457659,-1.6062452,-2.8973703
-2.7700646,-1.7769717,-2.4930232,1.6601231,-2.1893866
-1.4617088,-2.0818717,-2.3829618,1.6003716,-1.4379191
-1.1981673,-2.362632,2.5362825,1.5960021,-2.722611
-2.4956048,-2.3433988,-2.503621,1.5901161,-2.594148
-2.9679418,-1.93113,2.2232845,-1.4312212,-2.1174786
-1.0293499,-2.5831985,-2.5957932,-1.7227837,-2.6460676
-2.7144518,-1.6228571,2.5808365,-1.8967787,-1.6468765
-1.5486587,-2.5303545,-2.9719934,-1.8688172,-2.8426201
-2.2839668,-2.021359,-2.1541924,-1.4004128,-1.3631608
-1.7027348,-2.624871,-2.3100097,-1.547147,-2.6887908
-1.0331998,-2.7767825,-2.5144336,-1.8034756,-2.6584783
-2.7294219,-1.619755,2.382975,1.4018103,-1.7237645
-0.8138343,-2.8567193,-2.4933858,1.6165944,-2.9618278
0.19398493,-2.9634457,2.9961329,-1.9196348,-2.0341117
-0.79753155,-2.1294513,2.226909,1.7790383,-0.7924615
-1.2214198,-2.9022458,-2.3054457,1.4747379,-2.7121878
-1.5164603,-2.4921813,-2.6214864,-1.6636883,-2.0278497
-1.4336476,-2.9001484,2.6245494,2.1819057,-1.1161311
-1.4572867,-2.3948104,2.3583763,-1.4990972,-2.522829
-1.5417374,-2.4170525,-2.8233128,-1.8829815,-2.9799252
-2.825279,-2.5206666,2.2258582,1.4920237,-1.5070165
-2.3235588,-2.318644,2.7720435,1.7896347,-2.8380797
-1.9546651,-2.2746274,2.646268,1.7511597,-2.1999145
-2.9930816,-1.8898972,2.1863747,-1.4748223,-2.8915436
-0.95437795,-2.7623723,2.7020504,-1.7378526,-2.730666
-2.8203237,-2.0476096,2.407765,1.5526705,-2.8947074
-2.8497424,-2.1726205,-2.6892476,-1.7934601,-2.1424367
-0.41201156,-0.36559835,2.9944959,1.8010702,-0.99857974
-0.8053896,-2.6647067,-2.9617164,1.8906475,-2.471174
2.009169,-2.854649,-2.571151,1.6628909,-1.7097776
-2.699111,-1.8986491,-2.738264,1.856245,-2.9547615
-2.409439,-2.2195234,-2.9269886,1.9218436,-2.812956
-2.97787,-1.6644218,-2.6374152,-1.7715437,-2.8035192
-1.0585444,-2.2397168,2.8102078,1.6330882,-2.2209697
-1.8478144,-2.4357047,2.5769472,-1.6729286,-2.540867
0.2613694,-2.2488332,-2.843971,1.787535,-1.8721148
-2.7609153,-2.1053438,2.3485448,1.5072554,-2.725449
-1.3814017,-2.625574,2.8522441,1.88619,-2.6615598
-1.048862,-0.4882922,-2.9762254,-2.259476,-1.6500083
-2.321656,-2.333839,-2.3688378,1.6105186,-2.5425177
-2.979037,-0.5290645,-2.881213,-1.8753512,-1.6263019
-1.4089696,-2.3750188,2.195131,1.408947,-2.355101
-2.8567638,-1.7271265,2.6221654,-2.0475528,-1.8155742
-2.9638867,-1.9814119,-2.693048,1.7864149,-2.4524472
0.017670989,-2.8937378,-2.5362442,-1.7202541,-1.5576469
-2.9512944,-1.78683,2.3365822,-1.5500338,-2.2742603
-1.5616384,-2.3702111,-2.8745844,-1.8715166,-2.869299
-2.589821,-1.7204797,-2.6289752,-1.7436792,-2.6044607
-2.5834482,-1.8362713,-2.3732154,1.509553,-1.9673175
-1.302622,-2.8989255,2.6315498,1.6462187,-2.5857036
-0.6455182,-2.7235048,-2.509983,-1.6952239,-1.9350035
-2.5063794,-0.4497052,2.9371266,-1.807667,-1.2576177
-2.4373534,-2.5748563,-2.5898752,1.9505261,-2.0266383
-1.2081406,-2.6813896,2.9607882,-1.9113442,-2.408108
0.26701733,-2.122554,2.5009704,1.6853753,-0.8506948
-2.3202684,-2.2580273,-2.876022,-2.0307858,-2.4617555
-1.8404694,-2.3638453,-2.5763736,-1.6123117,-2.640854
0.47666413,-2.8920293,2.5854533,-1.8073126,-1.0308392
-2.8752184,-2.0520687,2.5182276,-1.8086152,-1.7216436
-1.0581558,-2.531736,-2.6532023,1.7515428,-2.8519263
-2.1992698,-2.076231,2.5296428,-1.6922854,-2.8134098
-2.1738694,-2.2475326,-2.8665485,2.0732706,-2.169631
-2.2074351,-1.8945051,-2.9333901,-2.2650483,-2.2647145
-1.5157771,-2.4351726,2.5998158,1.6861482,-2.8102174
-2.3355682,-2.081378,-2.7641313,-1.9001687,-2.197306
-2.9583008,-1.5830618,2.8179188,1.8935907,-2.488528
-1.8523623,-2.1320987,-2.7995036,-1.7991822,-2.4991472
-2.1388545,-1.5241129,2.9145265,-1.9725342,-1.7712581
-2.8074875,-2.0469406,2.5665083,-1.6667753,-2.7830179
-0.10108942,-2.6574922,2.9279177,-1.7890785,-2.18048
-1.47447,-2.3372297,-2.8840537,-1.92906,-2.8127124
-1.3142742,-2.416772,-2.5006626,1.7630789,-1.8951064
-2.3490503,-2.6421945,2.8993766,-1.9400623,-2.3623457
-0.10083911,-2.541189,2.2929735,1.4411349,-1.807739
-1.7507446,-2.3830764,-2.5596275,1.6868174,-2.8646824
-2.415339,-1.9796696,2.5630531,1.6601117,-2.7167969
-2.7916846,-1.860192,-2.6625435,1.7928796,-2.3570004
0.83665895,0.6010673,-2.7643352,1.837637,-0.6455102
-1.1238781,-2.355059,2.8209438,1.8444002,-2.6421833
-2.573577,-2.1792214,-2.6604912,1.698412,-2.5509193
-2.6499972,-2.0003204,-2.3720002,1.6865532,-1.8697635
-2.2802763,-1.7534881,-2.7548592,-2.002769,-2.5046961
-2.0377917,-2.3623176,-2.2898428,-1.5137912,-2.8679483
-1.717222,-2.4901164,2.9396057,-2.0125008,-2.2039483
-1.0144109,-2.6508422,2.8932483,-1.8111024,-2.8043852
-0.5002788,-2.5524993,2.844581,1.8301072,-2.3735814
-1.4411545,-2.7921472,2.7642236,1.8744105,-2.2594647
-0.3598939,-2.2013292,-2.4198287,1.5624717,-1.6311755
-2.737702,-1.6775935,-2.9345834,-1.8649311,-2.151631
-2.5232413,-1.8555626,-2.5889049,1.6662645,-2.7573752
-2.4341264,-2.06965,-2.9821072,-1.9854089,-2.5277288
-1.81582,-1.8926489,2.8972902,1.9670191,-2.6336594
-1.8257475,-2.063058,-2.4291203,-1.663373,-1.8781464
-2.4225748,-2.2319083,2.8092053,1.8663577,-1.3922373
-1.5546553,-2.8052125,2.8599355,1.8677582,-2.4560456
-0.9324373,-1.104047,2.9096522,-1.599519,-0.6358483
-2.2349818,-2.3808613,2.7006354,1.6905609,-1.9033493
-2.9781384,-1.7362092,2.6766262,-1.6220844,-1.5191725
-0.89768255,-2.0011523,-2.709132,1.6418821,-1.8677828
-0.7215061,-2.5163543,2.5906653,-1.5732807,-2.6080923
-1.2636921,-2.709993,-2.9742672,1.9945565,-2.6437917
-2.189477,-2.4098747,-2.3819244,-1.5642498,-2.294916
-1.3746353,-2.7195594,2.7605414,-1.7267252,-2.8772643
-2.3341384,-1.8587229,-2.8045776,1.736354,-2.1737895
-2.8292418,-1.5829645,-2.9194794,1.9683443,-2.8131492
-0.7151156,-2.5603578,-2.7254694,1.629529,-1.1177484
-2.6586378,-2.0017188,-2.637357,-1.7457312,-2.8729503
-1.859645,-2.551954,-2.836278,1.8541144,-2.099748
-1.7017105,-2.8950763,-2.5969498,-1.6484846,-1.7563087
-1.029369,-2.5662146,-2.8560302,1.8215146,-2.426824
-2.8130503,0.7116232,-2.928571,-1.8519055,0.20989847
-1.5299692,-1.8942465,-2.9448168,-2.073005,-1.7515155
-2.854572,-1.7136818,-2.638393,-1.7429711,-1.5065637
-2.9413717,-2.0456202,-2.880117,1.9092622,-2.9840753
-2.1835666,-2.1176822,2.2777653,1.4560041,-2.557568
-2.5542014,-2.160492,-2.5816648,1.7230821,-2.3005598
-2.6762667,-2.0264215,2.2694628,-1.3239213,-1.8581666
-2.9397972,-1.9170235,2.7461562,1.8346232,-2.800036
-1.2483878,-2.5829532,2.7582667,1.8733407,-2.6777275
-1.9775112,-1.5019816,2.521486,-1.6634667,-1.5140427
-1.2782748,-2.4923706,-2.597259,1.7501975,-2.4728274
-2.140339,-2.1956525,2.7073152,-1.730607,-2.7286165
-1.1316355,-2.4977858,-2.5534053,1.7030084,-2.5618632
-1.4015281,-2.4136322,-2.780709,1.8344957,-2.702382
-2.4437368,-2.2350168,-2.9928517,2.0414894,-2.7678788
0.48897767,-2.9343736,-2.9094884,1.8412365,-2.3709338
-2.2240293,-2.9390483,-2.814244,-2.1667693,-1.8827695
-2.9864054,-1.740111,-2.6254401,-2.186973,-0.8943066
-1.1308706,-2.557913,2.5882683,1.7781625,-2.3382158
-1.5897634,-2.852854,2.620708,1.7547134,-2.242368
-2.2724526,-1.8409209,2.7642963,-1.7646238,-2.977313
-1.6598811,-2.5689535,2.6426172,-1.8209859,-1.7627264
-2.4679286,-2.2277055,2.721169,-1.7509277,-1.8781742
-1.6639132,-2.1441834,-2.8610494,-1.6923611,-1.0346417
-2.5171041,-2.09309,2.7608984,-1.7529008,-2.316782
-0.49259645,-2.776354,2.3620894,1.9753913,-1.3234289
-0.19630289,-2.8460145,2.6289082,1.6964849,-1.2935475
-0.8183138,-2.7581306,2.5741563,-1.7115288,-2.0403168
-2.1152747,-2.317471,-2.705892,-1.717137,-2.2326288
-2.9173937,-0.17561007,2.3711157,1.3619652,-0.8034878
-1.0302913,-2.7822225,2.5733027,-1.7229837,-2.9341948
-1.838411,-2.3997002,-2.5524843,-1.6492327,-2.8628442
-1.400884,-2.582358,-2.365279,-1.5368091,-2.167476
-1.7620422,-2.4091644,2.9012275,1.5469121,-0.76364374
-1.976398,-2.8360155,2.8711371,-2.0133944,-2.3578353
-2.7987843,-2.0041015,-2.2372646,-1.4816067,-2.8603559
-2.9863896,-1.7724212,2.4449623,1.5864058,-2.7152686
-1.3272144,-2.3859153,-2.829234,-1.8754584,-2.367665
0.09158337,-2.8011703,2.9364746,-1.8458791,-2.7850335
-2.8471928,-2.69167,2.9971223,2.0551128,-2.2309775
-2.6303873,-2.4177651,-2.3058505,1.6272624,-1.5156605
-2.834673,-1.9499888,-2.370165,-1.5567418,-2.3362315
-1.6902174,-2.2010903,2.971417,-1.9228711,-2.160966
-1.0479912,-1.8558806,-2.796665,-1.8136477,-1.4338274
-1.8544359,-2.1922889,2.3559544,-1.4681267,-2.1730402
-0.748517,-0.83372456,2.8357196,-1.7365702,-0.82136345
-2.7472486,-1.7740577,-2.7346635,-1.827584,-2.4443312
-2.872173,-1.7308083,-2.5457473,1.6835878,-2.9695446
-2.366446,-2.4375284,2.8379798,1.8388854,-2.9053211
-1.417354,-2.4438603,2.4559057,-1.6167287,-2.4915314
-1.0069815,-2.884748,-2.7132535,1.6818423,-2.8230934
-0.92947644,-2.5242796,-2.7596846,-1.8017428,-2.5118487
0.28892413,-2.4866405,2.8936224,1.875918,-2.0384305
-2.5489762,-2.4634693,-2.5094912,1.7116709,-1.3291384
-0.8130474,-2.9373577,2.7025197,-1.7636843,-2.6554773
-0.8242723,-2.829539,2.8489914,-1.8675001,-2.584866
-1.8898935,-2.1131957,-2.9433832,1.9572892,-2.427905
-0.8849151,-2.8192768,2.7130475,-1.8245304,-2.1410272
-2.38271,-2.8749356,2.4508812,-1.6776495,-1.611463
-0.9418826,-2.5667114,-2.838271,-1.8349774,-2.7711182
-1.8935297,-2.0897715,-2.4868722,1.6427813,-2.5286238
-2.482123,-2.9411082,2.9667387,-2.002289,-2.583455
-2.8258336,-1.9363707,-2.0769224,-1.3527273,-2.452272
-2.9147358,-1.2910254,-2.63753,1.753178,-1.998774
-1.0506938,-2.9113111,2.9607887,-2.0179145,-2.5930226
-2.2242713,-0.6547106,2.9651504,1.8746947,-1.4499432
-1.3925554,-2.5634727,-2.570321,1.7236491,-2.5888898
-2.007881,-2.2904265,-2.7409222,1.8268373,-2.894325
-0.53145015,-2.7674901,-2.820047,-1.8509095,-2.399472
-1.3061029,-2.9563837,2.7711468,2.018133,-2.35238
-2.8755639,-2.2775946,2.9512188,1.7071303,-2.1044927
-2.71867,-2.0458019,2.3141966,1.6254978,-1.9001571
-1.3467607,-2.5814357,2.4977882,1.6296047,-2.572092
-1.6618409,-2.5952318,2.1798406,-1.4459555,-2.654172
-2.784184,-2.3219678,-2.9601505,1.9744695,-2.6401925
0.81486714,-2.727868,2.709445,1.8818781,-1.6984276
-1.786407,-2.5165172,-2.4135995,-1.6167862,-2.2684927
-1.0786009,-2.4748397,-2.548425,1.6956298,-2.824656
-2.6529102,-1.7723037,-2.6454425,-1.8748996,-1.7143943
-2.5264058,-1.8899792,2.692647,1.8007673,-2.6238108
-0.4411531,-2.6242418,-2.649546,1.8116189,-1.9196476
-2.9091702,-1.8898792,-2.2385197,-1.4433022,-2.9261813
-2.1720417,-2.7678883,2.7143445,-1.8403746,-2.3046374
-2.021912,-2.1933386,2.794657,1.8272783,-2.9422061
-0.5966182,-1.4638842,-2.952991,-2.4427378,0.3994124
-1.6674751,-1.948609,2.7172697,-1.8522167,-2.2297258
-1.8162867,-2.2947512,-2.8674865,1.7871243,-2.3982844
1.1986173,-2.4365675,2.9143498,2.0011327,-1.5638838
-1.7116063,-1.7766197,2.9915826,-1.784403,-1.602448
-2.0957496,-2.2524707,2.752545,-1.7802206,-2.6035328
-1.9053692,-2.2468886,2.4651687,2.1143973,-0.34229332
-2.0053952,-2.2994633,-2.8274968,-1.7829953,-2.6625907
-1.0951368,-2.3806653,-2.762462,1.7662266,-2.1373801
-1.612497,-2.569706,-2.7971635,1.9896761,-1.6528959
-2.4154773,-2.1687517,-2.8921826,1.8692559,-2.759044
-1.3335749,-2.938203,2.6888807,-1.5485826,-1.0565383
-0.3438214,-2.859896,-2.8352444,1.8773605,-2.9105039
-2.3434918,-2.3275037,-2.5627756,1.6893783,-2.137592
-1.9999393,-2.3271933,2.876533,1.7666599,-2.2127562
-2.3484535,-2.3312874,2.3414512,1.525081,-2.5658712
-0.70273674,-2.687316,-2.7314594,1.8252897,-2.313481
-0.99307275,-2.9013917,-2.896275,-1.936557,-2.5725002
-1.4271096,-2.9584548,2.6884665,-1.9397849,-2.1113534
-1.5443401,-2.4129314,2.7018242,-1.6638494,-1.551548
-1.6984385,-2.6082613,2.7329898,-1.697196,-2.3489606
-2.3487315,-1.9477049,-2.800304,-1.9495018,-1.9358993
-0.93130904,-2.4765224,2.9371057,-1.8166785,-2.7423415
-2.4266024,-2.56135,-2.8956356,-1.9686807,-2.3274496
-2.510129,-2.1417367,2.7057457,1.734349,-2.6070108
-1.2953479,-2.5427403,2.5416143,-1.708658,-2.402358
2.1750536,-2.55381,-2.969182,1.876729,-0.48064566
-0.65803754,-2.8318632,-2.535034,-1.639653,-2.6150494
-2.4149413,-2.952408,-2.97648,2.0876932,-2.5331805
-2.6602871,0.8022747,2.1756632,-1.8995949,-0.766834
-2.384052,-2.370925,2.8501954,-1.8430161,-2.718454
-2.0776181,-2.4588711,2.907865,-1.8332015,-1.791185
0.20000023,-2.6090796,-2.9041624,-1.8258537,-2.390295
-1.9844401,-2.245485,-2.8459277,-1.7713885,-2.7440307
-2.035342,-2.0066473,2.5624123,1.6895916,-1.914375
-0.97866905,-2.1974626,2.7578888,1.7539074,-1.4434673
-2.2689614,-2.0684268,-2.9668894,-1.8880156,-1.5421151
-1.6438116,-2.1000304,2.550301,1.6585205,-2.1050422
-2.7024505,-1.8561566,-2.861419,-1.8515404,-2.826572
-0.67267257,-2.9383788,-2.401728,1.6056828,-2.7725265
-1.5821949,-2.5573936,2.4322112,1.5987487,-2.9828105
-2.763131,-1.6925865,2.6768637,1.6909243,-2.8247206
-2.8406003,-1.9784207,-2.7522871,-1.8960986,-2.4685526
-2.4099593,-1.6569507,-2.8207474,1.8309475,-2.7859824
-2.0719151,-1.574882,2.654364,-2.0370054,-1.1253009
-0.598778,-2.1449249,2.8554003,1.8461144,-2.279262
-1.0781989,-2.5836184,2.9047706,-1.851364,-2.7943
-1.4172024,-1.5708467,-2.734987,-1.7157247,-1.6232449
-2.9805849,-1.8239766,-2.20126,1.456063,-1.5984037
-2.8122077,-0.9727005,2.9797318,1.9410062,-1.7343956
-2.0055559,-2.9119437,-2.8979073,-2.013532,-2.290457
-1.913815,-2.6014001,2.8285866,-1.8734018,-2.8803978
-1.3202376,-2.6620138,-2.952738,1.9852409,-2.8600714
-2.5709202,-1.6355966,2.576172,-1.6507792,-2.1620152
-2.4285553,-2.2048056,2.5759642,1.5390236,-2.0858746
-1.2733235,-2.5014386,-2.8604047,-1.9756602,-2.848814
-2.8309464,-1.6863769,-2.8659983,-1.8580793,-2.6460311
-2.564256,-2.1340513,-2.1136541,1.3431028,-1.3508661
-2.32065,-2.4101105,2.7009134,1.5219976,-0.5594722
-1.3972652,-2.7005453,2.9204066,1.859025,-2.7787611
-0.78466684,-2.7248511,-2.1484025,-1.3781298,-2.6422758
-1.9828937,-2.592018,2.8798761,1.845988,-2.2794323
-1.0056919,-2.7402577,2.9895575,-1.8930781,-2.3809521
-2.7694147,-2.3637657,-2.8380547,1.9660206,-2.4983833
-1.7442461,-2.6571789,2.7221613,-1.7516139,-2.71969
-0.26034355,-2.651093,2.656575,1.5939642,-2.039526
-2.4451747,-1.9841133,-2.9405217,1.881592,-2.1753917
-2.0344844,-2.2768276,2.4403038,2.11795,-1.030834
-0.7343476,-2.8265498,-2.7388425,1.8541857,-2.0419967
-2.5852406,-2.4361725,2.8767624,2.108796,-2.4525504
-1.6502258,-2.4920785,2.912428,1.7424308,-2.1794307
0.8819162,-2.8635397,2.9528706,-1.8279305,-2.2281382
-1.8183193,-2.7015536,-2.7182477,-1.7879027,-1.6665218
0.8195859,-1.6880969,-2.8219585,-1.6448227,-1.1040273
-2.3541703,-1.986979,2.4517694,1.6592369,-2.0721312
-2.5910726,-2.16021,2.5981658,1.7073035,-2.8136606
-1.3249426,-2.5444033,2.376368,-1.5489813,-2.2372675
-2.8135543,-1.9956359,2.8674686,-2.0368469,-2.2894535
-2.729906,-2.3460693,-2.465072,1.5821327,-2.0854654
-1.754324,-2.302306,2.4316528,1.5884998,-2.906372
-1.1978657,-2.4938524,2.3726223,1.4903544,-2.2639558
-2.5464969,-2.0630314,-1.9511949,1.3076875,-1.2790025
-0.50660664,-2.844347,-2.9203753,-1.7509811,-2.0029404
-0.9338629,-2.6680596,2.4689765,1.6375613,-2.9296377
-1.5235552,-2.8247185,2.5065973,-1.6890441,-1.7967234
-1.3547004,-2.7941155,-2.9093697,-2.0364807,-2.3567996
-1.4350511,-2.9586196,2.6254117,-1.7067724,-2.887832
-1.7769259,-2.697017,-2.7792454,-1.7608587,-0.9717545
-2.4929087,-2.1508636,2.5175796,1.6519647,-2.1135316
-2.34893,-2.8376179,2.9051378,2.0730586,-2.2230248
-2.1029217,-1.6182,2.7148292,1.6153332,-1.3797355
-1.3780774,-2.7423017,2.8402898,1.8573666,-2.7574396
-1.4993532,-2.2950385,2.6904783,-1.770853,-2.794426
-2.7801862,-2.0080845,-2.9811,1.9164544,-2.0355482
0.28064358,-2.702322,2.9661372,1.9355855,-2.3956075
-0.7988025,-2.7840557,-2.5199234,1.654719,-2.4604273
-1.8858055,-1.4303573,2.5313258,1.8817497,-1.4779214
-2.7361429,-1.9483974,-2.6276846,1.8117682,-2.6736445
-1.885467,-2.680701,-2.4785547,1.6379822,-2.8105857
-2.2785745,-1.6087738,-2.9447136,-1.9999988,-2.5218368
-1.8363938,-2.5880978,2.6833415,-1.8142505,-2.4010837
-1.8488331,-1.6818427,2.700067,1.8107811,-2.5948954
-2.7332942,-1.3579191,-2.624224,-1.571339,-1.9630657
-0.8159698,-2.8828905,2.6194248,1.712851,-2.9388282
-1.3958424,-2.6613472,-2.4930487,1.9802514,-1.6124709
-2.625632,-1.3847665,2.6897392,-1.9026332,-1.5859034
-1.397964,-2.331241,-2.4762726,1.5716939,-2.1700246
-0.663129,-2.4597557,-2.866728,1.8802744,-2.4421573
-2.920283,-2.1715953,2.7375948,-1.7649348,-2.7835958
-2.927685,-1.9850742,2.669086,1.6551187,-2.680336
-1.1682185,-2.155509,-2.5077777,-1.6095388,-2.4142702
