parameter_1,parameter_2,parameter_3
0.085009485,1.6831746,-0.9150463
2.7144475,2.630523,-2.55679
0.5925081,2.9831693,-1.8260342
0.64025146,2.187445,-1.2845227
0.7687168,1.535027,-1.0732642
2.1019013,1.0013232,-1.355477
2.7216847,2.7594748,-2.5941029
0.33393157,1.4168168,-0.69684505
0.83207643,2.7630744,-1.6895094
0.8998996,0.16646758,-0.46942914
2.0245624,2.5147069,-2.2010005
2.7623632,1.9557832,-2.2350655
0.982359,1.8269836,-1.1740713
2.2537305,2.0002773,-1.9360135
0.84208596,2.8883896,-1.8534882
1.8135631,1.4109868,-1.5024834
2.7379608,1.7314091,-2.0814195
0.15768446,1.5485098,-0.8427126
2.746947,2.8981993,-2.6788604
2.374701,2.2060575,-2.1435888
1.4847069,2.502864,-1.9938918
0.41719827,1.6115459,-0.9183312
0.7531145,1.0610467,-0.84076303
2.3010256,2.3025036,-2.2029593
1.4770042,2.859081,-1.8722203
0.621079,1.0556458,-0.724321
1.765058,1.8836536,-1.6132092
0.14691989,2.6022258,-1.4084266
2.1761231,2.9838018,-2.4677317
2.161309,2.9505737,-2.2536948
2.9071207,2.0881526,-2.2120726
1.6485368,0.7124426,-1.0047867
1.546147,1.3315969,-1.298301
0.45476875,1.8672988,-1.0684111
2.5374396,1.4288944,-1.8332833
1.4540035,1.4559004,-1.3576777
1.8361193,1.8841696,-1.906552
2.3536355,2.5322134,-2.4799583
1.7379153,2.1155705,-1.819311
0.5064703,2.239056,-1.3405707
0.82345843,2.8098257,-1.9568168
2.113505,1.0151746,-1.4022673
0.46244442,1.9295216,-1.1042385
2.1364682,1.4733489,-1.4761841
0.033222184,2.1256056,-1.1280457
1.1973139,2.7466037,-1.8402491
1.0475074,2.5873942,-1.7661668
0.47003812,0.55387735,-0.44264063
1.4307712,1.6359797,-1.2384759
2.8268933,1.2430354,-1.7963109
2.7593153,2.0060802,-2.200298
1.0237747,1.7106662,-1.3986381
0.4516391,2.4174716,-1.3647205
2.6476042,2.9483714,-2.6290956
1.0535858,0.7296943,-0.7777382
1.0199485,1.5617344,-1.0765834
2.1233647,2.8457344,-2.394022
0.9318244,2.0219684,-1.389376
1.3315299,0.9636887,-1.0784221
0.19832772,2.1108499,-1.221028
0.054019287,0.522851,-0.26116395
2.8596523,1.4898411,-1.9896232
2.820568,2.8587303,-2.6534815
2.654471,1.949334,-1.9219891
0.060800537,2.3802178,-1.2994434
0.5595452,1.5968196,-1.0970371
1.5024937,0.9585199,-0.9757603
0.5728747,2.3617096,-1.4422016
2.6668913,1.9724395,-1.8666646
0.8908914,2.9578397,-1.8697503
1.0410715,2.257935,-1.4692584
2.0812864,1.2526054,-1.4044676
2.4163537,0.5779512,-1.2138427
1.1684021,2.5523627,-1.6078817
0.18607393,1.0492314,-0.7101796
1.2568201,2.442373,-1.626871
1.3387057,2.270542,-1.7297829
2.3802547,1.7415069,-1.9914013
0.29179087,0.57580596,-0.3918483
1.9323,1.3633165,-1.4647461
0.7924717,1.4326242,-1.166435
0.06490862,1.8446414,-0.96489507
1.6823696,2.8034637,-2.0843332
1.7891552,2.4514363,-2.0072386
0.34035787,1.1732436,-0.6549711
2.4187849,2.6032078,-2.4919689
1.334502,1.8181728,-1.4244744
1.3160926,1.2299079,-1.1690451
0.9221328,2.4359736,-1.5810783
0.7495698,2.1308374,-1.3830527
2.7508674,2.9314563,-2.5977426
0.106452815,2.6190076,-1.3597451
2.7720764,2.8942537,-2.7871904
1.5587918,2.35174,-1.7339399
1.0690697,2.0524962,-1.5172852
1.1088021,2.8490648,-1.8750907
2.777545,1.0681858,-1.769131
2.0344899,2.378049,-2.2113433
0.90777624,2.2695146,-1.5250055
1.1175491,2.5098178,-1.7843772
0.6462578,2.95499,-1.5363022
0.9300576,2.666337,-1.6887943
0.5980124,1.8603905,-1.1168562
1.758147,2.7983198,-2.3022664
1.6193396,2.210418,-1.8322239
0.622407,2.7206516,-1.6807044
0.5787317,2.7291586,-1.6861913
0.3827892,1.6586457,-0.87653697
0.82731634,1.1438918,-0.8976939
2.2059278,1.8788617,-1.9281762
0.39597076,0.77317744,-0.5337245
1.4023154,2.9148529,-2.0134554
1.9773108,1.9465611,-1.8621261
0.4113833,0.5530851,-0.46863353
0.7953013,1.0710095,-0.9626316
0.5421556,1.7784215,-1.1486167
1.6954949,2.747149,-2.221132
2.8743353,2.5608501,-2.5178304
1.2478957,2.9188013,-1.9755335
2.5866427,2.9628007,-2.6196067
2.342789,2.6203203,-2.3763905
1.1734492,1.8138094,-1.6514671
1.8064904,1.8061448,-1.8227968
2.1984167,1.8635252,-1.8108872
0.21433806,1.1810701,-0.5970971
2.6559348,2.215612,-2.1369383
2.0918565,2.6127474,-2.288414
1.6570041,2.43201,-2.0185552
0.24982616,0.55514187,-0.2967494
1.3477463,1.4189732,-1.1413321
1.3323412,2.6566293,-1.8448104
2.0362456,1.3622216,-1.4325349
2.8165054,2.7132127,-2.38459
0.32329366,2.0960798,-1.221667
2.6172056,2.7776732,-2.5056276
2.3595114,0.5966459,-1.3177562
2.5040803,0.7645615,-1.4376208
0.8148205,2.9134867,-1.8513829
0.795075,2.432315,-1.5924395
0.46822625,2.8195076,-1.5130935
0.98445517,2.3885832,-1.6136285
0.29361796,2.6340973,-1.5113778
0.08091041,2.2076077,-1.0833632
1.2290345,2.8490877,-2.0322003
0.5271867,1.867017,-1.1355039
2.2024925,1.2523799,-1.6155107
0.6564757,2.5563009,-1.5456364
0.3317976,2.8609731,-1.4727738
2.3351803,1.825905,-1.9139407
2.1348128,2.119015,-1.8835372
0.9666849,2.4172695,-1.5450141
1.1589104,2.874239,-1.9707052
1.8678265,2.8354278,-2.1604612
1.9961476,2.8448358,-2.4118087
1.2553163,1.0114712,-1.0682518
1.3688645,2.8765733,-2.069956
2.1451867,2.4449904,-2.1223838
2.7891772,2.8337975,-2.6929688
1.9671137,1.7782227,-1.7125964
0.6023018,2.6900783,-1.7409921
1.0032815,2.693945,-1.9118162
1.8418782,2.9443378,-2.3527985
2.8954895,2.435642,-2.5731583
1.2454098,2.3909945,-1.649722
1.522071,2.814137,-2.1077287
2.313075,2.1389058,-2.0712836
1.2035922,1.0261273,-0.9152755
0.8066071,2.168888,-1.5328705
2.3058531,2.9112065,-2.3463302
0.5998221,1.8442394,-1.0618187
2.7699335,2.6912057,-2.728427
0.13442293,2.4410782,-1.287271
1.851699,0.80385345,-1.1740775
2.0155334,2.8803022,-2.404211
2.038792,1.9093412,-1.8360566
2.50266,1.8605248,-2.049526
1.8010529,1.5792036,-1.506722
2.6177526,2.715095,-2.6276639
1.0421927,1.3825468,-1.0282701
2.1792998,1.8841751,-1.8516575
1.6708597,1.8424128,-1.6827617
0.433567,2.690299,-1.5326718
0.22827291,2.7784915,-1.435012
0.014220247,2.0711555,-1.0462161
0.7172363,2.4040241,-1.4478501
1.7632705,2.5571887,-1.9279633
0.08389529,2.0243485,-1.1567537
0.9742351,2.7757235,-1.8208963
1.0997448,2.6813273,-1.9103235
0.41274953,0.62151396,-0.50545096
1.1777843,1.7459377,-1.4275002
1.4098383,1.4804868,-1.2591846
1.8316483,2.924963,-2.275486
1.1959689,0.86130214,-0.93323964
2.548444,2.8114269,-2.542222
2.269728,2.755726,-2.245803
2.432808,2.9580934,-2.6981323
2.2231815,1.9585985,-1.8885903
0.18938574,2.6580122,-1.5695329
0.82011265,1.6907876,-1.0867918
0.4459642,2.4645376,-1.4434091
0.22199318,1.9228419,-1.109121
1.242206,2.4038203,-1.7327465
2.811172,2.547963,-2.4529035
0.6875843,1.4571381,-0.93193877
2.866255,2.9124498,-2.7791686
2.2357438,1.7048786,-1.7869484
2.8895364,2.3566408,-2.5069149
0.31511462,0.9789976,-0.71000737
0.023365902,2.4261732,-1.3776493
1.1112994,1.5691975,-1.2779771
1.0738407,2.52556,-1.6648653
0.19791313,1.940413,-1.0777354
1.308461,1.449335,-1.1992218
2.8454406,2.5724995,-2.2408063
0.9883272,1.5671071,-1.2505876
0.021679588,2.6757686,-1.3888338
0.6775375,2.6701813,-1.7344455
1.6205053,2.3078122,-1.9034156
0.989639,2.3138142,-1.4964659
1.8013647,0.9133834,-1.1244639
1.9586004,0.26472875,-0.8488248
1.8220134,2.0241961,-1.8147926
1.4113662,2.5036633,-1.9566088
0.6912836,2.7406352,-1.8682528
2.032531,2.1841214,-2.0243297
2.0302267,2.62434,-2.35672
2.3727443,2.1546018,-2.0755389
2.489492,2.944015,-2.4727685
1.467642,2.2621655,-1.8861597
0.106396034,2.636923,-1.5480559
2.2276006,2.901819,-2.4754336
2.353227,2.4582188,-2.219058
1.60272,2.415529,-1.9010847
1.4395716,2.1794312,-1.7872196
1.3959967,2.6198735,-1.9810405
0.79375124,2.422468,-1.667602
0.28222463,1.7356703,-0.99854404
1.1470157,2.7401316,-1.7825857
1.1653992,2.80126,-1.8579232
2.9161925,2.6010487,-2.6353226
0.42598757,1.0883616,-0.6505903
0.96727836,2.3133569,-1.6116141
0.07203872,1.9943511,-0.7483659
0.042386744,0.50558674,-0.27493006
2.6217537,2.883753,-2.628557
2.758226,2.5267675,-2.4663007
1.3608692,0.5161165,-0.8365452
1.9127427,2.6048808,-2.1305466
2.0901768,2.5062537,-2.0907688
0.88237804,2.3182042,-1.3971217
2.6735494,2.8861809,-2.6798866
1.6112419,2.9066408,-2.3234327
1.5089685,2.3705823,-1.811266
1.7999316,2.0404477,-1.7599729
2.8546028,2.96496,-2.707912
2.644144,2.709632,-2.625871
1.2879663,1.7372812,-1.2644194
0.76878196,2.1411948,-1.396744
0.24187464,2.0790482,-1.1027886
1.0024819,1.591359,-1.2412905
0.23266417,1.8371385,-1.0473824
1.2890785,2.2276633,-1.7463582
2.0282729,1.5515612,-1.6909072
0.301635,2.1428869,-1.2168124
0.567377,2.2046645,-1.2210517
0.8844416,2.6994689,-1.7468038
2.3001888,1.6884109,-1.9146779
2.8895378,2.6433425,-2.525388
0.36829755,2.3895912,-1.384483
0.42388377,2.0999289,-1.4266727
1.6083597,2.5843472,-1.9620478
0.8378124,1.5333943,-1.0514275
2.0810716,2.673473,-2.362599
2.0598662,2.9263673,-2.4230843
1.6050276,1.9128044,-1.7104255
0.40386042,2.0509295,-1.1588957
0.49484488,2.5035026,-1.3887503
2.4200602,2.563129,-2.3135993
1.8420624,1.1404428,-1.3168869
1.9173076,2.9039009,-2.3971562
1.306079,2.3022404,-1.7756308
0.2834193,2.5484643,-1.4060255
2.0122898,2.3761148,-2.1462367
0.8130532,1.7663343,-1.128199
0.30485728,2.9106653,-1.7094092
2.5242646,1.0306579,-1.6134114
0.19245909,2.800876,-1.5394095
1.4558727,2.2202783,-1.6305073
0.79207313,1.2555963,-0.87381357
1.2903003,0.5588256,-0.8251774
1.6752615,2.8238964,-2.205713
1.5084233,1.5945435,-1.404869
2.5037897,2.619759,-2.3708763
2.1114802,2.8513393,-2.4867702
0.037290737,2.388845,-1.2503039
1.853472,2.9843295,-2.3288517
0.44715586,2.2033525,-1.3320796
2.2988207,2.4783497,-2.1247382
2.3152294,1.4559177,-1.6812804
0.80866855,1.937774,-1.2739532
0.58645135,2.8601923,-1.7768749
1.7869915,2.3711061,-2.107565
0.38231093,2.3390124,-1.3905044
1.2046688,2.482542,-1.5814637
2.1914208,2.7363625,-2.418747
1.481384,2.0918221,-1.6086751
1.9647943,2.6165125,-2.214214
0.89127356,1.2273401,-0.9202245
0.65603936,2.5675104,-1.5773274
1.6756966,0.37384856,-0.8643948
0.08172273,2.6517713,-1.3942323
0.1522379,2.4085312,-1.3019214
1.4367616,1.838555,-1.3709077
2.0031388,1.9632822,-1.8642497
0.82846093,1.7892375,-0.9854296
2.216995,2.6073916,-2.2283063
1.3490103,2.7510233,-1.9377565
0.36325914,2.3409638,-1.3952264
0.5732057,2.697874,-1.4887686
1.7385608,1.7552907,-1.7053028
2.2758763,2.2670002,-2.152478
2.7695112,2.8647273,-2.7137585
1.4338893,1.0923187,-0.9998688
2.9550352,2.625613,-2.7513406
1.8206996,1.3679746,-1.5190781
2.0814745,1.5487118,-1.6438633
2.4447556,1.2408402,-1.6530159
1.2999471,1.4241128,-1.2893726
1.8673931,2.194814,-1.8145648
0.92823535,2.8080218,-1.7634196
0.22438309,0.40681455,-0.30171683
2.1196432,2.9604485,-2.3777723
2.201751,1.4978701,-1.4872531
0.19779825,2.362242,-1.4223661
0.41048792,2.42193,-1.3120047
1.1535417,2.6118693,-1.669047
2.2044358,0.91300464,-1.3672789
2.6169286,2.2431324,-2.2624166
2.2712605,2.751427,-2.3690863
1.986397,2.9488158,-2.4804573
2.6177325,1.6675509,-1.7731167
0.54694307,2.936892,-1.7515358
1.0487639,2.9005673,-1.8831185
1.3865792,1.2932118,-1.2329032
0.41113934,2.2525768,-1.2588108
2.3825223,2.73022,-2.3113286
0.4321841,2.2371671,-1.3405085
2.455837,2.754164,-2.417871
2.4680073,2.2251387,-2.1215482
1.5216317,1.48952,-1.4006063
0.8381685,2.8414726,-1.6954126
0.48555622,2.5099142,-1.4822958
2.8094394,2.4740908,-2.367721
0.25323072,1.8061131,-0.9918761
2.247234,2.82286,-2.4243298
2.524196,2.273432,-2.3397317
0.5108642,1.5143213,-1.0443392
2.1766267,2.678991,-2.2370338
2.7062154,1.2927622,-1.7997556
1.7514132,2.3365157,-1.9678501
1.5040705,2.332623,-1.9403968
1.2654712,0.34641132,-0.6781467
2.131141,2.3294487,-2.062356
0.1913133,2.5531526,-1.3077828
0.40904886,1.4162086,-0.8080262
0.28799734,2.1829257,-1.2299445
2.7186985,1.0927188,-1.6923171
1.6510983,2.4263213,-1.9509082
1.0945613,2.6447806,-1.80982
1.0802822,1.8712097,-1.4916679
2.412637,2.957882,-2.567923
1.4647572,1.5398549,-1.2436688
1.4533826,1.5088648,-1.3155116
0.13218403,2.652302,-1.3931572
1.3443906,1.4827207,-1.308833
0.5783292,1.99778,-1.1925924
2.1328862,1.3184081,-1.4611193
0.08196737,1.1468952,-0.57773685
2.450543,2.6420918,-2.4160643
1.8676178,2.0318966,-1.961397
0.7488125,1.2352984,-0.8926808
1.3401314,2.225336,-1.7323062
0.5768474,2.5909371,-1.5669876
2.825409,2.15926,-2.3730779
1.7708461,2.2481334,-1.8038807
0.7159742,2.4180608,-1.5482306
0.13974576,2.7884169,-1.4467086
1.7025034,2.337943,-1.89058
1.461498,2.4845576,-1.8598708
1.9783429,2.3010402,-2.0244207
0.8392541,1.2317463,-0.9883395
1.8946978,2.0067625,-1.7994664
2.9926393,1.9966451,-2.300357
0.94828784,2.3761394,-1.5042754
2.0443754,2.4833636,-2.239641
2.8697069,2.207023,-2.3070526
0.8421971,2.0317652,-1.3511478
1.4508694,2.2943606,-1.8201338
0.0486288,2.8410304,-1.5193112
1.5436512,1.9858459,-1.7140272
2.4857135,1.5761797,-1.9059317
1.4466121,0.8291447,-1.0527616
0.25402164,2.9575086,-1.7867258
2.6643198,2.3427799,-2.3092277
1.5161631,2.2804067,-1.7891835
1.7973824,1.6410407,-1.5967404
2.487526,2.9054723,-2.6246152
2.8751478,2.764613,-2.727427
0.63756377,2.0525303,-1.4292613
0.9889995,2.2587276,-1.5858364
1.0711068,1.2174371,-1.0795475
2.3986282,1.0166677,-1.5315632
2.2220645,2.0432947,-1.9716182
2.471086,1.9990965,-2.1030593
2.2501996,0.15806752,-0.8942883
0.46129256,1.7690251,-0.84315324
1.9142735,2.5125513,-2.1253185
0.037413478,0.73325825,-0.3513832
2.4920313,2.58273,-2.3060052
0.86539984,1.3126198,-0.8808957
2.7523355,0.7197337,-1.5487456
0.58795756,2.386296,-1.5464064
2.4469397,2.0471227,-2.072367
0.37640524,2.9989746,-1.616431
2.4040813,2.545799,-2.319926
1.0197622,2.1371388,-1.5598792
2.9640963,1.8146495,-2.041929
1.7911435,1.3117722,-1.4172239
1.6967962,2.3973079,-1.8307203
1.1679715,2.3255255,-1.6658303
0.9058235,1.9363797,-1.4263891
2.4963963,1.7351811,-1.9177591
1.9806767,2.30736,-2.0743072
0.39754996,2.8988235,-1.6635756
0.16076978,2.3543355,-1.3426523
0.6459638,2.9425309,-1.6578548
0.1525947,2.9194195,-1.4880279
0.4634315,1.6066185,-0.86653763
1.2102126,2.6260736,-1.9610745
1.1840324,0.5316913,-0.73008764
0.77515954,1.6064472,-1.097081
0.046696313,0.5199908,-0.34125757
1.8228023,1.2255608,-1.2297707
1.9814554,1.4893974,-1.6044984
0.8436294,2.5627959,-1.5194339
0.95886534,2.5174794,-1.5526831
0.3866856,1.5355614,-0.8859431
0.021451747,1.323004,-0.4917786
0.17588207,2.7250662,-1.4738477
2.2244513,2.1588943,-2.0765812
2.2690802,1.9571778,-1.9836783
1.2288499,2.7264507,-1.7488803
0.68231094,2.265735,-1.5172498
0.6435311,0.5692683,-0.50945413
0.9697781,1.0261484,-1.0037985
2.0027664,0.012706773,-0.8095219
2.3833315,1.9428887,-1.9825239
2.4875154,2.640118,-2.402631
1.0055387,1.4612726,-1.0726169
2.094878,2.3518534,-2.1173017
1.8514557,1.4891727,-1.41602
0.96021384,1.9969723,-1.4486951
1.9536643,2.227048,-1.8987772
2.7245557,1.7317606,-2.0666995
2.1619139,2.178476,-1.9540794
0.9784794,1.9343525,-1.1965883
0.5833103,2.0494823,-1.4439825
2.312319,2.6779401,-2.302638
2.7295418,1.9826319,-2.027621
1.2930171,2.2492306,-1.6821233
1.6894665,1.8047354,-1.6682549
2.6422698,1.435098,-1.7274945
1.7238736,1.7022759,-1.6149184
0.52122056,2.8884838,-1.6848397
0.8846496,0.82044613,-0.71052426
2.605033,2.7924213,-2.444018
1.2001029,1.2513727,-1.0881444
2.0344527,2.0866635,-2.0456016
1.633347,2.4763253,-1.8821776
0.77765,2.4926913,-1.5175929
0.24058028,1.2779654,-0.83602554
0.89595616,2.8886156,-1.7969477
0.4279151,2.6381757,-1.5837146
2.080106,0.9638674,-1.3552401
1.2563864,0.9908047,-0.88908035
0.575107,1.001941,-0.62034273
1.4164982,2.0807536,-1.6673441
0.7773606,2.2270377,-1.5085185
2.106268,1.8349135,-1.7547789
0.33562002,2.545548,-1.4476635
1.5845592,2.8882318,-2.222446
0.64327645,1.8939329,-1.2251103
1.9100125,2.3764832,-2.076566
0.51074135,1.8990252,-1.2501343
0.08267068,2.1904674,-1.1548108
2.0757966,2.8624039,-2.4010804
0.64464945,2.041965,-1.4053545
1.8608565,2.5174284,-2.032342
2.2177567,2.176266,-2.040764
0.55990475,1.7072923,-1.1747996
2.6332676,2.2264926,-2.348115
2.771227,0.8205868,-1.6304245
2.000109,0.76712096,-1.0928395
2.0314174,1.6065311,-1.6565381
1.8734313,2.048642,-1.9523911
1.2979676,1.717397,-1.4763278
0.063911684,2.756853,-1.5030808
1.4729832,2.644706,-2.0507755
1.3008811,2.6884925,-1.8867307
1.1418066,2.8519568,-2.163284
0.17606965,2.3812551,-1.2943616
0.04327494,2.0627265,-0.9408693
0.043862052,2.7631574,-1.4511423
1.4749976,2.6045854,-1.9462059
0.6108973,2.7139194,-1.5368079
1.5656719,2.7914283,-2.2004993
0.98712003,2.940656,-2.1359956
0.31699228,2.1247976,-1.261769
1.6868628,2.4203558,-2.1034746
1.9513415,1.6681262,-1.6918728
2.4567428,2.8570943,-2.5955608
2.0017087,2.8442535,-2.2722526
0.6854776,1.9319649,-1.1990174
1.1790199,2.14951,-1.6604449
2.697054,2.9355445,-2.6129036
1.6774468,2.8207123,-2.1594574
0.7446672,1.5426548,-1.1929137
1.6345065,2.7783375,-1.8821863
0.2952676,2.2389846,-1.2174317
1.1626117,2.051816,-1.4165897
0.3192353,2.3258157,-1.4156588
0.6480066,2.8855703,-1.8021041
0.10675366,0.49543023,-0.2283614
2.4969206,1.861848,-1.9682188
2.5934513,1.3944468,-1.7788484
0.05958709,2.6975834,-1.3832879
2.7487977,2.6099534,-2.60054
2.2685049,1.7150468,-1.6416917
0.9989901,2.8441586,-1.8891124
2.2384543,2.2610595,-2.2390501
0.96817887,0.47177458,-0.70706266
2.1108267,0.99959826,-1.2739335
2.2988408,1.919431,-1.83789
2.395233,2.4111712,-2.162861
0.39935017,1.2770518,-0.7362352
0.6766659,2.068343,-1.4712728
0.5026694,2.763715,-1.5664854
0.30748224,1.9792634,-1.0801511
1.4674268,1.4066896,-1.334277
0.5203069,1.099276,-0.6267907
2.1923177,2.6181502,-2.307624
1.225825,2.3470504,-1.6996642
2.086136,1.9072216,-1.7650025
0.6158975,2.4519138,-1.5119181
0.0714693,1.0989165,-0.5572208
0.040588748,2.8169558,-1.5245568
1.9068261,2.274181,-2.1488988
0.8027864,1.8071382,-1.2277526
1.7789401,2.5683298,-2.2365708
2.3094862,2.277909,-2.1373162
1.7783613,1.1206124,-1.3473134
0.13154694,2.7610874,-1.5846194
0.9355896,2.217694,-1.5040871
2.541375,2.6416504,-2.3100593
0.9126842,0.6790466,-0.64404845
2.1881301,2.050097,-1.9415368
1.2781745,2.8927639,-2.0273595
0.048098113,1.0310453,-0.4599794
0.8475085,1.4091501,-0.8861458
0.35130814,2.4622443,-1.4646572
1.2568201,0.9033158,-1.010838
2.3115819,2.7830346,-2.4321532
0.77841985,2.2549384,-1.5188569
2.843434,1.8363898,-2.10069
1.879309,2.5897872,-2.286087
2.1207457,1.7964351,-1.7321684
0.019187586,2.26451,-1.1263088
1.212535,1.7231275,-1.3292854
0.6123226,1.7024901,-1.2551659
0.44257084,2.6174731,-1.6120518
0.81861645,2.547864,-1.4729954
0.9204033,2.2135696,-1.3645294
0.6053304,0.5760632,-0.47328448
0.3099122,0.6140553,-0.39452583
2.2574153,0.97496736,-1.1619662
0.12256384,2.8594487,-1.5621393
1.7185292,1.085727,-1.2588049
1.549343,0.81201345,-0.9965898
1.2656366,2.5138361,-1.7875415
2.4391077,1.6060176,-1.684145
0.92134243,1.8650267,-1.1845887
2.2466662,2.6602774,-2.4159474
2.4382565,2.2738485,-2.1697779
0.2959614,2.774445,-1.6656936
1.189552,1.2989491,-1.1843044
1.4462894,1.9420414,-1.6122531
0.3319199,2.535704,-1.5057349
0.62280005,2.0681832,-1.370621
1.6399316,1.1700228,-1.1363809
2.7083461,2.9493494,-2.660124
0.060729336,1.9995507,-0.98248345
2.3404531,2.2974484,-2.164759
2.4349198,2.571413,-2.389775
1.8359596,1.6943601,-1.6137478
1.1108116,2.3382819,-1.6809016
1.9552008,2.2745612,-1.9571428
1.7230786,2.5643735,-2.1580894
1.62995,2.1566725,-1.7618384
1.14662,2.422392,-1.564532
0.3242312,2.2171543,-1.3617234
0.98134303,0.6928282,-0.72328997
1.8885959,1.8655078,-1.7380139
0.9853624,1.4023383,-0.85047936
1.0607291,2.7143922,-1.8497216
2.7916555,1.8933959,-2.023547
2.0590603,2.8573189,-2.3804924
1.4283592,1.0131463,-1.0601686
1.6480417,2.258039,-1.9234186
1.1026698,1.3951662,-1.0352384
1.7744455,2.7299216,-2.0576801
0.7663456,1.715453,-1.1594967
0.5841073,2.5883467,-1.5527682
0.8722302,2.1918197,-1.5248275
2.483818,2.387765,-2.162702
2.1344726,2.0967665,-1.8883423
2.0921402,0.92763364,-1.3219155
1.640564,2.2421703,-1.8213465
1.3046603,2.5483353,-1.8466065
1.3071587,2.6141467,-1.816637
