$\beta$,$\gamma$
0.31392932,0.11656521
0.30794027,0.113132276
0.30873513,0.110867105
0.30981204,0.113684
0.31196165,0.115380965
0.31123292,0.116419815
0.3095057,0.11770278
0.3069158,0.112799846
0.31850344,0.11991079
0.3147104,0.12074514
0.3145318,0.1160548
0.3140176,0.11854425
0.31191695,0.11825178
0.31816596,0.12202545
0.31491753,0.119306065
0.30898744,0.11414805
0.3108399,0.11549125
0.30966446,0.115773
0.3045418,0.11020326
0.30276945,0.1080112
0.31789103,0.123546235
0.31402677,0.12096138
0.3116658,0.11666447
0.3077075,0.11300226
0.31758702,0.12135802
0.30807376,0.112728916
0.30901858,0.11537409
0.31103152,0.11566606
0.30968955,0.11429701
0.31464747,0.11759728
0.311025,0.11696866
0.31456345,0.11935159
0.3116428,0.117558345
0.3107923,0.1151187
0.31148994,0.11421371
0.30865353,0.11284105
0.3143953,0.11880181
0.30865717,0.11292459
0.30846608,0.1134997
0.30765685,0.11264343
0.3064775,0.11107315
0.3100582,0.11527893
0.31058246,0.115189716
0.31853795,0.12155905
0.30867285,0.11394189
0.307717,0.113326326
0.31685048,0.11842606
0.31632677,0.119320944
0.3080066,0.113448545
0.31745607,0.12264454
0.31232604,0.119426675
0.31905922,0.12249536
0.31423667,0.121188216
0.30769873,0.113606565
0.31417662,0.116465844
0.31209958,0.116802655
0.31481656,0.117253125
0.3156742,0.11857159
0.3150762,0.12088798
0.3118944,0.11629991
0.3073598,0.11162401
0.31226242,0.118192926
0.30703515,0.11103428
0.30846262,0.110066004
0.31499112,0.12010773
0.3083394,0.11459951
0.312593,0.12048379
0.31570932,0.121084586
0.3160715,0.121686086
0.31409124,0.114485085
0.3100845,0.1157278
0.30202943,0.10691995
0.30845454,0.11449737
0.3079817,0.111148335
0.3166071,0.12164994
0.31192735,0.11908133
0.30625305,0.11231827
0.3161602,0.12074145
0.31285343,0.114357114
0.31354374,0.12090778
0.30949304,0.112833865
0.30909297,0.10945285
0.31758946,0.12639198
0.31188086,0.11656444
0.31090733,0.11757362
0.31221747,0.1151092
0.311586,0.11918333
0.30998227,0.11585929
0.3110574,0.118342176
0.30915633,0.114061646
0.30550826,0.10781667
0.31958133,0.1260249
0.30645016,0.11061353
0.31115937,0.11453278
0.31618503,0.12235654
0.31320316,0.11721134
0.3121294,0.119327284
0.3059577,0.114804395
0.30582932,0.11099032
0.3136974,0.114420466
0.31024784,0.11437885
0.31388298,0.12285781
0.30918458,0.11287983
0.31371105,0.11933087
0.31658506,0.12035764
0.312738,0.11808485
0.30942458,0.11360155
0.30892158,0.11293132
0.3115743,0.11515523
0.31008455,0.11270414
0.31367868,0.117892295
0.3108699,0.11848627
0.30927467,0.11427096
0.31602007,0.11882059
0.31319097,0.117334865
0.31311244,0.11453054
0.30828395,0.11499138
0.31275895,0.11437315
0.30793455,0.11028434
0.31297716,0.119628325
0.30998182,0.11543366
0.31216294,0.11889492
0.31277075,0.11689657
0.30847567,0.11425944
0.3090093,0.11499128
0.30988342,0.11845862
0.30925903,0.113442674
0.3043387,0.110791475
0.30283722,0.11347243
0.31301683,0.116741404
0.31466055,0.118279584
0.31069908,0.11363652
0.31852585,0.12490419
0.30656248,0.10947448
0.31239226,0.11686187
0.3029297,0.108050525
0.31185386,0.1185531
0.31357664,0.11822139
0.3094299,0.111917466
0.30912066,0.11369146
0.30255243,0.10625157
0.30957717,0.112664595
0.32121998,0.12906094
0.30696857,0.111192994
0.31029472,0.114025645
0.30886012,0.10680191
0.3159208,0.122632734
0.31082606,0.116710015
0.30862314,0.11129909
0.3060032,0.10996148
0.31372368,0.119618684
0.31081367,0.114443384
0.3197562,0.1216364
0.30885652,0.1111953
0.314475,0.12058006
0.30663738,0.11178794
0.31175897,0.11567646
0.30930325,0.11345523
0.31602222,0.12036909
0.3093191,0.11103627
0.31200972,0.11882864
0.31075785,0.11349486
0.3205076,0.12710406
0.31097302,0.11493947
0.3117256,0.11552182
0.3065052,0.10836039
0.30964714,0.11276133
0.30618334,0.10783471
0.3106916,0.115646295
0.30491418,0.11125783
0.3147913,0.119838685
0.313854,0.11763474
0.3133518,0.118711464
0.3027149,0.107015915
0.30697602,0.11248549
0.31108508,0.12086495
0.3105307,0.116385706
0.3112267,0.114130795
0.31165844,0.11957052
0.30431533,0.108779155
0.31012464,0.11306104
0.30859572,0.11265342
0.31669077,0.12299805
0.3145043,0.119046904
0.3156302,0.12081186
0.31254613,0.11685947
0.3149736,0.12082081
0.31171343,0.11871786
0.2992304,0.10207954
0.31183374,0.11827301
0.3099241,0.11484981
0.30582413,0.112342104
0.31452772,0.12054818
0.30961534,0.114229016
0.3165144,0.1199719
0.30865562,0.10816396
0.31181553,0.11577342
0.30877227,0.11396504
0.31251425,0.11574984
0.30743706,0.11196732
0.31293783,0.11958746
0.3150366,0.117352545
0.311092,0.11419285
0.3117172,0.11206004
0.31407592,0.11559593
0.31700286,0.12018556
0.309621,0.115412906
0.31051412,0.11361407
0.30429575,0.11137086
0.30878362,0.1144802
0.3064584,0.11198278
0.3109123,0.115332864
0.3124755,0.11573743
0.31895635,0.12271018
0.31075656,0.11614291
0.3035574,0.10758695
0.3104999,0.1155189
0.30750954,0.11202171
0.3113797,0.114759296
0.30839214,0.11172932
0.3087822,0.11345533
0.31249923,0.11542546
0.30783156,0.11339757
0.3086114,0.11498368
0.31407315,0.11702233
0.3098993,0.11447302
0.30624166,0.11085616
0.31618878,0.11658764
0.31515002,0.12130711
0.3110672,0.11574358
0.31636098,0.118569866
0.31466419,0.115760446
0.31259158,0.11796771
0.3083468,0.1102687
0.31000343,0.11689222
0.3106183,0.112976454
0.3030558,0.10849443
0.31180865,0.1158024
0.30841282,0.11282612
0.31028867,0.11408754
0.3147765,0.1180967
0.31201854,0.11956277
0.30758747,0.11062922
0.31020957,0.114812195
0.3181581,0.124022596
0.30744424,0.11261577
0.30794802,0.111831576
0.31836694,0.12092413
0.31165552,0.11941042
0.3144011,0.119258
0.30813265,0.111591496
0.31028712,0.11514708
0.30975202,0.11238845
0.31652758,0.123374574
0.31000137,0.11340871
0.3128946,0.11961238
0.31983078,0.123507716
0.31009927,0.11362146
0.31063443,0.11556074
0.31436542,0.11764914
0.3108178,0.111905724
0.30907622,0.11442216
0.3151659,0.11860738
0.31033617,0.11493796
0.3163621,0.12188446
0.31084317,0.116825044
0.31426352,0.11782683
0.31399316,0.11868679
0.3137675,0.11995286
0.30768272,0.111632
0.3090365,0.114912346
0.30253452,0.10861615
0.31595555,0.11873966
0.31888857,0.12520035
0.30488434,0.109517455
0.31214318,0.11694019
0.31833988,0.124499135
0.30888644,0.11275314
0.31290495,0.11818447
0.31215823,0.11590112
0.31669873,0.12311083
0.30962834,0.11470642
0.30956858,0.11369105
0.30867988,0.114293255
0.3138876,0.11791484
0.31680053,0.11906115
0.30866185,0.114450015
0.30659494,0.10948545
0.30912447,0.115701035
0.30562246,0.11402617
0.3086385,0.11397368
0.31117454,0.11670247
0.32047874,0.1225703
0.30409884,0.107270345
0.31239873,0.11471107
0.3146714,0.121231936
0.31504643,0.11935594
0.30696383,0.11094222
0.31458846,0.12092577
0.30865368,0.11365351
0.30776554,0.1121795
0.314067,0.11188998
0.31686467,0.12225253
0.31020725,0.116443604
0.3138298,0.12111433
0.31619248,0.11785444
0.30982372,0.11482361
0.31209332,0.1144044
0.30795294,0.111773066
0.31217575,0.114896946
0.3032859,0.10770999
0.31724843,0.11804595
0.30947584,0.11546168
0.3081252,0.11581242
0.31280646,0.116149694
0.31118208,0.11409564
0.31485826,0.11792955
0.31320465,0.115719244
0.3118399,0.117506474
0.31015134,0.113224484
0.31126976,0.11243841
0.31368273,0.11747205
0.3020481,0.1068394
0.3179901,0.120158374
0.30998814,0.111833364
0.31198427,0.11966835
0.31132287,0.11280331
0.3108025,0.11667515
0.31467405,0.122111715
0.31324127,0.12227358
0.31355855,0.1164829
0.3107744,0.11826889
0.31343362,0.115433306
0.3076666,0.11188318
0.31278694,0.116239674
0.31281972,0.116725735
0.30800295,0.11084231
0.30826065,0.11358121
0.3142395,0.11901498
0.31133905,0.11532626
0.30854177,0.115205675
0.30425504,0.11013714
0.30989075,0.11585821
0.31035897,0.11796557
0.31369668,0.11623782
0.30721128,0.11471197
0.3098741,0.1165964
0.30656204,0.107801855
0.31643483,0.11983254
0.31055844,0.1139348
0.3176746,0.12149227
0.31387448,0.117981374
0.30547103,0.109707
0.30186665,0.10659677
0.31321302,0.115633145
0.306718,0.11394344
0.31423157,0.11869038
0.31290495,0.11876536
0.3117504,0.11707005
0.31189966,0.11858459
0.31472248,0.11522713
0.30353564,0.10660986
0.31311974,0.11635269
0.3086841,0.11410514
0.30938026,0.115227595
0.30464432,0.10925533
0.31030396,0.11289385
0.30785754,0.11448863
0.3040555,0.108388945
0.31343803,0.12001219
0.3112892,0.115766875
0.32088566,0.12261233
0.31426236,0.12051497
0.31047472,0.112258084
0.30806667,0.11064579
0.3127085,0.11456591
0.31102008,0.11612043
0.31224474,0.11710171
0.3022203,0.10648871
0.31949207,0.1207021
0.3146455,0.11681179
0.31176016,0.11601123
0.30814028,0.115635544
0.31808603,0.12569429
0.30614677,0.1143129
0.31271383,0.116496146
0.31563392,0.12271957
0.30757734,0.11214854
0.31341186,0.11707549
0.3078827,0.11357482
0.3079593,0.11239116
0.30889875,0.115140736
0.3074437,0.11310828
0.31126738,0.11632526
0.31061405,0.11575227
0.31217194,0.118305475
0.3097454,0.11485321
0.30859956,0.111203305
0.30871567,0.11563234
0.30925843,0.11402388
0.31644526,0.124824405
0.31118065,0.11668836
0.3106643,0.11587426
0.31085354,0.11137986
0.31110936,0.115896896
0.31428537,0.12232877
0.30910397,0.1117769
0.30857164,0.11273166
0.30544314,0.11124608
0.30918506,0.11327851
0.30792344,0.10951973
0.3122601,0.11779211
0.30730113,0.11161393
0.3081275,0.11243747
0.3078239,0.11337359
0.3095369,0.11379013
0.3151236,0.11805268
0.31530657,0.122382365
0.31025136,0.11449824
0.30915794,0.113713734
0.31678256,0.1241644
0.31392017,0.11721332
0.3152278,0.121701986
0.30587384,0.11107646
0.32102248,0.125013
0.31310564,0.116455406
0.31224194,0.117061146
0.3127613,0.12372525
0.30626988,0.10875577
0.31746465,0.11801933
0.31106293,0.11047653
0.31421062,0.114536084
0.3150391,0.11885165
0.31223026,0.1156171
0.31066367,0.111538805
0.31030285,0.114665024
0.31202102,0.11928041
0.30838972,0.11154133
0.30728945,0.110861264
0.31595036,0.116508394
0.30641168,0.110336415
0.3052816,0.10868845
0.3208899,0.12609975
0.30959135,0.11440533
0.31007564,0.116300166
0.30396944,0.11033397
0.3167231,0.1235917
0.31067768,0.11761442
0.31369868,0.11688024
0.31116986,0.11768238
0.3144018,0.119850084
0.3049631,0.109304465
0.31183812,0.11685711
0.30772883,0.113101535
0.31350997,0.1165267
0.3118149,0.11505487
0.3039014,0.110344335
0.3176042,0.123631686
0.30480057,0.11005231
0.3103512,0.11567917
0.31058267,0.11840756
0.3124567,0.11682318
0.31249484,0.11983783
0.3074992,0.1125653
0.3083103,0.11174575
0.314496,0.117254324
0.3111068,0.115751475
0.3123235,0.12008265
0.31048268,0.113233365
0.3051127,0.11328329
0.31445125,0.11685435
0.30532828,0.108908184
0.3129733,0.116292536
0.3175035,0.124001846
0.31560054,0.12100713
0.31519485,0.118576
0.3083094,0.11415978
0.31201178,0.118725725
0.32516617,0.1267513
0.30790836,0.11188513
0.30850017,0.117571376
0.31242707,0.11553135
0.31402266,0.11888662
0.31128827,0.114582896
0.31095362,0.11612375
0.31027573,0.115814716
0.31463578,0.118069254
0.31382084,0.11945028
0.31287774,0.11950266
0.3126127,0.117481574
0.31601664,0.121388815
0.30578887,0.10548986
0.3124679,0.11905894
0.30721042,0.112451114
0.31225744,0.12051384
0.316692,0.11908517
0.30959365,0.114977404
0.31466675,0.12049146
0.31232896,0.117495045
0.3146705,0.11962424
0.30755746,0.11396336
0.310035,0.11473456
0.3078964,0.11360293
0.3114536,0.11583755
0.30946937,0.11362149
0.31567967,0.11828573
0.3179054,0.12082738
0.31485897,0.12002183
0.31102157,0.11655371
0.31328067,0.12006378
0.31066605,0.11313427
0.31131676,0.116776064
0.31004137,0.11642992
0.30758524,0.111689284
0.30787912,0.11488213
0.3074761,0.10957946
0.30765018,0.10979123
0.31186253,0.11787366
0.3125242,0.11731534
0.31477734,0.122014485
0.31862515,0.12242955
0.31227794,0.12009737
0.315686,0.12190224
0.3109459,0.11575285
0.31071785,0.11880031
0.3166364,0.12356158
0.3136236,0.1182544
0.31067207,0.11382186
0.31332088,0.11805673
0.30700353,0.111574925
0.30909687,0.112449616
0.31991482,0.12488597
0.30743897,0.1106617
0.3143214,0.11675282
0.30819672,0.11329723
0.31218654,0.11587272
0.3083722,0.11351616
0.3099948,0.11670233
0.3091722,0.11544698
0.3067606,0.111767285
0.31071103,0.11263159
0.30821735,0.11191653
0.30767885,0.11279046
0.30850127,0.11084942
0.31557977,0.12090726
0.3098975,0.116126135
0.31350002,0.11823357
0.30903414,0.113882005
0.30543742,0.11161254
0.30803353,0.11239826
0.31186113,0.11646734
0.31144118,0.114813045
0.30922255,0.114972055
0.30967766,0.11710282
0.31114486,0.11572498
0.31278923,0.11688255
0.3105243,0.11953743
0.30496487,0.109255955
0.3108144,0.115356326
0.30871773,0.11162468
0.31454682,0.11978481
0.30589092,0.11380482
0.30960783,0.112093575
0.31594628,0.11915966
0.31113508,0.11824487
0.30731067,0.10899518
0.31140587,0.11522367
0.3119776,0.114140704
0.30742037,0.11080012
0.30942792,0.11473629
0.3123496,0.11590259
0.3127089,0.1188585
0.31851935,0.12301873
0.31244123,0.11727334
0.3161577,0.1225348
0.3133584,0.11578435
0.30584714,0.110024184
0.31329963,0.11816112
0.30700487,0.110611975
0.31367573,0.11991885
0.31461868,0.11885916
0.30753076,0.113436535
0.3069455,0.11378224
0.3184624,0.120746024
0.3088655,0.111952454
0.31477088,0.11742949
0.30422434,0.10851986
0.31069,0.113762684
0.3149234,0.1177041
0.3122942,0.116474345
0.30679747,0.11037701
0.308364,0.1116973
0.30821103,0.11224053
0.30989268,0.11519864
0.31844956,0.118727736
0.3048393,0.10962532
0.30280933,0.10749795
0.30589032,0.110992044
0.31231344,0.116945624
0.3116286,0.11621906
0.31401137,0.11975257
0.30470285,0.10828581
0.3124177,0.11088325
0.30636337,0.112644635
0.31221518,0.11731509
0.31661686,0.12343759
0.31286123,0.11313041
0.31359532,0.11703578
0.31100702,0.11566402
0.30576053,0.10794871
0.31533378,0.12251248
0.31198218,0.12009613
0.3088678,0.11390938
0.30657172,0.11478023
0.31368464,0.121240035
0.31208286,0.1154804
0.3130167,0.11656446
0.31018043,0.11841843
0.31267798,0.117962815
0.31057099,0.11535739
0.3145898,0.11639264
0.30929425,0.113119386
0.30847445,0.111766994
0.31872785,0.123778775
0.30426908,0.10704263
0.31644708,0.118261844
0.3130251,0.11841911
0.31285223,0.116974235
0.3071629,0.1113822
0.3113792,0.115943104
0.3000412,0.10687487
0.30176806,0.109227486
0.30629075,0.11367397
0.31117648,0.11344987
0.3146236,0.12194646
0.30188808,0.11001749
0.31254628,0.119701475
0.31044486,0.11455026
0.30927935,0.113015845
0.30789188,0.1141524
0.3087518,0.112543486
0.3089239,0.11116233
0.30916786,0.110013425
0.3112512,0.11733148
0.3106507,0.11583736
0.31342858,0.11684045
0.31489587,0.118296534
0.30893528,0.11420598
0.31056145,0.11736357
0.3162661,0.12407622
0.30543405,0.1088661
0.31284037,0.115166545
0.31103724,0.117085315
0.31486395,0.12115057
0.31284472,0.11604847
0.3094153,0.118250564
0.3130704,0.115806766
0.31121385,0.116330914
0.31514367,0.12035586
0.30553836,0.110830076
0.315924,0.12005834
0.3110051,0.115637004
0.30790898,0.11433582
0.3143028,0.11709517
0.31127515,0.11626479
0.31241927,0.1145744
0.3105268,0.11410759
0.30633682,0.11052965
0.30935904,0.11478209
0.31617612,0.12062587
0.30719662,0.114336126
0.31142765,0.11329053
0.3178159,0.12108335
0.31260285,0.114981785
0.3106155,0.11666099
0.30996558,0.11595814
0.3066208,0.11382001
0.31345567,0.12143195
0.31205875,0.11772105
0.3020541,0.1039627
0.31013125,0.11265482
0.30910474,0.11330895
0.31252593,0.11733632
0.3126375,0.11967094
0.3146953,0.11920894
0.30819806,0.11368392
0.3124904,0.11913697
0.31652847,0.121942334
0.30953422,0.11404109
0.31123608,0.11274185
0.31074283,0.115286045
0.30475676,0.10867544
0.31011137,0.115743555
0.31387156,0.11535437
0.315152,0.118770234
0.31223783,0.11818382
0.31622103,0.120607145
0.30984244,0.112657286
0.31145328,0.11766779
0.3070326,0.11343627
0.31058648,0.11726864
0.31479225,0.11867742
0.31412715,0.11760253
0.30956727,0.114912726
0.3122924,0.11714309
0.31626984,0.12512338
0.305708,0.11258538
0.30871066,0.11374926
0.31259987,0.11582761
0.32062167,0.1268175
0.31383115,0.11828139
0.31307843,0.11320853
0.3147299,0.119666636
0.30468944,0.107334785
0.31007245,0.114687055
0.30963218,0.11218549
0.31024632,0.11668302
0.3174612,0.1190699
0.31143022,0.11734681
0.31696334,0.121752426
0.30488974,0.11058627
0.31229895,0.11691831
0.31464282,0.12031633
0.31076127,0.11108051
0.3058765,0.111579075
0.31048167,0.1141096
0.318711,0.12690942
0.31038317,0.11520845
0.31197548,0.1162277
0.3076291,0.11233776
0.31482747,0.12046354
0.3093474,0.114549
0.3055682,0.1102834
0.31663656,0.12182104
0.31168965,0.11308816
0.30352253,0.10885234
0.3108464,0.11601339
0.31881008,0.12157963
0.31399807,0.11680817
0.30424777,0.1105627
0.314395,0.11897123
0.31520775,0.117810786
0.30955487,0.111203834
0.3150287,0.11948674
0.30820015,0.11251355
0.30784526,0.11337086
0.31252334,0.118775755
0.31742683,0.12404141
0.30987084,0.11571257
0.31169724,0.11626609
0.31198677,0.11513582
0.3130657,0.11913609
0.31665498,0.12227763
0.3070998,0.110548966
0.3142737,0.12013325
0.3091392,0.113063596
0.31023452,0.113710426
0.30922565,0.11183875
0.3125599,0.11806146
0.313009,0.11676456
0.315595,0.12219754
0.31257835,0.117612116
0.30886644,0.113430664
0.31196228,0.11671034
0.3130952,0.12026138
0.3103839,0.11750087
0.3148283,0.118471354
0.31101972,0.11224329
0.3119285,0.11741342
0.31060252,0.11293487
0.30357856,0.108262934
0.31017476,0.11702973
0.30968788,0.1134759
0.3068969,0.10990484
0.3098797,0.11257486
0.31779024,0.121888585
0.31233066,0.11791124
0.30662027,0.11177488
0.31477913,0.11782104
0.31269458,0.11736861
0.31123126,0.113625765
0.3061545,0.110577516
0.31012714,0.112760074
0.3076684,0.11293918
0.31199238,0.11693941
0.3082377,0.11054403
0.3109236,0.11460284
0.3131657,0.11688634
0.31071016,0.118950665
0.30965024,0.11448877
0.3099965,0.109917864
0.30538404,0.110893406
0.31095895,0.11693707
0.31211758,0.11703344
0.30847988,0.11723155
0.31207797,0.118192784
0.31540734,0.11977787
0.3045542,0.10996767
0.31035313,0.11174072
0.31270564,0.11943966
0.3146604,0.12037311
0.31266585,0.11566985
0.31006563,0.11075189
0.31474257,0.12012918
0.309954,0.1150957
0.31487775,0.12136077
0.3108501,0.11448239
0.30658695,0.11221567
0.31154975,0.11545986
0.30801287,0.116128124
0.3060775,0.11440533
0.31478426,0.12080658
0.3105396,0.11570813
0.31442523,0.1199794
0.3105041,0.115236305
0.31147507,0.11687776
0.30393803,0.11152261
0.31038862,0.114742115
0.310858,0.11390063
0.31285217,0.116374694
0.31270579,0.11786498
0.3094368,0.11527926
0.3120181,0.11585849
0.30774942,0.11158533
0.31123346,0.11378737
0.314354,0.11943408
0.31381437,0.118577555
0.30946612,0.11564384
0.31087807,0.11383219
0.30893877,0.11591784
0.3077065,0.1145743
0.30864155,0.11461426
0.3115019,0.11944345
0.30823696,0.11290749
0.31864792,0.12275808
0.32089317,0.12474429
0.3070265,0.11328278
0.30608383,0.11186859
0.31497505,0.11964658
0.31382778,0.11779831
0.3089088,0.116099775
0.3149515,0.11922852
0.30931863,0.114335746
0.3079304,0.108668216
0.31237704,0.11787428
0.3121858,0.118048176
0.31329584,0.1166623
0.3136198,0.113236174
0.3149499,0.119555876
0.31126967,0.11409554
0.31661865,0.121239886
0.31391835,0.11932359
0.31271943,0.118253894
0.3175586,0.1218928
0.30897447,0.11354379
0.31211463,0.115144774
0.30815333,0.11057322
0.31003964,0.11485888
0.31367475,0.11863914
0.3129887,0.11608536
0.3115161,0.11716711
0.31220424,0.115607426
0.30963382,0.11279734
0.30675367,0.11183571
0.30919954,0.114643864
0.30426702,0.11086554
0.3053026,0.11002972
0.30619264,0.1115007
0.31516978,0.120178886
0.31031644,0.117117316
0.31327397,0.11842648
0.31750423,0.12350521
0.31287786,0.11936878
0.3063245,0.11218419
0.30587125,0.10954205
0.30605882,0.11070933
0.30899873,0.11304713
0.30774754,0.113717966
0.31955904,0.12750582
0.31209767,0.11857119
0.31291845,0.1186725
0.31096733,0.11394719
0.31247637,0.11547624
0.30739567,0.11098125
0.31015998,0.11741031
0.31864187,0.1233107
0.3152829,0.11646379
0.31024382,0.11372334
0.3147008,0.121904574
0.30280253,0.10934987
0.3150454,0.11981
0.31196037,0.114892535
0.31020674,0.11446661
0.3185113,0.122345515
0.30801412,0.1139295
0.3172619,0.12119714
0.3059948,0.11085727
0.3073498,0.11335938
0.31090897,0.115413375
0.3139362,0.1164206
0.31161633,0.117516644
0.31326702,0.11750846
0.3085693,0.11295222
0.30869374,0.111816056
0.3133773,0.12122995
0.30344868,0.10752294
0.32038543,0.12563503
0.31121895,0.1166494
0.30706868,0.1095612
0.30799767,0.11331827
0.31085476,0.11560555
0.31042323,0.11570029
0.3101497,0.113325134
0.3114465,0.11706067
0.31516513,0.11877882
0.31048238,0.11105504
0.3065991,0.11261427
0.30514348,0.11043993
0.30792508,0.1124015
0.3203571,0.12550986
0.31021133,0.11370666
0.31002757,0.11432896
0.3107164,0.11698637
0.3118806,0.1163899
0.31375253,0.11818191
0.31202665,0.11616122
0.30875933,0.11314304
0.3124269,0.11819749
0.30770126,0.108675264
0.30835143,0.1084822
0.31403816,0.11775636
0.31572935,0.11737636
0.31249297,0.11593229
0.3100296,0.11390647
0.30749443,0.111538164
0.3002493,0.10944985
0.31144562,0.116316825
0.3139422,0.1167242
0.30856684,0.11371176
0.3106763,0.11542678
0.31326678,0.11953193
0.3027994,0.11040207
0.30956346,0.11495408
0.30920088,0.11324587
0.30894074,0.11320443
0.3102913,0.11242608
0.31185305,0.117022276
0.31450316,0.11834003
0.31070563,0.113452494
0.30591103,0.113632455
0.31761444,0.124226175
0.31786406,0.123575255
0.31278598,0.119486965
0.3105577,0.115996994
0.31514865,0.11975611
0.30830115,0.11148515
0.30774626,0.11291888
0.30477035,0.11134365
0.31757462,0.12356211
0.31754947,0.12261701
0.31623322,0.12471714
0.30925396,0.114429906
0.31115702,0.11614953
0.3134835,0.11785444
0.30928484,0.11251411
0.30894357,0.11240185
0.31111142,0.11691708
0.3141681,0.12119769
0.31248042,0.11662665
0.3190927,0.12218297
0.3106798,0.118295096
0.312038,0.11564439
0.3087797,0.11575349
0.3115312,0.11596356
0.30728143,0.110316925
0.30688483,0.11356285
0.31079388,0.114736944
0.3081075,0.113040686
0.30912817,0.11395749
0.30887514,0.11139381
0.3141732,0.12265645
0.32015517,0.123014
0.30650735,0.112210855
0.3115223,0.11746939
0.3090553,0.11263253
0.31055692,0.1164418
0.3090604,0.11242315
0.31433427,0.11830519
0.3104105,0.114557855
0.3146822,0.11996753
0.3088623,0.115529306
0.31483385,0.116408154
0.31766188,0.12306158
0.306164,0.109462924
0.30581632,0.1115213
0.30891168,0.11355533
0.31500655,0.1211638
0.31463948,0.11969134
0.31287742,0.116125554
0.314683,0.11786827
0.31325316,0.11662272
0.31478068,0.11898507
0.31049362,0.112610616
0.30707392,0.11189038
0.3100289,0.11601798
0.31017026,0.112654604
0.31522954,0.12060298
0.31190535,0.118739545
0.31017387,0.11538353
0.30183607,0.10646716
0.3091299,0.11573724
0.3175416,0.11829317
0.3087327,0.11751303
0.3102665,0.11526689
0.31233,0.11396436
0.31924877,0.12312765
0.31121764,0.1162983
0.31828237,0.12624772
0.3154533,0.12136335
0.30775204,0.115456834
0.3091394,0.11499138
0.3113359,0.1181236
0.3115451,0.11832192
0.3072199,0.11055121
0.3156649,0.11951828
0.31342357,0.116587475
0.3050665,0.110639036
0.31406683,0.117267966
0.30847624,0.11105488
0.31251281,0.1159137
0.3097797,0.11674652
0.30759284,0.115075335
0.31116867,0.11394665
0.3082166,0.113760106
0.30921972,0.11423392
0.30938977,0.117710724
0.31571445,0.120599754
0.31181905,0.117928535
0.31069002,0.114053816
0.31009972,0.11547082
0.30737945,0.11505199
0.3106998,0.11490577
0.31662518,0.12404185
0.31913587,0.11988738
0.31564054,0.12199392
0.3125156,0.11702732
0.30888382,0.11408093
0.31178558,0.116703
0.30645987,0.11229647
0.30878797,0.11400714
0.30612957,0.11368286
0.31273976,0.12062567
0.31950682,0.125455
0.31356087,0.11765547
0.3085567,0.11402543
0.31207803,0.11578909
0.31092784,0.11498875
0.3137021,0.11985846
0.31284282,0.11734692
0.30878672,0.11234687
0.3159851,0.12094763
0.31511047,0.120314285
0.311313,0.11762199
0.31344935,0.11749897
0.31837127,0.12523273
0.31372023,0.11737476
0.3104592,0.114608504
0.31781772,0.124114804
0.31632307,0.122424476
0.30973592,0.10873132
0.3041844,0.10792512
0.31322467,0.11802203
0.31081173,0.11441299
0.31158745,0.11583556
0.30829668,0.11158714
0.31332454,0.11861739
0.31115502,0.11708311
