$\alpha$,$\beta$,$\gamma$,$\delta$
0.91571814,0.050480127,0.6204581,0.04278662
0.90659505,0.053392693,0.609972,0.041448656
0.89896667,0.050608877,0.61633235,0.042094994
0.8932055,0.050423242,0.62102133,0.04230885
0.89460015,0.051780272,0.62116426,0.04382308
0.91415685,0.05088483,0.61411804,0.04036101
0.9125882,0.053392578,0.60684425,0.04131058
0.89500165,0.050607875,0.6219463,0.04244339
0.88971055,0.05041317,0.6237168,0.043216214
0.9045714,0.052934036,0.6120983,0.041729946
0.89905185,0.047787484,0.62719125,0.04172879
0.927442,0.055476483,0.60308486,0.041801877
0.90409255,0.04864668,0.6240611,0.04261596
0.91708016,0.053347025,0.60963136,0.041163113
0.9237004,0.048103597,0.6220619,0.039916333
0.9025287,0.0548645,0.6098244,0.041634113
0.89432037,0.0506792,0.62151474,0.0427221
0.88105917,0.048045475,0.6292986,0.04379336
0.85593385,0.05151964,0.6232072,0.04582906
0.91446483,0.05113101,0.6144199,0.040978767
0.910048,0.05428414,0.6093225,0.042416696
0.9113719,0.051846523,0.6098075,0.0405696
0.9168871,0.050811715,0.61497045,0.040885784
0.87426215,0.05010554,0.6251688,0.044284184
0.89699084,0.049827777,0.621441,0.043451015
0.91627884,0.051358394,0.61483353,0.040500242
0.88946223,0.050768826,0.6188685,0.04139731
0.91881454,0.05145111,0.61325943,0.04057084
0.87722677,0.049050484,0.6325047,0.04561935
0.92201376,0.052636802,0.60937995,0.040231347
0.88124996,0.046780817,0.6352264,0.04371853
0.9122451,0.05285819,0.610188,0.04093017
0.8945564,0.04979851,0.6209582,0.041789263
0.9019483,0.04968232,0.62588394,0.04227379
0.88299817,0.04989316,0.6244848,0.044376593
0.88718385,0.04973923,0.6251872,0.042375404
0.89815754,0.048388507,0.6260849,0.043516695
0.9095872,0.054800924,0.607299,0.040562317
0.9083768,0.04842775,0.6234859,0.040773787
0.9048475,0.055499792,0.6039884,0.042036496
0.90536433,0.051256042,0.61601037,0.043007072
0.89277774,0.04795573,0.62750727,0.04299638
0.8916321,0.047128875,0.6335482,0.041421697
0.88896066,0.051538337,0.61719376,0.041865453
0.8724446,0.0465507,0.6368902,0.04390058
0.88174,0.048150033,0.63195086,0.045214873
0.8848627,0.04764002,0.6289859,0.04333541
0.9285518,0.054474376,0.6053818,0.040635195
0.89985055,0.054838605,0.6088733,0.042574983
0.89058465,0.051912066,0.6192788,0.043643612
0.8967824,0.04966969,0.62588465,0.042755987
0.9010873,0.051048473,0.6191307,0.04190521
0.93054277,0.05139954,0.6083779,0.03958918
0.897265,0.052793164,0.61480016,0.042595178
0.8957601,0.049396124,0.6215632,0.04174753
0.88633126,0.05014151,0.6239105,0.04441066
0.923616,0.053746913,0.60726553,0.041486077
0.90584517,0.051246904,0.61466414,0.04175309
0.88184315,0.048690975,0.62679,0.043252237
0.8768166,0.04771097,0.62909466,0.043266255
0.89734894,0.05246055,0.6183193,0.042270735
0.90913546,0.049561065,0.61858654,0.041559
0.90903616,0.051663443,0.6165187,0.041545637
0.89495504,0.053031985,0.6149843,0.04296491
0.92060393,0.052238848,0.61266917,0.04086792
0.90976846,0.04938946,0.6177589,0.041118924
0.9063293,0.051437974,0.6160948,0.04274055
0.8902402,0.051593527,0.6168037,0.042933505
0.9185786,0.055825647,0.6033305,0.041345753
0.89937216,0.052255068,0.6176178,0.042808875
0.89042383,0.049020156,0.62249,0.043123405
0.88611954,0.051455278,0.62308687,0.044224773
0.8860778,0.05077847,0.6213537,0.04229252
0.93514675,0.053146545,0.60361457,0.039994
0.87855244,0.04796092,0.6308207,0.043840434
0.88207585,0.047680844,0.6328041,0.04326355
0.86484885,0.04793751,0.64055896,0.045532636
0.90939325,0.051152617,0.6160279,0.041435674
0.883393,0.05195015,0.61991405,0.04322156
0.87693167,0.0497354,0.6219747,0.04305594
0.8982464,0.05080491,0.6173238,0.04140294
0.90677536,0.052102856,0.6126607,0.041355614
0.87531453,0.05554272,0.6136062,0.04491502
0.911762,0.051801793,0.61308783,0.04204287
0.88307697,0.0497827,0.6233411,0.043224856
0.9064838,0.051562563,0.6160436,0.04341408
0.894677,0.051317256,0.6205441,0.04348585
0.8944776,0.050112683,0.6238838,0.043344807
0.89768726,0.05200268,0.61710507,0.04254064
0.8790128,0.047043838,0.6315057,0.0436154
0.8736312,0.04826071,0.63149756,0.044389278
0.8698811,0.050653033,0.6304623,0.0462156
0.89830184,0.049817845,0.61865026,0.041599296
0.9345754,0.052568424,0.60922074,0.040779065
0.89506,0.05196717,0.61852574,0.042776026
0.91640246,0.05580292,0.60528725,0.041264556
0.91380465,0.05831463,0.596065,0.040824126
0.89224,0.049989223,0.6247642,0.042129736
0.901522,0.050971597,0.61879987,0.0421975
0.89239466,0.052725956,0.6152287,0.04303371
0.86859745,0.049557343,0.6307906,0.04489103
0.9296018,0.05534754,0.6027445,0.039427202
0.88364756,0.04421615,0.64302236,0.04467469
0.89360416,0.053501606,0.6156623,0.043581482
0.9207854,0.05298709,0.6099885,0.04061537
0.92791843,0.05066899,0.611937,0.039652728
0.911807,0.049475964,0.6194316,0.040795647
0.9190767,0.054142322,0.60694516,0.04093152
0.92129254,0.05208907,0.6139895,0.041525573
0.89910394,0.050809074,0.61849993,0.043384496
0.8886555,0.05069764,0.62283295,0.043443166
0.8955598,0.05065732,0.61914325,0.042239644
0.89319664,0.047455553,0.63061965,0.042692803
0.91349167,0.055898152,0.6054998,0.041733187
0.9047844,0.05270098,0.61276335,0.042984933
0.8865441,0.04705356,0.63145864,0.043473117
0.87363964,0.048078004,0.63341373,0.04535324
0.90716857,0.054671492,0.6055432,0.041755244
0.88856,0.048348825,0.63027155,0.04334027
0.9050822,0.05231722,0.6136163,0.042822137
0.9440906,0.05389535,0.60235345,0.03887568
0.8837108,0.051387068,0.6234529,0.04437748
0.91808647,0.04982497,0.62137675,0.041788187
0.8931333,0.051213056,0.6200186,0.04240431
0.9065134,0.052934628,0.6106967,0.041448954
0.8839116,0.048056528,0.63051814,0.044951692
0.9105913,0.056337442,0.6051865,0.041277822
0.8961903,0.051172804,0.61651117,0.0426307
0.90602803,0.052423414,0.61288685,0.041859396
0.8959421,0.051711,0.6165771,0.043423448
0.89535904,0.05051091,0.62213254,0.043823745
0.8733469,0.046148855,0.63823766,0.044246275
0.8984304,0.050191946,0.62284523,0.04363948
0.91217315,0.049989212,0.616493,0.04144441
0.8891181,0.05148489,0.62003183,0.043584466
0.88703567,0.053192094,0.6165619,0.04353284
0.9380977,0.05323051,0.6046486,0.040472537
0.89246494,0.051816963,0.618763,0.042358566
0.9115695,0.053683866,0.6094852,0.041268867
0.9305049,0.054047167,0.60168517,0.040383898
0.92499036,0.055085853,0.60389817,0.042248547
0.88246614,0.048962574,0.6300611,0.04420258
0.9171728,0.055453643,0.60443074,0.040022347
0.9252654,0.053080775,0.60779047,0.039078385
0.87763655,0.046136137,0.6377224,0.045143694
0.9066997,0.053457133,0.609133,0.041525513
0.9101363,0.053202685,0.60769415,0.041719876
0.9135945,0.05110911,0.6164417,0.04059223
0.9251182,0.05500657,0.6030487,0.040718455
0.89723283,0.048910514,0.6242331,0.043065682
0.9175323,0.056942634,0.5993906,0.040374253
0.8911106,0.05191943,0.61810565,0.0431525
0.89677525,0.04943769,0.6255116,0.043246143
0.93371654,0.054978892,0.601233,0.039188974
0.89627165,0.05275592,0.61310035,0.043858293
0.90161043,0.053582627,0.6108974,0.04187775
0.8801324,0.04771843,0.6319188,0.043260507
0.9157709,0.05111358,0.6129832,0.041048117
0.90397173,0.05084394,0.6202152,0.042101298
0.9262209,0.051125318,0.6130883,0.04025685
0.9111016,0.052706473,0.61266005,0.041255794
0.9158634,0.05341094,0.6083213,0.04188549
0.91109264,0.051338743,0.6167209,0.042133935
0.9024637,0.048621997,0.6213464,0.04206561
0.9227079,0.05268171,0.61299735,0.042016875
0.8982505,0.048674665,0.6251599,0.043280635
0.9197772,0.053447753,0.60653305,0.04029806
0.8874588,0.048193607,0.6315146,0.044027966
0.9374549,0.057931054,0.5961516,0.039680626
0.8927611,0.048959095,0.6252922,0.043436773
0.9311651,0.05146566,0.61083716,0.039775174
0.88310045,0.048108347,0.6311111,0.04325849
0.8856451,0.047310367,0.63082826,0.043505874
0.8989751,0.0486076,0.62722206,0.04197365
0.8854537,0.04903083,0.6238552,0.04255816
0.8862451,0.0510047,0.61962414,0.043982524
0.9086434,0.048715763,0.6222304,0.041135564
0.9075716,0.051244177,0.61747885,0.04245063
0.91038597,0.04983917,0.61633295,0.04096317
0.9091265,0.05399346,0.60663724,0.042371586
0.90850884,0.049868684,0.6197999,0.04197271
0.90391314,0.050078202,0.618377,0.042295575
0.9359066,0.057055686,0.5957603,0.039504766
0.88021463,0.052633904,0.6217413,0.044423677
0.9113257,0.051391587,0.6164777,0.041169904
0.8916526,0.04659787,0.63124895,0.042822443
0.91924363,0.052508026,0.6116683,0.041463967
0.9121936,0.055296365,0.60384023,0.04042224
0.8831931,0.04860907,0.6297762,0.043497264
0.9115962,0.056624796,0.59889996,0.042323053
0.88634515,0.048996404,0.6271072,0.04320006
0.8807402,0.046119023,0.63549614,0.044383045
0.90938747,0.05175904,0.6147623,0.039397135
0.8807748,0.0496682,0.6288628,0.04359065
0.88687617,0.05039248,0.62380075,0.044243578
0.9037155,0.049902424,0.6211768,0.04189401
0.90355325,0.054057915,0.60694224,0.041293316
0.91328716,0.05732763,0.6010503,0.04073072
0.9161646,0.05406236,0.6069112,0.04145197
0.8907991,0.04991054,0.6255807,0.044044092
0.9021963,0.048782736,0.6239195,0.041312933
0.90507454,0.050814915,0.61715144,0.042410214
0.89802724,0.053070955,0.6135528,0.04193162
0.904288,0.04799003,0.6260137,0.043066822
0.9046063,0.050054234,0.61849195,0.041442323
0.89722484,0.0494182,0.6234831,0.04152706
0.90482455,0.053727888,0.61209154,0.04288303
0.8942039,0.051327776,0.6169023,0.04251233
0.90420026,0.053010482,0.6130778,0.04253217
0.8842725,0.04862393,0.63006014,0.04395745
0.9075311,0.050670102,0.6161243,0.040817976
0.91886336,0.05462932,0.60531414,0.040380877
0.90689296,0.049501486,0.61845696,0.040654983
0.8906478,0.049499515,0.62744635,0.04326323
0.9073489,0.053132154,0.6102298,0.041882653
0.912794,0.052646678,0.6099507,0.04095888
0.9250793,0.052973274,0.6069866,0.04053186
0.8920561,0.048851542,0.6290311,0.043327045
0.91898,0.054774318,0.6049234,0.041700814
0.88701177,0.050417174,0.62306535,0.0431137
0.87494504,0.047133338,0.6318379,0.04375842
0.91707873,0.051550332,0.61316,0.042186584
0.8884244,0.050537255,0.62498605,0.042659096
0.8882399,0.055962186,0.6088574,0.043873467
0.90690064,0.050733782,0.61673415,0.04137085
0.9044131,0.05125294,0.61554575,0.041116405
0.90069276,0.050562095,0.61897707,0.042125616
0.9077669,0.054912828,0.60546744,0.040695336
0.8875123,0.04984851,0.62598807,0.04345429
0.8912187,0.048365798,0.6289718,0.04468087
0.8940074,0.049062297,0.6268197,0.042854607
0.91371554,0.05216687,0.6150656,0.04062816
0.8907713,0.049997937,0.62542915,0.043520324
0.9178382,0.053026043,0.61154556,0.040948287
0.8931284,0.05075049,0.6165635,0.04258141
0.8917303,0.05048439,0.6221781,0.042825047
0.9219712,0.05166071,0.61492467,0.039543364
0.89297473,0.047055896,0.63040835,0.042880952
0.88832194,0.050507095,0.62266695,0.043509316
0.91421086,0.051283658,0.6156481,0.0424981
0.9105447,0.048991755,0.619452,0.04106277
0.8879552,0.05087105,0.62288225,0.043208145
0.90749854,0.052319903,0.6135173,0.041671235
0.9141823,0.053060085,0.61055976,0.04046207
0.8939392,0.04816551,0.62850684,0.041958664
0.92416185,0.0530409,0.6095008,0.040968735
0.9019084,0.05319817,0.61152685,0.041859385
0.8963104,0.05637513,0.60665566,0.04213074
0.9055719,0.049760237,0.6185266,0.041430824
0.8978934,0.05311998,0.6119933,0.043052994
0.89761853,0.050001036,0.62590855,0.043043748
0.8966019,0.052742776,0.613795,0.040618148
0.90453976,0.05033586,0.6204831,0.042376254
0.91932535,0.050213613,0.6155133,0.04078915
0.87472624,0.043648,0.64716774,0.044283416
0.9102085,0.055696942,0.605851,0.04158725
0.90236044,0.051577725,0.6153878,0.041463118
0.91427034,0.05398406,0.6086036,0.042340774
0.88900495,0.051423553,0.6235426,0.043739967
0.8947104,0.05278779,0.61375767,0.04191604
0.8848114,0.051866688,0.62309253,0.04527435
0.91550374,0.054307416,0.6053896,0.04181721
0.87693554,0.046846688,0.6356051,0.043403015
0.9153933,0.05222875,0.6115112,0.041435823
0.9114072,0.05099022,0.6174429,0.041382648
0.89633846,0.05165757,0.6149005,0.04199216
0.90414447,0.04906768,0.6229263,0.042132657
0.91127604,0.049931012,0.61612624,0.04183494
0.93374115,0.051236127,0.6091275,0.040072408
0.92226845,0.054176204,0.6047867,0.040204577
0.9079674,0.05133385,0.6184356,0.04122778
0.9355031,0.0524617,0.60730416,0.039361008
0.90164083,0.049074594,0.6229905,0.041816354
0.90472984,0.050145764,0.62264544,0.04183227
0.9015568,0.050335884,0.6189218,0.04129039
0.92063415,0.055143643,0.60339683,0.04076705
0.856025,0.046196025,0.64047086,0.04434207
0.9182057,0.05262345,0.60704386,0.042163037
0.91259533,0.053236257,0.60864615,0.041138154
0.89611524,0.05229,0.61682,0.04323461
0.8989098,0.045958538,0.63250506,0.042933024
0.916785,0.05248905,0.6112346,0.040332563
0.9133398,0.05069456,0.61534894,0.04143657
0.9106451,0.053539455,0.60965914,0.04161848
0.89125824,0.051072113,0.62302595,0.04479882
0.90020066,0.049093176,0.62151706,0.04260959
0.9238504,0.051244568,0.61350644,0.04137148
0.91954297,0.052058242,0.6100328,0.04095192
0.8688279,0.047632147,0.6326906,0.045430176
0.8944045,0.050432224,0.6203804,0.043239743
0.8800076,0.04875527,0.6280524,0.043536607
0.8992147,0.052617617,0.61321795,0.04281837
0.8902128,0.05063117,0.6220241,0.043399695
0.915782,0.05413406,0.6061173,0.040633112
0.896158,0.047485966,0.62996393,0.04301698
0.8871827,0.050138127,0.62585634,0.043506507
0.93930113,0.049920645,0.613577,0.03891625
0.8807758,0.049193915,0.6299062,0.042773925
0.9138942,0.05282213,0.60933363,0.040761434
0.8784277,0.049495917,0.62990564,0.04491502
0.90972507,0.048384838,0.6211916,0.042563893
0.9005398,0.05070683,0.6207077,0.041135732
0.8858219,0.04946711,0.6278451,0.043061584
0.9147251,0.053957876,0.6079213,0.041267127
0.90159845,0.051812455,0.6164368,0.04228181
0.90396523,0.05264644,0.6133312,0.042274706
0.9281976,0.050975766,0.61492205,0.040139735
0.9150391,0.054661445,0.6053162,0.040383503
0.895736,0.05207006,0.6187171,0.0429462
0.90779257,0.053885072,0.6070669,0.043942317
0.88372594,0.051587056,0.6227726,0.044068858
0.9023896,0.05284904,0.610997,0.0424321
0.9234658,0.05512654,0.60006917,0.04014495
0.914153,0.05377861,0.6097981,0.04281693
0.88652706,0.04964083,0.62689936,0.04444404
0.8923567,0.04841424,0.62799454,0.043201737
0.9184135,0.0515306,0.61254317,0.040041026
0.88947546,0.051835522,0.6166045,0.042121187
0.9155105,0.054890025,0.6071942,0.041164223
0.9064713,0.047768723,0.62928987,0.043044105
0.8942045,0.04810002,0.63017696,0.042888787
0.8911042,0.049290493,0.62443036,0.043012816
0.8997176,0.050061714,0.6214976,0.04200115
0.89219,0.050255902,0.6196406,0.042279564
0.90015876,0.050346147,0.62089753,0.04347458
0.9069031,0.05212899,0.6163526,0.043172043
0.8958357,0.048372313,0.6253864,0.0407579
0.89570504,0.048546333,0.6259856,0.043431018
0.90920913,0.053501748,0.6119233,0.04172893
0.9232301,0.056933455,0.6007168,0.04154328
0.8869419,0.050278265,0.6241513,0.04330897
0.90827245,0.048705183,0.62156856,0.04109593
0.89916766,0.05416719,0.60951763,0.042350598
0.88007003,0.04936882,0.6291954,0.04309672
0.92865264,0.054170948,0.6015195,0.041048918
0.8852192,0.048514977,0.6298239,0.043348413
0.90011185,0.047855172,0.62946343,0.04272009
0.88914716,0.048572775,0.62782454,0.04309397
0.91827595,0.0532299,0.60693574,0.04085023
0.9082486,0.051985513,0.6157844,0.042728618
0.89566654,0.052487634,0.61565405,0.042512573
0.93087995,0.054470427,0.60375136,0.039591476
0.9246318,0.050424866,0.61322814,0.040890396
0.89596826,0.05057009,0.6195127,0.042543225
0.92882764,0.0518702,0.6087929,0.039821964
0.88677996,0.051402923,0.62144417,0.04356969
0.8964216,0.05263566,0.61286104,0.041385718
0.8981147,0.048952255,0.61904657,0.04154399
0.9120527,0.051398695,0.61600643,0.041632853
0.91555476,0.054541457,0.6082787,0.04181077
0.9041406,0.052930754,0.6143431,0.042260718
0.91716456,0.056666177,0.599841,0.041133847
0.86749953,0.048738234,0.6328348,0.045103393
0.88864076,0.05201884,0.61617064,0.0430365
0.9002525,0.049603906,0.6209737,0.041999057
0.92753416,0.055829335,0.6010737,0.040689137
0.87483853,0.047382012,0.63852954,0.045890544
0.907676,0.053622693,0.6079472,0.042126764
0.92025346,0.05478576,0.60362047,0.041830372
0.90833646,0.051628586,0.61657,0.04171941
0.91852456,0.0533833,0.60845184,0.041051365
0.8957531,0.052642122,0.61392736,0.043320857
0.90722585,0.054042038,0.6093847,0.041499197
0.9003043,0.048641313,0.62848085,0.042822678
0.9363039,0.05373433,0.60696065,0.039726537
0.9032251,0.052364778,0.6142358,0.04079271
0.8921439,0.049286086,0.62596023,0.043116968
0.89157414,0.050595462,0.6218998,0.043038983
0.9211837,0.053399872,0.6056364,0.04117913
0.92422223,0.053037383,0.6038995,0.039281566
0.9277618,0.05463118,0.6012091,0.03954919
0.907582,0.052764233,0.614535,0.041591194
0.9086493,0.051452164,0.6115331,0.04149155
0.9051265,0.05096155,0.6153942,0.04112366
0.88691187,0.046067428,0.6336184,0.04466568
0.90683275,0.05233666,0.6141868,0.042092707
0.9088325,0.052293178,0.6152708,0.041671403
0.8814163,0.047071323,0.6325935,0.043494422
0.9233397,0.05571644,0.6007023,0.040758763
0.89707017,0.05099461,0.61691296,0.042594295
0.89228404,0.049876984,0.62325037,0.04275875
0.90156806,0.053684786,0.609419,0.04173898
0.91659075,0.05092038,0.616478,0.04109988
0.8849894,0.045836996,0.6348953,0.04300895
0.86077505,0.04525623,0.64370555,0.04567116
0.91644,0.05545774,0.6031405,0.040971998
0.8844853,0.05116673,0.6207191,0.043885216
0.8974531,0.053380005,0.6125967,0.0428426
0.90965503,0.053961158,0.60749054,0.04085196
0.91944206,0.050582845,0.6163949,0.041323915
0.9090647,0.05261403,0.613072,0.042346075
0.88834476,0.0503969,0.6229953,0.044182763
0.8845747,0.04948861,0.62401336,0.042948976
0.8977856,0.051663652,0.6180457,0.042435307
0.8865908,0.051214155,0.62029433,0.04402894
0.89263415,0.04704876,0.62875926,0.043096937
0.9026206,0.049628284,0.62480557,0.043080892
0.9099354,0.050915886,0.61586756,0.041745827
0.8883756,0.050866164,0.6241008,0.04379112
0.9024853,0.053613603,0.6105309,0.042745296
0.911563,0.051899664,0.61602384,0.040611804
0.885341,0.04758216,0.6287765,0.041621402
0.8922084,0.04936807,0.62559575,0.043409485
0.9007413,0.05121467,0.6190849,0.04302172
0.92078245,0.05418168,0.6078405,0.041357525
0.87885284,0.0504896,0.62536156,0.043186054
0.90141386,0.049947467,0.6190148,0.042427618
0.8854791,0.047024682,0.63282406,0.042685952
0.9139556,0.04815094,0.62379396,0.042151406
0.9014779,0.047695514,0.62923,0.041587338
0.88687223,0.052192785,0.6187982,0.043412775
0.89264697,0.05039095,0.6213423,0.043101594
0.9062382,0.051158067,0.61618006,0.041347027
0.8961191,0.045756947,0.6353275,0.043738894
0.9232178,0.055670563,0.6011887,0.040657107
0.92067266,0.054064732,0.6080807,0.039719746
0.8808973,0.049479034,0.6289734,0.04347119
0.89371645,0.05213641,0.6155584,0.042686503
0.909185,0.050656997,0.6204919,0.04155666
0.90471154,0.054476388,0.60865253,0.041617848
0.89550036,0.051618986,0.617893,0.042836513
0.9101157,0.048752572,0.62011236,0.040865105
0.9007168,0.048076253,0.62722653,0.04136163
0.9157482,0.053478613,0.6100568,0.04182756
0.8755658,0.04687273,0.6342559,0.043886773
0.9084789,0.050796878,0.61589074,0.042365696
0.90367824,0.05364218,0.609995,0.042264465
0.91953284,0.048568007,0.6215254,0.039759926
0.91721076,0.05313371,0.61021173,0.040224787
0.9320925,0.055307347,0.59794897,0.039866365
0.9102854,0.051079944,0.6178318,0.040893994
0.9161274,0.050796624,0.6155976,0.041683666
0.9097756,0.05177332,0.6141618,0.04138838
0.89387363,0.04897593,0.62598175,0.041960843
0.8682531,0.050076146,0.6290834,0.043999285
0.8862189,0.04897677,0.62810194,0.04382847
0.8852265,0.048005857,0.6254394,0.04290071
0.90848255,0.052483767,0.6117424,0.043691482
0.92417413,0.05246249,0.6080746,0.04068029
0.92539865,0.055892903,0.5998081,0.040925458
0.8773435,0.049376223,0.6282029,0.044792734
0.9026076,0.0491457,0.6238234,0.042594
0.8884154,0.052521672,0.61916244,0.043314714
0.895138,0.052415542,0.6144279,0.043029238
0.8905288,0.047994357,0.6296377,0.042422198
0.8892779,0.050144475,0.62467784,0.043198515
0.8906081,0.051439088,0.6175982,0.044312343
0.9042546,0.052009836,0.6159917,0.04182675
0.91149485,0.050151084,0.6196602,0.041308757
0.90213287,0.0488116,0.6213761,0.042394027
0.9126687,0.050654218,0.61326575,0.041611746
0.93000954,0.051555764,0.61044717,0.039711595
0.9176172,0.05629924,0.6044488,0.04183081
0.9132423,0.055317078,0.6056114,0.04121632
0.8918197,0.050809197,0.623563,0.042992167
0.90443,0.04977935,0.6177908,0.04187879
0.89470613,0.050840497,0.6214991,0.042931613
0.9147565,0.051522907,0.6153162,0.040573258
0.86913836,0.04949228,0.6322733,0.045186378
0.90629494,0.051899157,0.6151882,0.041267354
0.9068639,0.054021038,0.608601,0.042533975
0.8912647,0.05329568,0.61403453,0.04253782
0.8869118,0.04666661,0.6355146,0.044687953
0.90644777,0.050507527,0.6164612,0.04166299
0.8947084,0.049132228,0.626058,0.044021886
0.8964418,0.050056428,0.62195677,0.042798966
0.9419716,0.052521057,0.6029278,0.039660517
0.9115969,0.049558476,0.61861223,0.041003935
0.8906485,0.050100867,0.6216938,0.04279907
0.8981219,0.04856497,0.623912,0.041824687
0.91971326,0.050446115,0.6144281,0.04155676
0.91110355,0.050969947,0.6139111,0.040896673
0.8973703,0.050383165,0.62240255,0.042818096
0.89268345,0.052998338,0.6159822,0.042963434
0.8896002,0.048575997,0.62143093,0.041702084
0.88761777,0.0481175,0.6309534,0.04312218
0.93203455,0.055150732,0.60393703,0.038982786
0.8843361,0.048948403,0.6285888,0.04416963
0.9108211,0.05306884,0.6155845,0.043077935
0.91005874,0.053089887,0.6095562,0.04176021
0.91790545,0.056775104,0.6002685,0.041730173
0.92677957,0.054938115,0.60570645,0.04149976
0.86127216,0.043047596,0.65083444,0.04440431
0.914981,0.052328635,0.60795707,0.041229118
0.89356077,0.051841937,0.6191347,0.043401092
0.9183803,0.054639336,0.60387576,0.04026675
0.92389673,0.054724753,0.60404974,0.040341027
0.9129415,0.051871438,0.6146236,0.040997513
0.91420877,0.051433362,0.6142869,0.041178003
0.90446013,0.052996404,0.61443305,0.04311144
0.9051062,0.05194292,0.61532646,0.042093772
0.90275085,0.04743213,0.6282799,0.042196613
0.90619445,0.051806327,0.61408037,0.039655175
0.91213065,0.05139306,0.6157269,0.041307032
0.9047569,0.04923225,0.6194194,0.04172492
0.9036291,0.05160396,0.61819243,0.0418136
0.9075908,0.053777702,0.6133022,0.042671442
0.8693803,0.04646876,0.6392362,0.04548824
0.9043361,0.05366829,0.6098125,0.042487413
0.89309883,0.048014715,0.6237595,0.041556098
0.8966682,0.051632978,0.613583,0.04193564
0.87112975,0.0474865,0.6334677,0.044656683
0.92098975,0.051510513,0.61542624,0.041858796
0.8792028,0.04757861,0.6344339,0.044204067
0.8964229,0.051872697,0.6191307,0.0435766
0.89807117,0.05311033,0.6145694,0.04334673
0.92806804,0.052001055,0.6098475,0.040480085
0.92155296,0.051214647,0.6132956,0.03999242
0.9111805,0.05442351,0.6068483,0.04114448
0.8807482,0.04944908,0.62812346,0.043995142
0.87014693,0.04695752,0.64010084,0.04644012
0.9184084,0.056294944,0.60219043,0.040961478
0.90108633,0.049019128,0.62479544,0.041924793
0.92136675,0.050847974,0.6160561,0.041296527
0.9023198,0.052014336,0.6140362,0.042427033
0.89170575,0.04982598,0.624747,0.04304696
0.8934138,0.049399976,0.6259686,0.042225517
0.9003785,0.051723834,0.6146093,0.04265092
0.8891081,0.04846375,0.62551355,0.042937867
0.88929945,0.05036478,0.6253984,0.043661825
0.8658046,0.0457596,0.6407963,0.045212675
0.9051203,0.051478066,0.62079597,0.042862188
0.89469403,0.052860558,0.61648244,0.04310807
0.9303642,0.057324667,0.5941399,0.040328633
0.913505,0.050907098,0.6125,0.040840395
0.9052912,0.05131039,0.6115736,0.04045447
0.9077742,0.052743796,0.6131531,0.041890703
0.90171486,0.05022446,0.6221446,0.043070838
0.8937947,0.049672984,0.6266323,0.043274425
0.8864247,0.0501801,0.62257427,0.043711632
0.8946156,0.0492419,0.6243941,0.042912066
0.88099885,0.04790965,0.63224965,0.044280943
0.8932717,0.051995665,0.6192435,0.04333533
0.92759633,0.056473725,0.5983577,0.04020169
