$\alpha$,$\beta$,$\gamma$,$\delta$
0.7694523,0.024338488,0.40469754,0.052514672
0.7715862,0.023353253,0.4085337,0.052933503
0.77424175,0.022190666,0.41138542,0.051827773
0.78103894,0.022852177,0.40605852,0.050406523
0.76297027,0.020343652,0.4166594,0.052514534
0.7573328,0.019432126,0.42153418,0.052752912
0.7583999,0.022150561,0.4096669,0.052259825
0.7684583,0.022935431,0.4067313,0.051172864
0.77583224,0.023179429,0.4061882,0.05064068
0.76629424,0.022030784,0.4136714,0.052820586
0.7890479,0.023294363,0.40385702,0.049797967
0.7922551,0.023511287,0.4022209,0.048987795
0.76386726,0.021019064,0.41353726,0.052188978
0.7614124,0.021451296,0.40778163,0.05072864
0.7710498,0.023024946,0.40715027,0.050869633
0.75951684,0.021719407,0.41112077,0.05342569
0.7719749,0.022520946,0.40921172,0.0513878
0.7633549,0.021730553,0.41179568,0.051284023
0.77275085,0.020474749,0.4160929,0.051545873
0.77543545,0.020166315,0.4156376,0.05023187
0.76417613,0.022694983,0.40639782,0.052094772
0.78797233,0.022845732,0.405482,0.050024334
0.77684146,0.023361616,0.40821737,0.051521543
0.77767736,0.023702107,0.40135965,0.04993855
0.7829238,0.021357061,0.41136217,0.051175464
0.76195407,0.022149516,0.41167238,0.05218293
0.76622164,0.02202054,0.40977833,0.051584587
0.7839296,0.022142477,0.40822613,0.050237585
0.7745842,0.02162581,0.4113789,0.051730186
0.7646708,0.020354558,0.41774854,0.053044327
0.7982025,0.022161681,0.41123262,0.050596956
0.7608047,0.021688769,0.41056252,0.051612142
0.75765187,0.02128532,0.41434842,0.05297661
0.7751201,0.02235876,0.40765196,0.051119283
0.77336633,0.021804238,0.41382408,0.053422794
0.7785273,0.021903679,0.41042322,0.05078834
0.7644995,0.022659386,0.4058804,0.051159814
0.767656,0.020457748,0.40920952,0.04950871
0.77042264,0.021735607,0.41134605,0.051037
0.7784831,0.022459572,0.40940547,0.051350936
0.75134194,0.020135194,0.41702887,0.0529316
0.76922005,0.020001238,0.41722906,0.051724847
0.7800087,0.021878343,0.40864527,0.050666053
0.751883,0.020206267,0.4178699,0.053427827
0.76397395,0.021206528,0.4142212,0.052102286
0.77963006,0.022638207,0.40884832,0.050825357
0.777046,0.0248917,0.4057872,0.05246668
0.771714,0.02159831,0.40919602,0.0516773
0.7613577,0.021147838,0.41250512,0.052241225
0.7567499,0.019948447,0.41840276,0.053156417
0.76939595,0.020795256,0.41266844,0.050875477
0.7790463,0.021424105,0.4129414,0.05091489
0.76232666,0.020358799,0.41322875,0.05138536
0.76554924,0.023377363,0.4032727,0.051037546
0.75060564,0.021245986,0.41830096,0.053560317
0.7625631,0.02153257,0.41088992,0.05192119
0.77976865,0.0228101,0.4063835,0.050325662
0.7951557,0.023299133,0.40148464,0.049089793
0.75187916,0.019023396,0.42163482,0.05336518
0.7749553,0.021436045,0.4105101,0.051231362
0.780396,0.02244993,0.40514258,0.0497154
0.7790696,0.02311439,0.40703478,0.050566543
0.7753591,0.023490505,0.40686277,0.051480483
0.77059776,0.022128444,0.4099799,0.05236865
0.76859653,0.02018676,0.417678,0.051957645
0.7738641,0.022354554,0.41050768,0.05175997
0.77502954,0.021847934,0.40778753,0.050116397
0.7724941,0.022131369,0.41110525,0.051653862
0.759793,0.019605974,0.41989732,0.052636914
0.78071994,0.022609124,0.40791413,0.0513356
0.7754701,0.020833809,0.416132,0.051159862
0.7948565,0.02471122,0.40069538,0.04974216
0.7827376,0.022463359,0.40683395,0.05042881
0.7792776,0.02155702,0.4122489,0.05200764
0.7780848,0.021275016,0.41610372,0.051681124
0.7776772,0.02270112,0.41049385,0.05241828
0.7682077,0.021031536,0.41687363,0.0521711
0.7751606,0.02236841,0.41212732,0.05251257
0.75447625,0.022030726,0.40785387,0.052201807
0.8022267,0.024757974,0.3982164,0.048889037
0.7544751,0.019652806,0.41602337,0.05198613
0.79237306,0.022379447,0.4078718,0.050294474
0.7606893,0.021485217,0.41158617,0.053442568
0.77665925,0.024876263,0.40230307,0.051943142
0.7661613,0.019985775,0.41708446,0.051916894
0.77343196,0.02245342,0.40492553,0.050245766
0.7842302,0.022598863,0.40887722,0.05110198
0.7651988,0.022114933,0.4076267,0.051514667
0.79149866,0.023841627,0.405161,0.050856583
0.7780938,0.02216686,0.4077627,0.05064416
0.7802665,0.023679266,0.4022471,0.04953648
0.75554264,0.023763387,0.40282795,0.05083731
0.77316505,0.021620391,0.41176063,0.05195082
0.76838464,0.020597251,0.41408235,0.051794607
0.7694775,0.021328133,0.41270503,0.051553775
0.7718904,0.021395827,0.41394833,0.051931426
0.7591818,0.019578848,0.4201003,0.051528804
0.7805575,0.022573177,0.40804788,0.051160384
0.7536801,0.02184499,0.41052893,0.051654108
0.77633065,0.021491457,0.41154256,0.051951203
0.7661843,0.021829097,0.40818006,0.05147976
0.7712264,0.02175539,0.41220865,0.052003313
0.7866041,0.022740783,0.40531796,0.049551222
0.7681151,0.020996016,0.41626635,0.052589975
0.77368915,0.021079507,0.4142676,0.051668543
0.7703116,0.02031258,0.41490892,0.050875258
0.77277046,0.020378467,0.41663048,0.052403383
0.7913406,0.025292465,0.398945,0.049355734
0.759869,0.02118247,0.41364586,0.052403945
0.7523635,0.019656738,0.4180509,0.053145647
0.7656115,0.021630378,0.412273,0.05147895
0.7555585,0.020701578,0.41344714,0.052843876
0.77312887,0.02177134,0.41332898,0.05245637
0.7833343,0.021187672,0.41504216,0.05062634
0.76579505,0.020337613,0.4157965,0.051762078
0.78548664,0.022810375,0.40745848,0.04977533
0.7824486,0.021294203,0.41306922,0.051811144
0.76605076,0.022280551,0.40882012,0.051875986
0.77652454,0.021825714,0.41058782,0.05120275
0.7548032,0.020803845,0.41289085,0.05218064
0.77794206,0.022922684,0.40506503,0.050678983
0.79412985,0.023915507,0.40504342,0.050950482
0.79336244,0.024244653,0.4022334,0.050199546
0.7832765,0.022586808,0.40459222,0.049619682
0.76653785,0.021990912,0.41026425,0.052033536
0.785626,0.024146838,0.40056324,0.049432
0.7541042,0.018580012,0.4228383,0.053373348
0.7690003,0.020712854,0.41640285,0.05219246
0.7669752,0.021508684,0.4134072,0.052343957
0.75020504,0.019605637,0.42348152,0.05394333
0.76196903,0.020667003,0.41881952,0.053119816
0.7752891,0.021430925,0.4109013,0.051680136
0.7654802,0.020929782,0.41033226,0.050310798
0.7563025,0.021940557,0.4103496,0.053041
0.7542629,0.021832947,0.41114905,0.052140113
0.7679373,0.02100065,0.41337702,0.051871512
0.77553606,0.022568759,0.40613076,0.050621428
0.7963389,0.021976708,0.4079085,0.048607912
0.7779944,0.021583814,0.41014627,0.050954346
0.7761032,0.022520382,0.40864706,0.051063556
0.76711136,0.022353152,0.41207418,0.052441467
0.7643643,0.022806624,0.4071749,0.05114029
0.78903997,0.023310041,0.4067949,0.050009046
0.7969144,0.022043131,0.40873843,0.049465753
0.75234514,0.022443749,0.408581,0.053054355
0.7618342,0.021361751,0.4089829,0.0515107
0.7755307,0.022378571,0.40958792,0.051977433
0.78560156,0.023451585,0.40085888,0.049447145
0.77487695,0.022867514,0.4072588,0.05190145
0.7743078,0.022282563,0.40887934,0.05133975
0.75567174,0.020379161,0.41647613,0.052923307
0.75025123,0.02291441,0.407625,0.052679524
0.7746698,0.021997875,0.4080659,0.05081523
0.7856553,0.021365292,0.41006804,0.04980293
0.7750033,0.024066001,0.4060754,0.051922265
0.7576166,0.021457931,0.41073763,0.051617827
0.7507867,0.022881497,0.40732598,0.05281488
0.79695547,0.023637796,0.4048417,0.050142072
0.77542377,0.021916868,0.41374618,0.05200764
0.7610484,0.021595884,0.41343194,0.052901674
0.7700729,0.021033175,0.4141293,0.051883075
0.76128244,0.021561086,0.41374934,0.053037763
0.784531,0.021583797,0.40906054,0.050052837
0.7731473,0.022502039,0.41062456,0.051668394
0.78237283,0.022693934,0.40672347,0.05022882
0.75207615,0.02103906,0.41082913,0.051927216
0.7769689,0.020659234,0.41784608,0.052027185
0.759854,0.021037955,0.41234073,0.05214505
0.79005176,0.024130333,0.40036538,0.048649978
0.75376534,0.02060928,0.41631877,0.053488623
0.7832001,0.023760969,0.40400368,0.050768584
0.77261895,0.020099062,0.41715866,0.05144738
0.7892047,0.022810915,0.40566558,0.05021475
0.7878502,0.023501659,0.4052058,0.050520558
0.76670986,0.020852504,0.41640738,0.052347053
0.7889595,0.02367404,0.40260112,0.049498133
0.7616476,0.022156948,0.40920392,0.051325895
0.7656302,0.020798543,0.41192767,0.05110069
0.7559816,0.021017816,0.41527537,0.05354088
0.78784895,0.023850588,0.40542623,0.050388694
0.7977115,0.025212344,0.3985811,0.04845861
0.76890177,0.022451697,0.40802675,0.051746298
0.79883295,0.023937779,0.40569013,0.0507109
0.78164136,0.022847071,0.4059503,0.049898606
0.7934903,0.023065258,0.40394264,0.049477052
0.79129994,0.024362093,0.40321657,0.04988381
0.77892095,0.02194187,0.40921348,0.050874203
0.76446265,0.019875897,0.41982615,0.05217747
0.7706509,0.022314718,0.40877557,0.051296398
0.7656057,0.020424994,0.41432625,0.051250543
0.77649564,0.02222532,0.41078264,0.051429033
0.7679575,0.020978877,0.4095752,0.050507694
0.7744183,0.020938372,0.41028428,0.051013798
0.7774084,0.022754902,0.40460178,0.050733093
0.74806273,0.020773124,0.41793028,0.053695127
0.79125065,0.022078397,0.40875435,0.04952415
0.7676166,0.023114225,0.4051283,0.051366314
0.7664807,0.022647806,0.40762466,0.05057837
0.75810874,0.019535782,0.42180392,0.053720202
0.74290806,0.019738985,0.42198914,0.05523696
0.7719405,0.021040093,0.41267034,0.051616855
0.7703308,0.022418976,0.41012943,0.051801126
0.7897209,0.023565274,0.40465403,0.049920835
0.7596067,0.019917557,0.41827476,0.05188733
0.7840614,0.022169122,0.4075509,0.050122336
0.7849574,0.02234946,0.41019225,0.05087117
0.777814,0.023114374,0.40928215,0.051930323
0.773797,0.022007093,0.41268048,0.051762547
0.76434296,0.020367282,0.416684,0.05269072
0.75484574,0.021472685,0.41403612,0.053408366
0.7743054,0.02044626,0.41449478,0.050030395
0.7677066,0.021193113,0.4107649,0.05109769
0.75843215,0.020480437,0.4146782,0.052697375
0.7691223,0.021530239,0.41288894,0.05240667
0.76307935,0.019835616,0.42221585,0.05293305
0.7534879,0.021596832,0.4125026,0.052102074
0.7776388,0.021266216,0.41486594,0.051975373
0.7739893,0.021601904,0.4142689,0.050801918
0.7666153,0.01999074,0.41850156,0.052565694
0.7591658,0.019682549,0.41969442,0.052360896
0.7714464,0.021435345,0.4143081,0.05188237
0.76652503,0.022429444,0.40955296,0.051933024
0.7794629,0.022670778,0.40832743,0.05114836
0.75661546,0.020988308,0.41666538,0.054182623
0.7615827,0.022033032,0.41230834,0.052892517
0.76781183,0.023677748,0.40350395,0.051234137
0.76987785,0.021417858,0.41261163,0.052023094
0.7765551,0.022598023,0.40681908,0.051029332
0.76262945,0.02058641,0.41628414,0.052668348
0.783671,0.021782784,0.4099689,0.050482005
0.7655284,0.022827562,0.40809277,0.051641326
0.7573025,0.021382933,0.4117517,0.052263875
0.7826212,0.022918448,0.40516385,0.05008834
0.7561083,0.021033827,0.41241953,0.0525645
0.7678389,0.019134713,0.42092538,0.052727375
0.78449047,0.026195683,0.3979562,0.05149755
0.7800616,0.02297757,0.40684468,0.051415585
0.75614333,0.020742208,0.4132038,0.05176562
0.7884289,0.023252636,0.40511975,0.05020523
0.77381575,0.022116229,0.41231605,0.05189838
0.77646065,0.0224556,0.40565333,0.0510544
0.759233,0.020233933,0.41830662,0.05332931
0.74912244,0.021259844,0.41283655,0.052897688
0.7765757,0.021939343,0.4114355,0.051432222
0.772614,0.022337362,0.4071781,0.051032774
0.7740193,0.023296118,0.40359244,0.051050995
0.77882206,0.023119109,0.40730822,0.050716028
0.76662713,0.019991366,0.42010432,0.052195683
0.77595943,0.023298362,0.40773755,0.05196354
0.770651,0.022786818,0.40560135,0.05167941
0.79111636,0.022703338,0.40829572,0.05027994
0.78186655,0.022567978,0.40787315,0.050915156
0.7731484,0.024037506,0.39995772,0.050035343
0.77748007,0.021309972,0.4106258,0.050469104
0.76211476,0.020799907,0.41072747,0.051068682
0.77062625,0.021901647,0.4047715,0.050461236
0.7604931,0.021564627,0.41431522,0.053761676
0.75514513,0.021098992,0.4121348,0.05257014
0.75468,0.020306407,0.41854322,0.05342751
0.78916824,0.023929292,0.40240943,0.04895159
0.7586707,0.02142834,0.41218057,0.05304712
0.754528,0.020248016,0.42009285,0.053496465
0.7774985,0.021200674,0.40852553,0.04969171
0.7657541,0.021771464,0.41385028,0.051940985
0.7605327,0.021183677,0.4164714,0.052921757
0.76201266,0.020251028,0.41646424,0.052618682
0.7492175,0.020464431,0.4122658,0.05234939
0.7716487,0.021103458,0.41336432,0.051515464
0.7733294,0.022183964,0.407509,0.050628137
0.7769913,0.021551063,0.4087257,0.050752353
0.7741066,0.02089268,0.4145244,0.051237594
0.7555935,0.021103065,0.41286078,0.053092316
0.7674371,0.022179004,0.40957737,0.051619746
0.76881826,0.023696661,0.40531647,0.05142252
0.7761347,0.021861805,0.4124716,0.05103937
0.77940595,0.022440452,0.40813333,0.050259113
0.7717553,0.02247934,0.4072729,0.05067055
0.8050802,0.02308415,0.40626773,0.04934871
0.7820277,0.024787605,0.39932635,0.050133213
0.77326304,0.020133931,0.41700992,0.05176899
0.7651421,0.022070393,0.4103995,0.052323647
0.771661,0.020709984,0.4168517,0.053295374
0.7564157,0.020434866,0.4130823,0.05203222
0.7658924,0.020506449,0.41337317,0.050899986
0.7537352,0.02150749,0.41482377,0.05438538
0.7840288,0.02073881,0.41237366,0.050063636
0.76606977,0.02074573,0.41532314,0.05189452
0.76133794,0.021029195,0.4125356,0.05151425
0.7739538,0.021434445,0.41204885,0.05145226
0.7735378,0.022378769,0.4088402,0.050051082
0.76096916,0.022637306,0.40564454,0.051018603
0.80345464,0.02394062,0.4039105,0.049484473
0.7566806,0.020685518,0.41490102,0.05231934
0.7827283,0.022682454,0.40677223,0.05091659
0.8007965,0.024056135,0.40222394,0.0495451
0.77113587,0.02300382,0.40663403,0.05144971
0.7584133,0.02238973,0.4101257,0.053560365
0.75294024,0.021552334,0.41465113,0.053535663
0.7802386,0.022471998,0.41237333,0.05191016
0.79005647,0.02317861,0.40331632,0.049687777
0.7788189,0.02315746,0.40171757,0.049693618
0.77473044,0.020333521,0.41455388,0.051538363
0.77414954,0.022866538,0.40531057,0.05092742
0.7673901,0.022327427,0.4096707,0.051802795
0.7893161,0.022978086,0.40680432,0.050676383
0.7841634,0.022317326,0.4069926,0.049772993
0.7597987,0.021978514,0.41072652,0.05328662
0.7694425,0.02040332,0.41541767,0.051942844
0.772565,0.022580793,0.41031528,0.05244568
0.77134925,0.020997256,0.41289276,0.05163645
0.7722205,0.0214835,0.41384032,0.052607305
0.7602751,0.02125723,0.41317365,0.05206662
0.7898764,0.0223932,0.4079963,0.049735352
0.7646744,0.020371696,0.41389814,0.05191459
0.7762896,0.022607135,0.4072707,0.051123086
0.78310084,0.021552661,0.41315436,0.051036123
0.7714075,0.022171585,0.40798354,0.050373606
0.770318,0.022802955,0.40472305,0.050535977
0.7796408,0.022137621,0.40846208,0.051423576
0.7773013,0.022840863,0.40679005,0.05081759
0.76552886,0.021408593,0.40993065,0.050512936
0.7726292,0.022022717,0.41066417,0.051806156
0.75915146,0.02194218,0.41279644,0.052117817
0.767294,0.021461047,0.4116658,0.051222168
0.7678236,0.022597903,0.41041338,0.051903427
0.7592731,0.021627381,0.41022065,0.05164943
0.7791674,0.021956418,0.41000903,0.051990397
0.7612835,0.022348212,0.40885922,0.05152717
0.7553683,0.021479495,0.41374654,0.053356655
0.7713361,0.021780042,0.40916258,0.05188003
0.76002896,0.019428004,0.41993502,0.05248701
0.7670974,0.02226978,0.40916118,0.052350573
0.7739912,0.02265784,0.41008076,0.052320126
0.78542525,0.02283338,0.40754336,0.050370604
0.78059494,0.022069177,0.40933487,0.05105826
0.7729377,0.023426333,0.40484715,0.051041257
0.7676743,0.020418571,0.41780278,0.052750286
0.78912616,0.02306523,0.40573958,0.050822645
0.78959584,0.023323182,0.40452322,0.050209217
0.76490265,0.021394137,0.41068977,0.051427905
0.7612199,0.020206831,0.41329554,0.051151287
0.7820546,0.023604833,0.40270755,0.04957391
0.7828105,0.021724498,0.41150638,0.050556406
0.7584865,0.020515272,0.41754648,0.05351887
0.76649934,0.021886697,0.40940782,0.05167273
0.7801057,0.020808283,0.41341588,0.049938656
0.77879727,0.022907719,0.4060401,0.051673755
0.7720844,0.020408502,0.4141788,0.051197223
0.77161443,0.021807944,0.40887788,0.05081953
0.7715958,0.022837672,0.41119322,0.052665196
0.78319067,0.023330914,0.404018,0.049677093
0.77253395,0.022336345,0.40887812,0.051995367
0.7774296,0.021188717,0.41396585,0.052471332
0.7840648,0.021475261,0.41115874,0.050319217
0.78607255,0.022337329,0.40802985,0.050104775
0.77572167,0.021945784,0.4104092,0.05114447
0.75397927,0.020872863,0.41794834,0.053525683
0.79514724,0.023533333,0.4054587,0.05062354
0.76408273,0.021699717,0.41097638,0.052048974
0.74536264,0.020964097,0.4166522,0.05420067
0.764539,0.020595508,0.41584292,0.052989125
0.7931764,0.022748321,0.40674132,0.04980117
0.7820019,0.020808289,0.4163386,0.051850207
0.7941467,0.024145106,0.40329164,0.050059997
0.7806281,0.022765966,0.4058257,0.050500218
0.78297246,0.023867158,0.40564194,0.051270537
0.7620149,0.021874364,0.41071016,0.051613227
0.7782778,0.021564633,0.4116761,0.050985675
0.7720914,0.023778224,0.4058114,0.051581856
0.76183075,0.022849659,0.4050537,0.050888956
0.7849787,0.02239066,0.40685976,0.04988402
0.75179213,0.01848157,0.42428356,0.054143045
0.776808,0.021490272,0.41531628,0.052176163
0.77931213,0.024714325,0.3994051,0.0501409
0.78007346,0.022673728,0.40754905,0.05076789
0.7623946,0.021745844,0.40735915,0.0516843
0.7759634,0.020661484,0.41547745,0.051392004
0.7558397,0.020140849,0.41941297,0.053706523
0.7778061,0.020365508,0.4133475,0.050099958
0.764613,0.020988723,0.4163833,0.05366188
0.78050804,0.0240682,0.403632,0.05131542
0.7666318,0.022196688,0.40889537,0.052084625
0.7573569,0.020842712,0.4153708,0.05275675
0.76086766,0.020429678,0.41770774,0.05331005
0.7498618,0.022363834,0.41174895,0.05378446
0.7788906,0.021427993,0.4120892,0.050788388
0.76201046,0.021001257,0.41006094,0.051458236
0.79078096,0.02359006,0.40147224,0.04998541
0.784144,0.022136524,0.40752184,0.04969159
0.7531125,0.01910598,0.42117062,0.053527404
0.7814661,0.021489382,0.40955734,0.050419684
0.79720074,0.02329719,0.40470856,0.049599152
0.76737493,0.02250926,0.40754408,0.051425807
0.79309964,0.022379633,0.40742984,0.049460456
0.75323766,0.020589173,0.41393122,0.05318674
0.76895237,0.022157244,0.40973535,0.05193946
0.77042276,0.02159989,0.408044,0.051005952
0.7635398,0.020840675,0.41528386,0.05232019
0.76951534,0.023059364,0.4062252,0.05139323
0.7708789,0.022766253,0.40702063,0.05142344
0.7901412,0.023110026,0.40672448,0.050200492
0.796656,0.024886888,0.3993255,0.049700513
0.75714785,0.02170898,0.41289276,0.053647477
0.77304775,0.02171906,0.41035318,0.051316008
0.7533115,0.022211643,0.40931636,0.052948438
0.777165,0.022869073,0.4053795,0.05065928
0.7618113,0.022357432,0.4059557,0.051309362
0.78584355,0.023474472,0.40525493,0.050208345
0.7682001,0.021478895,0.41009223,0.05164949
0.7642065,0.02248157,0.40687788,0.051661078
0.7570029,0.020820169,0.41557938,0.05246444
0.763862,0.022039678,0.41114023,0.052692678
0.75815433,0.019941542,0.41878727,0.05275778
0.78454816,0.0231744,0.40701848,0.051443554
0.772147,0.021304663,0.40999797,0.05066312
0.77079344,0.020451097,0.4140067,0.051370088
0.77350235,0.021662004,0.41133672,0.051675245
0.7695622,0.023211973,0.40592843,0.05128697
0.7526266,0.02167616,0.41320676,0.053753294
0.76375777,0.02115734,0.4120731,0.05227575
0.7930539,0.021891126,0.40812474,0.04960724
0.76657534,0.021920364,0.4105447,0.05178541
0.7852241,0.022266882,0.40457815,0.048740767
0.7679962,0.022824634,0.40785572,0.05238792
0.795676,0.020600133,0.41542026,0.049924668
0.7806346,0.022997476,0.4072635,0.05005386
0.76880974,0.01991371,0.4192746,0.05207576
0.7746722,0.022717683,0.41109887,0.051857512
0.77921355,0.02134036,0.41177845,0.050231595
0.77275413,0.022111595,0.4096634,0.051558714
0.76901937,0.022362972,0.40619835,0.051565897
0.76945674,0.021910071,0.41290253,0.05187501
0.7759,0.021179793,0.4149071,0.0516784
0.76125264,0.022843754,0.40884644,0.051890053
0.75743604,0.020568253,0.4128014,0.051872265
0.78173584,0.02138815,0.40737277,0.0489297
0.7803502,0.022786215,0.4056169,0.05096659
0.77551335,0.021472638,0.41140798,0.051014967
0.7698618,0.022574209,0.40594244,0.05031881
0.7902891,0.0234355,0.40590996,0.050872628
0.7604792,0.022081187,0.41199785,0.0527066
0.7734023,0.022730408,0.4116054,0.0526126
0.7801953,0.022860056,0.4044168,0.051176526
0.76847345,0.02089929,0.41408792,0.0510688
0.7743553,0.022724297,0.41113144,0.05202555
0.76717156,0.02044729,0.41614318,0.051652238
0.7801119,0.021741038,0.41353542,0.05124998
0.7737896,0.02250597,0.40754572,0.0514563
0.7648179,0.019985542,0.42054394,0.053096734
0.78131807,0.021948002,0.41112226,0.050480116
0.7702441,0.023337767,0.4065059,0.051537342
0.7896413,0.023865053,0.40050173,0.049124554
0.747215,0.021235209,0.4139193,0.053627975
0.7826704,0.021671737,0.4111533,0.05128427
0.77260625,0.023430087,0.4048962,0.05121987
0.7481398,0.021120498,0.41374618,0.05216784
0.7590711,0.019150687,0.4244922,0.053992186
0.7552394,0.021908222,0.41141155,0.052282855
0.77121836,0.02385492,0.40327784,0.0509004
0.7478387,0.021486102,0.41106477,0.05357477
0.7551133,0.02006658,0.4184615,0.052690152
0.76298094,0.01967016,0.4210511,0.05331637
0.76413596,0.019481456,0.4171685,0.051390767
0.7738008,0.022442872,0.4070257,0.05081908
0.76266664,0.021191709,0.41116783,0.05140471
0.7738401,0.023598002,0.40357745,0.050750915
0.7595478,0.021313595,0.41105062,0.051895745
0.7764118,0.022074902,0.40928686,0.051214915
0.75592357,0.020206507,0.41334134,0.05193669
0.7721231,0.02178374,0.41099495,0.051818855
0.7688548,0.02250881,0.41017392,0.051391244
0.7578983,0.021101784,0.41882953,0.054251198
0.78502434,0.022491772,0.41069722,0.051066805
0.7832962,0.022275819,0.40874577,0.051437076
