parameter_1,parameter_2,parameter_3,parameter_4,parameter_5
-2.3572795,-2.4487882,-2.974974,0.61033934,0.7792481
-1.1847461,-2.7428403,2.653341,0.5864254,0.18267724
-0.44084975,-2.3603408,2.9364696,-0.6711409,1.6341058
-2.933706,-2.541149,-2.4291284,-0.7190015,0.96869886
-0.5034589,-2.1300466,-2.7811265,-0.7035166,1.4402324
-1.860667,-2.2916107,2.4127603,1.0504242,0.4472425
-2.7199147,-2.9772954,2.9189916,-0.93697304,0.96201086
1.184448,-2.475363,-2.9422166,-0.61971205,1.0564674
-2.4740858,-2.42719,2.9029057,0.72958535,1.6865342
2.7961595,-2.1624095,-2.8549304,0.69860274,1.9002774
0.79238427,-2.2970421,-2.840231,-0.74025023,1.6519372
-2.2332785,-2.425344,2.7278,-0.6074228,1.8983346
-1.6393824,-2.2822087,-2.8278139,0.67523116,2.073759
-1.0422217,-2.405019,2.9050848,-0.6915929,1.2511201
-2.6407218,-1.9215318,-2.4490404,0.8262119,0.9139132
-2.291078,-2.4140174,2.6871343,-0.7021255,1.863843
-1.6194098,-2.387612,-2.9900951,-0.69996774,1.9225681
-2.6674209,-2.4441903,2.8819528,-0.6430527,1.1593597
-1.8309826,-2.764617,2.5014522,0.53555787,0.73477685
-0.4569673,-2.3052824,-2.6548555,0.6876476,0.38516974
1.118425,-2.3660173,-2.9215233,0.67771137,1.379597
-1.8009676,-2.4852011,-2.9861841,0.61367464,1.8148742
-0.0500499,-2.7297592,-2.8904884,-0.6494679,0.44037646
-0.504519,-2.1876764,2.6101654,-0.8024039,1.0563178
-1.1433568,-2.562693,-2.9721415,0.6089096,1.4738238
-2.321162,-2.3891313,-2.8212917,0.6437152,1.9031041
-2.299314,-2.4168427,2.800204,0.6593012,1.8758556
-2.7084281,-2.2678244,-2.6495004,0.86498255,1.0163745
-2.7115207,-2.519148,-2.9215426,-0.6559173,1.1095858
-0.7880812,-2.499255,-2.8381557,0.6157963,1.3369651
-0.98428315,-2.3782473,2.766086,0.611533,1.3255633
-2.6124215,-2.2434995,-2.5838916,0.7625481,0.4416608
-2.976756,-2.4777932,2.567641,0.6024643,1.7760949
-0.5507416,-2.2261589,-2.5945463,-0.69249594,1.7858405
-0.112188816,-2.3624356,2.5691671,-0.56490046,2.06918
-2.1940155,-2.6393511,-2.7239127,0.7314479,1.0084896
-1.3984385,-2.5169828,-2.9434009,-0.76310295,1.310054
-0.88224727,-2.3977828,-2.85779,0.6707705,2.454756
-2.5875688,-2.6835237,-2.8575866,0.7266722,1.4215555
-2.8236258,-2.909449,2.9549468,-1.1624542,0.099315524
-2.208157,-2.6648412,2.860614,-0.69497436,1.7915097
-2.3636723,-2.5618658,-2.7829304,-0.6436388,1.3577229
-2.7740147,-2.3844032,2.6471086,-0.68422574,1.4160352
-0.49402612,-2.4339435,2.9786437,0.66106755,1.0552073
0.26625398,-2.539139,-2.6337495,0.67317694,1.3651692
-2.3954563,-1.7564224,2.863015,-1.1573006,0.1876955
-2.993061,-2.69224,-2.8835785,-0.57124114,1.5172025
-2.7879357,-2.3646166,2.742389,0.6652839,1.9155266
-2.2556686,-2.7109203,-2.811036,0.6254174,0.8991747
-2.5984259,-2.4125977,2.9120219,-0.78636396,1.666237
-0.6552593,-2.3630693,-2.6797802,-0.6658103,1.731545
-1.5295793,-2.520002,-2.7857769,-0.65159327,1.843973
-0.7156601,-2.5462744,-2.9386933,-0.63746506,0.8111331
-2.0063415,-2.2872322,-2.559434,-0.68091506,1.2868007
-0.9064488,-2.4273632,2.980976,-0.72324675,1.8481036
-2.384368,-2.587618,-2.4517074,-0.61847323,1.7436838
-1.759326,-2.2808676,-2.8208997,0.6883381,1.8181539
-1.9660653,-2.540357,2.897862,-0.7565456,1.4458855
-2.8375056,-2.4143546,2.6932626,-0.61017466,2.040284
-2.149331,-2.4442403,2.786946,0.5934545,1.3779668
0.24758948,-2.3381376,2.7774742,-0.61540586,1.6150627
-1.6335217,-2.587637,-2.7225807,0.6849141,0.5107261
-2.0976813,-2.6374319,-2.7884996,1.8007492,0.80710506
-2.7526894,-2.5581894,2.6484616,0.65480626,1.6927038
-0.8450593,-2.4786549,-2.7533405,0.4755248,0.16584048
-2.333505,-2.4224303,-2.994888,-0.6781643,0.86186045
-0.6526394,-2.4647171,-2.8095818,-0.6342274,1.1649468
-0.98449993,-2.4150176,2.8813825,-0.6603457,2.271567
-2.718523,-2.4789135,-2.7111497,0.63841355,1.8090525
-2.8816037,-2.4503047,2.33229,-0.5488953,1.5693746
-2.1055758,-2.4450042,-2.3493931,0.6233484,0.94795626
-2.2871404,-2.3582404,-2.6800456,0.84884095,0.4833218
-2.9932966,-2.4576905,-2.6730428,0.632457,0.86850804
-1.6745088,-2.5277915,2.558074,-0.57975614,1.4114232
-1.0688338,-2.2383108,2.7814057,-0.82030725,1.9393944
-1.3915157,-2.4252083,-2.7840633,-0.611757,1.179929
-2.9676845,-2.5833588,2.2232485,0.5403271,1.0807974
-2.8753204,-2.7269237,2.9386837,-0.615137,1.6069825
1.8673013,-2.46262,2.9839482,-0.65826875,1.8755746
-2.6193473,-2.5909667,-2.9920075,-0.59723705,1.3415902
-0.59649897,-2.2164552,2.679171,-0.7811422,1.4371613
-2.1093655,-2.496771,-2.8273594,-0.6662525,2.0026422
-2.7522469,-2.8284004,2.8753393,0.8664447,0.15893632
-1.3421445,-2.2997627,2.9458961,-0.7377644,2.6752396
0.42146468,-2.5014417,-2.5092118,-0.5260393,1.1750546
-1.5377582,-2.8271112,2.8792245,-0.63938206,0.75786304
0.7016532,-2.4677248,-2.5427191,0.623816,1.2296698
-2.532563,-2.5209215,-2.4017606,0.5335633,1.1193738
1.1797571,-2.2524483,2.6140292,0.61734027,1.144607
-0.8554614,-2.2613485,-2.7005022,0.6414896,2.2681522
0.24152608,-2.3512583,2.849579,-0.67420423,2.27996
-1.4785392,-2.680949,2.8891964,1.2306082,0.57753944
-1.7253032,-2.22923,-2.7667468,-0.7444847,1.7985324
-2.790075,-2.4304473,2.7302258,0.6715083,2.0106118
-0.8260312,-2.2461603,-2.8042092,0.7031965,1.5195988
-0.46717128,-2.4229348,2.8911226,0.7618781,1.9583485
-1.4119886,-2.4797413,2.8919606,-0.5972063,1.1063877
-2.414508,-2.4474869,-2.9119627,0.7458636,2.0052702
-2.7787719,-2.3646004,2.8260033,-0.7023799,2.1844547
-0.6932445,-2.368048,2.9768984,-0.72074914,0.90565246
-0.25923616,-2.4633458,2.6370525,-0.77477753,0.62918615
-2.6702995,-2.5603662,2.8794868,0.68643284,2.1595383
-2.170913,-2.3919978,-2.8422842,-0.7094658,2.6031814
0.25514856,-2.2025356,-2.7886333,0.66722226,1.8990037
-0.5979575,-2.7615547,2.9008598,0.6835615,0.40743372
-2.6962693,-2.4141085,2.9166548,-0.73951554,1.8120192
0.15319316,-2.5862482,2.904346,0.61406595,1.2052617
-0.9417137,-2.427334,-2.9406686,-0.6559214,1.7519593
-2.4821088,-2.3736773,2.865703,0.86409456,1.1644943
-2.7629623,-2.6619911,2.9223535,0.54150116,1.1057346
-0.91667277,-2.25354,-2.748089,-0.82516795,1.4405525
-2.4740741,-2.4684725,-2.7954578,-0.5824115,1.7038066
-2.8896897,-2.5377884,2.7231586,0.59599704,2.1558318
-2.231252,-2.7062836,2.7655392,-0.56034917,1.0986289
1.2138625,-2.213294,-2.9635558,-0.68142396,1.7926161
-1.2312683,-2.5329592,2.7432163,-0.5159146,1.4356891
-1.4948461,-2.33023,2.797746,0.6955493,1.5848476
-1.5491034,-2.3758307,2.5493,-0.6174269,1.4420153
0.4935936,-2.246408,2.3317864,-0.5657023,1.9269905
-1.8333459,-2.5092669,-2.7699735,0.6543876,0.5603401
0.09413831,-2.3619213,2.5091646,0.7676429,1.0912699
-0.9225504,-2.3783233,2.8320737,0.6299625,2.3050134
-0.95712954,-2.7203052,-2.5965667,-0.88648057,0.7661684
-0.6371138,-1.8678262,2.8289857,0.8275909,1.3577907
0.5629459,-2.6484933,-2.9954011,0.6615664,1.036903
-1.6927414,-2.6173124,-2.6942883,0.63256687,1.2552543
-0.75047326,-2.1930966,2.9932613,-0.8232666,2.2249002
-1.0737609,-2.3077612,-2.79946,0.719858,1.941609
1.4781884,-2.2637122,2.9272342,0.6785777,1.4141747
-1.7093871,-2.3752842,-2.8814204,-0.7239585,1.7930481
-2.7868905,-2.37084,-2.3294022,-0.5798431,1.147543
-0.9931497,-2.8516645,-2.9018056,0.90980333,-0.56077987
1.9785079,-1.7930229,-2.9099326,-1.080446,1.3325257
-2.6022005,-2.4457588,-2.6477048,0.72886103,1.6215215
0.6811354,-2.426499,2.596054,-0.5022271,1.8031574
-2.5277984,-2.451828,2.551121,0.60012704,1.8573112
-2.8963838,-2.4324532,-2.6561072,0.64884907,0.5889346
-0.99301034,-2.4576895,-2.9418747,-0.63133466,2.032489
-2.987571,-2.5851204,-2.8753579,-0.594637,1.1225371
-2.7306528,-2.3432662,2.9558353,1.0525154,1.8908434
-2.9693131,-2.5194378,-2.825873,0.67348796,1.8409789
-2.5607145,-2.3058074,2.5624795,0.81882465,1.2568473
-2.8229208,-2.2235804,-2.6857333,0.66254574,0.50714743
-2.9383986,-2.5585997,-2.7974777,0.61835796,0.64096653
1.7666104,-2.2952032,-2.8677032,0.69184315,2.1200783
-1.6045334,-2.4820864,-2.8936543,-0.7154901,1.4484551
-1.688931,-2.415658,2.8211725,-0.68001926,2.0013535
1.1441911,-2.1663342,-2.823354,0.70594966,1.611127
-1.8141727,-2.3182364,2.9487867,0.7550864,2.0406256
-2.6445997,-2.5809689,-2.8824039,-0.4818792,0.84244823
-1.3251255,-2.5337079,2.964804,-0.6377759,0.2814949
0.6553604,-2.3890874,-2.9727018,-0.5826447,0.99722683
-1.3388305,-1.7186854,2.996983,-1.2404293,0.85757345
-2.2179415,-2.298343,-2.4186876,0.80394876,0.73287153
-0.94704396,-2.3267236,-2.7303946,0.66620505,2.55897
-2.3482983,-2.3816838,2.4845412,0.54776126,1.179449
1.6080716,-2.0689714,2.9996722,-0.6873214,1.4297408
-1.6810502,-2.4245908,2.9295619,0.719386,2.0871348
-0.18962318,-2.4273348,2.9099774,-0.5723368,1.4314139
-1.7319608,-2.4535415,-2.630228,-0.65552765,1.6510378
-2.8496933,-2.330241,2.9175427,0.72447956,1.7571306
-1.0052445,-2.4104612,-2.8949609,0.6575915,1.8293818
-1.2576185,-2.457394,2.604189,-0.5241324,1.7927004
-0.60034055,-2.3632896,-2.6541216,0.6090195,2.0154033
-0.7842781,-2.0307367,-2.77942,-0.805482,1.5880488
-1.0108299,-2.3434207,2.7928383,0.6678998,1.7467555
0.39080715,-2.4258945,2.695334,-0.6149291,1.4599469
-0.9698899,-2.3512685,-2.9533365,0.6795723,1.3588692
-1.5135007,-2.3889792,2.8336973,0.6563229,2.2273712
-2.8315942,-2.818947,2.2935183,0.64012116,-0.055716846
-2.7352643,-2.416315,2.6490366,0.5943422,1.5450861
-2.5010953,-2.4607005,-2.8874528,-0.6934786,1.7415004
-2.5926604,-2.37194,2.8565798,0.669357,1.3619182
-0.04984647,-2.363581,-2.7806973,0.55956477,1.7505622
-2.7192335,-2.4294636,-2.7218552,0.72094303,1.422169
-2.622531,-2.6626856,2.9561768,0.70160484,0.7325524
-1.7145257,-2.6575866,2.4744852,0.5048256,1.3288044
-2.881367,-2.6220183,2.8249485,-0.5867511,1.1050704
-2.9387581,-2.4751377,2.5962496,-0.55781263,1.2966325
-1.9026382,-2.0986457,-2.6078157,-1.1373332,-0.23415247
1.5154502,-2.2108157,-2.7710092,-0.69325024,2.1688826
-2.4591894,-2.4913363,-2.8685534,-0.66609836,1.5066141
-1.7461271,-2.6478436,2.950123,-0.5661992,1.1343068
-1.7037897,-2.5393558,2.8897188,-0.6654529,1.2074068
0.33001047,-2.2817073,-2.8985264,-0.77928257,1.5240221
-2.536663,-1.5368314,2.784758,-1.2092211,0.96926177
-0.7863033,-2.314212,-2.9644406,-0.7383442,1.3931019
-2.3837872,-2.4859138,2.849815,0.63977134,1.8370808
-0.4891113,-2.3347807,2.5336342,-0.6246448,1.5295184
-2.537643,-2.5079942,2.22003,-0.56255704,0.86120886
-1.185375,-2.355254,-2.6056645,0.61401886,1.7026336
-2.1193352,-2.4004328,-2.9946206,-0.7847336,1.8316371
-2.8305583,-2.5914876,2.7143977,0.5492598,1.1937222
0.3166809,-2.4921937,-2.8936262,0.6504587,1.327832
-2.4545002,-2.5777156,2.8275175,0.6971133,0.8106331
0.07245762,-2.2370372,-2.9190254,-0.56868935,1.4760238
0.08823982,-1.9746977,-2.755432,0.7778834,1.4693246
-2.2492442,-2.5682323,-2.9792442,-0.675491,1.8397632
-2.798796,-2.5852826,2.5538049,0.6979472,0.9967379
-0.24920851,-2.2715058,2.7133563,0.8350629,1.5373982
0.17710367,-2.2496479,-2.8798192,0.71383905,1.6640543
-2.65992,-2.2580743,2.6828341,-0.74446684,2.0847864
-1.2589121,-2.4585364,2.9386127,0.6309272,1.8438666
-1.6146622,-2.479308,2.6341293,0.58636874,1.8983817
-2.364892,-2.4486287,-2.7325232,-0.62391347,1.8575912
-2.6296449,-2.8966892,2.3750315,-0.5406089,-0.23612413
0.9080941,-2.3209274,-2.6668901,0.608547,1.8732219
-0.8060653,-2.404575,2.8475583,0.60409135,1.9718843
-2.8904173,-2.548311,-2.871138,-0.61012596,2.076694
2.5806992,-2.253069,-2.7393088,-0.6921799,1.4848644
-1.4298344,-2.6785376,2.9169302,-0.6656509,1.0433401
-1.0123298,-2.476866,-2.7486174,-0.60935986,1.9199681
-2.861188,-2.4163253,2.7889373,-0.67997956,1.8253399
-2.0746577,-2.5389388,-2.9119322,0.60871327,2.087332
-2.164417,-2.5383298,2.6968083,0.54329205,2.0037928
-2.9798317,-2.4761322,2.9366727,0.7500658,1.5964644
-0.77184707,-2.539779,-2.6872756,0.57227147,0.41879922
0.6470626,-2.2671542,-2.9819653,-0.78636116,1.6785816
-2.0853467,-2.550155,-2.6752346,0.49539024,1.1724501
-1.8362025,-2.5856893,-2.337587,0.5685266,1.3356869
-1.9920136,-2.5554605,-2.8299563,-0.55526286,1.4775186
-1.55236,-2.431617,-2.9012282,0.6980849,1.0595964
-2.7443883,-2.4371948,-2.3565812,0.56400764,1.9073396
-1.0889635,-2.4427884,2.657171,-0.5799919,1.4182479
-2.5389075,-2.5582888,2.6387134,-0.6236143,1.9804128
-2.2541642,-2.4299543,-2.7284696,0.63140035,1.6096388
-0.5764663,-2.0059133,-2.9409935,0.7682018,0.17307472
-2.974096,-2.7976263,-2.5761442,0.66996634,0.83031905
-2.9283295,-2.5094564,2.6213605,0.9020448,1.2856896
0.7143178,-2.728843,2.8177779,0.54142016,0.0919075
-0.8628676,-2.5855405,-2.8525794,-0.58809906,1.371364
-2.5119843,-2.0942428,-2.6227756,-0.7945554,1.8812215
2.3878903,-2.2750738,-2.9946442,0.67021143,2.077188
-2.2521708,-2.4730098,2.4675412,-0.63904923,1.4936718
-1.7250547,-2.418751,2.5277755,0.6580646,1.1893647
-2.4946718,-2.4494033,-2.4529958,0.60442305,1.5918565
-0.7388029,-2.492413,2.9002025,-0.68525225,0.81774896
-1.5393516,-2.3218894,2.7614143,0.6565636,1.1934516
-1.7989168,-2.5232441,-2.9507968,0.6567817,1.265841
-2.039722,-2.6647089,-2.7354798,0.57712275,0.94701976
1.3383994,-2.4365237,-2.9298227,0.5997927,1.177733
-2.9299872,-2.36947,-2.1812854,0.65018076,1.039565
-0.23281151,-2.1487257,2.900566,-0.6932492,1.0801866
-2.2164629,-2.5483313,-2.7400794,-0.82286143,1.6204078
-2.9407108,-2.5886815,2.88633,0.6673213,1.6906801
-2.6769147,-2.444501,2.693151,-0.7033106,1.5206581
-2.0402117,-2.2501655,-2.567197,-0.7781684,1.5698721
-0.56301653,-2.1890273,2.7067883,-0.7188792,1.7686651
-2.082758,-2.519325,2.835485,0.84605646,1.2149513
-1.9219674,-2.4659567,-2.6025093,-0.57037807,2.1856523
-1.8080624,-2.422451,2.9019225,-0.6061713,1.9019607
-1.5108335,-2.3701892,-2.5279067,0.61518615,2.1045837
-2.6971426,-2.5663254,2.816836,0.6690853,2.027341
-1.1648171,-2.2028272,2.7536204,-0.7115364,1.8558811
-2.9203477,-2.4075167,2.6866417,0.6551686,1.7107067
-1.8884796,-2.6935968,-2.57092,-0.5731395,0.8539019
-1.4347847,-2.382276,2.723287,0.7084028,2.0609689
-2.6785126,-2.4855895,2.8969748,-0.6971728,1.1098899
-2.4351766,-2.4429655,2.8542566,-0.77446604,0.3510937
-1.3268626,-2.4052935,2.852224,0.77008134,1.4093164
-2.720508,-2.429584,2.7640984,-0.58250046,0.73737127
-2.6175513,-2.452645,-2.8352385,0.6356406,1.4788735
-2.5736847,-2.671729,2.805944,-0.5535794,0.38040286
-2.4964025,-2.4253151,1.9861383,-0.5185727,1.5100983
0.9637132,-2.3037384,2.8140159,0.6845846,1.9473895
-0.9345998,-2.5024657,2.9218056,-0.6820453,1.9880412
2.0389361,-1.8763403,2.8700597,0.77274925,1.8059363
-1.0437716,-2.414461,2.8675535,-0.59184736,0.94472444
0.43665004,-0.67173195,2.4985852,-1.2757827,0.669889
-1.3337302,-2.4862778,-2.7639956,-0.5638286,1.2079628
0.23463282,-2.3499746,2.6368346,-0.6440271,1.388664
-0.1385355,-2.2267983,-2.9721205,0.68164635,1.339191
-0.96514696,-2.572875,-2.7576423,-0.63659996,1.0756621
-1.814207,-2.3857555,-2.5287418,-0.59485435,2.0141473
-2.416446,-2.2554605,-2.9635797,0.6796357,1.5690343
-2.8236485,-2.4822912,2.6298075,0.6421634,1.9712
-1.9301488,-2.472094,2.8777792,-0.68705904,2.3652163
-1.1997387,-2.3904681,2.8585348,-0.63132733,1.0605652
-2.5563252,-2.2815037,-2.8574567,-0.6935765,1.5071638
-2.5102096,-2.532708,2.997614,-0.61996114,1.1843685
-1.1989912,-2.5139134,-2.6740851,-0.586884,1.5717819
-0.7546106,-2.5142803,2.8322408,0.5623768,1.4916903
-2.4941003,-2.4331257,-2.4323606,0.5812223,1.6638508
-2.7523942,-2.329372,2.8989735,-0.7630574,1.2677422
0.5629435,-2.1987915,2.815202,-0.67431635,1.7227855
-2.2326252,-2.3983977,-2.8235855,-0.7230013,1.2768565
-2.902795,-2.4768546,2.741026,-0.64115155,1.8115535
-1.9658525,-2.36153,2.6732974,0.80666125,-0.014811188
-1.9162289,-2.5522845,2.649463,-0.5629985,0.95191306
-1.8094671,-2.3447125,2.610767,0.6681038,1.7041411
-1.3477942,-2.2546334,-2.97469,1.1285411,1.6470068
-1.5210825,-2.2511168,-2.5219054,0.67468244,1.4639304
