$\alpha$,$\beta$,$\gamma$,$\delta$
0.88589275,0.03592322,0.97005343,0.09121693
0.8836456,0.036648024,0.95956963,0.08976919
0.88438976,0.035887316,0.9699973,0.0904391
0.86801386,0.035294756,0.9815086,0.09197922
0.90302426,0.038177956,0.9472292,0.08794085
0.89572656,0.036623243,0.95936924,0.08957701
0.88274264,0.034915645,0.9751603,0.088888355
0.8869398,0.03693656,0.9640844,0.090217516
0.88336605,0.036372434,0.9716539,0.09026881
0.9061707,0.04075602,0.9300141,0.08533048
0.90119135,0.035388388,0.9672337,0.090533465
0.91185796,0.037002347,0.9435957,0.087122865
0.8802827,0.035977628,0.97367316,0.09138177
0.88804066,0.03620969,0.9651722,0.09001382
0.883842,0.03374668,0.9835713,0.09119857
0.8942794,0.03591773,0.9697487,0.092906356
0.8740369,0.033707444,0.9860559,0.091892645
0.8758145,0.036250383,0.96785474,0.08957304
0.89046836,0.038616754,0.9535269,0.089109324
0.90545243,0.03962021,0.9416852,0.08699702
0.90687925,0.038025744,0.9399857,0.087205306
0.8761137,0.03854087,0.9590702,0.09051719
0.87455034,0.03597293,0.9703444,0.09071626
0.88168204,0.03511793,0.9715358,0.08916437
0.87916994,0.035058036,0.97835124,0.0922723
0.8600574,0.033624433,0.9959521,0.09372236
0.88055825,0.034344543,0.9798823,0.09131469
0.8913516,0.035892356,0.9706294,0.091581166
0.8983749,0.03517437,0.96513975,0.08942643
0.90505487,0.035588264,0.9618063,0.09012258
0.9112029,0.04060495,0.9275864,0.08600861
0.89380115,0.037033282,0.96268857,0.09183753
0.89845294,0.039464474,0.9450218,0.08804361
0.9204405,0.0414635,0.9245597,0.08633068
0.88726074,0.036309168,0.95654494,0.088112675
0.90001947,0.034800332,0.9685347,0.090327844
0.88108647,0.03865182,0.96052766,0.091219604
0.89172363,0.034207962,0.9736191,0.08918597
0.893845,0.034154713,0.966521,0.08857755
0.9012301,0.036870155,0.95370877,0.08797568
0.8867194,0.036919374,0.95946294,0.08955916
0.88754624,0.036765296,0.96642053,0.090865895
0.8773207,0.03367423,0.986267,0.091996595
0.880612,0.03400537,0.9801747,0.09226651
0.8922906,0.03790653,0.96653664,0.09194217
0.88186944,0.03713466,0.96518826,0.089953
0.882294,0.037364524,0.96875274,0.0923839
0.9145036,0.038554426,0.9350754,0.08591681
0.89828724,0.03867919,0.95253026,0.08888145
0.87933755,0.03686912,0.97315735,0.09199212
0.8766022,0.037842534,0.96017784,0.08879994
0.87597615,0.038044486,0.96474755,0.090719916
0.8712214,0.034225885,0.9858231,0.09256571
0.8746541,0.03671984,0.97829574,0.09409898
0.85739017,0.03336201,0.996804,0.09210519
0.8859891,0.033899054,0.97039914,0.089151785
0.9282223,0.037760943,0.9386232,0.08551518
0.88708824,0.035141226,0.9734253,0.08995971
0.9101609,0.034816574,0.9584375,0.08738959
0.8689102,0.035592835,0.98142225,0.09297928
0.88615817,0.037139945,0.96244127,0.08960374
0.89689344,0.036213413,0.9613661,0.089444995
0.87771136,0.036684785,0.97434753,0.09307086
0.90859276,0.03538914,0.9608933,0.08977191
0.90432435,0.036417253,0.95395637,0.086750254
0.87468475,0.035023164,0.9757722,0.08966165
0.87267923,0.034480494,0.98416543,0.09290485
0.9137662,0.03869594,0.94200015,0.08852499
0.8959354,0.03516986,0.9673795,0.09023972
0.8856863,0.03565688,0.97361344,0.09233781
0.8821636,0.03763258,0.95582414,0.089523405
0.89254206,0.03841527,0.9535409,0.089275666
0.90139097,0.038817376,0.95158315,0.088363044
0.8865919,0.037632797,0.96761954,0.09262041
0.900034,0.036673382,0.954961,0.08892905
0.90047795,0.034328382,0.96716547,0.08763013
0.8860669,0.03612882,0.96698374,0.09132242
0.8805553,0.03603312,0.9668139,0.088634595
0.8769492,0.033965036,0.98909897,0.092478305
0.87016684,0.034544855,0.9849056,0.09432807
0.8899349,0.037442107,0.9597025,0.09004346
0.8974742,0.0371051,0.9525331,0.08747255
0.8896891,0.03812783,0.9564459,0.090054214
0.89106864,0.03619948,0.9606934,0.0887315
0.88088965,0.034773104,0.97861594,0.09083813
0.89657605,0.03894325,0.9436903,0.0876657
0.90636003,0.03809626,0.9485141,0.08728951
0.896407,0.038013507,0.9510741,0.08678894
0.8925717,0.037731938,0.9568474,0.08914628
0.8873903,0.0342724,0.97306496,0.09161749
0.9133503,0.036427673,0.9481056,0.08850773
0.8903645,0.03677256,0.9604032,0.08870603
0.91146255,0.040095374,0.93412024,0.0877055
0.89224005,0.03814104,0.953082,0.08987023
0.89334697,0.034952074,0.96861947,0.090944596
0.8964697,0.035674345,0.96691376,0.09230792
0.9001662,0.03588411,0.96097565,0.088413194
0.8903462,0.038719196,0.95650464,0.09151913
0.86891234,0.03585098,0.9832298,0.09168039
0.8990543,0.03593607,0.96072376,0.08891792
0.89073336,0.03397081,0.9691861,0.089446254
0.897128,0.037753373,0.9501684,0.08827448
0.8833148,0.036176406,0.9643664,0.08943363
0.8920128,0.036213964,0.9668127,0.0902349
0.9173496,0.037123285,0.9360729,0.08422779
0.8858406,0.03356049,0.9739109,0.089217916
0.89776236,0.03692254,0.95791245,0.08860846
0.878781,0.032953802,0.98485297,0.09303605
0.867299,0.031782806,1.0023755,0.09420814
0.90748435,0.038260296,0.9418838,0.08647118
0.88023365,0.03499517,0.9713244,0.08952701
0.88107723,0.034017023,0.97921056,0.09123854
0.8999909,0.034295324,0.9663571,0.088414036
0.9020226,0.035997372,0.9616449,0.08967129
0.880882,0.036398172,0.9682252,0.091173485
0.87491125,0.037617996,0.96339077,0.08939941
0.8674358,0.03416821,0.9859652,0.09233125
0.88059175,0.035641316,0.9733687,0.09139175
0.88666624,0.03586625,0.959503,0.08800402
0.8831216,0.03611901,0.9658143,0.09093746
0.87585086,0.0370084,0.97240466,0.09227639
0.9022379,0.03810271,0.94635886,0.087557435
0.8862579,0.033553056,0.98267335,0.09097945
0.9131309,0.03645704,0.9447076,0.0860389
0.8964757,0.03845608,0.948529,0.08842015
0.8687797,0.031100046,1.0059264,0.093824774
0.8872036,0.03338675,0.9785435,0.09053977
0.8784142,0.03349696,0.9854368,0.09276932
0.893234,0.03729752,0.95501363,0.088722825
0.90042305,0.034889165,0.9611042,0.08784584
0.87770414,0.035802573,0.9737574,0.09247412
0.88145447,0.03524994,0.97778225,0.09201776
0.8833911,0.033240717,0.98612124,0.092558466
0.88119966,0.036739945,0.9659945,0.09039021
0.8696946,0.03361854,0.9899166,0.09174258
0.8805802,0.03641936,0.9663155,0.08904099
0.89368284,0.037213646,0.9627369,0.08869882
0.90019506,0.034867655,0.9633963,0.08759278
0.8777375,0.036050733,0.97788244,0.09230436
0.8843644,0.03478156,0.9751057,0.08922602
0.8883707,0.036987018,0.9604569,0.091426775
0.8914377,0.036215432,0.9549061,0.088318855
0.8996074,0.0404355,0.9355831,0.08797132
0.8932799,0.036926724,0.9572159,0.08837254
0.8707167,0.031497996,1.002172,0.09304554
0.8975531,0.035713192,0.96776193,0.09062427
0.90594727,0.037739404,0.95354813,0.08959194
0.89472735,0.03735291,0.9583309,0.08984204
0.88936305,0.036753103,0.9588591,0.08905691
0.91495997,0.041190445,0.92830974,0.08635456
0.8982779,0.036815144,0.95580816,0.08857002
0.9101241,0.039403588,0.9385994,0.08684174
0.8907528,0.038473703,0.9483501,0.087000735
0.88034344,0.03697649,0.967856,0.091338076
0.8880373,0.036316857,0.96234363,0.0890959
0.87225527,0.033815686,0.980125,0.09130183
0.8780434,0.033163447,0.9836007,0.09013997
0.8953448,0.03881372,0.94516206,0.08611379
0.8856525,0.03344781,0.9782497,0.09063113
0.87769926,0.036370847,0.96668667,0.09072761
0.9230381,0.037059568,0.942426,0.085565984
0.8883129,0.03732526,0.9637785,0.089765385
0.89932483,0.038628086,0.94752467,0.08708567
0.86510724,0.0367244,0.9811367,0.09332574
0.8738254,0.03655465,0.96807706,0.090243936
0.8735803,0.034975067,0.98103863,0.09217001
0.8992746,0.036321394,0.9643602,0.09023535
0.8825991,0.033852063,0.97345406,0.08724715
0.91056615,0.040685616,0.93013775,0.086652085
0.85913146,0.034709748,0.99214303,0.09532864
0.8944251,0.04010204,0.94895107,0.08896561
0.8881084,0.03683899,0.9628666,0.08939368
0.90117186,0.036279347,0.9577013,0.08896986
0.9250421,0.03909073,0.9297657,0.0848852
0.9006138,0.04220603,0.9340206,0.08855811
0.8943357,0.03778006,0.94754493,0.08802209
0.8873278,0.03444655,0.969625,0.08910045
0.90477085,0.035458706,0.95633274,0.087964356
0.87996507,0.03556131,0.9761083,0.09175323
0.89269835,0.036115393,0.96692055,0.09021201
0.8879988,0.036255594,0.95955694,0.08883632
0.88172865,0.035899594,0.9719168,0.090616494
0.8861574,0.03674011,0.9626576,0.09026888
0.8849615,0.038487226,0.95604587,0.09031947
0.8854981,0.03497822,0.9669167,0.08901866
0.8884739,0.036160782,0.9599663,0.088676535
0.8891065,0.03603531,0.9662999,0.09044309
0.88730276,0.035273936,0.96512717,0.08956907
0.8894263,0.036132783,0.9629664,0.08878872
0.89280504,0.034873415,0.9682705,0.088310786
0.8860167,0.036543436,0.9632575,0.08868977
0.9013408,0.03965351,0.9446876,0.0877128
0.86082536,0.033382013,0.9990676,0.09479704
0.871794,0.03449979,0.9836514,0.093352005
0.87863135,0.03475783,0.9747267,0.09076887
0.88838935,0.037735373,0.950354,0.08805593
0.88487154,0.037142113,0.96367085,0.09003857
0.8894254,0.035055462,0.97082615,0.08980552
0.88337964,0.033285975,0.9824945,0.090673596
0.8738883,0.03447135,0.97541374,0.09164451
0.8932023,0.038197186,0.9468412,0.08632233
0.88973826,0.03666095,0.96676916,0.0901993
0.8847782,0.03522802,0.9723428,0.089914955
0.85829943,0.034572367,0.9878348,0.09291583
0.8929101,0.039088894,0.9496103,0.08953903
0.8755295,0.036755655,0.9617549,0.088874474
0.8907282,0.036286544,0.9627924,0.09080504
0.8921008,0.03444316,0.9708628,0.08952074
0.88187665,0.037197795,0.9705736,0.09239412
0.89418894,0.036778122,0.96260494,0.09010611
0.8842485,0.03739363,0.9647186,0.091472864
0.89314884,0.037198618,0.958169,0.08925798
0.8836829,0.03789371,0.9631956,0.09150635
0.8873616,0.039327208,0.9487004,0.08912939
0.8603504,0.03517317,0.9841664,0.09360791
0.90531456,0.038284786,0.9445064,0.08796543
0.8707585,0.03464464,0.98494154,0.09346531
0.86759204,0.03305249,0.9864549,0.09295984
0.89097583,0.038263507,0.9524604,0.08950138
0.8764659,0.037760574,0.9669713,0.091422416
0.8827386,0.037870128,0.9610309,0.08949359
0.8770556,0.03916133,0.96235055,0.090400554
0.8927413,0.03742699,0.95640415,0.08894506
0.883367,0.03690451,0.9623444,0.08967516
0.89427334,0.040385265,0.9430285,0.08792783
0.8841366,0.03347846,0.9780933,0.09094665
0.9291737,0.0377419,0.9386574,0.087228075
0.88009745,0.033255324,0.983915,0.09127651
0.874599,0.036614127,0.96734804,0.09072636
0.8999253,0.040052187,0.93725413,0.08680564
0.8782118,0.033181053,0.98283005,0.09125817
0.8900698,0.03386573,0.97512084,0.0903328
0.87938994,0.036876045,0.9694807,0.0909993
0.88821685,0.038330927,0.95814276,0.09030097
0.91260374,0.037540156,0.93984693,0.085593954
0.88652736,0.03748896,0.9603363,0.09112352
0.90586495,0.037479397,0.94753706,0.08685994
0.88246727,0.035807353,0.96758616,0.09146321
0.89310986,0.035134397,0.969656,0.09143111
0.88345456,0.036308285,0.9658752,0.0895806
0.8880945,0.03777327,0.96154875,0.09072595
0.8809559,0.038557265,0.9558295,0.09018939
0.90921676,0.039520375,0.9385536,0.08733181
0.89340264,0.037470747,0.9568863,0.08942171
0.9017386,0.03364517,0.9718546,0.09122917
0.8902658,0.03268077,0.9865727,0.09313279
0.8912629,0.03630514,0.9581603,0.0885061
0.8767901,0.03646622,0.9720697,0.09117531
0.8842466,0.034636173,0.9745295,0.08931024
0.8844833,0.03780083,0.96207905,0.09292084
0.8987447,0.034573358,0.9683801,0.0912635
0.89857477,0.03882608,0.95365584,0.09120344
0.8960541,0.038395256,0.95444876,0.089910455
0.92853886,0.03831712,0.93253404,0.08510491
0.9117102,0.03713294,0.95114374,0.08857884
0.8722347,0.034307633,0.9844123,0.091450185
0.8894611,0.03611102,0.9589186,0.08822354
0.9042941,0.035331026,0.96506965,0.090894215
0.89357936,0.034514964,0.9753139,0.091419734
0.90594393,0.03475015,0.9592228,0.08762033
0.8835409,0.037530635,0.96911156,0.093519635
0.9025693,0.034917403,0.9687921,0.09011534
0.88844335,0.035076454,0.97015905,0.09003882
0.87166756,0.032798547,0.99676925,0.09433376
0.88476926,0.03407529,0.97904456,0.08962098
0.8865671,0.0364737,0.9638784,0.08992083
0.9025364,0.039889876,0.9392466,0.087244466
0.8999791,0.034803595,0.95817906,0.0866694
0.90396756,0.039105665,0.942947,0.086110115
0.9053019,0.032357678,0.97569245,0.090651155
0.883376,0.03306026,0.98356783,0.09302016
0.9167156,0.03608711,0.94667983,0.085784115
0.90209514,0.037318878,0.9518317,0.08639787
0.9021868,0.038930673,0.950053,0.08900172
0.8726263,0.034221634,0.98716396,0.09315708
0.89264244,0.038022786,0.95219755,0.089638606
0.9008507,0.032851882,0.9778846,0.09071247
0.8824511,0.0344027,0.9769728,0.09048064
0.88094234,0.036128715,0.9688352,0.09158872
0.877062,0.034518108,0.9761282,0.091139145
0.8882311,0.036724743,0.96341044,0.0893258
0.9019288,0.03656254,0.9574381,0.08944412
0.86790866,0.03352227,0.9883374,0.0924008
0.86614114,0.03298918,0.99697614,0.093615115
0.8879931,0.034029003,0.9681874,0.09021984
0.915205,0.038132362,0.93549293,0.08540906
0.88467777,0.03501306,0.9678812,0.09048016
0.9120397,0.042127304,0.9232132,0.08658931
0.8923745,0.036015544,0.95725036,0.088715695
0.8846335,0.036246832,0.96681064,0.091096416
0.8817868,0.03644225,0.96802384,0.09029012
0.86008114,0.034202393,0.9908997,0.0936005
0.8952087,0.036993023,0.95763415,0.08925832
0.9150823,0.039219256,0.9310398,0.084947154
0.9081532,0.03487066,0.95660716,0.087363444
0.8733511,0.034996327,0.98051786,0.09322729
0.8853177,0.036674492,0.9694246,0.092194736
0.8865486,0.03598017,0.9633912,0.089628115
0.8769071,0.03895956,0.96038896,0.09294147
0.9113541,0.03812449,0.9434969,0.087773465
0.89684707,0.038025822,0.9476752,0.08703773
0.906114,0.036062606,0.9534946,0.08828035
0.88016003,0.034494642,0.9819703,0.092265055
0.88515264,0.03518189,0.97391456,0.0903865
0.8820646,0.035021268,0.9680638,0.09017363
0.8992947,0.03429073,0.9642086,0.08815136
0.88045985,0.03683378,0.9658748,0.090183005
0.88209057,0.033940572,0.9810326,0.09012645
0.8684622,0.036353733,0.97225004,0.09077718
0.8949005,0.03826697,0.9494104,0.08826669
0.8841647,0.03485498,0.9693925,0.08931733
0.87904096,0.033504765,0.9943558,0.09516829
0.90074027,0.036307815,0.9546508,0.086987704
0.86767006,0.035586566,0.987138,0.092951976
0.8844178,0.036947682,0.9619713,0.090153016
0.8640879,0.033555713,1.0016357,0.095054954
0.87188417,0.035312712,0.9814838,0.092521004
0.8995103,0.03771153,0.94684196,0.08754846
0.9057831,0.038805246,0.9434349,0.087167956
0.91645896,0.040338162,0.9297954,0.08598618
0.8754413,0.03519822,0.9725197,0.08936323
0.89178514,0.03715382,0.95748585,0.09029257
0.8754244,0.035735868,0.9711298,0.090734385
0.8881674,0.038896892,0.9548144,0.0896894
0.8875971,0.037256632,0.95919967,0.08826471
0.8884916,0.03626398,0.9642958,0.08949376
0.911872,0.041052166,0.9272386,0.085091256
0.9248199,0.039367728,0.9319893,0.08463862
0.8910132,0.03522091,0.9679518,0.08991301
0.8892701,0.03795586,0.95766085,0.089941286
0.87675,0.036585115,0.97879374,0.093019255
0.86749226,0.034507006,0.980244,0.091766246
0.88693106,0.03456903,0.97274894,0.0902087
0.90567356,0.035554677,0.96400076,0.090344
0.891813,0.03829995,0.9586385,0.0912657
0.89679974,0.03669551,0.95231265,0.08728262
0.8867629,0.03936065,0.9507011,0.08878347
0.87553763,0.034526188,0.97826594,0.09073994
0.90419656,0.036559217,0.95563287,0.08971042
0.8977178,0.0401101,0.93859655,0.08775206
0.8983619,0.03663901,0.9590366,0.08792351
0.87760955,0.036806587,0.96230704,0.088837296
0.8801907,0.033430934,0.9855636,0.094168596
0.89275485,0.036625035,0.95810014,0.08905194
0.8840249,0.035274476,0.9752392,0.090840794
0.88501644,0.03207096,0.9886858,0.09224823
0.8899033,0.035233483,0.96720934,0.090205476
0.8779082,0.037790917,0.9671117,0.093449675
0.8791235,0.034699332,0.9722906,0.08955733
0.89189434,0.039082084,0.96022093,0.09252445
0.87398654,0.035021886,0.97809625,0.09155244
0.8995231,0.037684694,0.9542399,0.089347996
0.8888398,0.03455099,0.9718744,0.09058429
0.8829969,0.037655972,0.9660903,0.09157475
0.8928547,0.03733245,0.95548356,0.08872316
0.8923269,0.039966557,0.94742537,0.09019762
0.8907554,0.034255568,0.96768194,0.08761768
0.8935583,0.04001074,0.9420616,0.0869056
0.87172455,0.03649594,0.9790988,0.092981406
0.8939162,0.037438083,0.95639974,0.0886741
0.8867449,0.039577518,0.9490606,0.089025065
0.88075054,0.034163248,0.9778116,0.09121116
0.8848627,0.035778083,0.9688403,0.0910463
0.9068937,0.033054087,0.9730381,0.08929018
0.89552575,0.03670375,0.96346873,0.08981745
0.8623821,0.0338938,0.9955693,0.09297928
0.87435985,0.032661464,0.98750365,0.09098205
0.88076794,0.034527425,0.9745564,0.090007745
0.9053897,0.038227588,0.9446161,0.088250026
0.8693906,0.0328698,0.9974954,0.094201945
0.90386915,0.03882179,0.9513263,0.08964495
0.88251257,0.03466093,0.97916573,0.09262701
0.89292765,0.03604536,0.9605107,0.08733118
0.876161,0.035483316,0.97181046,0.090005554
0.88206,0.03367778,0.9795223,0.08976936
0.89882123,0.04011978,0.93737507,0.08690367
0.91125464,0.040489767,0.9281712,0.08576733
0.89702696,0.03739914,0.951735,0.08752248
0.8844595,0.03968314,0.9516113,0.0898148
0.89730996,0.034641437,0.9669117,0.088997565
0.8757092,0.034466397,0.9729576,0.08952795
0.9027672,0.033139467,0.9719164,0.08913019
0.88174146,0.035254776,0.9770376,0.09260657
0.8906596,0.0363505,0.966145,0.091668785
0.8957225,0.036422227,0.96148705,0.09046252
0.89061916,0.033869714,0.9774972,0.09238586
0.8824317,0.038614977,0.95642126,0.088744126
0.8806696,0.037497308,0.961481,0.08982565
0.8800582,0.03656519,0.96862715,0.09117574
0.8908393,0.0373448,0.9639918,0.09168514
0.881934,0.037437074,0.9669738,0.09097465
0.89692974,0.03389992,0.96999526,0.08899009
0.88246405,0.036481593,0.965609,0.09098164
0.8914675,0.0370537,0.95154023,0.08748271
0.9128255,0.042002324,0.9194977,0.08428527
0.8707721,0.036567472,0.9708265,0.09231221
0.9025236,0.040310983,0.94575936,0.089655384
0.87592,0.034204964,0.9854891,0.092029124
0.86394316,0.033328205,0.9963292,0.09336605
0.8837555,0.03445449,0.97913253,0.0914591
0.8920969,0.036977362,0.9555121,0.08869715
0.88779974,0.036936242,0.9614027,0.08873873
0.88539356,0.038057704,0.95952046,0.08932431
0.8859781,0.03969182,0.94740254,0.08736394
0.9027132,0.04233062,0.92548466,0.085819446
0.8625038,0.035352986,0.985312,0.09174842
0.894611,0.038225528,0.9501894,0.086765826
0.86076945,0.03639662,0.977811,0.09242153
0.8825134,0.03255968,0.9898392,0.09251106
0.8922982,0.03705783,0.9623085,0.08899633
0.87904614,0.034878124,0.98046327,0.092708364
0.8835206,0.037943512,0.9571935,0.088177904
0.8782762,0.03393462,0.98331267,0.091683105
0.9055996,0.036715172,0.9554475,0.08975486
0.8702408,0.034799546,0.9910521,0.09529912
0.8955198,0.037634995,0.9566374,0.08826711
0.8943821,0.038100246,0.9430266,0.08607815
0.9001315,0.03483185,0.9602074,0.08773852
0.8970587,0.039698463,0.93787295,0.08526849
0.8654189,0.03315433,1.002078,0.095335774
0.89302564,0.033617876,0.97451854,0.0887938
0.8936966,0.0343518,0.9666777,0.089354135
0.8801194,0.034598086,0.9855702,0.093347706
0.885718,0.03649821,0.9624187,0.08995319
0.88822114,0.038128663,0.9578087,0.09124664
0.8882932,0.036263376,0.96917,0.092253424
0.9019278,0.039200466,0.9424297,0.08743813
0.8951468,0.03810303,0.95133555,0.08820816
0.88641346,0.034711402,0.9706193,0.09033002
0.88107306,0.040557317,0.9512261,0.09128877
0.8932686,0.036371496,0.96186817,0.087758236
0.8910672,0.031808782,0.9829748,0.08963019
0.90275687,0.035422854,0.9605162,0.08911625
0.87905264,0.03553605,0.977511,0.09189521
0.894648,0.04160401,0.936335,0.087738484
0.88019574,0.033719454,0.9838511,0.09298487
0.90464026,0.040755574,0.9350744,0.08778753
0.88845223,0.0369859,0.96217763,0.09078435
0.90787804,0.036649518,0.94643164,0.086864
0.8742935,0.03355372,0.9849575,0.09196611
0.87662274,0.033982977,0.9868782,0.094417125
0.89298373,0.04365002,0.9343375,0.08966331
0.8969805,0.035166647,0.9632958,0.08837602
0.90052986,0.03857456,0.94764566,0.08688722
0.8791565,0.03710977,0.9637761,0.09022365
0.90094465,0.04173262,0.9364212,0.087675855
0.88995844,0.03568721,0.9652614,0.089795634
0.90700483,0.03652294,0.9585722,0.08839419
0.87667394,0.036660925,0.97209615,0.09002498
0.9039692,0.041828837,0.93402785,0.08776225
0.8808986,0.03506938,0.9675457,0.08877244
0.8711447,0.033415545,0.9962577,0.09574084
0.8618714,0.032330196,1.0011297,0.094631225
0.87716186,0.034796774,0.9800451,0.090321794
0.88485676,0.03684714,0.9621237,0.08966235
0.88570917,0.033385437,0.98106766,0.09020023
0.8808198,0.036320604,0.9663911,0.08963807
0.8920687,0.035393324,0.9650411,0.08708125
0.908623,0.03576436,0.955015,0.088727094
0.8759068,0.03742806,0.96615475,0.09134565
0.86792594,0.033445783,0.9977591,0.09348892
0.8682052,0.03362659,0.99577296,0.094425075
0.86984444,0.03413346,0.9852339,0.09266549
0.9061714,0.038383476,0.9496023,0.088880934
0.8945329,0.039895136,0.95066607,0.088322476
0.8784347,0.03547281,0.96822894,0.08920356
0.9082592,0.03743004,0.9503839,0.08788355
0.89803547,0.035018705,0.9720494,0.09376091
0.89383024,0.03806001,0.9530101,0.09007451
0.8716936,0.036045372,0.97897214,0.09260838
0.8885483,0.037323248,0.9564512,0.08928256
0.8779286,0.03828756,0.9587938,0.08807827
0.87929285,0.034772556,0.97969884,0.09236848
