$\beta$,$\gamma$
0.36196724,0.09204804
0.36012602,0.08914989
0.36067843,0.0879318
0.35782295,0.09099393
0.3615685,0.087675
0.35631803,0.08899506
0.3634603,0.089859046
0.3624993,0.08743056
0.3588352,0.08799704
0.36466235,0.091719836
0.36088914,0.08787984
0.36093906,0.092230946
0.36184186,0.09239932
0.36307216,0.09345397
0.36179432,0.08960335
0.36130857,0.08629848
0.36109656,0.08773344
0.36075172,0.08697439
0.36381525,0.09578956
0.36087257,0.09072307
0.3638168,0.09511802
0.36329958,0.08847912
0.36080533,0.08607842
0.35983634,0.087327085
0.36017475,0.08942067
0.35792977,0.0860404
0.36093676,0.08931624
0.366403,0.09310752
0.3574122,0.08630578
0.35592762,0.086171456
0.3598245,0.08873355
0.3547156,0.085912734
0.359348,0.08997011
0.36038125,0.0885177
0.3621787,0.088315144
0.36398426,0.09259231
0.35914913,0.08844111
0.36145383,0.08598149
0.36412483,0.091193594
0.36191526,0.090097725
0.36658928,0.09523053
0.3601718,0.08968478
0.36215127,0.08844155
0.362624,0.09198126
0.3644576,0.09348105
0.3675729,0.09284331
0.35886902,0.08917075
0.36172572,0.08932084
0.35582134,0.08678888
0.3607444,0.088471524
0.35983768,0.08882361
0.35730985,0.08923344
0.36084598,0.08837857
0.36296883,0.08756871
0.363205,0.08891896
0.3623442,0.08816245
0.35936132,0.08680046
0.36167848,0.08744221
0.3631631,0.09143839
0.36444288,0.09047881
0.3608841,0.08830538
0.35943156,0.087257944
0.36298582,0.0899097
0.36063042,0.09008205
0.35930535,0.08980218
0.3644877,0.095135644
0.36619744,0.09169718
0.36278594,0.093101576
0.35880977,0.09013681
0.36531973,0.09303855
0.36049372,0.08989434
0.35777038,0.09007023
0.36034495,0.08851391
0.3616931,0.09100452
0.36697543,0.09281837
0.36566737,0.0924236
0.3651115,0.09310482
0.35833636,0.08832757
0.3599128,0.09192466
0.3605729,0.0900479
0.36508647,0.09017004
0.3643172,0.09220107
0.36575288,0.09168413
0.3605434,0.08976904
0.36156532,0.0900461
0.36056536,0.088647254
0.36121458,0.0873355
0.36030027,0.088957004
0.35832727,0.08646998
0.36201194,0.09100066
0.3605796,0.08789958
0.36321455,0.091546394
0.36611158,0.08928017
0.3600806,0.08924751
0.36257523,0.08937193
0.36525893,0.09428445
0.3636606,0.0925267
0.35876867,0.08554232
0.36157417,0.091274075
0.36619276,0.0913946
0.36230606,0.088658415
0.36014658,0.08862481
0.3600114,0.08907197
0.36302572,0.08983122
0.3576926,0.08810891
0.36265105,0.087824225
0.35667178,0.08817219
0.35830036,0.08991361
0.3634038,0.090513825
0.3646235,0.091346115
0.36113957,0.091984026
0.36342323,0.09463508
0.36481768,0.09203817
0.36246738,0.0899826
0.3579531,0.08652057
0.36373207,0.09223497
0.3623367,0.08874874
0.3602222,0.08653732
0.35720706,0.08719809
0.363091,0.09120051
0.36216617,0.09239806
0.36214042,0.091305025
0.3585035,0.09030166
0.36000454,0.090845235
0.36053452,0.08894004
0.36486796,0.090935946
0.3609545,0.08800505
0.36223087,0.09306784
0.358134,0.08968136
0.36008832,0.08984673
0.36102834,0.08621581
0.3583635,0.08673127
0.36189675,0.08944662
0.3608735,0.08756743
0.35950136,0.088853985
0.3661808,0.09243199
0.36323482,0.08890762
0.36669508,0.09350983
0.36110744,0.08981698
0.36213,0.08987094
0.36252567,0.093019105
0.3673018,0.093799435
0.3694921,0.09319511
0.3593391,0.086871974
0.3596555,0.087978765
0.36284307,0.086701766
0.35595685,0.08849204
0.3593562,0.09077751
0.3614477,0.08983953
0.36394525,0.09141967
0.3630193,0.09115188
0.36412194,0.08669259
0.3612291,0.09141496
0.36000803,0.08842888
0.35961473,0.09028052
0.357995,0.08523131
0.364662,0.09276828
0.36102664,0.0886081
0.35784253,0.08885066
0.3602211,0.091815576
0.35882244,0.08724688
0.35840392,0.085945226
0.3568486,0.08516964
0.36285642,0.09100956
0.36525625,0.09244531
0.36135846,0.088535585
0.35984373,0.08840093
0.3657258,0.09229681
0.3624045,0.09203764
0.3670214,0.093881704
0.36419797,0.09479286
0.36176354,0.08761726
0.36010876,0.09012821
0.36480024,0.08730431
0.35956633,0.08624375
0.35596293,0.08394252
0.36264986,0.09566899
0.35848898,0.08579758
0.35686478,0.08750793
0.3589947,0.08787349
0.36109746,0.08928595
0.36225453,0.09007
0.363374,0.09120951
0.35754374,0.08955882
0.36360794,0.08980696
0.35764593,0.08824184
0.36493358,0.09552146
0.35596895,0.08635794
0.36057517,0.09033795
0.36099085,0.09120681
0.36469755,0.094705865
0.3621144,0.091266416
0.3567246,0.0886205
0.36506087,0.09003007
0.36066988,0.0879284
0.36457905,0.088587485
0.3671085,0.096166715
0.36172882,0.08802717
0.3612989,0.08812078
0.3663283,0.08983606
0.35811764,0.0891476
0.35896975,0.0890086
0.36373454,0.08895798
0.3642718,0.093756706
0.36142057,0.08839589
0.36607593,0.09634099
0.35982224,0.09051719
0.36267272,0.08908169
0.3620103,0.08664696
0.35882312,0.08909877
0.36295623,0.089477696
0.358561,0.090773635
0.36608547,0.08950104
0.3613103,0.08697292
0.36016938,0.093170166
0.3590786,0.089446254
0.36284617,0.08758443
0.36186454,0.09192067
0.3634007,0.089570455
0.35847676,0.088894606
0.35764784,0.08646651
0.36021888,0.093678996
0.36418083,0.092262305
0.36038187,0.08842222
0.36159426,0.09212603
0.3649635,0.094677284
0.36499888,0.09211641
0.3636526,0.09242076
0.36434552,0.096071295
0.35548046,0.086430445
0.35937646,0.09066036
0.36022723,0.08927532
0.36034533,0.08860876
0.36214173,0.09263163
0.35791385,0.085497215
0.3583918,0.088799216
0.3594593,0.089721054
0.36152086,0.08847988
0.35826388,0.09092209
0.36134428,0.09012114
0.3597586,0.08750899
0.35798272,0.08905188
0.36275023,0.09190704
0.36192247,0.08939272
0.36481,0.08884638
0.35949078,0.08959912
0.36523947,0.093430184
0.35783082,0.08597751
0.36044878,0.08767598
0.3602063,0.08849736
0.35931802,0.08584486
0.36373627,0.09085487
0.3646398,0.09392502
0.36577117,0.09391134
0.358679,0.08982554
0.35959905,0.08774074
0.36397037,0.08941691
0.36203125,0.086396866
0.36497068,0.09386294
0.36364132,0.093256414
0.36186013,0.08860793
0.35534337,0.087646805
0.36008054,0.0876266
0.36184445,0.089373395
0.3636661,0.08908628
0.36023387,0.0859104
0.36320874,0.0878285
0.36539072,0.091466956
0.36071953,0.09116299
0.3646862,0.09203904
0.36848307,0.090939134
0.36044398,0.08963728
0.36521506,0.09215129
0.35947785,0.09107394
0.3631985,0.09216037
0.36185443,0.09341824
0.36132485,0.0898197
0.36536664,0.09114201
0.36041775,0.09128705
0.36215523,0.09203994
0.35684606,0.083771996
0.3633624,0.09233174
0.36327526,0.089344166
0.36497128,0.0939078
0.36154896,0.08656759
0.3636185,0.08953796
0.36189055,0.089432456
0.3543305,0.08591901
0.3648059,0.091421284
0.36504978,0.091412604
0.36233646,0.08533522
0.36585176,0.09099192
0.36001584,0.09069556
0.3547241,0.08790918
0.3627371,0.08977994
0.3653118,0.09070121
0.3641951,0.090975456
0.3602621,0.0880554
0.35897744,0.09059535
0.36252594,0.08702957
0.35697666,0.08614778
0.3607895,0.08741247
0.36120996,0.09117818
0.3655574,0.09044673
0.36439747,0.090036675
0.3580898,0.08814508
0.35720003,0.0838984
0.36504006,0.09111012
0.3591197,0.08586195
0.36414236,0.09257078
0.36099318,0.089454636
0.35978398,0.087655604
0.36148462,0.089063235
0.36038595,0.08935984
0.35978624,0.08875611
0.36206695,0.08547869
0.3662285,0.09478183
0.3607782,0.09138785
0.3581186,0.086459525
0.3628006,0.09207094
0.36104503,0.08694549
0.36227846,0.08918727
0.36061907,0.08878406
0.35833958,0.08583088
0.36206567,0.08823452
0.36180434,0.08906035
0.36259815,0.09225063
0.36396345,0.09480683
0.36335754,0.086852506
0.35251784,0.085249566
0.36562258,0.091381274
0.3662658,0.08951087
0.36498132,0.09511907
0.36514053,0.08935505
0.36436865,0.09007565
0.3609,0.08848475
0.35975114,0.08861609
0.36071774,0.08739559
0.36244527,0.086954884
0.36563388,0.09190469
0.36015213,0.09062134
0.3595436,0.09130076
0.36032104,0.090215236
0.3606186,0.084801234
0.35739467,0.08468581
0.3617916,0.088926956
0.3649483,0.0904889
0.363672,0.09345984
0.36130792,0.085743345
0.36205542,0.09054359
0.35865036,0.08960222
0.36006,0.08816821
0.35635358,0.08294427
0.3638988,0.091784365
0.35829964,0.09054583
0.3592853,0.087758295
0.36156982,0.088215396
0.36276668,0.093028724
0.36298037,0.08882639
0.36338732,0.09212253
0.3654572,0.094149336
0.3626285,0.09149019
0.3589365,0.08924272
0.3625639,0.087818556
0.36185756,0.09049969
0.3654925,0.08928878
0.3634856,0.08959254
0.3560658,0.08725075
0.36246845,0.09200638
0.35863534,0.087032616
0.36262462,0.08924376
0.36461642,0.09391484
0.36136237,0.087951735
0.3605107,0.08878974
0.36963227,0.09437855
0.3623112,0.08360864
0.36282927,0.08864556
0.3644377,0.089713305
0.35905957,0.08834206
0.36445412,0.09113801
0.35612345,0.080456406
0.3639849,0.09010986
0.3614545,0.088276476
0.36000445,0.08980698
0.3585316,0.0868669
0.35844263,0.08980361
0.36157444,0.092329316
0.3623,0.089148365
0.3622589,0.08534802
0.36166474,0.08827332
0.36559555,0.09651816
0.36140984,0.08735688
0.36417484,0.09021371
0.36343226,0.08977647
0.36192903,0.08945553
0.36403129,0.08923687
0.3618353,0.08881233
0.35773057,0.087507494
0.36453864,0.09166547
0.36514717,0.090106644
0.35701242,0.088054925
0.36020726,0.090768136
0.3621704,0.08867947
0.3641994,0.09191438
0.36050057,0.09133651
0.35955006,0.08983261
0.36243096,0.085865185
0.36470702,0.08872955
0.36351788,0.092884585
0.3636731,0.09171489
0.3661611,0.096745476
0.36542374,0.09420455
0.35927853,0.08994401
0.36788535,0.09365537
0.35980758,0.089324825
0.35879242,0.087758355
0.36709616,0.091189094
0.3643855,0.09387145
0.3611245,0.09049218
0.3626018,0.091421284
0.35924363,0.088966824
0.3612477,0.0891208
0.36025771,0.08818606
0.3667706,0.094306864
0.36272568,0.09064608
0.36227143,0.093626924
0.35970366,0.08841922
0.36257404,0.090568915
0.3615964,0.08643292
0.3579934,0.085724294
0.36178085,0.09128563
0.36189747,0.08850129
0.36189902,0.09075983
0.3580316,0.08794257
0.36233515,0.091801085
0.36240494,0.09047413
0.36427304,0.08975323
0.36230645,0.091642305
0.358141,0.08693173
0.36266905,0.08871166
0.36308044,0.09169025
0.3610791,0.090031505
0.3620128,0.09038991
0.3598787,0.08629116
0.36615252,0.08990844
0.36352292,0.087257445
0.36157647,0.0910524
0.36334634,0.09232969
0.36254305,0.091226324
0.35645345,0.08622432
0.36522955,0.08940178
0.3556103,0.0878146
0.36456293,0.09196615
0.36051518,0.08708432
0.3624478,0.091802135
0.35522708,0.08765299
0.3566111,0.086661324
0.3615376,0.089216895
0.36531138,0.09046908
0.35706016,0.083998434
0.36306784,0.09041336
0.35901573,0.09217355
0.3611513,0.08983596
0.36160624,0.08600449
0.35842568,0.08879528
0.36252192,0.08969177
0.36166668,0.09163784
0.36428282,0.0900592
0.36407816,0.094131514
0.3633649,0.0858299
0.36394608,0.09679587
0.36089212,0.09050364
0.36494192,0.09196484
0.36900854,0.09159621
0.36195683,0.08808018
0.36329967,0.088872716
0.36449102,0.09358504
0.36087656,0.08846838
0.36637983,0.09214129
0.36437607,0.09664987
0.358994,0.08632749
0.3609757,0.087675266
0.3600386,0.08950319
0.359824,0.091310754
0.35270596,0.0840872
0.35701492,0.084752105
0.36905226,0.10124679
0.3635837,0.09084476
0.35980237,0.08763276
0.3597865,0.0898124
0.36086187,0.08815646
0.35727432,0.08574533
0.360621,0.08669753
0.3591208,0.08649408
0.3576713,0.08548827
0.36292884,0.090676315
0.36489436,0.09444766
0.3602401,0.09086917
0.36329535,0.09158355
0.36377108,0.09155154
0.3597395,0.08917294
0.3594216,0.08827431
0.35991496,0.09072419
0.36680508,0.09260125
0.3579947,0.088389926
0.36170927,0.08914588
0.3591279,0.08757649
0.36429614,0.08962108
0.36202744,0.088432215
0.36405352,0.091147624
0.36140192,0.086905055
0.36278635,0.091935486
0.35983214,0.0873854
0.35801512,0.087435
0.36190894,0.08792844
0.3576425,0.08555782
0.35612643,0.08546494
0.36550996,0.0917938
0.35906115,0.0876843
0.3632706,0.090789326
0.35774115,0.08887608
0.36298478,0.091713145
0.3595233,0.088077806
0.35918748,0.09036297
0.36016324,0.08810188
0.36107245,0.0906181
0.35931826,0.08792389
0.36171678,0.09065937
0.3661815,0.089657284
0.36278126,0.092080265
0.36222354,0.09140642
0.35392043,0.08581973
0.36270362,0.08944542
0.36618853,0.0926941
0.35831112,0.086103216
0.3572878,0.0855832
0.3611019,0.09180752
0.36221504,0.09156999
0.36906746,0.08981713
0.35965067,0.08676912
0.36318955,0.09226459
0.3664758,0.09469297
0.36593014,0.09102855
0.3578949,0.085270725
0.36415383,0.093694046
0.3571176,0.08510203
0.36326158,0.091948465
0.35807675,0.09015443
0.36413863,0.09385809
0.3645858,0.09145632
0.3585766,0.087892264
0.3589241,0.08846711
0.3617995,0.08724413
0.3596897,0.08426279
0.35529056,0.08386651
0.3603429,0.089009404
0.36202854,0.08892766
0.35953993,0.08634746
0.3560075,0.08990591
0.3596124,0.087622754
0.35825193,0.08830961
0.36234048,0.0884156
0.36344025,0.08910614
0.36066532,0.09061068
0.35830635,0.08889566
0.3611689,0.094102345
0.36218897,0.08762449
0.36494258,0.09202127
0.36252412,0.09463562
0.36066175,0.09016204
0.36602008,0.09289858
0.3584834,0.08661231
0.36330774,0.093980394
0.361529,0.09072835
0.3579625,0.086572334
0.36045226,0.093291864
0.3614074,0.09270458
0.36410278,0.08924868
0.36544195,0.08993897
0.36474574,0.09428733
0.36485276,0.09375351
0.35844678,0.089089
0.36580765,0.08703843
0.36387762,0.089657456
0.36160016,0.09170061
0.36294922,0.09079169
0.3636599,0.091944076
0.36261377,0.08790314
0.36272728,0.08878548
0.36202392,0.088185035
0.3603505,0.09002687
0.36185828,0.08802321
0.36014208,0.08765059
0.35971904,0.090138294
0.36231172,0.089400776
0.36452696,0.09260458
0.36043507,0.088768
0.36452517,0.08871189
0.35618055,0.085609466
0.35741416,0.08509462
0.36432925,0.09159084
0.36316836,0.08784659
0.36055222,0.088363886
0.3583597,0.088339135
0.3647683,0.089058354
0.35820624,0.085959636
0.36149883,0.08985637
0.36362454,0.09445011
0.36400196,0.09180586
0.36106592,0.09159815
0.36193037,0.09086447
0.359205,0.09170947
0.3648985,0.09280925
0.36296147,0.09155569
0.3618296,0.088442184
0.3599089,0.08746331
0.36510104,0.09903541
0.36278057,0.08927962
0.3569485,0.084290594
0.3618272,0.09027579
0.35655966,0.08472475
0.36581504,0.090445526
0.3617215,0.087477684
0.36541542,0.09308471
0.35882804,0.08925047
0.36514762,0.09153251
0.35837477,0.08609164
0.35994065,0.090910584
0.3585821,0.090255685
0.36185306,0.09097617
0.3625975,0.08853351
0.36064598,0.08780227
0.3642433,0.0899227
0.36314112,0.0921416
0.3622124,0.090231545
0.35897744,0.090283364
0.35822245,0.08724478
0.36721036,0.096517555
0.35639262,0.08478094
0.35722685,0.083694145
0.36042807,0.08868843
0.36116278,0.08949011
0.36305436,0.09013148
0.36270607,0.091259696
0.35962912,0.08971354
0.3593426,0.08582589
0.36102176,0.09123607
0.3624436,0.09274028
0.36409184,0.09195563
0.35859084,0.08832835
0.36510992,0.090749376
0.36156783,0.08929114
0.36510846,0.09040847
0.35963106,0.09058038
0.36499256,0.09157032
0.36013255,0.09046826
0.35811874,0.090662464
0.3616719,0.08741451
0.36150482,0.08709963
0.36160275,0.09037927
0.3591751,0.0890267
0.3617591,0.09193566
0.3609613,0.0875346
0.3601893,0.0919667
0.36056843,0.089764655
0.35963655,0.08960177
0.3584837,0.088200554
0.3660718,0.09414828
0.36421096,0.087079406
0.36304873,0.090940565
0.3572072,0.08710361
0.36216706,0.088218994
0.35912645,0.088309295
0.35542688,0.08732444
0.36062026,0.08668225
0.36031577,0.08855714
0.36368528,0.093483634
0.35994366,0.08808123
0.3574842,0.088055655
0.35802394,0.08482538
0.3662754,0.09068698
0.36139658,0.0873659
0.36250705,0.08821859
0.37245256,0.09737911
0.36348587,0.09021212
0.36117306,0.0904716
0.3589566,0.08688782
0.3617917,0.09224069
0.36136574,0.08587794
0.36001092,0.08766227
0.36165035,0.09117074
0.36252117,0.09115316
0.3576421,0.087920666
0.36503068,0.08832829
0.36184275,0.09360516
0.36636493,0.09551155
0.36605695,0.09132643
0.36585492,0.091880575
0.3599502,0.09155021
0.35801968,0.08994324
0.3596807,0.08858828
0.35818946,0.084682174
0.3577278,0.09231881
0.3659253,0.09085121
0.35741594,0.08623271
0.3602599,0.08782035
0.356596,0.08596404
0.36019015,0.08861433
0.3657429,0.09580945
0.36619332,0.09218155
0.36410907,0.091813564
0.35782743,0.09050766
0.3623614,0.089846425
0.35749766,0.08721564
0.3619185,0.09117097
0.35859662,0.088389866
0.36172912,0.08875183
0.36100742,0.09000343
0.3626848,0.09154297
0.35904416,0.08948689
0.3614036,0.08987194
0.36218816,0.089358285
0.3641961,0.08816685
0.3625633,0.0898209
0.36183318,0.09111529
0.36517578,0.09238659
0.3590841,0.088288076
0.3655504,0.09032907
0.35881555,0.089215465
0.360549,0.08869436
0.36209467,0.08922491
0.36158878,0.0878596
0.3653774,0.0923174
0.3624989,0.09211184
0.35625723,0.086734615
0.35989508,0.08864144
0.36044544,0.09017939
0.36471063,0.09233167
0.36125943,0.08857813
0.3603032,0.089234956
0.36081985,0.089447
0.3564282,0.088063404
0.35842818,0.08664469
0.36395514,0.09084813
0.35960895,0.08696426
0.36179388,0.09006375
0.361854,0.09120488
0.3622137,0.0886871
0.3576697,0.089700885
0.36407447,0.090078436
0.35741425,0.08826093
0.35991305,0.09181411
0.3597948,0.08838339
0.36017445,0.08954857
0.35872883,0.08787215
0.36464724,0.0916901
0.3578246,0.088353604
0.35833585,0.08979841
0.35683605,0.08856634
0.3580809,0.09065684
0.361964,0.09316734
0.35956243,0.088292055
0.36525702,0.08870725
0.36143503,0.08757938
0.36166173,0.09034966
0.36501116,0.092769675
0.35962304,0.08825299
0.36282814,0.087823644
0.36216348,0.08677549
0.36637673,0.09238009
0.36363137,0.0924793
0.36088148,0.09107926
0.36197495,0.089851014
0.36029714,0.088847294
0.36247933,0.08978238
0.36269948,0.091675386
0.35712585,0.087176435
0.36045328,0.08635897
0.36332563,0.09207243
0.36419415,0.0907568
0.3622779,0.08719063
0.3667179,0.09170952
0.35794747,0.089327484
0.36540163,0.092505015
0.360333,0.08961807
0.36059803,0.09118794
0.35784036,0.087188095
0.36049494,0.08923217
0.36352226,0.09043841
0.36228654,0.09486469
0.36440724,0.09024592
0.37013748,0.09777607
0.36677274,0.08887265
0.35859028,0.0887021
0.36256245,0.090574466
0.36789623,0.093211845
0.3615453,0.09329547
0.3627155,0.08761041
0.35920945,0.08932998
0.36354688,0.09004243
0.3602084,0.08975505
0.36271846,0.09183447
0.36172345,0.08838567
0.36251292,0.08889456
0.36177725,0.09190395
0.36120966,0.08959547
0.3600776,0.09034736
0.35922068,0.0879488
0.36090457,0.09104161
0.36556324,0.09311996
0.36099714,0.08587399
0.36440867,0.09480517
0.35691753,0.08674229
0.3612952,0.09003569
0.3592108,0.09113376
0.36455572,0.090947844
0.35964847,0.08774766
0.3576311,0.08407329
0.36148995,0.09077184
0.36167392,0.088900834
0.3620481,0.08775685
0.35878763,0.08907579
0.36135644,0.08895465
0.36102098,0.091089375
0.36034727,0.08664118
0.36128822,0.08986142
0.36176065,0.09088421
0.35564473,0.08605472
0.3609955,0.09090644
0.36156192,0.08734008
0.36245853,0.08847572
0.36574155,0.09236047
0.36042342,0.090475075
0.36291924,0.08995415
0.36352703,0.09155789
0.36447236,0.09048696
0.3606284,0.088245034
0.35787582,0.086430326
0.3594303,0.08529989
0.3623998,0.08706151
0.36010534,0.0910129
0.3574542,0.08778119
0.35801002,0.08618083
0.35986152,0.08895068
0.35828337,0.08547918
0.3603976,0.09020842
0.36151895,0.08666518
0.35814053,0.086511284
0.36239013,0.09112802
0.35604274,0.08500966
0.35996252,0.08950799
0.3649849,0.08729738
0.3616436,0.085083365
0.35877448,0.087238036
0.36393222,0.0932078
0.36145592,0.08954208
0.3605036,0.08882844
0.36347336,0.09213736
0.3641803,0.09013298
0.36187342,0.09190241
0.3603872,0.08881427
0.36038187,0.089453295
0.36466083,0.08605667
0.35838717,0.08448211
0.36367592,0.09188697
0.35741615,0.08855228
0.35895452,0.08697049
0.36188698,0.08779705
0.36299607,0.091316
0.36777955,0.09184844
0.3605205,0.08958051
0.36344102,0.08827403
0.36448845,0.09425438
0.36167535,0.08547545
0.35803914,0.085024595
0.367133,0.09099092
0.35882667,0.08804879
0.360285,0.08788908
0.3624277,0.0916394
0.36454803,0.09614776
0.36315158,0.08820816
0.36215174,0.086891256
0.36152276,0.08706273
0.36295843,0.08961606
0.35995057,0.08916371
0.36258158,0.08981049
0.35659903,0.08794033
0.3591868,0.08581711
0.35848323,0.087253995
0.3591966,0.083808236
0.35881338,0.09104111
0.36265966,0.08981559
0.36579317,0.09294696
0.36129338,0.09101761
0.36122864,0.08730481
0.36060053,0.08850979
0.35892335,0.08855906
0.36293632,0.09364275
0.35739672,0.087285414
0.3630914,0.09141958
0.36072254,0.09074842
0.36307916,0.08889312
0.36116746,0.08624932
0.359544,0.088488586
0.36285028,0.09075358
0.36135918,0.090866335
0.36065435,0.08703847
0.36253747,0.09065537
0.35790566,0.08163406
0.36062488,0.091404654
0.35890234,0.08764618
0.3628542,0.087781586
0.3583967,0.085996
0.35440066,0.0839011
0.3642383,0.09122933
0.36356646,0.09148746
0.36568692,0.09441359
0.3588314,0.08927137
0.36697215,0.09187709
0.36009365,0.08857196
0.36087394,0.08883689
0.3627004,0.09138687
0.3699616,0.09398938
0.36416146,0.0910785
0.36643407,0.095873185
0.36569402,0.09335136
0.36503452,0.09235113
0.35694587,0.08593579
0.3672163,0.09391882
0.3578674,0.08956002
0.36008185,0.08929201
0.36247745,0.08943903
0.3642848,0.08825966
0.36277223,0.089662395
0.35905567,0.08719462
0.3627067,0.09085279
0.36313376,0.0941512
0.35706127,0.08527302
0.36009192,0.088779405
0.36297452,0.0892304
0.3621962,0.08781925
0.36237147,0.087497585
0.36574477,0.091570035
0.36148483,0.08813343
0.35922596,0.089692175
0.3604891,0.09087623
0.3662284,0.09654067
0.3679663,0.09479437
0.36234182,0.088559225
0.36367467,0.091284044
0.36147982,0.08747439
0.35775146,0.084699884
0.36333618,0.08705321
0.3611227,0.09093495
0.36364153,0.08870512
0.36135173,0.09155084
