$\alpha$,$\beta$,$\gamma$,$\delta$
0.8905103,0.019506559,0.69401973,0.07653398
0.8885741,0.019322421,0.6960732,0.07627391
0.9112859,0.020795984,0.6775572,0.07315659
0.9106805,0.019993119,0.6817687,0.074292414
0.9169976,0.01920362,0.68375576,0.07232653
0.9016908,0.019515043,0.68732804,0.074244656
0.9076449,0.021036947,0.6783478,0.073783785
0.8918465,0.021494752,0.6843586,0.07699798
0.91115093,0.021072488,0.67508096,0.07410597
0.89843065,0.020967701,0.68200076,0.07501067
0.91105145,0.019710457,0.6848069,0.07422269
0.8967669,0.020231362,0.6846854,0.07534114
0.89492327,0.019156935,0.6918068,0.075598255
0.8959763,0.019418363,0.6923061,0.07578633
0.8903354,0.018357022,0.70189476,0.07809457
0.8994563,0.019811157,0.6872847,0.074570686
0.90043175,0.02042937,0.6835394,0.0745938
0.9236761,0.020492878,0.67873424,0.074324675
0.90562546,0.020250155,0.68068653,0.07358429
0.9187369,0.021153651,0.67266035,0.072439656
0.91063076,0.02031597,0.6832804,0.0745875
0.8993483,0.019974142,0.68718725,0.074277945
0.9153362,0.021653365,0.67419285,0.07300406
0.8954077,0.019750899,0.6901936,0.07536337
0.9078491,0.01928226,0.68442786,0.073730506
0.8920966,0.019980049,0.6893506,0.07474281
0.90646863,0.019484503,0.6863324,0.074791186
0.91256946,0.021817695,0.66969824,0.07251024
0.909992,0.019944377,0.68588525,0.075272165
0.90796924,0.021046886,0.67710227,0.074194685
0.8965791,0.02023471,0.6874288,0.07613027
0.90349334,0.019114828,0.6937646,0.076357186
0.9097971,0.022309966,0.6700805,0.07255788
0.90975004,0.019477675,0.6879301,0.07528487
0.9111883,0.021352224,0.6747972,0.073201135
0.9022359,0.019792227,0.68401057,0.07492774
0.9177983,0.020229202,0.6782239,0.072997846
0.90150815,0.021433583,0.6791269,0.07513402
0.8950985,0.020268615,0.68958753,0.07631851
0.90362245,0.021411192,0.6790452,0.07496505
0.8857453,0.020267803,0.6939864,0.07737662
0.90253544,0.01961728,0.68976676,0.076033466
0.89712054,0.020262253,0.6834182,0.07433306
0.8964256,0.020285338,0.68727475,0.07683857
0.89885306,0.020903446,0.6815198,0.076360136
0.9073858,0.021189732,0.675153,0.072684795
0.91570365,0.021332206,0.67373484,0.07366904
0.8931449,0.019374471,0.6896688,0.07503321
0.9081088,0.020661343,0.6793146,0.07407066
0.89702064,0.019200185,0.69241595,0.0757769
0.9105276,0.021849403,0.67458886,0.074462526
0.9064691,0.020353679,0.6815609,0.07401343
0.9168486,0.022069661,0.66809195,0.07309637
0.89216703,0.021048546,0.68216896,0.074555606
0.9032754,0.020415802,0.6834816,0.07382181
0.911284,0.01999743,0.68359303,0.07473115
0.93027514,0.020217827,0.6736005,0.07168608
0.90892184,0.02060094,0.68036675,0.074933745
0.9065093,0.02000254,0.6846958,0.075355105
0.90258545,0.020323785,0.6824165,0.074519515
0.9121538,0.020897845,0.6761371,0.07366944
0.9235156,0.02130955,0.6676433,0.07146154
0.9219733,0.02141524,0.6687918,0.07243979
0.908898,0.021627929,0.6772321,0.07358918
0.90941876,0.02129927,0.6787585,0.07446748
0.90585196,0.01966156,0.6860106,0.07487274
0.92290705,0.021935714,0.6662353,0.07218229
0.89618605,0.01893491,0.69283223,0.075413786
0.9254817,0.021654671,0.6685754,0.0724425
0.90227544,0.02022033,0.683047,0.07454932
0.9090186,0.020134147,0.6822447,0.073361956
0.90866995,0.019995831,0.6842772,0.07456802
0.899443,0.020444022,0.68515384,0.076657124
0.9155899,0.021201214,0.6766091,0.0743778
0.90799606,0.020555522,0.6808976,0.0752397
0.8993338,0.020237248,0.68677825,0.07601257
0.9125415,0.022579076,0.66966563,0.07309686
0.92907345,0.022027219,0.6640605,0.071255036
0.88318944,0.018837962,0.69807327,0.07533288
0.9202442,0.021073613,0.67106545,0.07183195
0.9096476,0.021157546,0.67585856,0.074221686
0.9121082,0.020278925,0.6818453,0.07422487
0.8887824,0.019095529,0.69727993,0.077437416
0.921731,0.020405743,0.6771019,0.072072096
0.9063042,0.020118043,0.6766653,0.07106497
0.90533257,0.022119863,0.6734722,0.07447712
0.89877504,0.01833921,0.6967036,0.07632787
0.90416414,0.020803839,0.68204117,0.07469435
0.9092878,0.020660317,0.67972714,0.07430986
0.9169366,0.020945247,0.6771452,0.073998906
0.9074078,0.020846704,0.6776423,0.07287171
0.910316,0.020268582,0.6821465,0.074442305
0.9187727,0.022082994,0.6715172,0.072964735
0.9182016,0.020407986,0.6774004,0.07312944
0.92059743,0.020955846,0.67162085,0.07231364
0.9042947,0.018961329,0.6896136,0.07433595
0.9025364,0.019962741,0.68524975,0.074557744
0.8935625,0.01943491,0.6933433,0.07632416
0.8947448,0.018702228,0.69670856,0.07725596
0.91327107,0.020076701,0.68332744,0.07437012
0.9078824,0.019204559,0.6881241,0.074772075
0.9047755,0.01954189,0.68634444,0.073929995
0.92219764,0.020692281,0.67544645,0.07373254
0.91920656,0.021446591,0.6706018,0.07280865
0.9056821,0.020384459,0.68026257,0.07333503
0.91665447,0.020021636,0.6808008,0.07360178
0.9156293,0.021062156,0.67317295,0.072557434
0.90470237,0.019760348,0.68630224,0.074693695
0.8864286,0.018819045,0.70116466,0.07826682
0.91392195,0.020882769,0.6745564,0.07367362
0.8923082,0.01950825,0.6940424,0.076155275
0.9094025,0.019329766,0.68506724,0.07379235
0.9120238,0.020954717,0.67432535,0.07290825
0.90548956,0.02056641,0.68078417,0.074153215
0.90687734,0.019169101,0.6853074,0.07311593
0.91635156,0.02170424,0.67034346,0.07253822
0.8999492,0.019831399,0.68756014,0.07539146
0.91331583,0.020239314,0.6807124,0.07368141
0.91396844,0.022374246,0.6675503,0.0728447
0.9081775,0.02049472,0.67929876,0.07387065
0.9112459,0.02025959,0.6778246,0.07272437
0.910466,0.019158013,0.68822736,0.07342238
0.92167354,0.021844497,0.6679265,0.07190554
0.9104029,0.019482477,0.68627274,0.07475341
0.89943624,0.018605292,0.6932569,0.074505605
0.8959209,0.020578668,0.68843144,0.07728851
0.89857227,0.019302443,0.6853576,0.073297724
0.9002935,0.019178728,0.6907287,0.0757409
0.9063648,0.0192355,0.68665737,0.073874176
0.88481665,0.019641222,0.69868094,0.078922495
0.91620415,0.020948088,0.6719054,0.07231279
0.9130897,0.020852186,0.67714536,0.07414626
0.90924275,0.019937783,0.6831598,0.07507494
0.90250236,0.021177627,0.67757857,0.074011475
0.8828199,0.02015308,0.6934349,0.0763705
0.9104009,0.020197973,0.68081087,0.0735961
0.8944795,0.019443702,0.6913978,0.0755057
0.9130574,0.02213491,0.6685599,0.07370896
0.8962211,0.020862624,0.685199,0.07466282
0.92228997,0.021719532,0.66692835,0.071049534
0.89284873,0.019809028,0.68863606,0.07504441
0.89627934,0.0193015,0.6940398,0.076176025
0.8946117,0.019946484,0.6840106,0.07361487
0.9070047,0.020259425,0.6848039,0.07497143
0.89854264,0.020038664,0.68988115,0.077335626
0.9182101,0.02109284,0.67294633,0.07354097
0.91421616,0.020300351,0.6771336,0.07198009
0.9021744,0.018768404,0.69062513,0.07457356
0.9008489,0.021370228,0.68067944,0.07403992
0.91802835,0.021067515,0.6754461,0.073785156
0.90348756,0.020167585,0.68417984,0.074868955
0.91458637,0.020215765,0.6799204,0.07356355
0.89760894,0.019644711,0.68913966,0.07637885
0.90033793,0.018576548,0.69363904,0.074931994
0.9025453,0.021417063,0.67634016,0.073556244
0.92464644,0.022261387,0.6612836,0.07049629
0.9047447,0.021209419,0.6776994,0.07370755
0.9117134,0.020527929,0.67927355,0.07408073
0.8967287,0.020667303,0.6834964,0.07530167
0.9126496,0.020087335,0.6846028,0.074308194
0.9146844,0.019946564,0.6798662,0.07269993
0.91056573,0.02131203,0.67953914,0.075674914
0.91502386,0.019978266,0.6835491,0.07381243
0.9087406,0.021458078,0.6737959,0.072860606
0.9093175,0.020076146,0.68690795,0.07564134
0.91335934,0.022447815,0.6700431,0.07359748
0.9071055,0.019943811,0.690189,0.07605292
0.8991133,0.02058192,0.6823391,0.07413784
0.9008979,0.021370819,0.6778233,0.07518865
0.89147305,0.019458544,0.69160086,0.07518894
0.9085831,0.020066036,0.6860455,0.07566351
0.91087264,0.020872708,0.6807995,0.07533642
0.9182216,0.021251183,0.6768483,0.07465725
0.89969903,0.021057963,0.6796294,0.07481123
0.89420915,0.01932861,0.6928246,0.076384425
0.903636,0.019760823,0.6885027,0.07582693
0.91654176,0.019890536,0.6791821,0.07251757
0.906342,0.020689208,0.68047154,0.07369891
0.90721214,0.020273574,0.68215984,0.07429656
0.91639173,0.021298707,0.6715909,0.07222364
0.9170612,0.020639315,0.67364824,0.072508596
0.90231115,0.020683022,0.68190795,0.075098805
0.8902189,0.018661348,0.69941056,0.076823235
0.89621466,0.020137379,0.6845083,0.07433052
0.8924406,0.02019416,0.68535477,0.07501663
0.89361715,0.019903235,0.69133157,0.076400965
0.88897645,0.018689796,0.6992945,0.07708911
0.91637397,0.022113493,0.6705434,0.07379839
0.8974298,0.018694703,0.69232994,0.07450536
0.9083572,0.019417306,0.6866,0.074040115
0.9119804,0.020584855,0.68003774,0.07464009
0.90654194,0.020665258,0.67986405,0.07447838
0.9112895,0.020119306,0.6816061,0.073702276
0.8989021,0.01989543,0.68723166,0.07590534
0.9185071,0.02115286,0.6739893,0.07294341
0.8972514,0.020556733,0.6841043,0.07569597
0.91125286,0.02240825,0.67234355,0.07414424
0.89703846,0.018664716,0.6940461,0.07477845
0.91160685,0.022081267,0.67171276,0.07304235
0.909677,0.024311809,0.66152227,0.07371874
0.9056238,0.019567344,0.6835917,0.07361589
0.8958426,0.019799618,0.69105333,0.07603372
0.9102235,0.020057436,0.67825454,0.07132591
0.9180787,0.01970029,0.6813057,0.07388034
0.90991104,0.021257406,0.675578,0.07367886
0.9079747,0.018964931,0.6902361,0.07426053
0.9128569,0.019603146,0.68538177,0.07450463
0.92534935,0.022736609,0.6624111,0.072133295
0.9014264,0.020467745,0.6809451,0.07400365
