$\alpha$,$\beta$,$\gamma$,$\delta$
1.2048565,0.2138149,0.525931,0.024808351
1.2269095,0.21515517,0.5267244,0.025269506
1.2059305,0.2128949,0.5288796,0.025475077
1.2080669,0.19452712,0.5407678,0.02492476
1.1671087,0.195297,0.5461121,0.027322024
1.1824133,0.20047414,0.5400054,0.025472872
1.2133532,0.20104796,0.5356937,0.02500984
1.1718963,0.20110884,0.5430643,0.026011968
1.2469023,0.22406437,0.5153343,0.023258818
1.1409428,0.18476751,0.56235313,0.027607322
1.2019134,0.20318867,0.53551894,0.02512102
1.1996521,0.22650236,0.51842207,0.025594003
1.1613939,0.19843078,0.54293287,0.026114972
1.172003,0.21501139,0.5273299,0.026183832
1.1834774,0.20710252,0.53634393,0.025582498
1.2425056,0.22436276,0.5164459,0.023870846
1.1479958,0.19492619,0.5474662,0.026218139
1.0945592,0.17965639,0.56811106,0.029981464
1.200891,0.20150577,0.53936714,0.0255801
1.1308852,0.18623365,0.5584236,0.02725975
1.0996057,0.18156411,0.56634146,0.0284778
1.1868367,0.19063644,0.55003387,0.025301067
1.1770964,0.18993388,0.54585564,0.025891883
1.2463661,0.21627703,0.5244173,0.023700282
1.1831656,0.20250493,0.5409527,0.026115153
1.1984833,0.22146058,0.52197665,0.025967564
1.1828938,0.2077029,0.53518534,0.02607143
1.2005482,0.21372294,0.52791244,0.025299456
1.1569455,0.19939281,0.5432806,0.026739134
1.2412716,0.22519712,0.51443845,0.023837296
1.2419556,0.22336516,0.5188901,0.023285627
1.2414268,0.21759704,0.5236047,0.023783673
1.1473285,0.19946532,0.5437501,0.026622666
1.1755766,0.20950757,0.53452086,0.026262207
1.2209529,0.21872088,0.52051145,0.024826504
1.1685343,0.20398296,0.5401684,0.027243668
1.1450453,0.20196263,0.54286265,0.02665502
1.1902581,0.19996533,0.5394438,0.025955489
1.1401304,0.20455366,0.53899485,0.026921693
1.1947937,0.2158859,0.5266241,0.02559589
1.1417572,0.19855589,0.55183476,0.026635237
1.1225485,0.19267158,0.5501798,0.02888449
1.1996094,0.2155174,0.52872247,0.026000975
1.1703793,0.19792236,0.543112,0.026122196
1.2332917,0.20968136,0.5279955,0.024634143
1.12149,0.18289961,0.5613248,0.02795229
1.2323542,0.21412948,0.52749854,0.02358652
1.2642771,0.22852397,0.50882334,0.023216506
1.2439,0.22553897,0.5189445,0.023870334
1.1937854,0.20332466,0.5419917,0.024914814
1.1809201,0.19851622,0.53874385,0.026186604
1.1498573,0.20374584,0.54274386,0.027319133
1.1715547,0.2024327,0.5379373,0.026039952
1.1997024,0.19917491,0.5392007,0.02536224
1.1952378,0.22494486,0.51980096,0.025347406
1.1525913,0.1973642,0.5460896,0.027768923
1.1849375,0.19985665,0.5431459,0.0255994
1.14795,0.20074876,0.5420932,0.027328527
1.1546408,0.18570681,0.5531178,0.026767576
1.1672342,0.18849012,0.55257523,0.026185699
1.1739042,0.20206039,0.5355773,0.025767492
1.1754962,0.19115214,0.5490711,0.02587759
1.1118168,0.1796875,0.5661523,0.028178804
1.193286,0.21626087,0.5241584,0.0261576
1.1640823,0.21145856,0.5350031,0.026765388
1.2104638,0.21057259,0.52983826,0.025078818
1.169312,0.20587197,0.5361801,0.025191523
1.1462274,0.20350371,0.53746325,0.02695792
1.1996123,0.19554771,0.5441146,0.024670478
1.206946,0.21689363,0.52657694,0.025206171
1.201095,0.21464248,0.5260162,0.024911465
1.2071317,0.220844,0.52494836,0.024764715
1.212895,0.21923031,0.52359104,0.024991853
1.1914318,0.2147215,0.5242746,0.026978854
1.1608235,0.20200236,0.5421502,0.027014963
1.2068555,0.20073405,0.5374167,0.024587195
1.188096,0.20553763,0.5331696,0.025949437
1.1461929,0.19390835,0.5497024,0.028357984
1.1747632,0.20262405,0.53848886,0.025320811
1.1299746,0.18156175,0.5614486,0.027705451
1.1878334,0.20412482,0.5358101,0.025025146
1.1871203,0.21016416,0.52948934,0.025225414
1.2187877,0.21760614,0.5214384,0.025126057
1.1302689,0.18546803,0.5576957,0.028261533
1.212991,0.22090377,0.52085525,0.024561973
1.2160385,0.21189761,0.532336,0.024323445
1.1515985,0.19817245,0.5426716,0.027026668
1.189289,0.2157054,0.5233396,0.02629159
1.194092,0.20877896,0.5314116,0.025009746
1.1736095,0.21113195,0.5305505,0.026047839
1.1955214,0.21330334,0.5313885,0.024909671
1.1743802,0.21352966,0.5298666,0.02624032
1.1791748,0.21769771,0.52882135,0.027024072
1.1452159,0.18125983,0.55819654,0.027213138
1.1167221,0.19382961,0.5503556,0.027811361
1.1382178,0.17771678,0.5632025,0.027322318
1.109869,0.17958465,0.56781703,0.027526377
1.1819942,0.19890872,0.5405912,0.025528546
1.2597905,0.23161978,0.5091925,0.023778796
1.1806237,0.19437984,0.5485933,0.025934592
1.1856657,0.20729986,0.5358989,0.026160525
1.1835765,0.206119,0.5357478,0.025115415
1.1492782,0.19957589,0.54362875,0.027737565
1.2565879,0.239779,0.5065401,0.023757156
1.1876415,0.20122193,0.5381361,0.025121588
1.1657331,0.20809223,0.5295986,0.026461994
1.176121,0.20250785,0.5371427,0.026323622
1.1870954,0.21990338,0.5251846,0.025971076
1.163215,0.20363657,0.5377593,0.026966482
1.1905891,0.20586409,0.53636867,0.025712885
1.1851691,0.19759919,0.54102,0.026242467
1.1421568,0.17438498,0.5660875,0.02676443
1.2105306,0.21781203,0.5224013,0.02566258
1.1304066,0.19787058,0.5475502,0.027797917
1.1682894,0.19025904,0.54984426,0.026159115
1.1685507,0.19103086,0.54854536,0.026658254
1.1952741,0.20580289,0.5339687,0.025363225
1.2023479,0.21465604,0.5273954,0.025524601
1.1064435,0.18278797,0.5584758,0.027906442
1.1571499,0.19052325,0.55178595,0.02639849
1.1358691,0.17120497,0.5724403,0.027999219
1.1888839,0.21075526,0.52589595,0.024727415
1.1235877,0.19292803,0.55416906,0.027723748
1.1697844,0.19954967,0.5469583,0.025654113
1.2050738,0.21647467,0.5272235,0.026208814
1.1804125,0.21555182,0.52810043,0.026445048
1.2144041,0.2206289,0.5243643,0.025218
1.1826473,0.21610828,0.52733314,0.025795639
1.2124878,0.2194698,0.5246608,0.02448587
1.1849024,0.21080893,0.53723097,0.026782462
1.2356255,0.22549485,0.5155228,0.024352098
1.1478922,0.1961328,0.55112326,0.02696292
1.1649289,0.1961193,0.54443544,0.026645083
1.1701305,0.20267156,0.5363234,0.026644567
1.1951684,0.21108557,0.53050417,0.025551818
1.1839988,0.1984997,0.5442272,0.026498763
1.1973015,0.21884196,0.5240604,0.025773846
1.1277846,0.19873784,0.5455415,0.027667258
1.1706364,0.19159858,0.5477946,0.025628975
1.1884512,0.21964242,0.5269283,0.026137758
1.1925497,0.22042572,0.5195907,0.025899488
1.1403857,0.1853565,0.5574521,0.02778611
1.209784,0.22143973,0.5195234,0.026464695
1.123019,0.21375577,0.53378856,0.027319204
1.2148209,0.21061419,0.5311374,0.024721008
1.2574825,0.21456015,0.5262147,0.022703264
1.1820939,0.20397078,0.53543675,0.026801331
1.2176278,0.21259457,0.52874744,0.024720661
1.1688371,0.1896714,0.55114025,0.02618204
1.1751136,0.19655189,0.544433,0.025486005
1.1393372,0.19955519,0.54566866,0.027483862
1.1307381,0.20169324,0.5434895,0.0284206
1.2489535,0.22220029,0.5187926,0.024645546
1.1294743,0.20407237,0.54192376,0.028946025
1.2119986,0.20865355,0.5314021,0.024713706
1.246921,0.22541876,0.51351166,0.024117868
1.177038,0.20760426,0.53536844,0.026665559
1.171402,0.2036459,0.5357392,0.027332384
1.1925709,0.21136159,0.5310018,0.02511817
1.1480807,0.19479069,0.54779583,0.026638102
1.2035453,0.21138065,0.5277773,0.0249715
1.2094419,0.20452066,0.53775626,0.02453876
1.142378,0.19704665,0.54691017,0.02728937
1.1515095,0.20713623,0.5352696,0.026394133
1.2021731,0.21245982,0.52502155,0.025751997
1.2015849,0.20805137,0.5330894,0.024747964
1.1676024,0.20390035,0.53929627,0.027147913
1.1787847,0.2061874,0.5352032,0.026119836
1.1712354,0.20708328,0.5329605,0.02628964
1.1648949,0.20827064,0.53885883,0.02610976
1.1618366,0.20609947,0.5355285,0.026341597
1.2146068,0.20073266,0.53837866,0.024710124
1.1936326,0.21988985,0.5262861,0.025548602
1.1701702,0.18909928,0.5505147,0.026178576
1.1223046,0.18841101,0.5563008,0.02887604
1.1536157,0.1874555,0.5569109,0.026730154
1.1595773,0.19767755,0.5456533,0.02647567
1.1902962,0.20667244,0.53012866,0.025212446
1.1679718,0.19654599,0.5447753,0.02575129
1.1910772,0.20493583,0.5352306,0.025847167
1.1980546,0.20527786,0.5328125,0.025791112
1.1548862,0.19888732,0.5448487,0.027453305
1.204703,0.21786015,0.52063483,0.024501478
1.2001104,0.2236575,0.5167306,0.025491487
1.1504252,0.19974782,0.5418926,0.027510598
1.1894593,0.20640223,0.53557426,0.025985185
1.2208679,0.22284868,0.52175575,0.024710337
1.1702305,0.19405898,0.5469422,0.025934909
1.1714735,0.2027869,0.53686047,0.026435586
1.1847014,0.20757183,0.5343278,0.025601547
1.1567643,0.1977597,0.5437075,0.026739905
1.2362845,0.21883924,0.5214926,0.023991782
1.2049284,0.21290368,0.5268698,0.025122607
1.0938706,0.17870302,0.5682756,0.02881295
1.2235783,0.22105953,0.52388996,0.023934029
1.1644334,0.18894184,0.5507713,0.026676528
1.2124786,0.21282789,0.5310925,0.024621788
1.131251,0.17657866,0.5680753,0.027680896
1.1594787,0.19724427,0.54334,0.026616892
1.1391762,0.1975612,0.5460968,0.028058385
1.1621221,0.19259414,0.54879785,0.026908237
1.1669016,0.20269537,0.53907126,0.026573235
1.1994791,0.22159173,0.5243825,0.025670681
1.183549,0.20349206,0.5434043,0.026471429
1.2159703,0.21497862,0.52381414,0.02487714
1.1565038,0.20015517,0.54596496,0.027541658
1.2325834,0.21581301,0.5244379,0.023440886
1.1500887,0.19528645,0.54886353,0.026209308
1.1370007,0.19433817,0.5511014,0.027621971
1.1899956,0.21071042,0.5315026,0.025375063
1.2001592,0.20864655,0.53230226,0.02451548
1.1470087,0.18449834,0.5572777,0.026946764
1.15337,0.18936989,0.5548343,0.026766038
1.1884602,0.20418508,0.53837883,0.026447406
1.1549653,0.19965416,0.54029906,0.026914237
1.1284496,0.20001818,0.5482654,0.028080504
1.1285014,0.19702947,0.54953134,0.029144797
1.1723206,0.20347714,0.538248,0.025721291
1.1466695,0.21538089,0.533126,0.027930917
1.1644676,0.20056386,0.5423749,0.026780337
1.2274133,0.2221185,0.51725495,0.024317391
1.1597061,0.21303074,0.5337446,0.026600175
1.1581434,0.20507984,0.5377356,0.027106896
1.179964,0.22146748,0.52356076,0.025981164
1.2273278,0.21130954,0.5258067,0.024177723
1.1292925,0.18838105,0.5521487,0.027214209
1.1866224,0.20103276,0.5386936,0.025939366
1.1694399,0.20282912,0.5374204,0.026393428
1.2240183,0.2049214,0.5336948,0.024274232
1.1360649,0.19486362,0.5444817,0.027924886
1.17911,0.20472409,0.5402125,0.025246058
1.2540653,0.233453,0.50745517,0.024144957
1.2400978,0.23537102,0.5068143,0.024058336
1.1630951,0.20306605,0.5410142,0.026048416
1.1454651,0.1904778,0.55249727,0.026564177
1.1755257,0.21205555,0.5304784,0.026363801
1.2094022,0.2101529,0.5301988,0.024623163
1.1836158,0.21951833,0.5239221,0.026792126
1.1591833,0.19426818,0.5494255,0.02772858
1.1466664,0.20753144,0.537481,0.026781958
1.1484535,0.19466756,0.5495138,0.027285988
1.1866286,0.20728695,0.533171,0.026220696
1.2033057,0.21236354,0.52766925,0.024970638
1.1438982,0.18704237,0.5592453,0.02623122
1.1045245,0.17841896,0.57226956,0.029070742
1.1640359,0.20227833,0.5413478,0.02668348
1.1991938,0.2055822,0.53667897,0.025699764
1.2162213,0.2248614,0.515082,0.025811227
1.163179,0.19686626,0.54492295,0.025708914
1.161504,0.2046999,0.53983265,0.026847571
1.1732817,0.19660129,0.5434814,0.025906492
1.1637061,0.1986115,0.544169,0.027064461
1.1591699,0.19582283,0.5457415,0.026861457
1.1675508,0.18870151,0.548961,0.02594851
1.2260773,0.21700802,0.52553964,0.024404874
1.235864,0.20980735,0.53009564,0.02437671
1.1753029,0.20141947,0.5372644,0.026958723
1.202643,0.22496487,0.5205808,0.025366383
1.204913,0.21775328,0.5251734,0.02602232
1.1682845,0.20707618,0.5347309,0.026804546
1.1644214,0.21295816,0.5299095,0.026992166
1.1001643,0.18014951,0.5686307,0.028684996
1.1870806,0.19806404,0.5447322,0.02503254
1.1714706,0.19204447,0.5498201,0.026217502
1.1392443,0.18702592,0.5558474,0.02759801
1.2182777,0.23107994,0.51703155,0.024874449
1.1674476,0.20471819,0.5363973,0.025302105
1.2292031,0.2221798,0.519905,0.024368506
1.1536603,0.20119272,0.5423371,0.027947044
1.2178164,0.21124169,0.53068864,0.024280628
1.1011045,0.18665496,0.561736,0.028163698
1.1141798,0.18753766,0.5610072,0.027731007
1.2679068,0.23433913,0.50559485,0.02297569
1.2159619,0.20652911,0.53329325,0.024788266
1.151022,0.18913224,0.55322,0.027499823
1.1663768,0.20150486,0.5429415,0.025781473
1.2208977,0.22127564,0.52152276,0.024487374
1.1916358,0.20848086,0.5321804,0.02457872
1.1784531,0.18892072,0.5535046,0.025977064
1.1664027,0.2043489,0.5358868,0.026149115
1.2557383,0.22701193,0.5136055,0.023879526
1.2115556,0.2141739,0.52388996,0.024749657
1.1418357,0.19166104,0.55357987,0.027357994
1.1564468,0.20808843,0.5327158,0.026775267
1.1667304,0.20347309,0.5406883,0.026498897
1.1126064,0.18744393,0.5577933,0.028372537
1.2452407,0.22929628,0.51478827,0.023744551
1.1722678,0.2082219,0.5327695,0.025887989
1.1023891,0.18039837,0.5674061,0.028268164
1.1613927,0.2004254,0.54214674,0.025829935
1.2364881,0.2164634,0.5254062,0.024105113
1.2493426,0.22015421,0.51674,0.023988197
1.216559,0.21548511,0.5247801,0.02483596
1.1779789,0.2101534,0.5338663,0.026279444
1.1637503,0.19204575,0.5502907,0.026811467
1.2038275,0.20507602,0.5342612,0.025329458
1.1791941,0.20591635,0.53778654,0.025753962
1.1557128,0.19161412,0.54941195,0.026091987
1.1329361,0.19048698,0.5539523,0.027673902
1.1265706,0.20661232,0.5402399,0.028536156
1.1813962,0.21049288,0.53287494,0.026217077
1.2000113,0.1996033,0.5387923,0.02509945
1.212673,0.22791709,0.5178569,0.025826167
1.205238,0.22022067,0.5208958,0.02474715
1.218272,0.22609879,0.5163875,0.02447615
1.1420189,0.1859654,0.5558647,0.027300999
1.1393843,0.18296373,0.5603974,0.027479663
1.1540467,0.21517523,0.53146875,0.02664796
1.1509796,0.19497378,0.5499502,0.027069805
1.2192355,0.22262222,0.51847774,0.024139706
1.1692046,0.20147026,0.54108036,0.026331536
1.2232275,0.21480377,0.52422804,0.024866153
1.1931823,0.20970592,0.5309707,0.025899483
1.1901013,0.19848125,0.5397432,0.025009705
1.1925654,0.20100036,0.5403567,0.025593834
1.195859,0.19678292,0.5420142,0.025424538
1.1626542,0.19947639,0.54425085,0.026886202
1.1163989,0.1820493,0.56606644,0.028940918
1.1912706,0.2139922,0.5258777,0.025947228
1.1374815,0.19517908,0.5497663,0.02841209
1.1367518,0.18601055,0.55808717,0.028263615
1.224501,0.22198461,0.51668125,0.024645323
1.1056105,0.18620652,0.5618808,0.027889248
1.178293,0.2059702,0.536749,0.02532456
1.1226774,0.19621962,0.5473256,0.028023068
1.2068213,0.21346283,0.5280417,0.024836587
1.1958245,0.204373,0.5358171,0.025659906
1.1871024,0.21057941,0.52916104,0.025990829
1.2255268,0.22035994,0.51946706,0.023757506
1.1708814,0.20419227,0.53870356,0.026181435
1.1719035,0.19659793,0.5448174,0.026599877
1.1500342,0.2007687,0.5447255,0.027053082
1.185544,0.20115389,0.5327123,0.026136948
1.1794163,0.20652771,0.5374739,0.025517678
1.1602308,0.2014055,0.5413655,0.026526185
1.1429836,0.19243808,0.5524082,0.027028468
1.1777048,0.19598915,0.54012156,0.026381487
1.2125721,0.20567724,0.53129214,0.025225565
1.1902056,0.20050469,0.54098845,0.025385447
1.1510605,0.21476495,0.5300603,0.027753158
1.1102971,0.18351056,0.56542253,0.027772432
1.1543342,0.20243621,0.53800017,0.027304104
1.1434666,0.20254575,0.5456919,0.029147737
1.1684841,0.20713206,0.5400359,0.026670473
1.1699188,0.20474085,0.53276426,0.027642632
1.1528623,0.1930385,0.54990315,0.027644899
1.1661304,0.20165513,0.54334974,0.027410198
1.2187465,0.21917073,0.5229736,0.025233174
1.176168,0.2005071,0.5424171,0.02562689
1.2518328,0.2233426,0.51761,0.023116386
1.1587645,0.20309195,0.5425422,0.027368112
1.1901605,0.20569713,0.53461754,0.025771718
1.2231413,0.22338401,0.5184074,0.023560006
1.1818464,0.22086324,0.52287984,0.0260277
1.1832659,0.22599426,0.520298,0.026522623
1.1253941,0.18891302,0.5596302,0.028283542
1.2175467,0.21129212,0.52881366,0.02448215
1.142065,0.18881127,0.5574278,0.027713036
1.1962912,0.21768647,0.5241758,0.025764469
1.1611005,0.19472034,0.54732347,0.026501702
1.1559767,0.19388533,0.54758465,0.026861068
1.1863043,0.19702367,0.5435614,0.026223129
1.1387857,0.18717483,0.55902475,0.027205296
1.1658226,0.20681474,0.5378833,0.026983395
1.1577209,0.201203,0.5433892,0.027041707
1.1824939,0.20666735,0.5369535,0.025791794
1.2681146,0.22743799,0.51271164,0.022816854
1.2023101,0.21334784,0.5296949,0.025700174
1.1916615,0.2092635,0.534456,0.025926698
1.1873302,0.20182562,0.5365988,0.024976954
1.2474995,0.21512483,0.51991045,0.023844084
1.139998,0.19138023,0.5537819,0.028340824
1.1294881,0.18763241,0.5583006,0.027045872
1.2495229,0.2246271,0.51536614,0.02362531
1.1565574,0.18966123,0.54806066,0.027559316
1.165274,0.21713702,0.5301011,0.02715359
1.1809491,0.20329167,0.53655,0.025927508
1.1940061,0.2067345,0.53268284,0.025869552
1.2035011,0.21559703,0.52517956,0.02583184
1.1985122,0.21619093,0.52482814,0.0264095
1.1280634,0.18323907,0.557809,0.027687293
1.2064655,0.21273768,0.5275938,0.024418866
1.1382005,0.20748167,0.54170805,0.027990181
1.2294109,0.21580534,0.52184355,0.023778468
1.1416723,0.18955478,0.5520504,0.02695412
1.257063,0.22507775,0.5128324,0.023698796
1.1142738,0.1852901,0.56027675,0.028529638
1.2054429,0.20853673,0.53294516,0.02496947
1.1811095,0.20125602,0.5389414,0.025605692
1.1306373,0.1890012,0.5571804,0.027840406
1.1698586,0.19998568,0.538305,0.02592616
1.1414938,0.20314683,0.5401205,0.02744025
1.1611278,0.21422811,0.531466,0.027305674
1.2126276,0.20676027,0.5336038,0.025265772
1.1817726,0.20057984,0.5374079,0.026455093
1.1612116,0.19340807,0.5484097,0.026420696
1.2148349,0.21920694,0.51974124,0.02494417
1.1862404,0.20795749,0.5347444,0.026459655
1.1304449,0.1848604,0.5623147,0.028342668
1.20202,0.21465729,0.52750057,0.02575139
1.184923,0.21884702,0.52447176,0.026709398
1.1573067,0.19547437,0.5449199,0.026063897
1.2049257,0.19732477,0.5434705,0.025001084
1.1756572,0.21070527,0.53499794,0.026610108
1.2173009,0.22289313,0.518495,0.025225686
1.1285071,0.19225875,0.55109906,0.027534556
1.165269,0.20246409,0.5410362,0.026862988
1.2048558,0.2080641,0.52722365,0.025224008
1.2124326,0.2100482,0.52856076,0.02480999
1.1577023,0.20187137,0.54352075,0.026438832
1.2285868,0.22674648,0.5128997,0.024879081
1.1915944,0.19908561,0.5387482,0.025816582
1.2167348,0.20963305,0.5278909,0.024413668
1.1810851,0.2161144,0.5251426,0.025881706
1.1341928,0.19839346,0.5487029,0.028375786
1.1992208,0.21348013,0.5270599,0.024471447
1.2037462,0.21361804,0.52809566,0.025437677
1.2245022,0.20978925,0.52884126,0.024282834
1.1730676,0.1958697,0.54627633,0.02605046
1.187949,0.2159822,0.52487373,0.025490083
1.2325519,0.22354326,0.5158477,0.024053346
1.2047817,0.2064849,0.5350035,0.024863686
1.1513968,0.19070238,0.55141443,0.026699128
1.1761556,0.20472473,0.5354526,0.02582818
1.2051364,0.21713252,0.52692866,0.025918843
1.1843858,0.2079241,0.5360565,0.025991138
1.2116486,0.220989,0.51998144,0.02534998
1.1784889,0.21574341,0.52853763,0.026764251
1.1692395,0.20091328,0.5397441,0.025612134
1.1893237,0.21346426,0.5280841,0.025585834
1.1668382,0.20632799,0.5375327,0.026127744
1.1774387,0.20091596,0.54234546,0.025705095
1.1740257,0.19979191,0.54160076,0.026613902
1.1863835,0.20623535,0.53506637,0.026063742
1.1528556,0.19113919,0.5509743,0.026831772
1.2015584,0.21150869,0.53133845,0.025665088
1.1157845,0.1907228,0.5541913,0.029115476
1.1786664,0.2062448,0.5323463,0.025881452
1.1421474,0.20286278,0.5410895,0.027723754
1.1662617,0.1906668,0.55012447,0.027245741
1.1429591,0.2051418,0.5366372,0.027633328
1.210511,0.21743008,0.52488446,0.025973694
1.1849856,0.20196466,0.5375494,0.026256323
1.1805063,0.21432354,0.5275162,0.026307134
1.1680584,0.20494728,0.5366827,0.026991472
1.1679853,0.20420595,0.5355072,0.025830176
1.222941,0.20696771,0.5294545,0.024076492
1.1635978,0.19524723,0.54805905,0.027043957
1.1734501,0.20012143,0.5407403,0.026955072
1.1293317,0.18922059,0.557209,0.026740033
1.2114532,0.21018401,0.5300676,0.024849653
1.1877058,0.21267731,0.5309294,0.02552378
1.2036334,0.21843846,0.5229842,0.02524031
1.1524394,0.20148674,0.54398125,0.02672628
1.2196095,0.22291997,0.5212825,0.024406085
1.0922319,0.1790883,0.5706799,0.029183103
1.1853179,0.20980617,0.5339091,0.025348876
1.2153151,0.2070533,0.5303426,0.024934983
1.230737,0.20681372,0.5289304,0.02463126
1.2075735,0.2044194,0.53392726,0.025493085
1.2167866,0.21407415,0.5262282,0.024922092
1.1575032,0.18275453,0.56112826,0.026154071
1.2230319,0.22439978,0.5204063,0.024961928
1.2055345,0.2204257,0.52374387,0.025187673
1.1942201,0.21684715,0.52476186,0.026401347
1.1418415,0.1927768,0.5501421,0.026873956
1.1294576,0.2078045,0.5410073,0.027199244
1.23212,0.22659643,0.5146966,0.025292827
1.2207382,0.21164519,0.528425,0.025039583
1.1771113,0.20110632,0.5368945,0.026601208
1.1849381,0.20175873,0.5422821,0.02471436
1.1853861,0.21436729,0.53051627,0.026256554
1.1998805,0.21466996,0.53054005,0.025900539
1.1765864,0.19680002,0.542834,0.026378732
1.2100619,0.20724475,0.53005147,0.024834065
1.1740959,0.20243457,0.53767073,0.026038798
1.1781498,0.1961345,0.5439581,0.025760403
1.1619793,0.20201048,0.5378821,0.027443089
1.1723206,0.19098791,0.54792243,0.02584824
1.1774637,0.20143723,0.53885174,0.026177052
1.196243,0.21743159,0.5246252,0.025670167
1.1872903,0.20078607,0.5383498,0.026325135
1.213195,0.21332884,0.5245709,0.024569405
1.1519107,0.20217054,0.54186064,0.026684925
1.1561922,0.19902456,0.54283285,0.027766567
1.2413445,0.22564474,0.51726896,0.023525294
1.2027293,0.21054977,0.53388745,0.025425006
1.1811028,0.20966771,0.5297808,0.025910662
1.1525726,0.20645937,0.5414038,0.027282754
1.1732229,0.206231,0.5354278,0.0271634
1.2259824,0.21442583,0.5261133,0.024402523
1.2037616,0.20929751,0.5326225,0.025139067
1.1969061,0.21578604,0.52667344,0.025340717
1.1465495,0.19203691,0.5523902,0.026940353
1.2033551,0.23100032,0.5170914,0.026143529
1.1657349,0.20017779,0.5441913,0.025848141
1.1483252,0.19932407,0.54359597,0.027139623
1.2356541,0.20411247,0.5343666,0.023857031
1.1817763,0.19306025,0.5460646,0.026366597
1.1855211,0.20142321,0.53350705,0.02487484
1.1223259,0.19600376,0.5486269,0.027611654
1.1383309,0.18575619,0.55657774,0.027141869
1.2265098,0.21226683,0.5240729,0.024301315
1.219684,0.21973494,0.5220324,0.024558723
1.2055852,0.20253846,0.53678143,0.025063923
1.1950196,0.21731961,0.5268978,0.025465123
1.1951941,0.20052858,0.54016066,0.025411474
1.2126551,0.1976916,0.5397867,0.025141098
1.1693286,0.20106666,0.54119325,0.025829203
1.1522346,0.19344297,0.5530389,0.027904566
1.1634364,0.1957096,0.5434316,0.025847863
1.1560225,0.19612731,0.54766315,0.027376458
1.1953412,0.21509442,0.52941644,0.025380326
1.1808343,0.21071509,0.5309922,0.026766216
1.1797651,0.19327393,0.5439172,0.025458805
1.2055272,0.2167496,0.524807,0.0257903
1.1749656,0.21172112,0.53266424,0.027213702
1.199021,0.20531385,0.53789616,0.025283271
1.1661587,0.19354615,0.5459841,0.026454797
1.2335569,0.22644451,0.51115954,0.024381373
1.1637629,0.19999123,0.5440455,0.027506707
1.1783879,0.2087527,0.53403807,0.026031114
1.2058172,0.21051171,0.5291386,0.024708169
1.1716918,0.19672678,0.5426076,0.026765177
1.138597,0.19797355,0.5457742,0.027062293
1.1654717,0.20540333,0.5360552,0.026162503
1.1426544,0.19024432,0.5523588,0.027933203
1.1938715,0.20991798,0.5355177,0.025790645
