parameter_1,parameter_2
8.889136,7.834734
9.322482,7.235319
8.966446,8.05112
8.450771,7.1155534
8.488436,8.738966
8.871651,7.993686
8.908422,8.006638
7.2705135,7.716418
8.869984,8.061865
8.849932,8.1571
7.554248,8.168733
8.894439,9.068683
8.799507,7.97767
7.5962176,8.227163
8.81578,7.917549
8.997132,7.953363
8.946093,8.306434
8.837333,8.050011
8.693153,8.034947
8.387597,8.030427
8.867817,8.665421
8.979335,7.0754614
9.658219,7.5837445
8.823153,8.317643
9.038333,7.3743854
8.949691,8.034139
8.8176565,7.955223
8.851692,8.0451975
8.782121,7.703559
8.335881,6.679885
9.966374,6.829963
8.823352,7.9948153
7.7970924,7.018859
9.040959,8.165985
8.766068,8.03573
8.64326,8.244324
8.8685465,8.249742
8.902591,8.03412
8.898237,8.037302
8.801459,7.9574914
7.809013,8.616345
7.908136,9.665412
8.916555,7.910976
8.75402,7.9993944
8.689401,8.098374
6.5367794,9.510977
7.6274104,7.6457973
8.767879,7.681971
8.474398,9.628148
8.9275055,8.042319
9.607601,8.453066
9.0555105,7.9167004
8.992539,8.985508
8.996081,7.88754
9.420841,9.065376
6.865793,8.740284
8.861409,7.975668
8.621832,9.34062
8.729707,8.311087
8.941036,7.9767065
8.720562,7.942302
8.893838,8.148654
8.888225,8.128704
8.890001,7.9821186
9.00812,8.01718
8.872712,8.189347
9.644785,9.358247
9.113092,8.228533
6.670221,8.858177
8.572195,8.931705
9.491438,7.4217877
8.804213,8.24186
8.516229,8.338817
9.8683605,8.530176
8.956555,8.776993
8.3837185,9.98805
8.927374,7.79916
8.80575,8.110988
7.8364596,9.926019
8.997369,7.998462
8.955118,8.03187
9.670791,7.991458
7.856553,7.073932
8.898733,8.092654
7.1835947,8.186548
8.984885,8.08495
9.013182,8.149406
8.755917,8.149071
8.826886,8.125277
8.018575,9.16455
8.939272,8.093153
9.666796,6.999235
7.9857507,9.041144
8.9291525,8.076672
8.951889,8.1695595
8.881067,8.842842
8.211579,8.98627
8.692669,8.087884
8.257842,8.518675
9.332005,8.56812
7.48415,7.190495
8.940055,8.088637
8.913762,8.0599575
8.900748,8.244318
8.7850485,7.9181857
6.283038,6.4115906
9.002939,8.403664
7.968453,7.5127397
8.945956,8.08754
7.679528,9.375395
8.987255,8.052226
8.900952,8.204181
9.152287,7.9927726
8.850199,8.135424
8.860829,8.032846
9.03737,8.196004
7.950979,8.6544
8.811974,7.90102
8.962183,8.207581
9.757631,7.6167502
7.4549727,6.85951
9.064038,7.923515
8.610487,8.032585
8.851156,8.137468
9.172119,7.0340195
8.828985,8.146765
8.101754,6.614279
8.94561,8.09664
7.2769575,7.4004726
8.872984,8.124299
8.897108,8.2314415
8.855547,6.8421917
8.8655205,8.107087
7.3044863,8.985286
8.905138,8.108657
9.2673025,6.7238083
9.131525,8.067981
8.904022,7.97241
9.021883,8.203309
8.077854,8.683837
8.844301,8.07077
8.86908,6.531507
9.085688,8.082147
8.050569,7.8914304
9.006195,8.135942
8.944321,8.054159
7.675965,8.403927
8.890153,8.203223
7.8647027,7.983478
8.929993,8.176576
8.948043,8.187899
9.155178,8.009664
8.8773775,8.065866
9.026354,8.1173115
8.310091,8.89675
8.73454,8.241314
9.45942,7.4754705
7.8070927,8.539277
8.993379,8.103596
8.056693,8.207571
8.881297,7.1821213
8.727884,8.065497
8.738527,8.033462
8.894674,9.880339
8.990233,8.158537
8.984755,8.027256
8.916158,7.988823
8.758528,8.286427
9.294088,8.009854
8.48491,7.193429
7.8711386,8.658319
7.3085556,9.002085
7.173003,9.554047
8.53502,8.673897
8.893855,8.089676
8.582257,8.507737
8.832926,8.105472
9.546984,8.171261
9.814993,7.916534
8.782622,8.076996
9.062338,7.9175744
8.531777,7.268347
8.784153,8.18647
9.450023,5.7240505
8.977793,8.353344
8.834938,7.9443283
9.040377,7.935943
8.133463,8.815324
7.823186,7.67047
8.866189,8.169595
8.821963,8.107592
9.061644,8.041535
9.778896,8.715418
9.653047,6.1266303
8.796272,8.008599
6.6693125,7.585658
8.9381485,8.070923
8.831457,8.081545
8.837441,8.084744
9.322188,9.636638
8.857864,8.024486
9.117972,6.787023
8.66958,8.049848
8.8193865,8.122208
8.484634,5.932782
9.44563,8.970786
8.771729,8.276573
6.9336753,8.543788
8.904218,8.105125
7.965982,7.7196035
9.222693,8.457428
8.780981,8.08139
6.972237,7.1384883
8.837184,8.11715
8.8700285,8.161743
8.743669,7.84545
9.037526,8.301732
8.857406,7.9984593
9.043393,8.204533
8.785716,8.047432
7.121768,8.005134
8.827636,8.043122
9.640418,8.17338
7.8599224,5.5872293
8.729854,8.012703
8.842985,7.978409
7.6888137,8.198461
8.696297,8.072717
9.035883,7.90671
9.3440695,6.9891167
8.846225,8.133499
8.957833,7.99105
9.210119,8.258315
8.681709,7.964465
8.552049,7.4904375
8.969224,8.149727
9.003572,8.047428
9.773204,8.953946
8.850791,8.129726
9.052133,8.101595
8.780218,8.158675
8.838682,8.280548
5.895046,5.749263
7.922284,9.0897665
9.784401,8.8229685
9.055619,7.9561405
8.434721,8.038222
8.769402,7.9041967
8.637257,8.032841
8.985329,8.224001
9.221569,8.375387
9.2252655,7.648485
8.329396,7.5373483
8.887928,7.984235
8.947766,8.02099
8.751857,8.093828
8.903298,8.178247
8.324089,8.729369
7.2445755,7.811067
8.956867,7.316503
8.825535,8.155399
7.974086,9.014888
8.563231,6.577626
8.888286,8.05772
8.862586,8.201254
8.74301,8.020089
9.009086,8.160046
8.3598585,6.5537853
9.987636,8.074209
8.904165,8.124645
8.796833,6.746402
8.894249,8.10201
8.753124,7.9644547
8.887495,8.2093315
9.013546,7.822744
8.783591,8.308428
8.634964,8.109044
8.2052555,8.581395
8.805619,7.9452405
8.724245,8.189162
8.893553,8.021234
8.913402,8.036452
7.911707,9.206303
7.4036064,8.942874
9.675719,9.313013
8.067895,8.354287
8.757971,8.162741
9.0141,8.085042
7.9666095,5.83697
7.3274417,8.888855
8.897458,8.1204195
8.70215,7.419144
9.049433,8.349389
9.781075,8.845095
8.899014,8.145147
9.989506,9.271199
6.72323,6.935115
8.956581,8.142768
8.0889435,9.967766
9.018246,7.989501
8.871047,8.051936
8.362304,7.169649
8.899921,8.020678
8.8626175,7.987987
8.729714,8.182667
8.8403425,8.098822
8.957396,8.096042
8.879173,8.059654
8.502547,8.655499
9.697021,7.1238713
8.7448,8.017755
9.046153,8.026084
9.009743,7.9668617
8.468806,6.9060364
8.972291,8.015019
8.7752905,8.014936
9.402211,7.7240458
8.996787,8.208711
8.437072,7.211885
9.401548,6.54965
8.784905,8.172508
8.39908,6.758639
8.940662,8.15768
8.888375,8.162377
7.882824,8.110796
8.791483,8.1121025
8.917004,8.283745
8.786643,8.093663
8.70074,8.113219
8.838997,8.13489
8.8120575,8.110834
9.00265,8.008565
8.917554,7.940267
9.047114,7.9752555
8.7422285,8.144362
8.97504,7.9539175
8.871108,8.128001
8.2891655,8.061106
8.878365,8.196767
9.553922,7.407939
9.75257,7.759593
8.833416,8.141478
8.9134245,8.06159
8.873911,8.038396
8.965201,8.083014
8.757496,7.8634048
8.788423,8.254626
9.736493,7.5661716
8.962242,6.094242
8.920391,7.9938807
9.4667,9.190872
6.9495583,9.022315
8.315244,8.657179
8.805668,7.8040066
8.855339,8.186575
8.905035,8.087871
9.711935,8.392354
8.920128,8.059927
8.935091,8.09385
9.047085,8.015669
8.67206,6.8294497
8.911213,8.084334
8.930321,8.067705
8.712156,7.811781
8.868743,8.129798
8.976749,8.174381
8.921903,7.885524
9.179737,6.3469014
8.886731,8.013473
8.619213,8.203744
8.867417,8.149933
9.797188,8.866642
8.949108,8.208539
8.991111,8.059193
7.6463065,8.801795
9.303547,7.6115108
8.736278,7.898121
8.844281,8.24164
9.033597,8.169378
9.265354,8.4860935
9.041169,8.20018
9.051924,8.250428
8.916147,8.011462
8.7888565,8.179824
8.974752,8.260463
7.8950114,9.755341
9.537285,7.9078674
8.836377,8.162957
9.422408,8.818592
8.895855,8.1555605
9.640368,7.8492074
9.400142,9.793433
8.7275915,8.078931
8.9779415,8.527194
8.9176655,7.992727
8.931265,8.17997
8.724908,8.146526
8.163223,8.797426
9.4171715,8.40659
8.804269,8.069904
9.415879,9.485687
8.901172,9.481617
9.4323635,6.4809284
9.6882515,9.713065
8.910643,8.209016
8.717506,7.138896
6.8567076,7.422174
8.880979,8.029392
8.921986,8.013563
7.862602,7.7908535
7.5188665,9.024652
9.230458,6.732937
9.776112,6.3775225
9.18731,7.209938
8.826408,8.206681
8.913226,8.0358925
8.756425,5.4505525
8.796773,6.4038568
8.961013,7.967528
8.822724,7.9281287
8.499344,7.8519826
9.029565,8.092867
7.5190554,7.4741926
9.020464,8.061506
8.834618,7.8867884
9.952144,9.197793
8.844283,8.000235
8.025716,7.195322
8.847568,8.031098
7.6139545,7.3124647
9.439972,7.824067
8.823501,8.103967
8.8907175,8.193839
7.2838383,8.39337
9.198262,8.656462
8.720505,7.9860764
8.921428,8.212785
9.814473,8.441494
8.832441,8.065739
8.199232,6.4993014
8.383962,5.7790613
7.034048,7.683478
9.27927,7.217869
8.865711,7.9635973
8.890876,8.073407
8.931684,7.986122
8.832891,8.16968
9.845814,6.7310824
8.509013,8.322791
8.821793,8.15286
8.514785,8.877351
8.815051,8.176681
8.906984,8.050429
8.730188,8.093326
8.841662,7.9277773
8.454805,7.73521
8.759791,7.248828
8.619702,8.188634
8.9265375,7.934852
9.7173,6.3789315
8.671192,8.10827
8.868362,8.523067
8.838221,8.234226
8.856842,8.146657
8.977412,9.942594
9.106811,8.157497
8.493488,5.836223
9.759054,7.3121123
8.845103,8.030072
8.989905,8.086428
8.5127,8.731827
8.873127,8.240277
8.855633,8.0173
8.85414,8.018445
8.162205,8.51565
9.116363,8.553442
9.8062315,9.626183
8.77178,8.03203
9.798787,6.7314672
8.922641,8.026046
8.868548,8.007801
8.793014,8.033825
6.595882,9.038171
8.877312,7.619996
8.928215,7.8496847
8.757977,8.080264
9.597556,8.50611
9.799188,7.4725676
8.512077,8.075221
8.821141,7.963935
8.738219,8.200387
8.379337,8.662253
8.568138,6.4070063
8.886001,7.945796
8.709492,6.312658
8.989406,7.2491975
9.433885,8.208683
8.777979,8.243037
8.874612,8.111677
8.821005,8.125461
9.028661,8.194208
6.7271185,7.355857
7.5808806,8.516226
8.98112,7.967139
9.096766,8.399604
8.805033,8.135798
8.908195,9.0176935
8.93358,8.108308
8.874512,8.030761
9.410365,8.451127
8.84897,8.068382
7.1735907,7.981499
8.823031,7.89372
7.680302,8.999783
9.808306,7.8850946
9.174773,8.078343
8.649722,7.2340765
7.526152,8.746311
9.036226,8.008613
8.347377,8.16825
8.876177,8.165134
8.325663,8.232581
8.941528,8.038216
8.989013,8.038904
8.998608,8.162751
8.799442,8.140972
8.906619,8.176767
8.816777,8.043831
9.13296,7.518936
8.774437,8.00604
9.011451,8.144982
9.814507,9.362461
9.511627,9.08397
8.273573,6.404859
8.920644,8.405641
8.935148,7.9719434
9.36184,8.131788
8.897354,8.130413
9.07548,8.141808
8.856619,8.13631
9.270113,7.7828608
8.919512,8.027401
8.865195,7.9801373
8.834735,8.037626
8.89056,9.590092
9.096254,7.431425
8.718428,8.238072
9.51539,8.873771
9.122666,8.075618
9.773055,8.654559
8.790266,8.046193
8.945702,8.222681
8.822912,8.027233
8.1730995,8.175124
8.985465,8.877548
8.875751,8.020196
9.353866,7.933673
8.822109,8.039068
8.949039,8.051173
8.797918,8.161098
8.821742,7.981282
8.371829,7.0295587
8.432422,8.574289
7.410886,7.418994
8.80166,8.374536
9.073604,8.259373
9.936926,7.8399243
6.8675747,6.465809
8.23289,8.939694
8.937348,7.9953094
8.983996,8.144269
9.136633,8.1290865
8.941357,8.0907545
7.7076397,8.327003
8.821456,7.933705
7.2591314,7.181781
8.809734,8.085101
7.2359176,8.016023
9.417402,8.948751
8.974725,7.9826813
6.632806,9.755853
9.243985,8.257155
8.780577,8.137849
8.813265,7.9615045
7.9750853,8.438008
8.954805,8.174326
9.924001,8.1731415
7.76792,9.020161
8.959966,8.086831
8.754602,8.084805
8.805734,7.952276
8.912174,8.070605
8.690448,8.236832
7.1490493,7.649969
8.764889,8.087783
8.852,8.099928
8.897079,8.003088
8.93332,8.052516
9.0035715,8.033857
8.8017645,8.199133
8.834194,8.014355
8.624669,7.605033
8.716099,8.006164
8.876474,8.223837
8.756911,8.191039
8.993675,7.9536734
8.890164,7.9429197
8.848121,7.987679
8.188999,6.9955654
8.924165,8.08661
8.934412,8.273224
8.378282,7.569455
7.321352,6.928492
9.782094,9.1943865
9.767258,8.517692
8.744522,8.174703
7.849914,7.169974
8.872443,8.060613
9.174446,6.9092035
7.739259,9.667994
8.8443165,7.9254427
8.612407,8.06715
8.857498,8.21748
8.293656,7.611375
7.677782,8.167508
8.4889555,7.9809213
8.801696,7.9660125
8.655456,7.2108183
8.799803,7.994207
7.9878545,8.050826
9.314173,6.648738
8.85562,8.180373
9.424601,6.9421005
9.187241,8.797986
9.340095,7.3959255
9.031685,8.043289
8.496763,8.189517
9.014604,7.9914474
8.721602,8.085185
9.702447,7.2631826
8.760565,8.0739
7.7375855,9.36734
8.966756,7.98859
8.896883,8.07368
8.770337,8.103278
8.9840765,8.105019
8.737919,6.5941553
7.6326528,7.6487055
8.893793,8.038736
6.9442043,8.346876
9.42845,8.788819
8.822026,7.917181
8.999412,7.0607376
8.966032,8.280449
8.49626,9.628579
9.118528,9.200058
9.764718,8.550081
8.955534,8.073395
8.768719,8.239083
9.043406,8.027206
9.106247,8.397831
8.843276,8.087118
9.917896,6.844097
8.945819,8.093768
9.775501,8.326897
9.054583,7.919573
8.892573,8.09661
7.8728395,7.255373
9.548834,7.552518
7.4803457,8.662712
8.791554,8.096516
9.046542,8.068932
8.248667,9.024376
8.038926,7.31409
8.881814,8.219508
9.087084,8.141957
9.438742,6.6513295
9.216287,8.546753
8.947206,8.31871
9.19349,7.7976933
8.752721,8.092639
9.015396,8.023059
8.684449,8.19957
8.423872,6.948845
9.257061,8.526785
8.791181,7.921886
9.850159,9.171156
9.064503,7.923032
8.969096,8.037787
6.341468,8.008324
7.7413893,8.189567
8.932893,8.1781845
8.810197,8.090236
7.996391,6.2263575
8.812084,8.078563
5.6944575,7.447669
8.381766,7.248095
8.847088,8.183098
8.838747,8.265161
8.8156185,7.9937778
8.902,8.329009
9.037055,7.986158
8.685922,8.1453
8.823172,8.315566
9.881603,7.3879805
8.0249815,8.308695
8.164856,7.5138736
8.792094,8.094739
7.7474284,7.5298448
8.89479,8.129216
8.78202,7.9174347
7.581624,9.040943
9.032427,8.09656
8.863063,8.1724
9.098166,7.6647663
8.882886,7.93213
7.9794645,6.950853
8.749331,8.052016
7.7114053,8.832449
7.306935,7.4390264
6.8627853,6.973844
8.955576,8.115236
8.858176,8.049023
9.28941,8.23701
9.846811,6.1733365
8.913934,8.026977
8.816175,8.014368
9.04334,6.650365
7.9857492,7.4250956
9.450546,5.8383684
8.901973,8.049855
8.987378,8.170627
8.751386,8.099017
8.898472,8.18445
9.243422,8.299029
8.804816,7.950502
8.89697,8.131875
8.926076,7.749629
8.90439,8.040208
9.072947,9.052738
8.380268,7.7312584
8.728313,8.035322
8.8612585,8.084419
7.690383,8.190927
8.795419,8.285207
8.976196,8.170265
8.098062,6.950227
8.889608,9.212563
8.961575,8.0902195
8.562577,9.361943
9.317795,8.241556
8.751758,8.085687
8.818323,8.114685
8.807388,8.185595
8.894279,8.111727
8.870751,8.076432
8.711852,8.016085
8.971106,8.229801
8.76469,8.113942
9.277453,7.91055
9.035095,7.9340277
9.878299,5.986511
8.809393,8.259343
8.983297,7.980761
9.213709,6.106379
8.845201,8.139656
9.557071,7.0551915
8.712094,7.7191925
7.7085166,7.3086157
8.953201,7.577556
7.3433995,8.27042
7.0879426,6.9467454
7.477495,8.870714
9.366201,7.152593
8.649297,8.007026
7.6731634,7.9284234
8.695988,8.198427
8.897729,8.170973
8.700245,8.073014
8.6169,9.959473
8.842387,8.153768
8.670629,8.019828
9.681059,9.064818
8.826037,6.7842007
8.855041,8.102494
9.040197,7.9436283
9.629372,7.049582
8.826984,8.03008
7.468952,8.895628
8.798425,8.155741
7.4303093,8.58594
9.027486,8.0686035
8.814611,8.0540085
7.592644,7.590092
8.804254,8.050755
8.612817,7.8723326
7.4111123,7.7574425
8.846759,8.092501
8.767195,6.9162054
8.734963,8.015153
6.3862977,8.642197
9.829005,9.231226
7.6914654,8.949914
8.233694,8.60411
8.732926,7.775214
8.689681,8.542215
8.826824,8.023689
8.770116,8.017318
8.81159,8.069226
8.8730345,8.147713
9.971635,9.269997
8.836541,8.14426
8.870682,8.001451
8.925711,8.181829
9.812703,7.849569
8.7333975,8.160782
8.703978,7.954241
8.851113,8.08955
8.999227,8.102746
9.008167,7.9436646
8.858337,8.261783
8.270773,8.27446
8.989638,8.047956
8.885671,8.32736
8.349434,7.8833613
9.859634,8.061652
9.321216,8.479411
9.047791,7.655803
9.153206,6.984595
7.889297,7.573159
8.874714,8.032968
8.942733,8.080903
9.646858,7.6282783
9.812761,8.083406
8.863399,8.088964
8.733423,7.9928384
8.783258,8.041567
9.795177,8.98363
8.49704,8.569777
8.803234,8.293648
8.210904,6.7545652
8.935253,8.074371
8.825474,8.195014
9.017573,8.082704
8.948032,7.9672985
8.965194,7.434109
8.914013,8.04618
7.7834387,9.020064
9.075702,7.7075334
9.246695,7.707975
9.3171,8.020748
7.9696608,9.070019
8.966428,8.096241
8.934907,8.102876
8.9416685,8.011172
8.969688,8.16981
8.775649,8.244791
8.944715,8.025875
8.113361,7.7888474
8.761683,6.424182
8.823909,8.216647
8.697258,7.80974
8.776587,8.042515
8.94491,8.308783
8.67715,7.822322
8.811077,8.182375
8.049871,8.725545
8.956054,8.240189
8.794133,8.049481
9.00356,8.020389
8.775566,7.955373
9.058286,8.0640135
8.84736,8.158033
9.542851,7.5907054
8.752815,8.0776415
9.679337,7.4899416
8.916648,8.142091
9.222951,6.904521
6.602167,9.679361
9.950446,7.7519283
8.902313,8.023598
8.932461,7.9845
8.988791,8.558452
8.876641,8.214941
8.010174,7.6379013
8.763069,7.414261
9.020212,8.132152
8.902031,7.9843836
8.925166,8.236735
8.904064,8.060727
8.745193,8.190754
8.758367,8.084736
9.048553,8.076562
7.7244186,8.919045
9.128396,8.6939125
8.816285,8.03297
9.597006,8.158524
8.494099,8.5554905
8.802159,8.078889
8.872653,7.937566
9.110575,8.118667
7.614167,6.5602913
8.0907345,7.003134
8.897524,7.9290767
8.950204,7.98716
8.7872925,8.032563
8.732364,8.214676
8.84011,8.14356
9.757737,6.0120125
8.723877,8.022151
9.519993,8.41324
7.6896944,8.710706
8.952469,7.9520335
8.931233,7.934711
8.972551,8.259184
8.734279,8.122527
8.866376,8.135258
8.906808,7.9326825
8.900076,7.9951334
7.597852,8.154441
9.031064,8.086351
8.171164,7.1775026
8.879736,8.187447
8.848295,7.9911003
8.504943,9.130221
8.693973,8.089945
8.914017,8.10987
8.80975,8.239092
7.5392885,8.196247
8.751792,8.044185
8.876162,7.812752
7.141957,7.218143
9.047716,8.012229
8.769806,8.121612
8.759852,7.9331822
8.80089,7.918354
8.2992115,9.240057
8.706357,8.159474
8.850486,7.946935
8.842484,7.8272414
8.753215,8.023413
8.838261,8.119746
9.242695,8.104315
8.652966,8.145392
8.96478,8.100226
8.3554325,7.6472974
8.849019,8.388049
8.778847,8.073166
8.484077,8.812077
8.750741,8.096767
8.870835,8.043656
8.903934,8.08182
9.539433,9.191296
8.916719,8.196857
8.979377,7.902381
9.016084,8.13186
8.904334,8.151889
9.117701,7.5402517
8.58212,9.139659
8.612601,7.4459667
8.329616,7.3654203
7.8259997,8.519473
8.909783,8.256065
9.960823,7.594541
9.069177,7.2651796
8.911551,8.151702
8.894834,8.122544
8.808563,7.996873
8.471482,8.418523
8.700237,9.3627405
8.834693,8.08782
9.012716,8.096755
8.833072,8.133245
7.546913,6.1043005
9.368504,8.59979
9.027877,8.114257
8.870101,8.231543
7.7000012,9.047215
8.973429,8.728607
8.64805,7.996534
9.012643,8.0311575
8.953144,8.086949
8.333921,8.826639
7.699348,7.0140553
7.4716635,8.006948
8.827728,8.153235
9.947526,8.123873
8.662702,6.9665003
8.883071,8.016274
8.952253,7.88967
8.964131,7.9637365
8.863853,8.085851
9.044199,8.126886
8.921014,8.059277
9.324198,8.543048
9.868441,9.1361265
9.683382,7.857908
8.982162,8.124485
8.713068,8.6891985
8.951057,8.120107
8.902395,7.945425
7.9671073,8.095029
9.624084,7.151641
9.47109,9.980779
8.683713,8.117619
9.669984,8.404591
8.812798,8.144684
7.8926234,9.143771
7.906092,8.035624
9.139333,7.0059156
8.8420725,8.100734
7.4621058,8.234349
9.079467,7.213691
8.939332,8.521682
9.008703,8.188832
8.840853,8.306343
8.396528,7.557892
8.82272,8.148933
7.746576,8.024293
7.536886,7.0975976
8.977505,8.297735
9.385991,8.935704
9.64101,6.6992383
8.587127,8.436378
9.743148,8.926019
8.908543,8.449599
9.898334,7.095562
7.5013475,7.5260077
8.429852,7.984405
8.987869,8.099104
8.588498,9.076216
8.8636055,8.120086
8.85877,7.976312
9.721982,7.547341
8.640292,8.063576
7.535803,9.813121
8.914626,8.143701
8.958508,8.025869
7.4200764,7.4301023
8.7933035,7.8587966
8.821341,8.08688
9.179973,6.574265
8.869824,8.171095
8.842207,7.96544
7.8761754,6.581541
8.69919,8.067963
8.855593,8.02586
9.010066,8.289005
9.06184,8.083667
8.906748,8.044532
8.909473,8.20794
8.830442,8.061453
9.426455,8.05569
8.857141,8.061052
8.920787,8.039093
6.87654,8.014001
8.939915,8.243268
8.704652,8.79134
8.920005,8.005117
8.502521,7.9493556
8.782781,8.0696125
7.7106295,8.06398
8.423131,8.180406
9.6404505,7.520352
6.889653,8.9282675
8.755735,8.010856
8.870068,8.110803
8.366432,8.07301
9.023488,8.09089
8.839943,7.9156046
8.9886,8.048317
8.73707,8.167342
8.987675,8.043596
8.158384,6.1276894
8.663197,9.428018
8.787372,7.842602
8.837267,8.126903
8.993952,6.5936995
8.828712,8.1435175
8.960158,8.023271
7.035821,7.6238356
9.776388,8.60955
8.134077,7.3425326
7.21316,9.853945
8.824568,8.163931
9.664389,8.687675
9.4353075,9.527761
8.796886,8.045641
8.20647,6.9946985
9.911892,9.371464
8.820035,8.153992
8.538132,9.482477
9.151576,7.655591
8.791434,8.072829
8.88261,7.9784045
9.08915,8.399029
8.086768,7.738136
9.193765,8.277084
8.628338,8.3985615
8.735388,7.904441
9.146877,8.044859
9.6842375,8.3169
8.458583,8.454416
8.910817,7.9915476
8.923528,7.9411077
8.088934,8.976119
8.8175,8.267178
8.794361,8.128174
8.992988,8.215152
8.929092,7.894226
9.023118,8.28003
9.029699,7.5538497
9.094924,8.24183
9.165745,8.624861
8.985569,8.17337
8.850843,8.105584
8.986635,7.94797
8.953938,8.09485
8.973322,8.259064
7.1997194,6.091032
9.514131,6.971245
9.617813,9.0541525
8.944765,8.217268
8.883742,7.8786783
9.003819,8.085737
8.965978,8.192774
8.769523,8.147108
8.149279,8.231527
8.998117,7.939146
8.875443,7.898011
9.006197,8.08382
8.942782,8.515064
8.703998,7.8362594
8.922924,8.078548
8.109413,7.7773085
8.984581,7.932023
7.7516847,8.988447
9.053346,8.058952
8.130399,7.1593685
8.741205,8.012639
6.639186,9.278563
8.493847,9.149471
9.216056,9.158487
8.892844,8.22237
8.764188,7.9990077
8.78184,7.973645
8.763358,8.01274
8.743671,8.021044
8.730308,8.104786
